Tissue	Dataset	OR	P-value	FDR	Direction	Method
Caudate	BS_DLPFC_SZ	1.8345655010104627	0.1171289148428665	0.2892128944322213	Up	DEG
Caudate	BS_Hippocampus_SZ	2.4091970121381885	0.21058350037960819	0.42116700075921637	Up	DEG
Caudate	BS_sACC_BD	0.7891460160786844	0.645784639550666	0.8971929696071067	Up	DEG
Caudate	BS_Amyg_BD	0.5996041448364187	1.0	1.0	Up	DEG
Caudate	CMC_DLPFC_SZ	1.0004077070695	1.0	1.0	Up	DEG
Caudate	PSY_SZ	1.481615580591812	0.0010373006613983138	0.01659681058237302	Up	DEG
Caudate	PSY_ASD	1.5321745201831585	0.014932589525262222	0.06858586059163106	Up	DEG
Caudate	PSY_BD	1.2006412293116895	0.3904645134107396	0.7208575632198271	Up	DEG
Caudate	Parkinsons	1.1654129654129655	0.7460027795692596	0.9297655242820136	Up	DEG
Caudate	MAYO_AD	1.6852136548102172	0.0007035430380671329	0.01659681058237302	Up	DEG
Caudate	ROSMAP_AD	2.8033881369788354	0.024920487363725343	0.09968194945490137	Up	DEG
Caudate	MSBB_MD36_AD	1.1016762019472046	0.5620511370731542	0.8702727283713355	Up	DEG
Caudate	MSBB_MD44_AD	1.6900411522633745	0.23178411501278032	0.4450255008245382	Up	DEG
Caudate	MSBB_MD22_AD	0.8349600228053267	1.0	1.0	Up	DEG
Caudate	MSBB_MD10_AD	2.740826505165657	0.007941883712010172	0.04765130227206103	Up	DEG
DLPFC	BS_Caudate_SZ	1.6368087944202325	0.0024420557335194386	0.02344373504178661	Up	DEG
DLPFC	BS_DLPFC_SZ	1.352586532617088	0.5468964049162298	0.8702727283713355	Up	DEG
DLPFC	BS_Hippocampus_SZ	3.1754708314193847	0.13858117858210606	0.2892128944322213	Up	DEG
DLPFC	BS_sACC_BD	0.9250364775555746	1.0	1.0	Up	DEG
DLPFC	BS_Amyg_BD	0.7897206959706959	1.0	1.0	Up	DEG
DLPFC	CMC_DLPFC_SZ	1.1277535471760614	0.6604346516903503	0.8971929696071067	Up	DEG
DLPFC	PSY_SZ	1.387144408062159	0.015717593052248784	0.06858586059163106	Up	DEG
DLPFC	PSY_ASD	1.3696560901784782	0.13114766482030293	0.2892128944322213	Up	DEG
DLPFC	PSY_BD	1.1171013602588686	0.6728947272053301	0.8971929696071067	Up	DEG
DLPFC	Parkinsons	0.5013840326340326	1.0	1.0	Up	DEG
DLPFC	MAYO_AD	1.463355473305278	0.03332300040231148	0.11425028709363935	Up	DEG
DLPFC	ROSMAP_AD	3.7065415533574395	0.007422301076399309	0.04765130227206103	Up	DEG
DLPFC	MSBB_MD36_AD	1.1797175866495506	0.43780716227971556	0.7505265639080838	Up	DEG
DLPFC	MSBB_MD44_AD	2.2327922077922078	0.08152049864934524	0.21738799639825399	Up	DEG
DLPFC	MSBB_MD22_AD	1.101407948672251	0.7554344884791361	0.9297655242820136	Up	DEG
DLPFC	MSBB_MD10_AD	2.3555631750385735	0.04892062005289732	0.14676186015869197	Up	DEG
Hippocampus	BS_Caudate_SZ	1.6368087944202325	0.0024420557335194386	0.02344373504178661	Up	DEG
Hippocampus	BS_DLPFC_SZ	1.352586532617088	0.5468964049162298	0.8702727283713355	Up	DEG
Hippocampus	BS_Hippocampus_SZ	3.1754708314193847	0.13858117858210606	0.2892128944322213	Up	DEG
Hippocampus	BS_sACC_BD	0.9250364775555746	1.0	1.0	Up	DEG
Hippocampus	BS_Amyg_BD	0.7897206959706959	1.0	1.0	Up	DEG
Hippocampus	CMC_DLPFC_SZ	1.1277535471760614	0.6604346516903503	0.8971929696071067	Up	DEG
Hippocampus	PSY_SZ	1.387144408062159	0.015717593052248784	0.06858586059163106	Up	DEG
Hippocampus	PSY_ASD	1.3696560901784782	0.13114766482030293	0.2892128944322213	Up	DEG
Hippocampus	PSY_BD	1.1171013602588686	0.6728947272053301	0.8971929696071067	Up	DEG
Hippocampus	Parkinsons	0.5013840326340326	1.0	1.0	Up	DEG
Hippocampus	MAYO_AD	1.463355473305278	0.03332300040231148	0.11425028709363935	Up	DEG
Hippocampus	ROSMAP_AD	3.7065415533574395	0.007422301076399309	0.04765130227206103	Up	DEG
Hippocampus	MSBB_MD36_AD	1.1797175866495506	0.43780716227971556	0.7505265639080838	Up	DEG
Hippocampus	MSBB_MD44_AD	2.2327922077922078	0.08152049864934524	0.21738799639825399	Up	DEG
Hippocampus	MSBB_MD22_AD	1.101407948672251	0.7554344884791361	0.9297655242820136	Up	DEG
Hippocampus	MSBB_MD10_AD	2.3555631750385735	0.04892062005289732	0.14676186015869197	Up	DEG
Caudate	BS_Caudate_SZ	1.6410470114397888	0.0008296622408120196	0.03982378755897695	Down	DEG
Caudate	BS_DLPFC_SZ	1.990452832280235	0.09715469526054185	0.27431913955917697	Down	DEG
Caudate	BS_Hippocampus_SZ	1.2718100159960626	0.5500264543250196	0.7135478326378633	Down	DEG
Caudate	BS_sACC_BD	0.9560557952339593	1.0	1.0	Down	DEG
Caudate	BS_Amyg_BD	0.6497543461829176	1.0	1.0	Down	DEG
Caudate	CMC_DLPFC_SZ	0.9252056163947835	1.0	1.0	Down	DEG
Caudate	PSY_SZ	1.3720463624477177	0.011240121567822375	0.0835841671433764	Down	DEG
Caudate	PSY_ASD	1.3856648265462645	0.09068595068127791	0.27431913955917697	Down	DEG
Caudate	PSY_BD	1.4425201184330398	0.09638205648771493	0.27431913955917697	Down	DEG
Caudate	Parkinsons	1.702201550387597	0.3065400669853686	0.5254972576892033	Down	DEG
Caudate	MAYO_AD	1.5775890215284154	0.00547038157047902	0.0835841671433764	Down	DEG
Caudate	ROSMAP_AD	1.979963963963964	0.15294550693950343	0.36706921665480824	Down	DEG
Caudate	MSBB_MD36_AD	1.3290981859517832	0.1299536828517387	0.34654315427130317	Down	DEG
Caudate	MSBB_MD44_AD	1.8328877005347595	0.2071295047542047	0.4363016157852449	Down	DEG
Caudate	MSBB_MD22_AD	2.183433570256971	0.04896697444526308	0.19586789778105232	Down	DEG
Caudate	MSBB_MD10_AD	1.932552561027233	0.14027645031987884	0.3543826113344308	Down	DEG
DLPFC	BS_Caudate_SZ	1.5271090324047796	0.010860084289044003	0.0835841671433764	Down	DEG
DLPFC	BS_DLPFC_SZ	1.8251310941043084	0.20814872444011018	0.4363016157852449	Down	DEG
DLPFC	BS_Hippocampus_SZ	1.6532335138579166	0.45994591526920625	0.6396206768024644	Down	DEG
DLPFC	BS_sACC_BD	0.86248507589971	0.8575300182054497	0.9572977203750977	Down	DEG
DLPFC	BS_Amyg_BD	0.8446265492498369	1.0	1.0	Down	DEG
DLPFC	CMC_DLPFC_SZ	0.7948757824345866	0.8217754854489882	0.9572977203750977	Down	DEG
DLPFC	PSY_SZ	1.407672278874564	0.015339153578995972	0.0835841671433764	Down	DEG
DLPFC	PSY_ASD	1.292650588069212	0.2310230183863175	0.4460628504958039	Down	DEG
DLPFC	PSY_BD	1.1986727582219938	0.46825890544198767	0.6396206768024644	Down	DEG
DLPFC	Parkinsons	1.6449071618037134	0.4363702910328907	0.6396206768024644	Down	DEG
DLPFC	MAYO_AD	1.6287414756749157	0.008524657003062392	0.0835841671433764	Down	DEG
DLPFC	ROSMAP_AD	2.579880918981265	0.07656969517337678	0.26507891797060007	Down	DEG
DLPFC	MSBB_MD36_AD	1.2694000919902753	0.2523089664072949	0.4507452541816181	Down	DEG
DLPFC	MSBB_MD44_AD	1.4053312159709619	0.478561821327901	0.6396206768024644	Down	DEG
DLPFC	MSBB_MD22_AD	2.42215088282504	0.04390251933620409	0.19421133972424212	Down	DEG
DLPFC	MSBB_MD10_AD	1.2263376932223544	0.7393078503450812	0.9104375724900533	Down	DEG
Hippocampus	BS_Caudate_SZ	1.5208692984834002	0.01394497729999581	0.0835841671433764	Down	DEG
Hippocampus	BS_DLPFC_SZ	1.8187274909963986	0.20906119089709652	0.4363016157852449	Down	DEG
Hippocampus	BS_Hippocampus_SZ	1.6475117072783554	0.46108828245002226	0.6396206768024644	Down	DEG
Hippocampus	BS_sACC_BD	0.8594374097051075	0.8575792078360251	0.9572977203750977	Down	DEG
Hippocampus	BS_Amyg_BD	0.8417032341947017	1.0	1.0	Down	DEG
Hippocampus	CMC_DLPFC_SZ	0.7920960867880666	0.8217863067193614	0.9572977203750977	Down	DEG
Hippocampus	PSY_SZ	1.401277171033556	0.015672031339383073	0.0835841671433764	Down	DEG
Hippocampus	PSY_ASD	1.2877968064863077	0.2323244012998979	0.4460628504958039	Down	DEG
Hippocampus	PSY_BD	1.19431643625192	0.46950297497077886	0.6396206768024644	Down	DEG
Hippocampus	Parkinsons	1.6391752577319587	0.4370938049580968	0.6396206768024644	Down	DEG
Hippocampus	MAYO_AD	1.6222689075630252	0.008639515202494775	0.0835841671433764	Down	DEG
Hippocampus	ROSMAP_AD	2.5708605156881017	0.0773146844080917	0.26507891797060007	Down	DEG
Hippocampus	MSBB_MD36_AD	1.264598062319979	0.25354420547716017	0.4507452541816181	Down	DEG
Hippocampus	MSBB_MD44_AD	1.4004340748779165	0.4797155076018483	0.6396206768024644	Down	DEG
Hippocampus	MSBB_MD22_AD	2.413623595505618	0.04450676535347215	0.19421133972424212	Down	DEG
Hippocampus	MSBB_MD10_AD	1.2220642256191492	0.7397305276481683	0.9104375724900533	Down	DEG
