gene_id	seqname	Length	gencodeID	ensemblID	gene_type	Symbol	EntrezID	Class	meanExprs	NumTx	gencodeTx	logFC	AveExpr	t	P.Value	adj.P.Val	B	Feature
ENSG00000114374.12	chrY	11237	ENSG00000114374.12	ENSG00000114374	protein_coding	USP9Y	8287.0	InGen	2.75709950184891	5	ENST00000338981.7|ENST00000493168.1|ENST00000426564.6|ENST00000453031.1|ENST00000471409.1	8.52714112513336	3.70856738595668	69.2076256091376	2.83699603561359e-212	5.929321714432409e-209	471.898724057873	ENSG00000114374.12
ENSG00000229807.10	chrX	19961	ENSG00000229807.10	ENSG00000229807	lincRNA	XIST	7503.0	InGen	7.23908206033643	11	ENST00000434839.2|ENST00000421322.1|ENST00000417942.5|ENST00000416330.1|ENST00000429829.5|ENST00000635841.1|ENST00000433732.1|ENST00000602587.5|ENST00000445814.1|ENST00000602863.1|ENST00000602495.1	-9.5895959402814	3.08796360947664	-68.6100572885686	5.40102285968023e-211	1.03474596286707e-207	471.946279923357	ENSG00000229807.10
ENSG00000012817.15	chrY	9463	ENSG00000012817.15	ENSG00000012817	protein_coding	KDM5D	8284.0	InGen	1.81782828454459	10	ENST00000469599.6|ENST00000317961.8|ENST00000541639.5|ENST00000382806.6|ENST00000492117.1|ENST00000440077.5|ENST00000415360.1|ENST00000485154.1|ENST00000478891.1|ENST00000447300.1	8.58806510087049	2.88548366130873	67.221268128985	5.54129621802867e-208	9.79956923480609e-205	460.834034185076	ENSG00000012817.15
ENSG00000129824.15	chrY	2275	ENSG00000129824.15	ENSG00000129824	protein_coding	RPS4Y1	6192.0	InGen	5.06561026950117	4	ENST00000250784.12|ENST00000430575.1|ENST00000477725.1|ENST00000515575.1	8.34967434297568	2.22382001546811	66.6331413400643	1.0833422948069999e-206	1.7790028112580602e-203	456.975060377345	ENSG00000129824.15
ENSG00000183878.15	chrY	9191	ENSG00000183878.15	ENSG00000183878	protein_coding	UTY	7404.0	InGen	1.72574768819585	16	ENST00000382896.8|ENST00000537580.5|ENST00000538878.5|ENST00000540140.5|ENST00000545955.5|ENST00000612274.4|ENST00000617789.4|ENST00000618474.4|ENST00000331397.8|ENST00000624098.3|ENST00000362096.8|ENST00000329134.9|ENST00000478900.5|ENST00000474365.1|ENST00000382893.2|ENST00000479713.1	8.38802253371561	2.79652706957333	66.1574268359914	1.21962304354443e-205	1.8692755847391002e-202	455.675881215385	ENSG00000183878.15
ENSG00000165246.12	chrY	8206	ENSG00000165246.12	ENSG00000165246	protein_coding	NLGN4Y	22829.0	InGen	1.8972487503921	9	ENST00000471252.1|ENST00000382872.5|ENST00000355905.6|ENST00000382868.5|ENST00000476359.1|ENST00000481089.1|ENST00000339174.9|ENST00000297967.9|ENST00000413217.1	6.94975716554505	3.22795508349558	64.1041392167499	5.0012265232871905e-201	7.186137360648281e-198	447.505017258951	ENSG00000165246.12
ENSG00000131002.11	chrY	11377	ENSG00000131002.11	ENSG00000131002	transcribed_unprocessed_pseudogene	TXLNGY	246126.0	InGen	1.0635078813804	14	ENST00000407724.7|ENST00000459719.6|ENST00000447520.5|ENST00000445715.5|ENST00000538014.2|ENST00000447202.2|ENST00000588613.5|ENST00000589075.5|ENST00000585549.5|ENST00000587095.1|ENST00000488280.1|ENST00000253320.8|ENST00000593000.1|ENST00000592697.1	8.39917512671726	2.38995528083482	62.1657998606374	1.47435577452682e-196	1.9938493680218498e-193	434.779463347032	ENSG00000131002.11
ENSG00000067048.16	chrY	5738	ENSG00000067048.16	ENSG00000067048	protein_coding	DDX3Y	8653.0	InGen	2.93525281274291	9	ENST00000360160.8|ENST00000454054.5|ENST00000336079.7|ENST00000493363.1|ENST00000440554.1|ENST00000469101.1|ENST00000472510.5|ENST00000463199.1|ENST00000495478.1	8.47774228811458	2.84070269772009	62.0984987997163	2.11766332289088e-196	2.70472665518118e-193	435.145189956872	ENSG00000067048.16
ENSG00000267793.1	chrY	570	ENSG00000267793.1	ENSG00000267793	transcribed_processed_pseudogene			InGen	0.318429232037005	1	ENST00000586015.1	4.88735403537678	-2.54860620729372	60.7856786171592	2.64153992869738e-193	3.19626331372383e-190	425.599467228702	ENSG00000267793.1
ENSG00000099725.14	chrY	7674	ENSG00000099725.14	ENSG00000099725	transcribed_unprocessed_pseudogene	PRKY	5616.0	InGen	0.27152014705367	4	ENST00000528056.5|ENST00000533551.5|ENST00000495163.1|ENST00000472666.1	6.08753380389766	0.225284999863685	51.5889211930801	5.80078813028795e-170	6.668005955766e-167	374.871616447607	ENSG00000099725.14
ENSG00000277438.1	chrY	298	ENSG00000277438.1	ENSG00000277438	processed_pseudogene			InGen	0.352052590217482	1	ENST00000622542.1	4.2270768703722	-3.11134162699539	50.0561544656062	9.17938014753183e-166	1.00492356948456e-162	364.460786618554	ENSG00000277438.1
ENSG00000232226.2	chrY	477	ENSG00000232226.2	ENSG00000232226	unprocessed_pseudogene	ARSFP1		InGen	0.19155045606826	1	ENST00000398758.2	4.0835679670149	-3.21910826335674	48.8744788599496	1.84632149955014e-162	1.92940596702989e-159	357.069425291889	ENSG00000232226.2
ENSG00000231535.5	chrY	775	ENSG00000231535.5	ENSG00000231535	lincRNA	LINC00278	100873962.0	InGen	0.262697586694835	2	ENST00000444263.5|ENST00000425031.1	5.03424293887605	-2.46167455593144	45.6906779651453	2.92611704650415e-153	2.92484482170132e-150	336.921612450984	ENSG00000231535.5
ENSG00000252766.1	chrY	105	ENSG00000252766.1	ENSG00000252766	snRNA	RNU6-255P		InGen	0.938277728227515	1	ENST00000516957.1	4.02486735780395	-3.2137115294412	43.0619309524653	2.56352948261278e-145	2.45564761688616e-142	318.818033445453	ENSG00000252766.1
ENSG00000092377.13	chrY	2407	ENSG00000092377.13	ENSG00000092377	protein_coding	TBL1Y	90665.0	InGen	0.0660654867888431	3	ENST00000346432.3|ENST00000355162.6|ENST00000383032.5	4.43561506955311	-2.93632961419772	42.8331965368379	1.30437451793273e-144	1.19950280669094e-141	317.379079227493	ENSG00000092377.13
ENSG00000273906.1	chrY	2110	ENSG00000273906.1	ENSG00000273906	sense_intronic			InGen	0.065597198890886	1	ENST00000620503.1	4.21080963376207	-3.09606992615459	40.7349398403061	5.20343881749774e-138	4.60104070824127e-135	302.505328909451	ENSG00000273906.1
ENSG00000169953.11	chrY	4137	ENSG00000169953.11	ENSG00000169953	protein_coding	HSFY2	86614.0	InGen	0.027085644307282	5	ENST00000344884.4|ENST00000491902.1|ENST00000382852.1|ENST00000304790.3|ENST00000505047.1	4.04926842146473	-3.2082315860543	31.2417781216437	2.75601474254666e-105	2.34669551596843e-102	228.663473985342	ENSG00000169953.11
ENSG00000005889.15	chrX	9037	ENSG00000005889.15	ENSG00000005889	protein_coding	ZFX	7543.0	InGen	2.40060370282236	11	ENST00000497813.1|ENST00000428571.5|ENST00000539115.5|ENST00000379188.7|ENST00000419690.5|ENST00000379177.5|ENST00000304543.9|ENST00000459724.1|ENST00000480195.1|ENST00000338565.3|ENST00000474385.1	-0.619395780559042	5.35204276025366	-29.5152673890556	8.20037805567946e-99	6.73309612500253e-96	214.82167765545	ENSG00000005889.15
ENSG00000099715.14	chrY	11672	ENSG00000099715.14	ENSG00000099715	protein_coding	PCDH11Y	27328.0	InGen	1.58653421881315	7	ENST00000333703.8|ENST00000622698.4|ENST00000620615.4|ENST00000621505.1|ENST00000215473.7|ENST00000362095.9|ENST00000400457.3	6.41411885800356	3.23421708110026	28.9837839603912	8.680380991763751e-97	6.88144686209133e-94	210.274251795576	ENSG00000099715.14
ENSG00000239893.1	chrY	1345	ENSG00000239893.1	ENSG00000239893	processed_pseudogene	ZNF736P9Y		InGen	0.0788439611538965	1	ENST00000439586.1	3.80618353748551	-3.26602132774438	24.2501482936645	3.8711122129977897e-78	2.96656232589397e-75	167.04243196427	ENSG00000239893.1
ENSG00000229238.3	chrY	1671	ENSG00000229238.3	ENSG00000229238	unprocessed_pseudogene	PPP1R12BP1		InGen	0.117095052914022	1	ENST00000367272.4	3.18012336437145	-2.09751342338441	20.8388660535327	3.8404540766574796e-64	2.8481302974953302e-61	135.233376998241	ENSG00000229238.3
ENSG00000130021.13	chrX	3168	ENSG00000130021.13	ENSG00000130021	protein_coding	PUDP	8226.0	InGen	0.797970721643244	6	ENST00000381077.9|ENST00000412827.6|ENST00000424830.6|ENST00000540122.5|ENST00000486446.2|ENST00000498474.2	-0.556718024105867	2.25026429795649	-20.7962184545782	5.7715321028516296e-64	4.1464850951424705e-61	134.799103638971	ENSG00000130021.13
ENSG00000225470.6	chrX	4427	ENSG00000225470.6	ENSG00000225470	lincRNA	JPX	554203.0	InGen	1.60499664784989	12	ENST00000602938.5|ENST00000602294.5|ENST00000602920.5|ENST00000602737.5|ENST00000602772.5|ENST00000414209.5|ENST00000602895.5|ENST00000453317.1|ENST00000602546.5|ENST00000602985.5|ENST00000415215.1|ENST00000538519.3	-0.587796896603043	3.72432522092004	-19.7829674391854	9.38112358614528e-60	6.53551609834788e-57	124.958297602099	ENSG00000225470.6
ENSG00000126012.11	chrX	8727	ENSG00000126012.11	ENSG00000126012	protein_coding	KDM5C	8242.0	InGen	3.20591582261411	15	ENST00000452825.7|ENST00000375401.7|ENST00000404049.7|ENST00000375379.7|ENST00000375383.7|ENST00000477109.1|ENST00000497100.5|ENST00000465402.1|ENST00000481369.1|ENST00000497995.1|ENST00000429877.5|ENST00000495519.1|ENST00000467093.1|ENST00000428012.1|ENST00000349663.6	-0.439854767808948	5.70665538270327	-18.1752641303928	4.63501489448978e-53	3.13408801248e-50	109.509471976271	ENSG00000126012.11
ENSG00000270641.1	chrX	37027	ENSG00000270641.1	ENSG00000270641	lincRNA	TSIX	9383.0	InGen	0.0045087086869457	1	ENST00000604411.1	-2.03890133929906	-2.42541866212597	-17.4778784072313	3.6667995442806197e-50	2.40856347208604e-47	103.389563523486	ENSG00000270641.1
ENSG00000147050.14	chrX	7139	ENSG00000147050.14	ENSG00000147050	protein_coding	KDM6A	7403.0	InGen	2.13639860913189	14	ENST00000382899.8|ENST00000536777.5|ENST00000543216.5|ENST00000611820.4|ENST00000377967.8|ENST00000621147.4|ENST00000475233.1|ENST00000451692.5|ENST00000414389.5|ENST00000433797.5|ENST00000485072.5|ENST00000484732.1|ENST00000431196.2|ENST00000479423.1	-0.443642245722804	4.82490103968428	-16.3692631115393	1.4110528885131e-45	9.01114052969894e-43	92.3019482450684	ENSG00000147050.14
ENSG00000215301.9	chrX	8928	ENSG00000215301.9	ENSG00000215301	protein_coding	DDX3X	1654.0	InGen	8.3240451513041	22	ENST00000610559.4|ENST00000629496.2|ENST00000625837.2|ENST00000626301.2|ENST00000629785.2|ENST00000630255.2|ENST00000630370.2|ENST00000630858.2|ENST00000457138.6|ENST00000399959.6|ENST00000478993.5|ENST00000615742.4|ENST00000631641.1|ENST00000441189.3|ENST00000480592.5|ENST00000542215.5|ENST00000622373.1|ENST00000615313.4|ENST00000622198.4|ENST00000611546.1|ENST00000616050.2|ENST00000611968.1	-0.416787849393732	7.15055709939589	-15.4737801508403	6.62124476343799e-42	4.11411938139025e-39	83.9019514022581	ENSG00000215301.9
ENSG00000185275.6	chrY	243	ENSG00000185275.6	ENSG00000185275	processed_pseudogene	CD24P4		InGen	1.83996016541097	1	ENST00000382840.3	1.457955398804	-0.804829960036352	15.1691052678803	1.1509542031862098e-40	6.96327292927658e-38	81.6397471258815	ENSG00000185275.6
ENSG00000006757.11	chrX	3441	ENSG00000006757.11	ENSG00000006757	protein_coding	PNPLA4	8228.0	InGen	1.13453140367441	4	ENST00000381042.8|ENST00000444736.5|ENST00000537427.5|ENST00000442940.1	-0.449984571845241	2.96872628524676	-13.9993729921908	5.84179104158544e-36	3.44366092425767e-33	70.3581533073657	ENSG00000006757.11
ENSG00000130741.10	chrX	3472	ENSG00000130741.10	ENSG00000130741	protein_coding	EIF2S3	1968.0	InGen	7.78848394338566	5	ENST00000253039.8|ENST00000487075.1|ENST00000423068.1|ENST00000460032.1|ENST00000457332.1	-0.277598990812217	5.61951327882492	-13.7253895358493	7.137233120187611e-35	4.10212473582783e-32	67.7135800132244	ENSG00000130741.10
ENSG00000205664.10	chrX	3054	ENSG00000205664.10	ENSG00000205664	lincRNA			InGen	0.643410102414242	8	ENST00000461011.5|ENST00000469903.5|ENST00000483854.5|ENST00000475317.4|ENST00000425492.5|ENST00000471090.5|ENST00000486571.1|ENST00000490920.1	-0.436358912845404	1.48027623552229	-9.24237628218891	2.0210314218627098e-18	1.13325639972253e-15	30.4252260733033	ENSG00000205664.10
ENSG00000205611.4	chr20	4472	ENSG00000205611.4	ENSG00000205611	lincRNA	LINC01597		InGen	0.119682436007054	1	ENST00000380888.4	1.17785427660761	-0.312930734227456	8.87998959716003	3.04789240167173e-17	1.66835824558174e-14	28.0721621774968	ENSG00000205611.4
ENSG00000233984.1	chrX	359	ENSG00000233984.1	ENSG00000233984	processed_pseudogene	RPSAP14		InGen	0.309231915111998	1	ENST00000429143.1	-0.744417503632149	-2.3343812086093	-8.81136684376465	5.05674580557926e-17	2.70359502488994e-14	27.7473583942279	ENSG00000233984.1
ENSG00000283443.1	chr20	1754	ENSG00000283443.1	ENSG00000283443	unprocessed_pseudogene			InGen	0.219054314624808	1	ENST00000636528.1	1.23072364867659	-0.848354372802997	8.74251196882454	8.38324160363781e-17	4.32023488544194e-14	27.150089696114	ENSG00000283443.1
ENSG00000198034.10	chrX	2982	ENSG00000198034.10	ENSG00000198034	protein_coding	RPS4X	6191.0	InGen	20.6706774768672	5	ENST00000470671.1|ENST00000492695.1|ENST00000316084.9|ENST00000486733.2|ENST00000373626.4	-0.257486925121872	6.53210875836118	-8.74132694449489	8.456310128094271e-17	4.32023488544194e-14	26.3612439329636	ENSG00000198034.10
ENSG00000282826.1	chr20	769	ENSG00000282826.1	ENSG00000282826	unprocessed_pseudogene	FRG1CP	100289097.0	InGen	6.70275538822315	1	ENST00000358464.9	0.555011290099202	3.24078654095515	8.64995231113169	1.6474823149111098e-16	8.23383009126229e-14	25.8539928572593	ENSG00000282826.1
ENSG00000149531.15	chr20	761	ENSG00000149531.15	ENSG00000149531	unprocessed_pseudogene	FRG1BP		InGen	6.01081358087415	1	ENST00000278882.8	0.649256701814492	3.08465700651893	8.52241284750855	4.1481152740057197e-16	2.02904617339131e-13	24.9673455876053	ENSG00000149531.15
ENSG00000101846.6	chrX	6521	ENSG00000101846.6	ENSG00000101846	protein_coding	STS	412.0	InGen	2.4206068089565	1	ENST00000217961.4	-0.346542499406931	4.95490311779937	-8.02315363407391	1.41300357975111e-14	6.76769839551624e-12	21.282628600698	ENSG00000101846.6
ENSG00000258484.3	chr15	1588	ENSG00000258484.3	ENSG00000258484	protein_coding	SPESP1	246777.0	InGen	0.254926025348923	3	ENST00000560188.1|ENST00000310673.3|ENST00000561467.1	0.759900516945784	-0.518920214624239	7.49398386123925	5.07698883377642e-13	2.38204027119428e-10	18.4911602336912	ENSG00000258484.3
ENSG00000255346.9	chr15	12511	ENSG00000255346.9	ENSG00000255346	protein_coding	NOX5	79400.0	InGen	0.0686356285172349	9	ENST00000448182.7|ENST00000260364.9|ENST00000455873.7|ENST00000388866.7|ENST00000530406.6|ENST00000527315.5|ENST00000525143.5|ENST00000525163.5|ENST00000529367.1	0.810011508947359	0.580857045718909	7.32812326888061	1.50620609923239e-12	6.92553564427055e-10	17.2605074693404	ENSG00000255346.9
ENSG00000169249.12	chrX	2077	ENSG00000169249.12	ENSG00000169249	protein_coding	ZRSR2	8233.0	InGen	1.31605049400213	3	ENST00000380308.7|ENST00000307771.7|ENST00000468028.1	-0.221805137955857	2.39343222339361	-7.25822471135407	2.36956966236262e-12	1.0681648340728801e-09	16.4919761597565	ENSG00000169249.12
ENSG00000172460.14	chr16	2961	ENSG00000172460.14	ENSG00000172460	unitary_pseudogene	PRSS30P	124221.0	InGen	0.0466234861289521	6	ENST00000506153.5|ENST00000489864.5|ENST00000476276.5|ENST00000475030.5|ENST00000390681.5|ENST00000480827.1	-0.760078972510579	-2.23767116087966	-6.86623145406401	2.8377493318269596e-11	1.25461263728273e-08	14.7204275025652	ENSG00000172460.14
ENSG00000235262.1	chrX	755	ENSG00000235262.1	ENSG00000235262	sense_intronic	KDM5C-IT1		InGen	0.174046844773291	1	ENST00000412242.1	-0.523143261784593	-2.12481756662426	-6.79234350796157	4.4805140518123296e-11	1.94352864247482e-08	14.2650046316234	ENSG00000235262.1
ENSG00000072501.17	chrX	10484	ENSG00000072501.17	ENSG00000072501	protein_coding	SMC1A	8243.0	InGen	2.29031748915644	6	ENST00000322213.8|ENST00000375340.10|ENST00000470241.2|ENST00000469129.1|ENST00000463684.1|ENST00000428014.1	-0.172364015745576	5.45368871508477	-6.7752003827999	4.9787810545331097e-11	2.11966993414289e-08	13.2349041624062	ENSG00000072501.17
ENSG00000086712.12	chrX	4460	ENSG00000086712.12	ENSG00000086712	protein_coding	TXLNG	55787.0	InGen	1.87087218139716	3	ENST00000380122.9|ENST00000398155.4|ENST00000485153.1	-0.154287066152733	4.03520489865366	-6.70836091433988	7.49647646622476e-11	3.13352716288195e-08	12.8798634233185	ENSG00000086712.12
ENSG00000273851.1	chr15	1947	ENSG00000273851.1	ENSG00000273851	transcribed_processed_pseudogene			InGen	0.0926044009994188	1	ENST00000611559.1	0.818535137357776	-1.69193073693673	6.54370351277626	2.02817446211295e-10	8.32638051499585e-08	12.7924134694746	ENSG00000273851.1
ENSG00000180574.3	chr12	2423	ENSG00000180574.3	ENSG00000180574	protein_coding			InGen	0.411597351841307	2	ENST00000322446.3|ENST00000538173.1	-0.264218378920491	0.80547416688033	-6.49343066859706	2.73827503588379e-10	1.10443759780646e-07	12.072567027653	ENSG00000180574.3
ENSG00000267265.5	chr19	1374	ENSG00000267265.5	ENSG00000267265	antisense			InGen	0.204344996631419	3	ENST00000593060.5|ENST00000586845.1|ENST00000586961.1	-0.970455135421387	-1.50834360213366	-6.36200145808755	5.95292506453699e-10	2.35961633161561e-07	11.6208387243682	ENSG00000267265.5
ENSG00000124486.12	chrX	13962	ENSG00000124486.12	ENSG00000124486	protein_coding	USP9X	8239.0	InGen	8.26510383477142	8	ENST00000378308.6|ENST00000324545.8|ENST00000467173.1|ENST00000465386.1|ENST00000463829.1|ENST00000462850.1|ENST00000487625.1|ENST00000485180.1	-0.130348948736588	7.78967091286342	-6.29341958843936	8.88467528278771e-10	3.46201160595406e-07	10.4748144375668	ENSG00000124486.12
ENSG00000186312.10	chrX	2409	ENSG00000186312.10	ENSG00000186312	transcribed_unprocessed_pseudogene	CA5BP1	340591.0	InGen	1.05155998405032	6	ENST00000380336.5|ENST00000448692.5|ENST00000380334.6|ENST00000380333.5|ENST00000380331.5|ENST00000435806.2	-0.186556026831707	2.27430734243313	-6.25741309193436	1.0948989436822802e-09	4.19528778587594e-07	10.4937273995768	ENSG00000186312.10
ENSG00000169895.5	chrX	6418	ENSG00000169895.5	ENSG00000169895	protein_coding	SYAP1	94056.0	InGen	2.50451643763378	2	ENST00000380155.3|ENST00000495743.1	-0.155972752777702	4.97929421407774	-6.25242198992462	1.12698933631499e-09	4.24745653145602e-07	10.180138987406	ENSG00000169895.5
ENSG00000247516.5	chr5	4339	ENSG00000247516.5	ENSG00000247516	lincRNA	MIR4458HG	100505738.0	InGen	0.510389860747343	4	ENST00000605918.1|ENST00000502001.2|ENST00000606459.1|ENST00000578872.1	0.277608273529181	2.01787899212541	6.24896218727252	1.14977268481398e-09	4.26343129417312e-07	10.5166160306135	ENSG00000247516.5
ENSG00000182912.6	chr21	3026	ENSG00000182912.6	ENSG00000182912	antisense	TSPEAR-AS2		InGen	0.0411639417591734	3	ENST00000330490.3|ENST00000354333.5|ENST00000465978.1	-0.783672359159475	-2.59234326421327	-6.19339279598733	1.5838641219981901e-09	5.77984701027592e-07	10.8279166286245	ENSG00000182912.6
ENSG00000224975.1	chrX	945	ENSG00000224975.1	ENSG00000224975	sense_intronic	INE1	8552.0	InGen	0.718706850635475	1	ENST00000456273.1	-0.230451364177032	0.333551816925097	-5.93168987346381	6.9498729767361105e-09	2.49652468336192e-06	8.97867257253373	ENSG00000224975.1
ENSG00000228906.1	chrX	451	ENSG00000228906.1	ENSG00000228906	lincRNA			InGen	2.36937495060203	1	ENST00000444482.1	-0.914991965778702	0.653051436776898	-5.88310703074018	9.09591177715193e-09	3.21715402702651e-06	8.64495968258893	ENSG00000228906.1
ENSG00000234449.2	chrX	4381	ENSG00000234449.2	ENSG00000234449	lincRNA			InGen	0.138255742924519	3	ENST00000381108.3|ENST00000456563.1|ENST00000438107.1	-1.28090176764826	-1.20664138250267	-5.5927237951096	4.38225697156759e-08	1.52648617842938e-05	7.3786722574719	ENSG00000234449.2
ENSG00000237268.2	chr7	1835	ENSG00000237268.2	ENSG00000237268	transcribed_unprocessed_pseudogene			InGen	0.40160496306928	2	ENST00000422212.1|ENST00000443198.1	-0.905201847494714	-0.0074546545682465	-5.58922768902449	4.4643043997963e-08	1.5318560918107e-05	7.18491483877683	ENSG00000237268.2
ENSG00000236698.1	chr1	435	ENSG00000236698.1	ENSG00000236698	processed_pseudogene	EIF1AXP1		InGen	4.35136765156127	1	ENST00000419267.1	-0.20928639305401	1.79655663408112	-5.56147709249725	5.17080056739911e-08	1.74818683888979e-05	6.81038723634664	ENSG00000236698.1
ENSG00000130985.16	chrX	6437	ENSG00000130985.16	ENSG00000130985	protein_coding	UBA1	7317.0	InGen	7.3033075095451	9	ENST00000377351.8|ENST00000412206.5|ENST00000427561.5|ENST00000442035.5|ENST00000457753.5|ENST00000335972.10|ENST00000451702.2|ENST00000490869.1|ENST00000377269.3	-0.15398179584477	6.51690833030913	-5.54973018790618	5.50162242757645e-08	1.83307680594178e-05	6.40591001744834	ENSG00000130985.16
ENSG00000277112.3	chr20	3728	ENSG00000277112.3	ENSG00000277112	transcribed_unprocessed_pseudogene			InGen	0.0620091427208331	2	ENST00000623715.2|ENST00000611282.1	0.835152462089775	-1.46229312534665	5.4376408555075	9.89056108611745e-08	3.24834284814057e-05	6.74000393285215	ENSG00000277112.3
ENSG00000080007.7	chr6	2807	ENSG00000080007.7	ENSG00000080007	protein_coding	DDX43	55510.0	InGen	0.104018665045835	3	ENST00000370336.4|ENST00000464221.1|ENST00000479773.1	0.709953528378503	-1.10090711614587	5.43340366554805	1.01104269988326e-07	3.27378474229803e-05	6.65371895777352	ENSG00000080007.7
ENSG00000146938.14	chrX	7441	ENSG00000146938.14	ENSG00000146938	protein_coding	NLGN4X	57502.0	InGen	3.22526310935269	8	ENST00000477079.1|ENST00000381095.7|ENST00000381093.6|ENST00000275857.10|ENST00000538097.5|ENST00000381092.1|ENST00000469740.1|ENST00000483337.1	-0.261092830950438	5.45334539095556	-5.42126735585297	1.07667887877446e-07	3.4378954754201e-05	5.7321603891454	ENSG00000146938.14
ENSG00000022556.15	chr19	6313	ENSG00000022556.15	ENSG00000022556	protein_coding	NLRP2	55655.0	InGen	0.290243988545911	19	ENST00000588619.5|ENST00000588107.5|ENST00000433772.6|ENST00000543010.5|ENST00000540597.5|ENST00000391721.8|ENST00000339757.11|ENST00000539848.5|ENST00000448584.6|ENST00000537859.5|ENST00000585500.5|ENST00000427260.6|ENST00000263437.10|ENST00000397169.3|ENST00000540005.1|ENST00000543277.1|ENST00000381637.3|ENST00000586512.1|ENST00000542755.1	-0.779799087378292	1.2120823219656	-5.23982627424136	2.72067820455996e-07	8.56827286614156e-05	5.25621877221506	ENSG00000022556.15
ENSG00000273203.1	chr22	2855	ENSG00000273203.1	ENSG00000273203	lincRNA			InGen	0.385018051275692	1	ENST00000608373.1	0.211357150650582	1.12546754743143	4.87927926658876	1.59203316322539e-06	0.0004946059786831	3.61397690357154	ENSG00000273203.1
ENSG00000232554.8	chr10	3274	ENSG00000232554.8	ENSG00000232554	transcribed_unprocessed_pseudogene	RSU1P2		InGen	0.0338314740234206	4	ENST00000448600.5|ENST00000619977.1|ENST00000423875.1|ENST00000437884.1	0.812496531822026	-2.69971562585013	4.81741564652902	2.13384663686491e-06	0.0006540951224203	3.95685294753607	ENSG00000232554.8
