Feature,seqnames,start,end,width,gencodeID,ensemblID,Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,SE,Type,Region
PPEF2-204|ENST00000511880.7,chr4,75859864,75902423,42560,ENSG00000156194.18,ENSG00000156194,PPEF2,0.465711989618393,-0.714326477980308,9.09496868995069,6.28569018325495e-18,3.4767133407253302e-15,29.653276099094,0.0647213147501727,Transcript,Hippocampus
MAPK10-209|ENST00000449047.8,chr4,86013874,86194407,180534,ENSG00000109339.24,ENSG00000109339,MAPK10,-1.52539981281425,-3.67775185281291,-3.75268696939816,0.000203569963393,0.0455126313717755,-0.0857492453342976,0.0457250006525401,Transcript,Hippocampus
ENST00000521680|ENST00000521680.5,chr4,97334635,97633811,299177,ENSG00000254044.5,ENSG00000254044,ENSG00000254044,1.03742216518224,-2.64832705016708,5.65345759025823,3.18371480730712e-08,1.1762412594456e-05,8.29545593830427,0.0646719233024576,Transcript,Hippocampus
LINC02263-211|ENST00000658771.1,chr4,117371506,117405743,34238,ENSG00000228358.7,ENSG00000228358,LINC02263,0.328205998558701,-0.689403894680079,4.38415875064379,1.52631270604678e-05,0.0043467659681223,1.73916110805616,0.273174430688434,Transcript,Hippocampus
FGF2-202|ENST00000608478.1,chr4,122826831,122895464,68634,ENSG00000138685.17,ENSG00000138685,FGF2,1.54174625956495,-3.02297830277162,4.79295340275373,2.3993373643614e-06,0.0007478507917211,3.91815238959658,0.0980123074835861,Transcript,Hippocampus
ENST00000508605|ENST00000508605.1,chr4,135067233,135071378,4146,ENSG00000248434.1,ENSG00000248434,ENSG00000248434,0.22535733314585,-1.47749678296182,3.74355259586552,0.0002108309362566,0.0466995404154195,-0.56606784487333,0.0650503097332462,Transcript,Hippocampus
MIR4458HG-201|ENST00000502001.2,chr5,8457493,8460663,3171,ENSG00000247516.8,ENSG00000247516,MIR4458HG,0.291601935831073,0.0687597640292143,4.15367763432928,4.08149001931575e-05,0.0107001013276248,0.673003672572969,0.090110762125538,Transcript,Hippocampus
ENST00000671050|ENST00000671050.1,chr5,45226286,45228428,2143,ENSG00000287540.1,ENSG00000287540,ENSG00000287540,4.21814387318271,-2.9934026675515,21.7718845719629,7.19754082994101e-68,7.56841191732115e-65,140.709453681237,0.26104405974421,Transcript,Hippocampus
PTCD2-202|ENST00000380639.10,chr5,72320373,72368395,48023,ENSG00000049883.15,ENSG00000049883,PTCD2,0.0876764678539863,3.7517459161203,3.75889731843954,0.000198768724367,0.0446478414693816,-1.35641740529951,0.0682436295650187,Transcript,Hippocampus
ENST00000657350|ENST00000657350.1,chr5,139503242,139511374,8133,ENSG00000286403.1,ENSG00000286403,ENSG00000286403,0.17866783265221,2.35788547905563,3.7722619217226,0.0001887964205692,0.042809812056516,-1.12398703645881,0.212287916791769,Transcript,Hippocampus
ENST00000693614|ENST00000693614.1,chr5,177809475,177884268,74794,ENSG00000170089.17,ENSG00000170089,ENSG00000170089,-1.13400683535643,-2.82923658012133,-3.88852278044037,0.0001198938977989,0.0291180893057852,0.279820790918464,0.0729607484907272,Transcript,Hippocampus
LINC00847-221|ENST00000665473.1,chr5,180831227,180835705,4479,ENSG00000245060.8,ENSG00000245060,LINC00847,0.50571388424489,0.796337893650488,4.01401803777337,7.25196410840604e-05,0.0183580209938959,0.0198805801221855,0.0450299307874986,Transcript,Hippocampus
H2AC4-201|ENST00000615868.2,chr6,26033092,26033618,527,ENSG00000278463.2,ENSG00000278463,H2AC4,-0.349621031327223,-1.8349266513953,-4.0355254725191,6.64457496502146e-05,0.0169099131337218,0.5787245027061,0.0652581810885288,Transcript,Hippocampus
NKAPL-201|ENST00000343684.4,chr6,28259297,28260958,1662,ENSG00000189134.4,ENSG00000189134,NKAPL,0.171067121407466,0.372467053033528,3.7283690217138,0.0002234434556791,0.0492651632038774,-0.990512842727773,0.0955375748790281,Transcript,Hippocampus
PKHD1-201|ENST00000340994.4,chr6,51720849,52087610,366762,ENSG00000170927.15,ENSG00000170927,PKHD1,1.01853168580436,-1.47083101218632,12.4248394122142,8.74018739168606e-30,6.06043327045686e-27,56.8623125707801,0.0354654197000405,Transcript,Hippocampus
DDX43-201|ENST00000370336.5,chr6,73394828,73417566,22739,ENSG00000080007.8,ENSG00000080007,DDX43,0.757170493343072,-1.51255642340741,5.42867242397946,1.03989161355193e-07,3.68541439293224e-05,6.81341315942534,0.0483781180224297,Transcript,Hippocampus
CD24-202|ENST00000610952.1,chr6,106971469,106975627,4159,ENSG00000272398.6,ENSG00000272398,CD24,1.78542564222437,-3.10534330529203,6.92458920779573,1.9906678064659798e-11,8.46600052146324e-09,15.5277619272067,0.0900262635630172,Transcript,Hippocampus
RNASET2-203|ENST00000366855.10,chr6,166929504,166956611,27108,ENSG00000026297.17,ENSG00000026297,RNASET2,-0.813384629440755,-1.86733058514658,-3.79418485669187,0.0001734538302053,0.0398149013606035,-0.348880147190315,0.195570418798601,Transcript,Hippocampus
GARS1-DT-211|ENST00000579024.5,chr7,30568488,30573013,4526,ENSG00000196295.13,ENSG00000196295,GARS1-DT,0.870140765949077,-2.21962593003519,7.02112636287931,1.0865820200681e-11,4.6835111224458e-09,15.9113725084839,0.121608517840747,Transcript,Hippocampus
ENST00000422212|ENST00000422212.1,chr7,56421857,56432702,10846,ENSG00000237268.3,ENSG00000237268,ENSG00000237268,-0.766446169180126,-0.389527871140846,-5.09128062227017,5.71934609821874e-07,0.0001867844739905,4.78219308639513,0.0965301293704026,Transcript,Hippocampus
ZNF727-201|ENST00000456806.3,chr7,64045434,64085339,39906,ENSG00000214652.6,ENSG00000214652,ZNF727,-0.232018111475038,4.50499747384812,-5.09182053179106,5.7041637604737e-07,0.0001867844739905,4.15491415143565,0.0292363250509318,Transcript,Hippocampus
MEST-204|ENST00000393187.5,chr7,130491329,130506296,14968,ENSG00000106484.16,ENSG00000106484,MEST,-1.83027675101102,-0.647333908934246,-5.31565266199493,1.85867530318949e-07,6.39765399593162e-05,5.87649903257133,0.0557383901058755,Transcript,Hippocampus
SLC7A2-202|ENST00000398090.3,chr8,17538777,17570561,31785,ENSG00000003989.18,ENSG00000003989,SLC7A2,-1.29480950045905,-0.982132503754058,-4.18147112646227,3.63334607188434e-05,0.0096844359964496,0.894701662359679,0.0749941147057526,Transcript,Hippocampus
LINC00534-223|ENST00000667565.1,chr8,90221497,90520194,298698,ENSG00000253394.7,ENSG00000253394,LINC00534,1.37361718190641,-2.07870686250018,14.8559047199015,2.3907924896899e-39,1.8751847749667e-36,78.5932343668275,0.0459165633133763,Transcript,Hippocampus
PTK2-202|ENST00000395218.3,chr8,140658382,141001313,342932,ENSG00000169398.20,ENSG00000169398,PTK2,1.99031151241109,-3.91137355663658,5.0225218871377,8.00861780881459e-07,0.0002588975099688,5.20298154648482,0.110796780007544,Transcript,Hippocampus
PUF60-211|ENST00000527744.5,chr8,143817586,143829299,11714,ENSG00000179950.14,ENSG00000179950,PUF60,-1.32905694015094,-4.04618439165028,-4.23939376314086,2.84546866167408e-05,0.0078241393898543,1.92360229847055,0.322188761425345,Transcript,Hippocampus
ZNF252P-AS1-201|ENST00000527067.1,chr8,145002811,145006046,3236,ENSG00000255559.1,ENSG00000255559,ZNF252P-AS1,0.328023581269955,0.409382456100267,7.88223529270456,3.7799568924008804e-14,1.7817748525958e-11,20.8868157806929,0.192520280806332,Transcript,Hippocampus
LINC01239-203|ENST00000669551.1,chr9,22682440,22688604,6165,ENSG00000234840.2,ENSG00000234840,LINC01239,0.206079112559945,-1.18886274853219,3.81202747422823,0.0001618439132966,0.0376804920181035,-0.408412542576915,0.0958377821671025,Transcript,Hippocampus
ENST00000424561|ENST00000424561.1,chr9,32727069,32727522,454,ENSG00000230867.1,ENSG00000230867,ENSG00000230867,0.718711160651915,-1.71677308604519,10.1190044953053,2.27103316057244e-21,1.3332079270062298e-18,37.7148356701042,0.205184898817254,Transcript,Hippocampus
ENST00000672905|ENST00000672905.1,chr9,41644438,41644756,319,ENSG00000288225.1,ENSG00000288225,ENSG00000288225,1.20372533693871,-1.07676263369591,8.45268215449938,6.969710025902759e-16,3.52870149560111e-13,25.1686804200013,0.252719073987358,Transcript,Hippocampus
ENST00000653242|ENST00000653242.1,chr9,104520878,104537188,16311,ENSG00000283001.2,ENSG00000283001,ENSG00000283001,1.18694094396443,-2.85937494312859,5.23942924523017,2.73475532453771e-07,9.24685520316921e-05,6.23469832765654,0.0639658383306366,Transcript,Hippocampus
ENST00000424412|ENST00000424412.2,chr9,111802980,111803435,456,ENSG00000224067.2,ENSG00000224067,ENSG00000224067,0.379410191821078,-2.16586522601737,4.39185345712816,1.47590291835943e-05,0.0042157514732804,2.19376204879491,0.293467134981784,Transcript,Hippocampus
HSP90AB7P-201|ENST00000450068.1,chr10,9721963,9724416,2454,ENSG00000235838.1,ENSG00000235838,HSP90AB7P,0.334365388736784,-2.18220417639444,4.84894157085992,1.84302689084982e-06,0.0005782209841263,4.19370413311432,0.226754569701403,Transcript,Hippocampus
GAD2-204|ENST00000428517.2,chr10,26216733,26219320,2588,ENSG00000136750.13,ENSG00000136750,GAD2,-0.589632160356122,-2.97570510711537,-3.79410417518345,0.0001735080716422,0.0398149013606035,0.0113220930459015,0.130197393385003,Transcript,Hippocampus
ENST00000648759|ENST00000648759.1,chr10,30587706,30591092,3387,ENSG00000285630.1,ENSG00000285630,ENSG00000285630,0.267150247935801,0.591113634040661,7.63643874766493,1.99281906513117e-13,9.080517310635079e-11,19.2214632725345,0.14101018826369,Transcript,Hippocampus
LINC02623-201|ENST00000421320.1,chr10,42871521,42874060,2540,ENSG00000234944.1,ENSG00000234944,LINC02623,-1.18318897711675,-2.23695459145625,-9.90890056517699,1.20056853454085e-20,6.920554367571069e-18,36.0672897532366,0.102655697668911,Transcript,Hippocampus
GSTO2-206|ENST00000477078.2,chr10,104274920,104291644,16725,ENSG00000065621.15,ENSG00000065621,GSTO2,0.222202867759154,-0.314189764094819,3.94392121163783,9.61861667814057e-05,0.02390638470947,-0.0832860876670258,0.056757080230658,Transcript,Hippocampus
IGF2-205|ENST00000416167.7,chr11,2129117,2139389,10273,ENSG00000167244.22,ENSG00000167244,IGF2,1.30238821236629,-4.08903062395806,4.11676954855037,4.75849289104512e-05,0.0123732452785657,1.56085656723503,0.0789149026374517,Transcript,Hippocampus
CAPRIN1-202|ENST00000389645.7,chr11,34051732,34099054,47323,ENSG00000135387.21,ENSG00000135387,CAPRIN1,1.69973836164329,-2.48541320375084,4.57886842393068,6.42937495867664e-06,0.0019285907850182,2.77565487681091,0.0842317165323473,Transcript,Hippocampus
SLC3A2-234|ENST00000681107.1,chr11,62880896,62888849,7954,ENSG00000168003.19,ENSG00000168003,SLC3A2,-1.06404493452015,-3.56851930169846,-3.7822653672946,0.0001816431580968,0.041581942954864,0.12449044137246,0.148423008404181,Transcript,Hippocampus
SLC22A20P-202|ENST00000525437.5,chr11,65213840,65242757,28918,ENSG00000197847.12,ENSG00000197847,SLC22A20P,0.223152579306472,0.1306167846048,5.99334953430533,4.9525302903785e-09,1.91089786675818e-06,9.35788692316919,0.0521759153485488,Transcript,Hippocampus
MSANTD2-AS1-215|ENST00000666933.1,chr11,124800746,124806727,5982,ENSG00000245498.7,ENSG00000245498,MSANTD2-AS1,0.133234761175795,1.83981231919859,5.03793646950531,7.42879274277755e-07,0.0002417869893753,4.24079820476967,0.126281249833247,Transcript,Hippocampus
LINC02371-201|ENST00000613818.4,chr12,2740032,2745519,5488,ENSG00000274659.4,ENSG00000274659,LINC02371,-0.275120923436629,-0.403267872767285,-4.96225851866514,1.07247900297936e-06,0.00034322556293,4.203426833803,0.0867472931558651,Transcript,Hippocampus
NECAP1-220|ENST00000639841.1,chr12,8091842,8097727,5886,ENSG00000089818.18,ENSG00000089818,NECAP1,-1.10105960984818,-3.299532832791,-3.82178211482925,0.0001558111630498,0.0364622203168911,-0.168906342040041,0.0867209902179951,Transcript,Hippocampus
KLRD1-211|ENST00000544747.5,chr12,10226058,10314819,88762,ENSG00000134539.17,ENSG00000134539,KLRD1,0.72655148368609,-2.08551796766716,9.24148815604233,2.08461849522398e-18,1.1597387162179502e-15,31.0574269165137,0.0459650166657977,Transcript,Hippocampus
KDM2B-205|ENST00000538046.6,chr12,121493846,121581015,87170,ENSG00000089094.20,ENSG00000089094,KDM2B,0.561056827475999,-1.09657680265514,8.26759314043862,2.5982155589298402e-15,1.2881898892146999e-12,23.7870375457726,0.0529610298515253,Transcript,Hippocampus
ENST00000657226|ENST00000657226.1,chr12,124786783,124808790,22008,ENSG00000287242.1,ENSG00000287242,ENSG00000287242,0.573815090742739,-1.79126866570694,8.13459235685246,6.6096492860366206e-15,3.178244877043e-12,23.0542572958626,0.0789367996096073,Transcript,Hippocampus
ENST00000695562|ENST00000695562.1,chr13,23505238,23535314,30077,ENSG00000289688.1,ENSG00000289688,ENSG00000289688,0.202389438953751,4.67110627046094,9.92838022568996,1.02965343524985e-20,5.9713034888256495e-18,35.3060094926416,0.269809096296047,Transcript,Hippocampus
SUPT20H-201|ENST00000350612.11,chr13,37009312,37059688,50377,ENSG00000102710.21,ENSG00000102710,SUPT20H,-0.993239582869681,-0.459709145396973,-3.80523720871976,0.0001661729094674,0.0384080181981327,-0.626104814816701,0.0728207336572546,Transcript,Hippocampus
ENST00000661973|ENST00000661973.2,chr13,39053039,39097194,44156,ENSG00000273507.7,ENSG00000273507,ENSG00000273507,0.30898928199771,1.7854708351764,3.81322114993385,0.0001610940080174,0.0375973769101929,-0.892601469713266,0.119218225958042,Transcript,Hippocampus
ENST00000667279|ENST00000667279.1,chr13,54938604,54986717,48114,ENSG00000277047.5,ENSG00000277047,ENSG00000277047,1.20523032991192,-3.47440180246313,4.03256422777138,6.72523545643608e-05,0.0170697892729685,1.16829881832212,0.0646269389870123,Transcript,Hippocampus
F10-AS1-201|ENST00000424635.1,chr13,113128155,113128880,726,ENSG00000231882.1,ENSG00000231882,F10-AS1,0.31789414520354,-2.05442814765227,4.67466407412343,4.15508826261018e-06,0.0012702755295875,3.36111157428455,0.0868983039082236,Transcript,Hippocampus
LINC01297-202|ENST00000621052.1,chr14,19348216,19384587,36372,ENSG00000274827.4,ENSG00000274827,LINC01297,0.428380512499749,1.65547081198288,6.91095708262154,2.1672782437994197e-11,9.147875139969261e-09,14.4666371753991,0.0934764325775241,Transcript,Hippocampus
ZNF219-203|ENST00000451119.6,chr14,21090082,21104722,14641,ENSG00000165804.16,ENSG00000165804,ZNF219,-1.19889325605313,-0.460661627189196,-4.20505381785273,3.29027059036471e-05,0.0089190567286518,0.901643773013243,0.222589173843978,Transcript,Hippocampus
DCAF4-206|ENST00000509153.5,chr14,72926480,72958946,32467,ENSG00000119599.17,ENSG00000119599,DCAF4,-0.786877339911808,-3.53019142677291,-3.77815320899622,0.0001845521436317,0.0420466906475608,0.0703989577515047,0.0689438238929655,Transcript,Hippocampus
LINC01467-202|ENST00000653859.1,chr14,81605342,81623086,17745,ENSG00000258977.2,ENSG00000258977,LINC01467,0.349131185464569,-2.1343153570524,4.40388974518325,1.40023372130415e-05,0.0040236325693054,2.23987413866437,0.127238643879607,Transcript,Hippocampus
ATXN3-249|ENST00000642417.1,chr14,92044496,92058351,13856,ENSG00000066427.25,ENSG00000066427,ATXN3,0.891729651732842,-1.32045675436181,12.1274009065068,1.17458872185328e-28,8.08598706513801e-26,54.2514213431326,0.126927741006608,Transcript,Hippocampus
SLC24A4-209|ENST00000676001.1,chr14,92323166,92494300,171135,ENSG00000140090.18,ENSG00000140090,SLC24A4,1.43237260923063,-3.88902380815339,4.0822616109897,5.48712987004457e-05,0.0141907559495864,1.26227010229784,0.325808225786268,Transcript,Hippocampus
KLC1-216|ENST00000554228.5,chr14,103629241,103693953,64713,ENSG00000126214.22,ENSG00000126214,KLC1,-1.12501521786054,-3.80841110994662,-3.92978864169914,0.0001017718583897,0.0251115698749869,0.692663716149416,0.0503964133791887,Transcript,Hippocampus
INO80-201|ENST00000557849.1,chr15,40997577,41027599,30023,ENSG00000128908.19,ENSG00000128908,INO80,-0.675575003684265,-2.55690000197759,-4.352196724696,1.75390382675808e-05,0.0049216804480543,2.05172827131547,0.266893936253786,Transcript,Hippocampus
ENST00000647643|ENST00000647643.1,chr15,46365836,46381043,15208,ENSG00000285934.1,ENSG00000285934,ENSG00000285934,0.140255739314849,2.34643317852279,3.83727350830542,0.0001466653264154,0.0346524899243669,-0.891502011962256,0.177714232519233,Transcript,Hippocampus
SPESP1-201|ENST00000310673.4,chr15,68930525,68946811,16287,ENSG00000258484.4,ENSG00000258484,SPESP1,0.836088349981632,-0.82208459799136,7.18110711065926,3.93137571310156e-12,1.70995186641353e-09,16.5669139204306,0.044682286255811,Transcript,Hippocampus
NOX5-203|ENST00000448182.7,chr15,68930525,69056733,126209,ENSG00000255346.10,ENSG00000255346,NOX5,0.762312011532527,-2.64498576118798,3.74440669845961,0.0002101417908006,0.0466548905334582,-0.107422033699016,0.0777126009375195,Transcript,Hippocampus
NOX5-202|ENST00000388866.8,chr15,69014695,69062762,48068,ENSG00000255346.10,ENSG00000255346,NOX5,0.856652529423545,-0.422118173423178,7.30034769416646,1.82320554451531e-12,8.039664301803e-10,17.2314956495867,0.0758559559708476,Transcript,Hippocampus
ENST00000656674|ENST00000656674.1,chr15,68985795,68998679,12885,ENSG00000288068.1,ENSG00000288068,ENSG00000288068,0.637444744287869,-0.979232118262309,6.44602066414311,3.65311384562485e-10,1.46260590282007e-07,12.1299416222306,0.0578929719501802,Transcript,Hippocampus
ENST00000611559|ENST00000611559.1,chr15,69022230,69024176,1947,ENSG00000273851.1,ENSG00000273851,ENSG00000273851,0.811990879373044,-1.88842988038419,6.05531813214533,3.4959633077523402e-09,1.35985867055087e-06,10.2186774780642,0.238260345631905,Transcript,Hippocampus
VPS33B-DT-204|ENST00000557804.1,chr15,91022621,91036611,13991,ENSG00000214432.9,ENSG00000214432,VPS33B-DT,0.224690972978036,-1.33873810399598,4.23393554317399,2.91211041774194e-05,0.0079844393628455,1.26331728079274,0.154993168436247,Transcript,Hippocampus
NR2F2-AS1-220|ENST00000692320.1,chr15,96281884,96327348,45465,ENSG00000247809.11,ENSG00000247809,NR2F2-AS1,0.499500127057817,-0.762637273728472,9.51075845899788,2.66873289406202e-19,1.5021669523523599e-16,32.7880227043505,0.0739009336985061,Transcript,Hippocampus
LMF1-209|ENST00000566627.5,chr16,871287,947644,76358,ENSG00000103227.19,ENSG00000103227,LMF1,-0.382958659996931,-2.17302652799044,-4.22237520035528,3.05820789513268e-05,0.008337232344084,1.42454226078641,0.342536628854856,Transcript,Hippocampus
HMOX2-214|ENST00000575129.5,chr16,4495858,4507904,12047,ENSG00000103415.12,ENSG00000103415,HMOX2,0.72057865534712,-1.60896372858059,3.94724914153803,9.49137957354e-05,0.023651578646158,0.276316048783551,0.0279357029990325,Transcript,Hippocampus
NOMO3-219|ENST00000676846.1,chr16,16232506,16300806,68301,ENSG00000103226.19,ENSG00000103226,NOMO3,0.300048951564437,1.31110181016218,4.70923908066503,3.54300277440041e-06,0.0010901170176192,2.82289308128603,0.113351606342046,Transcript,Hippocampus
VPS35L-223|ENST00000567245.5,chr16,19555726,19581608,25883,ENSG00000103544.16,ENSG00000103544,VPS35L,0.798878594080829,-2.76307932974251,4.73338440336735,3.16807003757011e-06,0.0009779014639517,3.88535195746912,0.272012694315028,Transcript,Hippocampus
CES2-201|ENST00000317091.10,chr16,66935516,66945096,9581,ENSG00000172831.14,ENSG00000172831,CES2,0.152762098385259,2.91326289152784,4.0003674801967,7.664438029143e-05,0.0193509870862972,-0.350967337257881,0.0429143159998156,Transcript,Hippocampus
KLHDC4-216|ENST00000566561.1,chr16,87763485,87765961,2477,ENSG00000104731.14,ENSG00000104731,KLHDC4,0.468583601323622,-2.19789776266041,4.7782861091379,2.56995028882029e-06,0.0007984284843731,3.88510646230077,0.0835517889021426,Transcript,Hippocampus
