Feature	gencodeID	Symbol	ensemblID	Chrom	logFC	t	adj.P.Val	Female_Pval	Female_FDR	Type
ENSG00000184574.9	ENSG00000184574.9	LPAR5	ENSG00000184574	chr12	-0.371156291289092	-3.80764684444094	0.0246114238707676	0.05498155797459175	0.0841042096871609	gene
ENSG00000144021.2	ENSG00000144021.2	CIAO1	ENSG00000144021	chr2	-0.0432047255019306	-3.79945369087855	0.0247879854964527	0.06307164425890137	0.09267105625759631	gene
ENSG00000230303.5	ENSG00000230303.5		ENSG00000230303	chr9	0.154020752276725	3.79296469981561	0.0250136575762267	0.450898281441437	0.4591213504038948	gene
ENSG00000005022.5	ENSG00000005022.5	SLC25A5	ENSG00000005022	chrX	-0.0875725003017473	-3.78396025960452	0.025329535574073	0.0794225631788279	0.11226396061142341	gene
ENSG00000059377.15	ENSG00000059377.15	TBXAS1	ENSG00000059377	chr7	-0.2730048640333	-3.77995967431065	0.025329535574073	0.20509169489696788	0.23610212299135477	gene
ENSG00000135299.16	ENSG00000135299.16	ANKRD6	ENSG00000135299	chr6	0.120012051199892	3.76131650569787	0.0267198524270318	0.2518710781724205	0.27755529995973965	gene
ENSG00000156414.18	ENSG00000156414.18	TDRD9	ENSG00000156414	chr14	0.302555902677565	3.75981387078762	0.0267224362816501	0.28788668977525145	0.3141434562694112	gene
ENSG00000185220.11	ENSG00000185220.11	PGBD2	ENSG00000185220	chr1	-0.120543373324202	-3.72468241706097	0.0290413392183509	0.22521423250876071	0.253177073457835	gene
ENSG00000003400.14	ENSG00000003400.14	CASP10	ENSG00000003400	chr2	-0.219413211078734	-3.70419420186289	0.0299263068766439	0.060967028133232876	0.09037147975501333	gene
ENSG00000114487.9	ENSG00000114487.9	MORC1	ENSG00000114487	chr3	-0.587521604369948	-3.70673286954065	0.0299263068766439	0.13712842816774556	0.16765701984012688	gene
ENSG00000087053.18	ENSG00000087053.18	MTMR2	ENSG00000087053	chr11	-0.0935315092685029	-3.70263880109684	0.029949036458394	0.11685077067819549	0.1499808742421283	gene
ENSG00000175093.4	ENSG00000175093.4	SPSB4	ENSG00000175093	chr3	-0.195786845627576	-3.67816297658417	0.0315336326407325	0.336574910502473	0.3590846975106002	gene
ENSG00000133812.15	ENSG00000133812.15	SBF2	ENSG00000133812	chr11	0.0574105097580672	3.67878869987473	0.0315336326407325	0.10491941733304266	0.1372968937756613	gene
ENSG00000196664.4	ENSG00000196664.4	TLR7	ENSG00000196664	chrX	-0.393234279874296	-3.67295336428527	0.031538767268688	0.12026555121393134	0.15146225434837218	gene
ENSG00000169432.14	ENSG00000169432.14	SCN9A	ENSG00000169432	chr2	0.165672288152073	3.66179033215985	0.0322567003870444	0.23041421987928157	0.256441075280928	gene
ENSG00000152767.16	ENSG00000152767.16	FARP1	ENSG00000152767	chr13	0.0809021477508801	3.65152997672362	0.0328895479474694	0.10388016100916803	0.13647001544341683	gene
ENSG00000183155.4	ENSG00000183155.4	RABIF	ENSG00000183155	chr1	-0.0897070271287014	-3.64314743548451	0.0334623496720387	0.06896078149449583	0.09914962146204337	gene
ENSG00000173218.14	ENSG00000173218.14	VANGL1	ENSG00000173218	chr1	-0.17900655505696	-3.63788245221808	0.0338119412608193	0.19229114327520208	0.2252361293608136	gene
ENSG00000197893.13	ENSG00000197893.13	NRAP	ENSG00000197893	chr10	0.314597779044302	3.63234521316579	0.0342013274599245	0.15281329778940284	0.18348550092992813	gene
ENSG00000162144.9	ENSG00000162144.9	CYB561A3	ENSG00000162144	chr11	-0.104924983159993	-3.62146092946311	0.0345995650459335	0.09293784858777315	0.1255410454713871	gene
ENSG00000107719.8	ENSG00000107719.8	PALD1	ENSG00000107719	chr10	-0.161924605292575	-3.61621761099385	0.0345995650459335	0.20184497910000804	0.23316575171897483	gene
ENSG00000121895.7	ENSG00000121895.7	TMEM156	ENSG00000121895	chr4	-0.381276221738782	-3.62236775585319	0.0345995650459335	0.11572793174016333	0.14911098897290273	gene
ENSG00000276960.1	ENSG00000276960.1		ENSG00000276960	chr6	0.287571109490475	3.60884156297959	0.0348107241255921	0.41256254500775463	0.4278899460606743	gene
ENSG00000127951.6	ENSG00000127951.6	FGL2	ENSG00000127951	chr7	-0.322509940406987	-3.59583687268299	0.0356185360489192	0.09583388940651622	0.1284174118047317	gene
ENSG00000273129.1	ENSG00000273129.1	PACERR	ENSG00000273129	chr1	0.364557642992123	3.59754960472432	0.0356185360489192	0.37504376335110295	0.3950932727126399	gene
ENSG00000243709.1	ENSG00000243709.1	LEFTY1	ENSG00000243709	chr1	0.295368676894277	3.59669612976046	0.0356185360489192	0.11131326044165046	0.14397661099595715	gene
ENSG00000164326.4	ENSG00000164326.4	CARTPT	ENSG00000164326	chr5	0.42942455642479	3.5874780152419	0.0357110909233927	0.15146250489019725	0.1825177666842305	gene
ENSG00000204869.8	ENSG00000204869.8	IGFL4	ENSG00000204869	chr19	0.1832766116446	3.58825520361953	0.0357110909233927	0.11911956530008183	0.1511555089982099	gene
ENSG00000261409.1	ENSG00000261409.1		ENSG00000261409	chrX	0.226993015067256	3.58961197712414	0.0357110909233927	0.06027782197038878	0.0901476355360725	gene
ENSG00000224531.5	ENSG00000224531.5	SMIM13	ENSG00000224531	chr6	-0.092301136454219	-3.59087868377362	0.0357110909233927	0.3037463482312339	0.33037346317358235	gene
ENSG00000256802.2	ENSG00000256802.2		ENSG00000256802	chr15	0.168848286494082	3.5794619544287	0.0361978654321594	0.17848949353360105	0.20980343976756616	gene
ENSG00000197332.8	ENSG00000197332.8		ENSG00000197332	chr19	0.236343433577005	3.56495019954189	0.0370090079915564	0.16390648990735007	0.19334040182733195	gene
ENSG00000196616.12	ENSG00000196616.12	ADH1B	ENSG00000196616	chr4	0.518882469552934	3.56243839006218	0.0371038707694226	0.06307164425890137	0.09267105625759631	gene
ENSG00000205835.8	ENSG00000205835.8	GMNC	ENSG00000205835	chr3	-0.29658450918319	-3.55486887605299	0.0378155874676944	0.43052225670893796	0.4437690953769053	gene
ENSG00000042980.12	ENSG00000042980.12	ADAM28	ENSG00000042980	chr8	-0.378763921578071	-3.5514342842044	0.0380697190374291	0.14222971204585122	0.17326164921949147	gene
ENSG00000164405.10	ENSG00000164405.10	UQCRQ	ENSG00000164405	chr5	-0.0988730468530903	-3.54928894828952	0.0381620363309297	0.15553878139627614	0.18542879632652137	gene
ENSG00000104660.17	ENSG00000104660.17	LEPROTL1	ENSG00000104660	chr8	-0.0552280975685216	-3.54463852954315	0.0383866173625107	0.3428815482027056	0.3646518052314488	gene
ENSG00000250148.1	ENSG00000250148.1	KRT8P31	ENSG00000250148	chr5	0.233846777800188	3.54078965352659	0.0387821903851446	0.14482791574398002	0.17578750642838156	gene
ENSG00000188375.4	ENSG00000188375.4	H3F3C	ENSG00000188375	chr12	0.240941810988668	3.53848602203258	0.0388256074914343	0.08287197967630727	0.11519549042142298	gene
ENSG00000112146.16	ENSG00000112146.16	FBXO9	ENSG00000112146	chr6	-0.096056584580972	-3.51441952137441	0.0406373915699208	0.056269844256475715	0.085295917764341	gene
ENSG00000174600.13	ENSG00000174600.13	CMKLR1	ENSG00000174600	chr12	-0.245747772434383	-3.51267940041211	0.0406373915699208	0.311819653686369	0.33696639995139877	gene
ENSG00000103121.8	ENSG00000103121.8	CMC2	ENSG00000103121	chr16	-0.0665628874311503	-3.51773965746828	0.0406373915699208	0.4988552027157102	0.4988552027157102	gene
ENSG00000042286.14	ENSG00000042286.14	AIFM2	ENSG00000042286	chr10	0.11713122829096	3.51911330373892	0.0406373915699208	0.4759737664843873	0.47883246778459376	gene
ENSG00000172554.11	ENSG00000172554.11	SNTG2	ENSG00000172554	chr2	0.338682895667958	3.51596817945362	0.0406373915699208	0.20184497910000804	0.23316575171897483	gene
ENSG00000171488.14	ENSG00000171488.14	LRRC8C	ENSG00000171488	chr1	-0.0822498281793345	-3.50937347755504	0.0406373915699208	0.25370557087651335	0.278660217192236	gene
ENSG00000174004.5	ENSG00000174004.5	NRROS	ENSG00000174004	chr3	-0.210190529167353	-3.50924232086215	0.0406373915699208	0.439558758629301	0.4516938163828707	gene
ENSG00000178573.6	ENSG00000178573.6	MAF	ENSG00000178573	chr16	-0.129270826836211	-3.50900941426571	0.0406373915699208	0.10915170030564814	0.14172798295500824	gene
ENSG00000143554.13	ENSG00000143554.13	SLC27A3	ENSG00000143554	chr1	0.13735326011483	3.51334697237084	0.0406373915699208	0.35135870475906716	0.3724847028300238	gene
ENSG00000203734.11	ENSG00000203734.11	ECT2L	ENSG00000203734	chr6	0.327971895667559	3.50306107610635	0.0410040061867019	0.06820225819443053	0.09890803677547284	gene
ENSG00000058866.14	ENSG00000058866.14	DGKG	ENSG00000058866	chr3	0.108075016782415	3.49993570998339	0.0411900172771239	0.13587288356627958	0.166730461519061	gene
ENSG00000252010.1	ENSG00000252010.1	SCARNA5	ENSG00000252010	chr2	-0.188634552708483	-3.48002643547192	0.043355096567268	0.44408915278771777	0.45356666519477273	gene
ENSG00000168286.2	ENSG00000168286.2	THAP11	ENSG00000168286	chr16	-0.0780669143853317	-3.47023019439703	0.0441728913671422	0.4215219930264683	0.435832924888478	gene
ENSG00000158966.13	ENSG00000158966.13	CACHD1	ENSG00000158966	chr1	0.116789612224817	3.47072058997221	0.0441728913671422	0.12141928233635968	0.1517741029204496	gene
ENSG00000204482.10	ENSG00000204482.10	LST1	ENSG00000204482	chr6	-0.321726795330842	-3.46497266031748	0.044717921310852	0.1297133962749058	0.16034681827340755	gene
ENSG00000166454.9	ENSG00000166454.9	ATMIN	ENSG00000166454	chr16	-0.0623070099687912	-3.46292118471786	0.0447603029815798	0.16108537639328474	0.19068410279770456	gene
ENSG00000171150.7	ENSG00000171150.7	SOCS5	ENSG00000171150	chr2	-0.06798698688893	-3.44712454902606	0.0465945639172836	0.3303139098841246	0.35466397375378766	gene
ENSG00000278951.1	ENSG00000278951.1		ENSG00000278951	chr2	0.293715337969478	3.43509462088417	0.0479299773632433	0.20836924782538763	0.2382378772065012	gene
ENSG00000273487.1	ENSG00000273487.1		ENSG00000273487	chr1	-0.157509903680878	-3.43462266250473	0.0479299773632433	0.4714045588097338	0.47566423855801454	gene
ENSG00000182578.13	ENSG00000182578.13	CSF1R	ENSG00000182578	chr5	-0.330906446873848	-3.43299829285829	0.0479299773632433	0.08027455653728277	0.11299149764701566	gene
ENSG00000107099.15	ENSG00000107099.15	DOCK8	ENSG00000107099	chr9	-0.282705416081825	-3.43175296293436	0.0479946216896413	0.0712753873901324	0.10203955032348014	gene
ENSG00000172901.19	ENSG00000172901.19	LVRN	ENSG00000172901	chr5	0.254532641288657	3.42722170121549	0.0486171062862827	0.08825571702723933	0.12067618450663338	gene
ENSG00000150594.6	ENSG00000150594.6	ADRA2A	ENSG00000150594	chr10	0.138230915155549	3.41947018897416	0.0495343575010435	0.19703301464320278	0.22918770800511434	gene
ENSG00000212370.1	ENSG00000212370.1	RNU6-482P	ENSG00000212370	chr5	0.29049539789648	3.41932175358535	0.0495343575010435	0.44408915278771777	0.45356666519477273	gene
ENST00000472559.5	ENSG00000101019.21	UQCC1	ENSG00000101019	chr20	0.535938083608087	4.90738997081548	0.0118953524536691	0.41256254500775463	0.45338664900558956	transcript
ENST00000381524.8	ENSG00000198223.16	CSF2RA	ENSG00000198223	chrX	-0.771683584921207	-4.78511240668431	0.0144145558892261	0.48740930347129796	0.49490790814008717	transcript
ENST00000295588.8	ENSG00000163389.10	POGLUT1	ENSG00000163389	chr3	-0.129046438911207	-4.7712305595018	0.0144145558892261	0.17109863516098023	0.21488719478163232	transcript
ENST00000526433.1	ENSG00000173465.7	SSSCA1	ENSG00000173465	chr11	-1.81354322923239	-4.73916650730429	0.0151773650779451	0.20509169489696788	0.25066762709629403	transcript
ENST00000375734.6	ENSG00000115963.13	RND3	ENSG00000115963	chr2	-0.596076742698933	-4.62294686581092	0.0192777792819478	0.3158908059137522	0.36576830158434465	transcript
ENST00000521793.1	ENSG00000253988.1	RP11-489O18.1	ENSG00000253988	chr8	-0.611490307607722	-4.6128339911263	0.0192777792819478	0.4215219930264683	0.45338664900558956	transcript
ENST00000366139.3	ENSG00000149557.12	FEZ1	ENSG00000149557	chr11	-0.100727754372214	-4.59837741952937	0.0192777792819478	0.11131326044165046	0.14693350378297862	transcript
ENST00000585886.5	ENSG00000105576.15	TNPO2	ENSG00000105576	chr19	-2.19665791097597	-4.51896028734462	0.023050753171957	0.43052225670893796	0.45338664900558956	transcript
ENST00000603841.1	ENSG00000109670.13	FBXW7	ENSG00000109670	chr4	-2.35233412756915	-4.49044708219462	0.0233829891704187	0.496565645854137	0.496565645854137	transcript
ENST00000598325.5	ENSG00000104960.15	PTOV1	ENSG00000104960	chr19	-1.70225642801903	-4.47722467689038	0.0234663615221929	0.432778164959881	0.45338664900558956	transcript
ENST00000494368.5	ENSG00000267673.6	FDX2	ENSG00000267673	chr19	-1.79923652839242	-4.4567287267661	0.0238007452917172	0.08825571702723933	0.11887504742444481	transcript
ENST00000396833.2	ENSG00000213920.8	MDP1	ENSG00000213920	chr14	-0.911519355646195	-4.46731924254881	0.0238007452917172	0.48054613573677596	0.49490790814008717	transcript
ENST00000537634.1	ENSG00000111642.14	CHD4	ENSG00000111642	chr12	-0.36067833565993	-4.41612597382718	0.0270347108002596	0.07773913383155401	0.10689130901838675	transcript
ENST00000508564.1	ENSG00000250742.2	RP11-834C11.4	ENSG00000250742	chr12	-0.490293863095302	-4.34199291904109	0.031714653170247	0.30777136715584463	0.36273053986224546	transcript
ENST00000566405.5	ENSG00000131143.8	COX4I1	ENSG00000131143	chr16	-0.94958133865051	-4.33805575630055	0.031714653170247	0.3303139098841246	0.37587444917848667	transcript
ENST00000506083.1	ENSG00000251467.1	CTC-250P20.2	ENSG00000251467	chr5	0.296044264812752	4.33027719511496	0.031714653170247	0.39478408051329694	0.441622869726739	transcript
ENST00000556038.5	ENSG00000071246.10	VASH1	ENSG00000071246	chr14	-0.362354796267566	-4.31871398966561	0.031714653170247	0.17256092914282595	0.21488719478163232	transcript
ENST00000328249.3	ENSG00000164010.13	ERMAP	ENSG00000164010	chr1	-0.400902104628017	-4.28833323013829	0.0349929112044655	0.056269844256475715	0.08252910490949772	transcript
ENST00000613452.1	ENSG00000274020.1	LINC01138	ENSG00000274020	chr1	0.137936555619054	4.27153570785074	0.0361459230028409	0.061662379466876256	0.08847210966986593	transcript
ENST00000510738.2	ENSG00000052126.14	PLEKHA5	ENSG00000052126	chr12	0.199407011390298	4.23779698023194	0.0399479120175984	0.0712753873901324	0.10008884186699442	transcript
ENST00000336125.5	ENSG00000185829.16	ARL17A	ENSG00000185829	chr17	0.149775068223963	4.18340760454344	0.0482757598798561	0.1273045944582571	0.1647471222400974	transcript
ENST00000622787.4	ENSG00000231752.5	EMBP1	ENSG00000231752	chr1	-0.323878226935289	-4.18046486452866	0.0482757598798561	0.27817722993793337	0.33381267592552005	transcript
e1137207	ENSG00000159958.5	TNFRSF13C	ENSG00000159958	chr22	-0.520712362608473	-5.16848749250028	0.0050908134117671	0.1273045944582571	0.14945890050683688	exon
e147469	ENSG00000144061.12	NPHP1	ENSG00000144061	chr2	0.265442693401893	5.14913635265794	0.0050908134117671	0.3925762844708697	0.4014581008616133	exon
e103011	ENSG00000228058.1		ENSG00000228058	chr1	-0.68792754659473	-4.91046682879064	0.0080508646991879	0.09198702542082404	0.11146953214534173	exon
e738602	ENSG00000135090.13	TAOK3	ENSG00000135090	chr12	-0.173486142039424	-4.80204750105455	0.0102668924218034	0.08463839984017985	0.10481248418564737	exon
e404213	ENSG00000135299.16	ANKRD6	ENSG00000135299	chr6	0.24337213069402	4.79943981543295	0.0102668924218034	0.2518710781724205	0.26661762841670744	exon
e404066	ENSG00000135299.16	ANKRD6	ENSG00000135299	chr6	0.230066238068494	4.7596341230668	0.0109015416753286	0.13966323398858826	0.16104025959908647	exon
e690246	ENSG00000008394.12	MGST1	ENSG00000008394	chr12	0.562711358994749	4.70652667772384	0.0121793764218146	0.1383918756859972	0.16039263541043777	exon
e848140	ENSG00000140526.17	ABHD2	ENSG00000140526	chr15	0.170216586256502	4.69252326982931	0.0127310097687373	0.10596618011204817	0.12738487609214302	exon
e541762	ENSG00000165025.14	SYK	ENSG00000165025	chr9	-0.469250253830381	-4.68066009558187	0.0128028865918953	0.190726159990468	0.2092432629021639	exon
e50794	ENSG00000143036.16	SLC44A3	ENSG00000143036	chr1	0.427077789438054	4.67156569528714	0.0128028865918953	0.056269844256475715	0.0741515148802537	exon
e471920	ENSG00000155561.14	NUP205	ENSG00000155561	chr7	0.138738899000299	4.66991993614245	0.0128028865918953	0.22008137539352984	0.2362868923464976	exon
e674030	ENSG00000110002.15	VWA5A	ENSG00000110002	chr11	0.216867931861426	4.6584270134142	0.0128332384527609	0.09104342484556882	0.11092083027007306	exon
e1035758	ENSG00000005007.12	UPF1	ENSG00000005007	chr19	0.196381984729263	4.64853271921077	0.012984234923221	0.46912132791772476	0.4754323771722233	exon
e790711	ENSG00000182732.16	RGS6	ENSG00000182732	chr14	0.386653972343632	4.63421670804506	0.0134551413483578	0.20023322723434922	0.21703937340509794	exon
e1152355	ENSG00000017483.14	SLC38A5	ENSG00000017483	chrX	-0.459304881324973	-4.63033546381289	0.0135025595560566	0.06820225819443053	0.0873298036937184	exon
