,RXE,RGE1,RGE2,RGE3,RGE4,RGE5,RGE6,RGE7,RGE8,RGE9,RGE10,RGE11,RGE12,RGE13,RGE14,RGE15,RGE16,RGE17,RGE18,RGE19,RGE20,RGE21,RGE22
R12960,0.038370639923187344,0.19480402922357598,-0.03971505239738793,0.05917464982820286,-0.13312798860513242,-0.13845107887951658,0.09772345853943953,0.059092504648553756,-0.200110140553321,0.11064390453969475,0.06420319623846948,0.06988305797479288,0.006816749032872327,-0.307681161190005,-0.08639538037566785,-0.368938487816838,-0.18335211557287812,0.11554150932123441,-0.5556501959591296,0.22151534619831637,0.2724995360846525,-0.2604950999802256,0.1382405823791788
R12961,0.03903931089627832,0.14330293100429703,0.0024813075095910797,0.054742975725149634,-0.007922342598112087,-0.09342397648814837,0.06472455837640445,0.05158257882389794,-0.13291155701455026,0.12255169474867222,0.1285121992176501,0.02598234925456855,-0.03699548783423623,-0.13955803304737446,-0.033211376633699,-0.32071024680585514,-0.1817639826752575,0.021461600208959597,-0.35793350576477234,0.08545818103514224,0.23647766336361742,-0.2271576149524399,0.06720057272318503
R12962,0.16068403393220754,0.1011320931743831,0.019369911893327263,0.09851909413230953,-0.0561512351924609,-0.06948323228739062,0.007090011394162765,0.05822203694778505,-0.09655804658444822,0.15634198808299793,0.14645658322838218,0.0206558886287298,-0.01690798877181754,-0.19500382289553286,-0.04703120790163906,-0.2846816016424363,-0.1333933648116843,0.025046258932755805,-0.46660930549371793,0.08699662532693875,0.2686512643311616,-0.2880372673618363,0.015710810392504992
R12963,0.16951482702532328,0.13659995965139915,0.05468793904372138,0.1383964015958412,-0.016273782193883868,-0.03947562649580938,0.09041888930491648,0.08454519487510925,-0.11661710973379336,0.1376398584827241,0.16263484333493938,0.0006721398021505287,0.011103065099780984,-0.19212368345617126,-0.03607242385527698,-0.31625051486405686,-0.2514314112849658,-0.01700284974985733,-0.44516011514530307,0.009489116470458026,0.24146723596859676,-0.351045007221654,-0.029553763444281067
R12964,0.21801763555523035,0.1003288956391577,0.06096065906175685,0.12388624944942128,-0.013561808685432553,-0.015654643662497136,0.06971739430339463,0.09114629437388455,-0.07737949190359439,0.11535549051142135,0.12830222033583105,0.010152083765006648,0.00954806898910121,-0.1891971694830028,-0.031785900139464474,-0.2912963295687425,-0.24402656926713417,-0.040967684515073266,-0.3810937122896427,0.013798068075840053,0.21578753015021768,-0.24179405362634965,0.008388142130914655
R12965,0.05941778994919211,0.2552995473910453,-0.01948093670893014,0.10946558529309769,-0.013417345695254213,-0.09369485993224336,0.12707232935712431,0.05343698377534167,-0.16559619620701893,0.13090262471368241,0.13943821305908788,0.04915598286620382,0.0216201196830621,-0.2616958869752568,-0.05271321962243336,-0.38782805312754265,-0.31952162757505853,0.051404175197795166,-0.5634691843396387,0.09252481299265192,0.20967537120143254,-0.32683314063491586,-0.014454718089807805
R12966,0.22220629279591986,0.13240865511305877,0.05995755380726919,0.15212951130539842,0.020175560708384666,0.011234741304142037,0.07776121267821612,0.0792688311581462,-0.06252731520867583,0.09059222469313344,0.15151848857911432,-0.011794082854629462,0.024839510328191317,-0.15021434526038213,-0.009401195370210225,-0.33340082764295564,-0.2840145069687634,-0.04412034394399189,-0.4241006917664545,-0.018702507943421764,0.22884073414059714,-0.37646507414815966,-0.026267834383363553
R12967,0.2582414251658718,0.16973167592323524,0.06737151635588967,0.13393731644634954,0.06710375406077862,0.002922790058966118,0.1502976920198944,0.10200778107190445,-0.04495090517957001,0.0939267764836269,0.1673659375349854,0.015374555671064272,0.0052438996237977875,-0.1432503116243331,0.02359304929487438,-0.3759131908369451,-0.3687676524281134,-0.0817209456511514,-0.4025701080361386,-0.07657667429267212,0.23119149103516046,-0.39762806096275183,-0.06382426312590894
R12968,0.19643103195931744,0.08030866237060241,0.08877435050717164,0.08749855388531724,-0.023128613354383543,0.007569615255273998,0.028613017563449805,0.11631777452931358,-0.06291361202511014,0.12232391485517713,0.11481371528742423,0.0010840119030124384,-0.015268600389176434,-0.17176304583631996,-0.007386093856492693,-0.26785977006661454,-0.2202319109446993,-0.04125741912910463,-0.39058259056380296,0.023103741238111652,0.23319546796746282,-0.2950353834113546,0.009722768279226912
R12969,0.24878269047139678,0.15107899616110787,0.07118441260930641,0.14639308744500346,0.06289787603390273,-0.009423815715261963,0.09048744766446815,0.08351096937852232,-0.07461093209804393,0.1081001849020855,0.1692215605589702,-0.015838878271449364,0.02910047537094007,-0.12170944588833477,-0.01882301149630239,-0.32128364839674806,-0.3269713573361841,-0.04418149028991003,-0.4182617899810861,-0.056559753912080346,0.1807927476706057,-0.3031511707490595,-0.05870906292375633
R12970,0.16553769269010488,0.1045323741091857,0.06197228257647991,0.14413687171296186,-0.005164502351240774,0.02213349916084084,0.06213332015332895,0.08775903299767007,-0.0668697683239401,0.11235803140970901,0.1399131301644152,0.005523651364627291,0.0344935947744629,-0.13471986035679873,-0.041440775528736484,-0.25201166417237086,-0.2625202333492971,-0.04953341029753089,-0.3677131576964303,-0.0868443962800276,0.20923060530419058,-0.2631008065989775,0.008462426905456066
R12972,0.35103988556767707,0.12098506926011643,0.08936377792220629,0.14016087192514348,0.026853231713195758,0.03670181358585811,0.20387858808774784,0.10043857011027013,-0.052285326205273375,0.07130282515874153,0.011226871338567701,-0.036585514175714984,0.01039720767363761,-0.15753674330378598,-0.14029496366240668,-0.3076689452019328,-0.31977841083439706,-0.05887533890799501,-0.42722678899549393,0.0658132582231703,0.2397232269474352,-0.4378041466505942,0.025851936866555736
R12973,0.16020666547213036,0.160087274005968,0.05518970453186789,0.13570324047973648,0.05620109403151696,-0.04358861902831368,0.1122586705229387,0.05737864274129478,-0.04870726589822816,0.11669363442084091,0.1679721684351816,-0.004452820572707683,0.0068680641993994485,-0.15846761499586304,-0.06401568807748026,-0.3241112533103716,-0.28935910142834054,-0.05172061136386752,-0.3413864082544169,-0.04767313615681701,0.18696009336322605,-0.2900257214457098,-0.012962052588142647
R12974,0.23137172001481554,0.13365166856793476,0.03829098691679578,0.10352782993018428,0.01882153448384072,-0.05716656984626667,0.0636620194386448,0.09208222705201674,-0.083941412662484,0.10883632719446457,0.13055296662417204,0.034220335024107484,-0.008039801785164613,-0.1881495596569862,-0.014169334507907472,-0.371643022243481,-0.2605185980364606,-0.021954564515669794,-0.4365603310403223,0.06748990552301004,0.2592369551670237,-0.29215069668223625,0.02150445804460288
R12975,0.2619706588048789,0.16018218490724,0.07163008326887255,0.14357824460089708,0.050368814570544096,-0.008256938547262394,0.11492906897137711,0.09830549000567945,-0.06650671939299269,0.10599649539577927,0.15452836435785322,0.00503543748018398,0.01433542907489782,-0.17087170415969766,-0.02771248532823467,-0.40169167383296767,-0.3255071142677597,-0.058586253521224485,-0.47374916680812484,-0.007774199025963657,0.20937932995666175,-0.30631246558977265,-0.0334909494496225
R12976,0.21831100355470134,0.1391305920541619,0.05945917317339555,0.14234912062268723,0.02572262593898289,-0.02571952508854558,0.07763103675442729,0.0689928723650346,-0.08018838732653322,0.1254349884196051,0.1677361938477171,0.016429419694799385,0.030704252337425686,-0.20121475217294282,-0.027102634912435697,-0.37692438788034277,-0.27609681577329725,-0.03882651231706946,-0.4579327561538613,0.02053011754387679,0.20710533815400423,-0.3771396816185324,-0.005488940136786802
R12977,0.2744388320036091,0.16974847546321126,0.06991313219032458,0.13826187707061655,0.038104014042458445,-0.007230968155537809,0.10191256573664642,0.09401616728030682,-0.07185825733367102,0.1051034860556812,0.161794077326062,0.021262066503883847,-0.0006379751697269676,-0.18435566604672582,-0.03385731621389976,-0.41557118905042234,-0.3520157698737756,-0.06144911992296853,-0.4121243999172308,-0.004716529056308261,0.2644247074910049,-0.2986298686885398,-0.02667128219924564
R12978,0.19967532764521767,0.10490120982154938,0.09806467146549958,0.1428893566137983,0.053757884609647366,-0.002123367224281303,0.12284225840518248,0.08621337386150252,-0.050226110918806466,0.10251623654126885,0.17033754157357928,-0.021661854487644128,0.019115088159525673,-0.11299367460703236,-0.015852079701683675,-0.3006664317490224,-0.3187048339324128,-0.09221232706859173,-0.3416867758464113,-0.07869174399982626,0.24603605245293814,-0.3165342195349776,-0.0383488913109975
R12979,0.21829718036766765,0.14776713823922716,0.0672906509895097,0.13817081842648893,-0.006041672948500221,-0.039113211038478646,0.07468429616980421,0.07799608503260824,-0.11580275245343019,0.11166529100517364,0.16268132727404794,0.02929632040456598,0.013486653471773025,-0.20299607875305892,-0.025042120430761816,-0.3584462371718824,-0.27229398734485066,-0.031257823015818254,-0.4602987191441965,0.018049268620683456,0.2495432707702374,-0.35749513196605687,0.012680409157571404
R12980,0.03771487639321691,0.1681396389936003,0.017464109970467767,0.11284841541343571,-0.015507572113901524,-0.07297763950404024,0.09998372617112938,0.033913562261691954,-0.08878870208769118,0.08546844125666819,0.1260549386106926,0.008478464170468047,0.04271511519937299,-0.16146069576283661,-0.042304871335212546,-0.35479365255441664,-0.2784012155089419,0.003872302899439628,-0.4206545482481723,0.05458499777494774,0.20253737332765853,-0.19927934900686095,0.05910389970627383
R12982,0.07819918231207845,0.14134451360498934,0.03965916875879705,0.13289197817293896,0.00782738610497491,-0.08194695608888969,0.05409253232663325,0.05133117159474132,-0.10134050384124738,0.1563567641520347,0.14176136167438846,-0.009969534828636384,0.0065118398872376915,-0.15043676908939663,-0.07930206206351942,-0.32216525061515844,-0.2212475477843321,0.004678862207629919,-0.48094811065926235,0.04508304293894971,0.19580381139092218,-0.19273989083634335,0.03613810824292907
R12983,0.17088198405878385,0.12235465529563161,0.06094086011419009,0.1187177326113047,0.037131369857624996,-0.00903885668570803,0.08548595577085116,0.10392885271194663,-0.07502529729412899,0.11414861223484163,0.16890359850972825,0.0024771615755478926,0.018802061705951445,-0.1963401968577454,-0.012813801372500322,-0.36525864656905993,-0.2808000328228024,-0.040954424602109185,-0.45899078788518954,0.006539497187721288,0.22960364635383979,-0.3188957538163675,-0.011068296363808905
R12984,0.07316192971978586,0.14311621811504027,-0.020913758923440717,0.06728521473143623,-0.023904116121526542,-0.1024804823690193,0.01020784899546845,0.0535304952960054,-0.10229514406810347,0.13002300734789296,0.11385249071663006,0.042822333845754734,-0.020505185774512658,-0.18876707486662903,-0.06851069965311973,-0.30250261950300694,-0.14485142309009813,0.030673768623218578,-0.4284584310729316,0.11947035939037809,0.2224134878252877,-0.25321095953398887,0.11243198174091518
R12985,0.2088682486436313,0.1525645321737925,0.022266012109771083,0.12449358964221569,0.0024664041628463806,-0.06638982275345207,0.09101075251268131,0.07974553160413089,-0.08005528669545514,0.1384688280016344,0.16738556224987278,0.039889774269318945,-0.016302556838236004,-0.19113570145814052,-0.03405646922005401,-0.3671844501295203,-0.2735126351687973,-0.017316417904206904,-0.48150720131616875,0.05102393201936817,0.22584058016129305,-0.30975745242925967,0.01595419542986587
R12986,0.24703488418543307,0.14379158653366186,0.008628866576148031,0.09344897659780171,-0.05203351325170269,-0.07514405348941722,0.06472088415594879,0.0884661016373931,-0.10031747647864808,0.1085475209006197,0.1250655001263028,0.05402654257712802,-0.012230267783785997,-0.24848451539200056,-0.05008088771250119,-0.36724586220469435,-0.22492918646688542,0.005481867089816905,-0.5355633429897138,0.1472612524970054,0.2836766114079232,-0.3547569744319645,0.10652387528215934
R12987,0.25065897523958336,0.14022827078404942,0.07609120870152042,0.14610351308429825,0.05500094099374042,-0.00043144641722969723,0.10476466575077215,0.07889693344213411,-0.05849880727234824,0.1246417035491505,0.1798930517545161,-0.0265938218656121,0.02782459181228658,-0.16035466435966184,-0.016965341811265855,-0.341219887914884,-0.33563179589104175,-0.05980541619757007,-0.41718074768431457,-0.04362172287749111,0.23001173352301185,-0.324020885280464,-0.057493001235059626
R12988,0.22718610576771647,0.14464070022605924,0.057379513605020804,0.14537951253481385,0.019335004390844013,-0.014905312644470481,0.08183099946713801,0.08749624108776066,-0.06578744315453999,0.09485824100518814,0.16658845671519185,-0.0032189159638971176,0.003684350266201175,-0.17872061698384867,-0.015022743652584936,-0.3496694332505448,-0.28518722525828544,-0.029448817198066024,-0.45434062903789396,-0.006813286297752796,0.21852854188081006,-0.3021307633775101,-0.01969056124658808
R12989,0.22331210503534082,0.1068765892290191,0.0651185413280575,0.1457170146244926,0.02114648553212728,-0.01554672967472115,0.07701287815936686,0.10359842376733486,-0.059920951704588,0.10152444706454355,0.17004699019326308,0.007700833389886252,0.010156454090342937,-0.14917292430455298,-0.031063082777189166,-0.3013289276433899,-0.27448879802031767,-0.07640843015230159,-0.38582352239698414,-0.03427308248472327,0.24477218881589202,-0.30042295922254914,-0.002614269963816085
R12990,-0.005949614207466869,0.1515260032927639,-0.04583511516213923,0.05783567449735383,-0.04817713883193253,-0.13687859279279113,-0.010936769379611633,0.06628949154255581,-0.137246369634195,0.1092362881247877,0.1145019400876719,0.07426208899277897,-0.0726433775245785,-0.26718813824512333,-0.09622281767637064,-0.37734525504726246,-0.09579934157736991,0.05790844229190739,-0.5400568009798103,0.2073805228645451,0.3332068496014404,-0.2613081024535946,0.2660230631284475
R12991,0.19323713128087094,0.12250600490658492,0.045850699514925264,0.13351237679250083,-0.024707825717998233,-0.016482082357184957,0.0696359052588238,0.09568897153843858,-0.11265174483130957,0.09518188529420657,0.130569673717583,0.025072594601976306,0.007226056602755104,-0.19783153823169686,-0.04357036377622192,-0.29126526401464137,-0.23941586912425716,-0.0032411930945954737,-0.45036601852390223,0.020577046952533262,0.2646982686686714,-0.3549127588254053,-0.010734155496316511
R12992,0.21608053915582826,0.09544059552629536,0.053409861280744764,0.13459966126104694,-0.04509961787668093,-0.05478484079281376,0.044499629426826726,0.09248203087602613,-0.09178189960487781,0.12363235722392663,0.1584552866814506,0.012180204041790876,0.008078678327984257,-0.168608065825965,-0.026261280095572825,-0.2708157055729057,-0.2168201078100891,-0.012938066575010954,-0.4345969146149895,0.006628915435853866,0.26023948935163377,-0.387950180348573,0.07396062343833876
R12993,0.22445180780863305,0.1328297359518369,0.05821766843301113,0.10786331582056086,-0.0024356395557716404,-0.013084699120864407,0.08047633076661942,0.08426250125555601,-0.07131682343539447,0.11998185422827712,0.13909896369770003,0.0008671539768307923,-0.014804981409284323,-0.2378542026455288,-0.013980665177404816,-0.3670490754614031,-0.26237018725052996,-0.03513939972842328,-0.4325186295937211,0.0632037584435734,0.23294129433406052,-0.27720094811410334,0.023645895004623885
R12994,0.20691135539460515,0.16589944871206486,0.038075585077174345,0.12460531590483859,0.015233049939859189,-0.034946953451990836,0.06200591339162642,0.085663398429213,-0.11189229561584169,0.10066622438598527,0.11916770666965482,0.005407879985983133,-0.02272986994467896,-0.19429692441220192,-0.015075446988159324,-0.33058521416395203,-0.25747923102038195,-0.019340058229672774,-0.5060884738748475,0.050794000718236365,0.2343278631476089,-0.2329034613940526,0.029073232544496896
R12995,0.2350877766929984,0.11500235707314177,0.07539181294012653,0.15401825005510528,0.020360974532939835,-0.02725390534676775,0.08966075387463723,0.0929954175813803,-0.08226587168943933,0.12246171030910613,0.15271557162786964,-0.010096588947423157,-0.01790666598025137,-0.17008963605789829,-0.05119971188908812,-0.3359057560615173,-0.24362371056775745,-0.05057037111620488,-0.4415492603638542,0.024881627795096506,0.22666584707136916,-0.3348689990263689,-0.005079027190941332
R12996,0.177675238708757,0.12370696566293171,0.04806821514235349,0.1173035567662013,-0.00036240653561181446,-0.015450589619406152,0.11746571300767705,0.0845252070780842,-0.05558830530916081,0.07106017610046278,0.1414466561939407,0.013796768094455292,0.033998305604664214,-0.22010705467791825,-0.0035224044807193877,-0.3694943445770651,-0.28027266058789824,-0.03155367387228747,-0.4129872429393564,0.015418373777067007,0.24331635541023156,-0.3140602246980415,0.018389642909507842
R12997,0.20387694104999943,0.121024169151696,0.06338857565241307,0.127015887911881,0.027142982094762402,-0.017485179222738623,0.1379971030324092,0.09080346219530666,-0.03422556135547872,0.08299688876797262,0.14823895430632206,-0.002222652514513701,-0.0021718948804410054,-0.1584577045721547,0.0022719648193580966,-0.3430269131428543,-0.315889451788943,-0.07959259046517797,-0.4077814971927136,0.006843071835946901,0.2410702423309612,-0.2440958914525173,-0.020956493481205207
R12998,0.1802593314035872,0.14818419600430666,0.02700190297954519,0.14171365810796477,-0.008118690689454588,-0.05214027065598792,0.04944244674847065,0.10995331279746434,-0.08253282449040888,0.10465881280586142,0.1103183380138244,0.020231401985538078,-0.018495125010414615,-0.21082881241627804,-0.044631903493994596,-0.3054508264304139,-0.23118837860288055,-0.039694687273021056,-0.4612678906672598,0.049483647319140456,0.2055161954493916,-0.21624553780148936,0.05666755133125623
R12999,0.20917505421317006,0.12906427200993376,0.05789298068982607,0.0996972746345306,-0.006597414482364616,-0.006345128389893873,0.09645559585882246,0.08366134393331226,-0.06658219310077929,0.04164456137621286,0.13365399136059253,0.006944550438014563,0.01792806952836834,-0.22365314559480165,-0.0058765910016997935,-0.366279809034634,-0.2610650037331901,-0.004362293410977713,-0.45911491110220215,0.04611957316344739,0.22558948141601087,-0.31835932867097494,0.06220961750792675
R13000,0.2149853689055896,0.11738152803343516,0.04518833479149098,0.12826207311346716,-0.027386124050669203,-0.05818583008331224,0.04958867377132181,0.07967435392139066,-0.09418906549650075,0.12737698033889755,0.1452932362310766,0.029392672959851485,0.0027129870414093205,-0.22053222996292288,-0.0471564323452176,-0.330266664977128,-0.22605534237839375,-0.009078380590568536,-0.457882183552059,0.05135489150691264,0.2871386942926426,-0.3356955181796608,0.04670596510713132
