Feature,chr,Symbol,ensemblID,logFC,adj.P.Val,Type
ENST00000389212.7,chr12,RAPGEF3,ENSG00000079337,-0.971903162471749,0.0001659898643019,transcript
ENST00000511947.2,chr11,RP11-338H14.1,ENSG00000250390,0.522704034166109,0.000183104362361,transcript
ENST00000623847.1,chr17,AC104981.1,ENSG00000278938,-0.395685045389909,0.0001966738775162,transcript
ENST00000609439.2,chr7,GTF2IP13,ENSG00000272556,-0.295990896599768,0.0002599960578516,transcript
ENST00000560255.2,chr15,ST20-AS1,ENSG00000259642,0.0901225249811769,0.0003348979017287,transcript
ENST00000014930.8,chr12,HEBP1,ENSG00000013583,-0.161387457114021,0.0005072473298928,transcript
ENST00000527067.1,chr8,ZNF252P-AS1,ENSG00000255559,0.218879283260842,0.0005446978489766,transcript
ENST00000422212.1,chr7,RP13-492C18.2,ENSG00000237268,-0.654360125117341,0.0008802807826069,transcript
ENST00000262462.8,chr5,SLC27A6,ENSG00000113396,-1.10722837970889,0.0011773758295729,transcript
ENST00000388914.7,chr4,CCDC158,ENSG00000163749,0.276728881870792,0.0012565516271688,transcript
ENST00000531515.5,chr11,CREBZF,ENSG00000137504,0.414937480621854,0.0014327219020487,transcript
ENST00000591708.1,chr19,SMIM24,ENSG00000095932,-0.747303351591278,0.0017225331386467,transcript
ENST00000634408.1,chr1,GATAD2B,ENSG00000143614,1.7300102630609,0.0019016906717287,transcript
ENST00000402259.5,chr3,HDAC11,ENSG00000163517,1.39873342004347,0.001933847276282,transcript
ENST00000287936.8,chr5,HMGCR,ENSG00000113161,0.198104208264669,0.0019557720278106,transcript
ENST00000241305.3,chr10,CPXM2,ENSG00000121898,-0.298852565350204,0.0020382311269395,transcript
ENST00000369626.7,chr1,SLC16A1,ENSG00000155380,-0.298987519623707,0.0025784677254292,transcript
ENST00000310837.8,chr17,EIF1,ENSG00000173812,-0.129957738852285,0.0025784677254292,transcript
ENST00000470729.5,chr2,ANKRD30BL,ENSG00000163046,0.568296364798049,0.0027817709315828,transcript
ENST00000422535.6,chr19,HSD11B1L,ENSG00000167733,0.128519933915093,0.0028304430518079,transcript
ENST00000635855.1,chr8,KBTBD11-OT1,ENSG00000283239,-1.61959801749378,0.0029474717770524,transcript
ENST00000521724.5,chr5,CTNNA1,ENSG00000044115,-1.72797632838237,0.003258734651532,transcript
ENST00000611969.4,chr2,LINC00116,ENSG00000175701,0.196987882618175,0.003258734651532,transcript
ENST00000465868.5,chr2,ANKRD30BL,ENSG00000163046,0.501236071445633,0.0045123443534488,transcript
ENST00000425428.6,chr11,CD44,ENSG00000026508,-1.37251723210069,0.0045212875649949,transcript
ENST00000436750.7,chr8,NEIL2,ENSG00000154328,0.189113690526267,0.0046795840684652,transcript
ENST00000619128.4,chr2,PSMD1,ENSG00000173692,-2.17781751797727,0.0052763502158897,transcript
ENST00000371153.8,chr1,KANK4,ENSG00000132854,-0.371643516068335,0.0055656301374161,transcript
ENST00000597370.5,chr19,TMEM143,ENSG00000161558,-1.07112533967069,0.0063551874978574,transcript
ENST00000602369.3,chr2,RP11-310N16.1,ENSG00000279956,0.144514389543017,0.0063551874978574,transcript
ENST00000295121.10,chr2,WDR92,ENSG00000243667,0.0988053297021854,0.0064276967525615,transcript
ENST00000510858.5,chr5,CAMK4,ENSG00000152495,1.72379945529745,0.0068215510119877,transcript
ENST00000565343.1,chr16,RPGRIP1L,ENSG00000103494,0.192118026673151,0.0069232270278724,transcript
ENST00000508307.5,chr5,HAPLN1,ENSG00000145681,0.571884913403634,0.00692531706708,transcript
ENST00000506176.1,chr5,SLC27A6,ENSG00000113396,-1.34555703863641,0.0070858566818674,transcript
ENST00000518557.5,chr8,LINC00599,ENSG00000253230,0.423050999772356,0.0073501460807131,transcript
ENST00000335514.9,chr1,ATPIF1,ENSG00000130770,0.162739092347301,0.0073637419848181,transcript
ENST00000611158.1,chr3,FGD5P1,ENSG00000275340,0.139753256372622,0.0073679811462061,transcript
ENST00000263816.7,chr2,LRP2,ENSG00000081479,-0.552992880760243,0.0075296090870364,transcript
ENST00000397755.2,chr19,ZNF788,ENSG00000214189,0.0775899394681743,0.0075381539912212,transcript
ENST00000370336.4,chr6,DDX43,ENSG00000080007,0.736301745592186,0.0075381539912212,transcript
ENST00000220531.7,chr15,BLOC1S6,ENSG00000104164,0.159006932032086,0.0079444485684283,transcript
ENST00000455308.6,chr18,AP005901.1,ENSG00000215512,0.416723501890471,0.0082225715882863,transcript
ENST00000585863.2,chr17,CTD-2246P4.1,ENSG00000267065,0.0761561158319826,0.0082992164514719,transcript
ENST00000389958.7,chr11,SYTL2,ENSG00000137501,0.379531790225942,0.0090827279599611,transcript
ENST00000296632.7,chr5,STARD4,ENSG00000164211,0.175863444370052,0.0090827279599611,transcript
ENST00000225805.8,chr17,C17orf75,ENSG00000108666,0.081914200743918,0.0096445751322211,transcript
ENST00000539977.1,chr12,PABPC1P4,ENSG00000255642,0.198178337662961,0.0098490997801795,transcript
ENST00000454676.5,chr20,RP4-738P15.1,ENSG00000230725,0.354847687635055,0.009928201851338,transcript
ENST00000621128.4,chr11,NCAM1,ENSG00000149294,-0.246243570788459,0.0099836309385005,transcript
ENST00000350259.8,chr14,ALDH6A1,ENSG00000119711,-1.84597859056771,0.0102638603986694,transcript
ENST00000295522.3,chr3,CLDN1,ENSG00000163347,0.220010229556148,0.0103598843286629,transcript
ENST00000533483.5,chr11,SLC22A10,ENSG00000184999,0.465609206990764,0.0106471559613651,transcript
ENST00000578431.1,chr18,EPB41L3,ENSG00000082397,0.675990936342318,0.0106471559613651,transcript
ENST00000515434.1,chr3,MYLK,ENSG00000065534,-0.210568757459442,0.0109295004934577,transcript
ENST00000426460.2,chr9,ANKRD18B,ENSG00000230453,0.422028645872132,0.0111627289476329,transcript
ENST00000398055.7,chr12,C12orf66,ENSG00000174206,-0.10751849042697,0.0116032137069578,transcript
ENST00000392278.2,chr19,C19orf12,ENSG00000131943,0.50188319350558,0.0116808261621834,transcript
ENST00000511566.5,chr5,RACK1,ENSG00000204628,-1.30349817170235,0.0118316982390088,transcript
ENST00000577956.1,chr17,RP11-1109M24.5,ENSG00000264956,-0.173285012525722,0.0120576945538242,transcript
ENST00000371833.3,chr1,BEND5,ENSG00000162373,0.186079609776427,0.0120576945538242,transcript
ENST00000337018.10,chr19,SUGP2,ENSG00000064607,0.167057291263449,0.0121355520007721,transcript
ENST00000357649.6,chr8,PLEC,ENSG00000178209,-1.36835975083119,0.0122498612524841,transcript
ENST00000622961.3,chr21,bP-21264C1.2,ENSG00000278932,-0.376885597783455,0.0126485417954738,transcript
ENST00000567824.1,chr16,DOC2A,ENSG00000149927,0.242054841762432,0.0129364018898526,transcript
ENST00000544848.2,chr12,H2AFJ,ENSG00000246705,-0.264415464621489,0.0133651597636346,transcript
ENST00000356956.5,chr6,IGF2R,ENSG00000197081,-0.0745230647495756,0.0133651597636346,transcript
ENST00000544612.5,chr11,ANKRD49,ENSG00000168876,0.963765233375102,0.0137864717488896,transcript
ENST00000368341.8,chr1,MSTO1,ENSG00000125459,-0.838306163408243,0.0143088135020535,transcript
ENST00000623090.1,chr4,RP11-1281K21.8,ENSG00000280043,-0.591233451142482,0.0151789224387149,transcript
ENST00000537142.5,chr1,ZBTB17,ENSG00000116809,-0.750761359043325,0.0154695385875824,transcript
ENST00000354287.4,chr1,FBXO2,ENSG00000116661,0.118270434326516,0.0154949412137094,transcript
ENST00000295417.3,chr2,FZD5,ENSG00000163251,-0.240336196369659,0.0158565266532348,transcript
ENST00000475490.1,chr6,PLEKHG1,ENSG00000120278,-1.12303025260751,0.016709911782909,transcript
ENST00000494909.5,chr2,RABL2A,ENSG00000144134,0.119739221873687,0.016709911782909,transcript
ENST00000508040.1,chr5,DNAH5,ENSG00000039139,0.404467123252205,0.0182164257325519,transcript
ENST00000475420.5,chr13,IPO5,ENSG00000065150,0.438697070391675,0.0182164257325519,transcript
ENST00000407800.2,chr19,MRPS12,ENSG00000128626,0.208811377100547,0.0199753355884887,transcript
ENST00000284425.6,chr17,ABCA6,ENSG00000154262,-0.19478533818215,0.0201161330315571,transcript
ENST00000524115.2,chr8,NKX6-3,ENSG00000165066,0.380114396712466,0.0204758335660703,transcript
ENST00000374227.7,chr9,ZFP37,ENSG00000136866,-0.159692207786958,0.0207813557175608,transcript
ENST00000608951.5,chr9,COQ4,ENSG00000167113,0.298875939547032,0.0212353590980865,transcript
ENST00000367846.8,chr1,MPC2,ENSG00000143158,0.147811182410936,0.0213717561568407,transcript
ENST00000517992.1,chr8,SNTB1,ENSG00000172164,-1.18721838914324,0.0213932136816432,transcript
ENST00000511407.1,chr5,C5orf64,ENSG00000178722,-0.439196829191808,0.0213932136816432,transcript
ENST00000513651.5,chr6,ADTRP,ENSG00000111863,0.486964748195263,0.0213932136816432,transcript
ENST00000376898.7,chr6,MOG,ENSG00000204655,-0.887315773431148,0.0213932136816432,transcript
ENST00000274341.8,chr5,HAPLN1,ENSG00000145681,0.229037053850246,0.0213932136816432,transcript
ENST00000619044.1,chr9,ZNF883,ENSG00000228623,-0.129105008157687,0.0217806388537868,transcript
ENST00000376334.3,chr9,FRG1JP,ENSG00000215548,0.279578226933329,0.0223827812580789,transcript
ENST00000481691.5,chr2,ANKRD30BL,ENSG00000163046,0.363594895831094,0.0230242520999236,transcript
ENST00000310193.3,chr8,CYP7B1,ENSG00000172817,-0.191512833509076,0.0233165855779397,transcript
ENST00000578655.1,chr17,GAS7,ENSG00000007237,-0.161442650412451,0.0233165855779397,transcript
ENST00000512439.6,chr19,ZNF154,ENSG00000179909,0.0945399102479293,0.0240284957645214,transcript
ENST00000392011.6,chr2,SH3BP4,ENSG00000130147,-0.274477030471781,0.0240984646106708,transcript
ENST00000507941.1,chr21,ANKRD30BP2,ENSG00000224309,0.545205637719592,0.0244106827130932,transcript
ENST00000263985.10,chr4,GATB,ENSG00000059691,0.167370912841698,0.0244697830079216,transcript
ENST00000636766.1,chr16,RP11-435I10.4,ENSG00000261832,-1.19805390236919,0.0246463568936033,transcript
ENST00000508237.5,chr17,ZNF652,ENSG00000198740,-0.167752230612376,0.0249301492805261,transcript
ENST00000431642.1,chr7,ARMC10,ENSG00000170632,1.20116937871257,0.0251661693459902,transcript
ENST00000376741.4,chr17,SP2,ENSG00000167182,-0.147426255984127,0.0254102936505087,transcript
ENST00000323851.11,chr8,NDRG1,ENSG00000104419,-0.26103442561619,0.0254745146365942,transcript
ENST00000302904.8,chr17,UBTF,ENSG00000108312,0.423290707584993,0.0257925418840653,transcript
ENST00000345317.6,chr7,SKAP2,ENSG00000005020,0.12724459076073,0.0258549259457398,transcript
ENST00000323853.9,chr2,SNRNP200,ENSG00000144028,-0.0582806568856429,0.0258549259457398,transcript
ENST00000520151.5,chr8,PTK2,ENSG00000169398,-0.702464388929368,0.0260928176329102,transcript
ENST00000496970.1,chr2,EML6,ENSG00000214595,0.352953085374519,0.026211017319191,transcript
ENST00000374313.5,chr9,PTGR1,ENSG00000106853,0.0839032265722214,0.0263982989560106,transcript
ENST00000514568.2,chr12,RP11-20D14.6,ENSG00000249790,0.0981527592745558,0.0264789797076752,transcript
ENST00000378861.9,chr8,TRIQK,ENSG00000205133,-1.15955788223693,0.0266941426812462,transcript
ENST00000343684.3,chr6,NKAPL,ENSG00000189134,0.167306831074161,0.0267707665014881,transcript
ENST00000343267.7,chr3,APOD,ENSG00000189058,-0.251023540017257,0.0280508991943427,transcript
ENST00000572187.1,chr17,RP5-1107A17.3,ENSG00000262298,0.217986671760206,0.0281480377753854,transcript
ENST00000433297.2,chr5,HMGCS1,ENSG00000112972,0.189315204935768,0.0291774497526948,transcript
ENST00000449549.3,chr16,B3GNT9,ENSG00000237172,-0.180249585729006,0.0294645126207982,transcript
ENST00000320220.13,chr13,ZDHHC20,ENSG00000180776,-0.388848043942894,0.0294645126207982,transcript
ENST00000503215.5,chr4,SCLT1,ENSG00000151466,-1.11236663520737,0.0295431064521165,transcript
ENST00000451898.5,chr6,BAG6,ENSG00000204463,-0.980590688444762,0.0295431064521165,transcript
ENST00000478722.5,chr14,GPHN,ENSG00000171723,-1.69716629877325,0.0295431064521165,transcript
ENST00000493853.1,chr20,RBM39,ENSG00000131051,-0.611641729810874,0.0295431064521165,transcript
ENST00000285679.10,chr21,USP25,ENSG00000155313,0.0888666830532062,0.0299991031570665,transcript
ENST00000383693.7,chr3,LNP1,ENSG00000206535,0.154689281473119,0.0299991031570665,transcript
ENST00000358752.3,chr11,FUT4,ENSG00000196371,-0.110246519596952,0.0321122413557443,transcript
ENST00000358984.8,chr18,ANKRD30B,ENSG00000180777,0.258197561659194,0.0321122413557443,transcript
ENST00000432910.5,chr20,MIR646HG,ENSG00000228340,-0.350465500460919,0.0321376611392791,transcript
ENST00000513597.5,chr4,RUFY3,ENSG00000018189,-0.321495910002548,0.0328525941863287,transcript
ENST00000341181.10,chr3,CLDND1,ENSG00000080822,-0.369038982053884,0.033558314077872,transcript
ENST00000421395.1,chr1,DRD5P2,ENSG00000175658,0.481660643378106,0.0337744979252462,transcript
ENST00000369748.8,chr1,CHI3L2,ENSG00000064886,-1.09454152565765,0.034202419984465,transcript
ENST00000435744.5,chr21,ANKRD30BP2,ENSG00000224309,0.518898082683519,0.034202419984465,transcript
ENST00000421686.6,chr9,RP11-146D12.2,ENSG00000240240,0.18985661188507,0.0343540859913315,transcript
ENST00000529982.5,chr11,ZBTB44,ENSG00000196323,-1.27564428686288,0.0343540859913315,transcript
ENST00000502001.2,chr5,MIR4458HG,ENSG00000247516,0.244665832166311,0.0343540859913315,transcript
ENST00000414190.6,chr15,GOLGA6L5P,ENSG00000230373,0.212433499935295,0.0343540859913315,transcript
ENST00000508854.1,chr1,SH3D21,ENSG00000214193,0.834045331361927,0.034392043092873,transcript
ENST00000373921.7,chr1,THEMIS2,ENSG00000130775,-0.375614026556694,0.0344017444662605,transcript
ENST00000445752.5,chr17,CCDC144B,ENSG00000154874,0.427824394926492,0.0349009318771793,transcript
ENST00000464139.5,chr13,TUBGCP3,ENSG00000126216,-0.150925992302771,0.0351850770675749,transcript
ENST00000395722.7,chr10,PTPN20,ENSG00000204179,0.634974397751098,0.0352537857169409,transcript
ENST00000431170.5,chr7,AASS,ENSG00000008311,-0.999352791810146,0.0352537857169409,transcript
ENST00000478164.1,chr20,FAM182B,ENSG00000175170,0.356321953169819,0.0352537857169409,transcript
ENST00000369815.5,chr10,USMG5,ENSG00000173915,0.201344736664583,0.0352537857169409,transcript
ENST00000622129.4,chr9,ANKRD20A1,ENSG00000260691,0.250921909382683,0.0358547617665422,transcript
ENST00000625124.1,chr15,RP11-628M2.1,ENSG00000279268,0.251202747834184,0.0361288587703771,transcript
ENST00000330236.6,chr6,ZKSCAN8,ENSG00000198315,-0.0867921039611247,0.0364121117505605,transcript
ENST00000506001.1,chr5,PHYKPL,ENSG00000175309,-0.904667524012387,0.0364121117505605,transcript
ENST00000325215.10,chr16,ATXN2L,ENSG00000168488,-1.06652913695606,0.0364121117505605,transcript
ENST00000560518.1,chr15,RP11-430B1.2,ENSG00000259577,0.231728767709828,0.0364216434403657,transcript
ENST00000463809.1,chr17,CCDC144A,ENSG00000170160,0.222935772523287,0.0367518969556856,transcript
ENST00000620041.4,chr11,FTH1,ENSG00000167996,-0.126013401775459,0.0367518969556856,transcript
ENST00000472874.1,chr13,DOCK9,ENSG00000088387,-1.1504129706451,0.0367518969556856,transcript
ENST00000360669.10,chr5,FAM153A,ENSG00000170074,0.272205153423507,0.036863315617495,transcript
ENST00000589795.1,chr18,RP11-861E21.2,ENSG00000267199,-0.109427776120846,0.0379346346851239,transcript
ENST00000505211.5,chr4,GATB,ENSG00000059691,0.234026627624009,0.038006141168854,transcript
ENST00000473716.5,chr19,DPF1,ENSG00000011332,0.303422256878656,0.0380174274581323,transcript
ENST00000561211.5,chr15,USP8,ENSG00000138592,1.23779193344959,0.0384703783726353,transcript
ENST00000399211.7,chr17,KRT17P1,ENSG00000131885,0.33629359571675,0.0384703783726353,transcript
ENST00000323169.9,chr19,ZNF491,ENSG00000177599,-0.112255156159032,0.03861965521947,transcript
ENST00000442470.1,chr1,ANKRD65,ENSG00000235098,-0.462972258159669,0.0391495792736056,transcript
ENST00000440577.5,chr2,PUM2,ENSG00000055917,-1.4335873920122,0.039569628891955,transcript
ENST00000302528.11,chr12,CLIP1,ENSG00000130779,-2.0114948142613,0.0399058409162769,transcript
ENST00000323646.9,chr11,PLA2G16,ENSG00000176485,-0.229812637594097,0.0399058409162769,transcript
ENST00000428146.1,chr7,RP11-340I6.5,ENSG00000225451,-0.568204528151418,0.0400516892505203,transcript
ENST00000424736.2,chr1,RP11-512F24.1,ENSG00000232499,0.210114416343625,0.040062041283764,transcript
ENST00000312263.10,chr1,DCAF6,ENSG00000143164,0.158151125426467,0.0401719046643924,transcript
ENST00000366554.2,chr1,OPN3,ENSG00000054277,0.211387787412409,0.0401719046643924,transcript
ENST00000374423.7,chr2,ZDBF2,ENSG00000204186,0.171558272857248,0.0401719046643924,transcript
ENST00000328939.8,chr5,KCNIP1,ENSG00000182132,0.175602990322401,0.0401719046643924,transcript
ENST00000380649.7,chr2,HADHA,ENSG00000084754,-0.0923946998702348,0.0401719046643924,transcript
ENST00000509330.5,chr6,PHF3,ENSG00000118482,-0.181295276000899,0.0404999688640265,transcript
ENST00000450544.1,chr7,RP11-340I6.8,ENSG00000226581,-0.284404153360819,0.0404999688640265,transcript
ENST00000568641.1,chr17,NLRP1,ENSG00000091592,0.139394559546913,0.0404999688640265,transcript
ENST00000483937.5,chr9,MAPKAP1,ENSG00000119487,-0.317893725006564,0.0406079708404754,transcript
ENST00000426656.2,chr10,AGGF1P2,ENSG00000233435,-0.268050180527012,0.0409769289825881,transcript
ENST00000606459.1,chr5,MIR4458HG,ENSG00000247516,0.191013920245497,0.0410339660014247,transcript
ENST00000470278.5,chr1,CDC42SE1,ENSG00000197622,1.22351553525603,0.0424816016021379,transcript
ENST00000557070.1,chr14,RP11-594C13.1,ENSG00000258859,0.36969831462154,0.0425350975518876,transcript
ENST00000265191.3,chr5,NME5,ENSG00000112981,0.185776541996913,0.0428642779569423,transcript
ENST00000367048.4,chr6,ACAT2,ENSG00000120437,0.149430492671981,0.0428832278902796,transcript
ENST00000373713.6,chr1,FABP3,ENSG00000121769,0.22306019238745,0.0428832278902796,transcript
ENST00000636831.1,chr2,CACNB4,ENSG00000182389,1.25274403021935,0.0429123873536662,transcript
ENST00000264703.3,chr2,FNDC4,ENSG00000115226,0.143940261567022,0.0429123873536662,transcript
ENST00000376573.8,chr10,PIP4K2A,ENSG00000150867,-0.271571146894654,0.043382059111867,transcript
ENST00000548815.2,chr1,NBL1,ENSG00000158747,0.154832578625985,0.0437616540508358,transcript
ENST00000376398.6,chr20,FAM182A,ENSG00000125804,0.179140270496175,0.0437616540508358,transcript
ENST00000534480.5,chr17,HID1,ENSG00000167861,-0.833596849205587,0.0441634209408693,transcript
ENST00000604912.1,chr10,PIP4K2A,ENSG00000150867,-0.349244156588926,0.0441634209408693,transcript
ENST00000611606.4,chr9,FRG1HP,ENSG00000276291,0.114510509939709,0.0441634209408693,transcript
ENST00000269812.7,chr19,PLPP2,ENSG00000141934,-1.15475270555626,0.0451056017283667,transcript
ENST00000276297.8,chr8,DLC1,ENSG00000164741,-0.0955760850729002,0.0464121551861706,transcript
ENST00000412364.2,chr3,DLG1,ENSG00000075711,-0.422156954212108,0.0465479446886172,transcript
ENST00000449796.5,chr13,DOCK9,ENSG00000088387,-1.03478529852812,0.0465857402067393,transcript
ENST00000465736.6,chr9,ANKRD19P,ENSG00000187984,1.02027548307309,0.0467802403316496,transcript
ENST00000476138.5,chr3,PEX5L,ENSG00000114757,-1.08823384901696,0.0474145369254949,transcript
ENST00000457743.1,chr7,ANLN,ENSG00000011426,-0.633414318302335,0.0476129492036936,transcript
ENST00000446068.6,chr3,ARPP21,ENSG00000172995,0.209245474453257,0.0491339003388696,transcript
ENST00000417376.5,chr2,FASTKD1,ENSG00000138399,-0.177080295630725,0.0493550173584891,transcript
ENST00000555062.1,chr14,DYNC1H1,ENSG00000197102,0.285031591715317,0.0493550173584891,transcript
ENST00000554050.5,chr14,NFATC4,ENSG00000100968,1.33608235115086,0.0494243854377864,transcript
ENST00000364880.2,chr17,SNORD3B-2,ENSG00000262074,-1.63758809242417,0.0494243854377864,transcript
ENST00000540562.1,chr16,INO80E,ENSG00000169592,-1.27730629903721,0.0494243854377864,transcript
ENST00000452011.1,chr2,AC098826.5,ENSG00000227745,0.574270509483717,0.0494243854377864,transcript
ENST00000432432.6,chr2,ANKRD20A8P,ENSG00000229089,-0.594621422424942,0.0497490986505532,transcript
ENST00000361582.7,chr3,DZIP3,ENSG00000198919,0.0920507317218074,0.0498963641359425,transcript
ENST00000436625.1,chr7,ZNF680P1,ENSG00000228014,-0.335921562479117,0.0498963641359425,transcript
ENST00000562849.6,chr16,BEAN1,ENSG00000166546,0.240185797900182,0.0498963641359425,transcript
