Feature,seqnames,start,end,width,gencodeID,ensemblID,Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,SE,Type,Region
ZRANB2-205|ENST00000479947.1,chr1,71065054,71067086,2033,ENSG00000132485.14,ENSG00000132485,ZRANB2,1.09258275237181,-3.43395275458576,4.88394675545608,1.58895868202861e-06,0.0004751574962481,4.51502640852535,0.0937589584025833,Transcript,DLPFC
WDR47-204|ENST00000400794.7,chr1,108970214,109041986,71773,ENSG00000085433.17,ENSG00000085433,WDR47,0.19146656755456,4.52794689148059,4.10199883241079,5.1060608988849e-05,0.0118250904338653,-0.265231563856268,0.14005152278975,Transcript,DLPFC
SORT1-209|ENST00000538502.5,chr1,109309568,109393357,83790,ENSG00000134243.12,ENSG00000134243,SORT1,-0.11925580775571,7.3523893084932,-3.94770907525812,9.55154051151193e-05,0.0203839131515279,-1.24203626161365,0.0644057367042591,Transcript,DLPFC
SLC16A1-201|ENST00000369626.8,chr1,112911847,112956196,44350,ENSG00000155380.13,ENSG00000155380,SLC16A1,-0.37451842527989,4.86404390417061,-4.90474391951539,1.43932359051666e-06,0.0004330844224781,3.08645776393214,0.202427364016188,Transcript,DLPFC
H2BC21-201|ENST00000369155.4,chr1,149884459,149886682,2224,ENSG00000184678.11,ENSG00000184678,H2BC21,-0.18263013013483,4.00246165489056,-3.76133850942652,0.0001982613049053,0.0355724839067948,-1.49948896100164,0.245085413572161,Transcript,DLPFC
ADAMTSL4-205|ENST00000483335.1,chr1,150549421,150551906,2486,ENSG00000143382.16,ENSG00000143382,ADAMTSL4,0.396310388331219,-1.25550022230667,6.39318586940917,5.2337061642003e-10,2.02025228221928e-07,11.873429277321,0.103815035051862,Transcript,DLPFC
DCAF6-201|ENST00000312263.10,chr1,167936708,168075834,139127,ENSG00000143164.16,ENSG00000143164,DCAF6,0.147255793298406,6.49019766462215,3.89325974904678,0.0001185840870315,0.0240867400929058,-1.32149790556417,0.187389713804361,Transcript,DLPFC
CACYBP-204|ENST00000426793.1,chr1,174999435,175004750,5316,ENSG00000116161.18,ENSG00000116161,CACYBP,0.951663092022835,-3.26255439718967,3.82324549292306,0.0001560528527046,0.0298217924908279,0.186608088694928,0.0675012384682473,Transcript,DLPFC
ENST00000563320|ENST00000563320.1,chr1,191151510,191154634,3125,ENSG00000261642.1,ENSG00000261642,ENSG00000261642,0.362407128881173,1.02019482200216,10.4505559452773,2.06394669445114e-22,1.12978343125413e-19,39.5969526785524,0.0793294569606245,Transcript,DLPFC
CNTN2-232|ENST00000640428.1,chr1,205043196,205074944,31749,ENSG00000184144.12,ENSG00000184144,CNTN2,-0.89554927148343,-1.25845674583217,-4.11201388559503,4.89934433686682e-05,0.0113833974606799,0.634502083347725,0.144372067579536,Transcript,DLPFC
LEMD1-DT-201|ENST00000442318.1,chr1,205455929,205469024,13096,ENSG00000224717.1,ENSG00000224717,LEMD1-DT,0.188553570276957,0.399686105149521,4.26863235643631,2.54002747401852e-05,0.0063756005674276,1.02074100351782,0.120890709582357,Transcript,DLPFC
HSD11B1-202|ENST00000367027.5,chr1,209704846,209734929,30084,ENSG00000117594.10,ENSG00000117594,HSD11B1,-0.390311484542246,1.84606069035815,-3.77379213424767,0.0001889881385584,0.0342255752685042,-1.14684599640842,0.0280038048998631,Transcript,DLPFC
PROX1-AS1-204|ENST00000593620.5,chr1,213832541,213955239,122699,ENSG00000230461.10,ENSG00000230461,PROX1-AS1,0.433852945563884,-0.613284740001548,5.87101593770753,1.01189926461655e-08,3.63114429445069e-06,8.79653620585049,0.0398029423768073,Transcript,DLPFC
RAB3GAP2-225|ENST00000690824.1,chr1,220150521,220272379,121859,ENSG00000118873.17,ENSG00000118873,RAB3GAP2,-1.40593639994419,-3.46247012945135,-3.93292668628222,0.0001013178009519,0.0214802606097077,0.647882516516591,0.121268071734422,Transcript,DLPFC
RBM34-202|ENST00000429912.1,chr1,235154930,235161258,6329,ENSG00000188739.15,ENSG00000188739,RBM34,-0.515118361457323,-1.60641402563398,-3.84540159997527,0.0001431288331427,0.0279586015837396,-0.183190146484942,0.279999789673256,Transcript,DLPFC
LYST-224|ENST00000697238.1,chr1,235662465,235675137,12673,ENSG00000143669.16,ENSG00000143669,LYST,0.321608744853219,-0.73457172625524,3.8026687903867,0.0001690368972436,0.031863126264868,-0.533520070194838,0.0636737605468817,Transcript,DLPFC
OPN3-201|ENST00000366554.3,chr1,241593124,241640369,47246,ENSG00000054277.14,ENSG00000054277,OPN3,0.186822187891999,4.2205239022157,3.89503164257288,0.0001177567295968,0.023968937010882,-1.01518404369856,0.0329330924834978,Transcript,DLPFC
OPN3-206|ENST00000490673.5,chr1,241593602,241640355,46754,ENSG00000054277.14,ENSG00000054277,OPN3,0.219091303971362,2.58206214139459,3.68699255188644,0.0002631866630809,0.0441170059041335,-1.53020826369921,0.0546667608763747,Transcript,DLPFC
FAM110C-201|ENST00000327669.5,chr2,38814,46505,7692,ENSG00000184731.6,ENSG00000184731,FAM110C,0.144856712537821,3.04468340742971,3.73545783593245,0.0002189231056222,0.0387770052239964,-1.43348895802346,0.0296129228265545,Transcript,DLPFC
GRASLND-222|ENST00000668217.1,chr2,6912318,6914412,2095,ENSG00000228203.8,ENSG00000228203,GRASLND,0.55697757330516,0.0287130966962851,3.87176965817698,0.0001290669186177,0.0257835785794515,-0.417336432006763,0.0292654502420521,Transcript,DLPFC
CAPN13-203|ENST00000458085.6,chr2,30741374,30807426,66053,ENSG00000162949.16,ENSG00000162949,CAPN13,-0.552687382360249,-2.28460393567003,-3.78256309825982,0.0001827045224471,0.0337178586111685,-0.162117551437158,0.0494253956094587,Transcript,DLPFC
XPO1-255|ENST00000680228.1,chr2,61477689,61533903,56215,ENSG00000082898.19,ENSG00000082898,XPO1,-0.153948099808527,4.89140761315242,-4.17388542958551,3.78851021330571e-05,0.009176529438669,-0.0468299397874912,0.0942357864038021,Transcript,DLPFC
LINC02245-204|ENST00000666526.2,chr2,65047854,65056226,8373,ENSG00000237638.3,ENSG00000237638,LINC02245,0.196654906657344,0.448262616598692,3.79252358389811,0.0001758080493698,0.0327570967064261,-0.81426111355512,0.130256998121912,Transcript,DLPFC
ALMS1-223|ENST00000684548.1,chr2,73419123,73609715,190593,ENSG00000116127.20,ENSG00000116127,ALMS1,2.02107339805374,-2.98148922135671,4.75907814031975,2.85712346632095e-06,0.0008238719595384,4.00365119454986,0.251825810012322,Transcript,DLPFC
ENST00000567067|ENST00000567067.1,chr2,91580336,91580863,528,ENSG00000261600.1,ENSG00000261600,ENSG00000261600,-0.955065822223309,-2.21116184591534,-9.13551777424696,5.4939786781877895e-18,2.7158194192462203e-15,30.0618640701829,0.0274644764766311,Transcript,DLPFC
SNRNP200-201|ENST00000323853.10,chr2,96274338,96305546,31209,ENSG00000144028.15,ENSG00000144028,SNRNP200,-0.0574840372934753,6.90374230357871,-3.71959140774436,0.0002325767657034,0.0404558306561442,-2.02209642176187,0.0239065238024095,Transcript,DLPFC
TMEM185B-201|ENST00000426077.3,chr2,120217479,120223400,5922,ENSG00000226479.4,ENSG00000226479,TMEM185B,-0.0835790202234908,3.98726573877153,-3.65682264061726,0.0002948609378396,0.0479337022574036,-1.86660630693381,0.0721338007331058,Transcript,DLPFC
ENST00000452011|ENST00000452011.1,chr2,132132856,132139429,6574,ENSG00000227745.1,ENSG00000227745,ENSG00000227745,0.654715858984878,0.788081172796484,4.10105043531855,5.12606100056089e-05,0.0118250904338653,0.326901601437491,0.0860163889467534,Transcript,DLPFC
ANKRD30BL-203|ENST00000465868.5,chr2,132147591,132152738,5148,ENSG00000163046.16,ENSG00000163046,ANKRD30BL,0.460743516661466,0.970105430563787,4.27557619650031,2.4659759063396e-05,0.0062058045094397,0.982526305022168,0.0698158040944675,Transcript,DLPFC
ANKRD30BL-204|ENST00000470729.5,chr2,132147591,132257969,110379,ENSG00000163046.16,ENSG00000163046,ANKRD30BL,0.478060235526917,0.866993294149877,4.14093641971384,4.3461609167302e-05,0.010245519194651,0.45760260571624,0.0928432439404785,Transcript,DLPFC
ZNF285CP-203|ENST00000676277.1,chr2,132304806,132326855,22050,ENSG00000018607.8,ENSG00000018607,ZNF285CP,0.227631493791719,-0.64613182813139,3.70498632400015,0.0002458508608698,0.0420848024875566,-0.913557236315276,0.0281500474379647,Transcript,DLPFC
ENST00000608279|ENST00000608279.2,chr2,132345616,132347302,1687,ENSG00000272769.2,ENSG00000272769,ENSG00000272769,0.781138059036675,0.958294434226228,9.75513666509628,4.9602859446719204e-20,2.59779559247229e-17,34.1944020684484,0.210119195320204,Transcript,DLPFC
FAM201B-201|ENST00000458407.1,chr2,132352722,132353318,597,ENSG00000230992.3,ENSG00000230992,FAM201B,0.388933249555535,-1.33475109708729,4.92540735661358,1.30417457369439e-06,0.0003936413274021,4.29645453718919,0.0827977393253785,Transcript,DLPFC
CCNT2-AS1-204|ENST00000668300.1,chr2,134804101,134918710,114610,ENSG00000224043.9,ENSG00000224043,CCNT2-AS1,0.19511932546249,-0.0387984490558767,3.66911999380001,0.0002815402606102,0.0463589817834408,-1.17925418961414,0.0777582434164312,Transcript,DLPFC
TANK-206|ENST00000406287.5,chr2,161160349,161235381,75033,ENSG00000136560.14,ENSG00000136560,TANK,-0.643800232099972,-1.24360010396624,-3.90860784137605,0.0001115965411823,0.0231033454745197,-0.0786501589976814,0.147107928255125,Transcript,DLPFC
LRP2-205|ENST00000649046.1,chr2,169127109,169362534,235426,ENSG00000081479.15,ENSG00000081479,LRP2,-0.537765498845244,5.36757936746849,-4.34181312534751,1.85594517435745e-05,0.0047824153205623,0.554403876573192,0.0955389638234417,Transcript,DLPFC
CHROMR-216|ENST00000671256.1,chr2,178430596,178439857,9262,ENSG00000223960.9,ENSG00000223960,CHROMR,0.831010345812776,-3.40420606012251,3.64203431679931,0.0003116650253364,0.0499562179397371,-0.370693949707482,0.380441800267493,Transcript,DLPFC
ENST00000691022|ENST00000691022.1,chr2,202032072,202032838,767,ENSG00000289026.1,ENSG00000289026,ENSG00000289026,0.42517830641942,-1.59955804786536,5.28320810519432,2.24479870104535e-07,7.15440975483165e-05,6.09617630854107,0.145942664684425,Transcript,DLPFC
FZD5-201|ENST00000295417.4,chr2,207762598,207769906,7309,ENSG00000163251.4,ENSG00000163251,FZD5,-0.201771578702916,2.46752981655334,-3.73331319924008,0.000220723427601,0.0389534634852595,-1.37409409367359,0.0903853574704318,Transcript,DLPFC
TNS1-212|ENST00000453356.1,chr2,217879292,217885810,6519,ENSG00000079308.20,ENSG00000079308,TNS1,-0.440798732314473,-1.71822117907991,-4.08486940261935,5.47899737105749e-05,0.012579362494953,0.782110747485801,0.351308063839271,Transcript,DLPFC
CNOT9-207|ENST00000489687.1,chr2,218568931,218574159,5229,ENSG00000144580.14,ENSG00000144580,CNOT9,-0.218898891052782,-0.810567640665787,-4.18149052581499,3.66985330688505e-05,0.0089562908613974,0.884433140925259,0.0959948669187144,Transcript,DLPFC
SPEG-220|ENST00000496786.5,chr2,219461222,219464654,3433,ENSG00000072195.15,ENSG00000072195,SPEG,0.515204137972652,-1.69513809200964,3.70059467046742,0.0002499798290111,0.0424913081986571,-0.577190586459266,0.0267826737181342,Transcript,DLPFC
EFHD1-201|ENST00000264059.8,chr2,232633604,232682776,49173,ENSG00000115468.13,ENSG00000115468,EFHD1,-0.33347786824197,3.37204427711404,-4.13440444571554,4.46563160548953e-05,0.0105016047328318,-0.0049320755884778,0.223258585972071,Transcript,DLPFC
SH3BP4-202|ENST00000392011.7,chr2,234952017,235055714,103698,ENSG00000130147.16,ENSG00000130147,SH3BP4,-0.272201448496927,3.38949432324764,-3.91156022482573,0.0001102979319422,0.0229325022103365,-0.859519425690741,0.0862393263140054,Transcript,DLPFC
COPS9-201|ENST00000307266.7,chr2,240126563,240136347,9785,ENSG00000172428.11,ENSG00000172428,COPS9,0.316210437525427,-1.93780474865655,3.66657374889937,0.0002842510169379,0.0466788347950509,-0.612327729670713,0.0746839958741001,Transcript,DLPFC
FGD5P1-201|ENST00000611158.1,chr3,13933056,13936944,3889,ENSG00000275340.1,ENSG00000275340,FGD5P1,0.326420783609361,0.125785023536566,5.87773866238149,9.752323900171992e-09,3.52568342552188e-06,8.67714328487959,0.17272951118602,Transcript,DLPFC
LRRFIP2-206|ENST00000434749.5,chr3,37129063,37175135,46073,ENSG00000093167.18,ENSG00000093167,LRRFIP2,-0.252920625313825,-1.44775004627545,-3.6608626717723,0.0002904206643869,0.0475308738701355,-0.872444748363658,0.192721233532652,Transcript,DLPFC
GNAI2-203|ENST00000422163.5,chr3,50226292,50258898,32607,ENSG00000114353.17,ENSG00000114353,GNAI2,0.225491642369491,1.58282286909131,4.01286758017128,7.34930139748015e-05,0.0162200253712769,-0.172847193789172,0.0781780908231312,Transcript,DLPFC
ENST00000624646|ENST00000624646.1,chr3,51951849,51953902,2054,ENSG00000280422.1,ENSG00000280422,ENSG00000280422,-0.134200144735531,0.953992388833893,-3.75204928458552,0.0002054560106897,0.0367273467965044,-1.06503623562523,0.0713698500792267,Transcript,DLPFC
SAMMSON-226|ENST00000642089.1,chr3,69999576,70127252,127677,ENSG00000240405.7,ENSG00000240405,SAMMSON,0.4603419709507,-0.122555807340368,10.0478426912257,5.05802854043415e-21,2.7075263493126198e-18,36.5983329823441,0.0718351860275865,Transcript,DLPFC
VGLL3-204|ENST00000637106.1,chr3,86876388,86968631,92244,ENSG00000206538.9,ENSG00000206538,VGLL3,0.206532901684922,0.440235654533183,5.74931382067478,1.96276074737061e-08,6.81605603194422e-06,7.93150324791926,0.0772320881444706,Transcript,DLPFC
CRYBG3-201|ENST00000389622.7,chr3,97822011,97944984,122974,ENSG00000080200.10,ENSG00000080200,CRYBG3,-0.193852948975727,5.9071344630593,-3.65290215086882,0.0002992308199647,0.0484813974661357,-2.135883103416,0.0635265931082083,Transcript,DLPFC
CLDND1-201|ENST00000341181.11,chr3,98515483,98522902,7420,ENSG00000080822.17,ENSG00000080822,CLDND1,-0.336068151525027,6.70378304140064,-3.83179354518547,0.0001509411225255,0.0290743210323191,-1.59944519234618,0.0666751112458021,Transcript,DLPFC
LNP1-201|ENST00000383693.8,chr3,100401539,100456319,54781,ENSG00000206535.8,ENSG00000206535,LNP1,0.148892632696897,3.09644592549718,3.81334232619603,0.0001621794843343,0.0306899333558269,-1.15776902242273,0.151581232375855,Transcript,DLPFC
DZIP3-201|ENST00000361582.8,chr3,108589722,108694840,105119,ENSG00000198919.13,ENSG00000198919,DZIP3,0.0931985752964992,6.2654582248112,3.95447529940953,9.29659642113328e-05,0.0199276246471407,-1.06508518029589,0.103930039943774,Transcript,DLPFC
GPR156-202|ENST00000464295.6,chr3,120165478,120285222,119745,ENSG00000175697.11,ENSG00000175697,GPR156,-0.336444155455584,-0.478318292510735,-3.85756563458023,0.0001364707094015,0.0269294788034476,-0.436532933522718,0.03229187665115,Transcript,DLPFC
MIX23-206|ENST00000497726.5,chr3,122359600,122383231,23632,ENSG00000160124.9,ENSG00000160124,MIX23,0.594931052602066,-2.33955749115228,4.17855860265413,3.71517207936919e-05,0.0090441103624603,1.42917193139875,0.237674552548399,Transcript,DLPFC
TNIK-203|ENST00000357327.9,chr3,171063881,171460063,396183,ENSG00000154310.17,ENSG00000154310,TNIK,1.86101963041208,-3.56557892565397,4.41840459058044,1.33023875679312e-05,0.0035118303179338,2.69433772677998,0.115910541232129,Transcript,DLPFC
CLDN1-201|ENST00000295522.4,chr3,190305707,190322446,16740,ENSG00000163347.6,ENSG00000163347,CLDN1,0.189764700242892,0.251389061127257,3.69516178538266,0.0002551781493542,0.0432232526829204,-1.13319797268266,0.14347380977697,Transcript,DLPFC
APOD-201|ENST00000343267.8,chr3,195568705,195583940,15236,ENSG00000189058.9,ENSG00000189058,APOD,-0.251559962228399,5.7345396481196,-4.07122711078584,5.79440756570634e-05,0.0131170224351906,-0.56279744704023,0.267356859868804,Transcript,DLPFC
DLG1-229|ENST00000653331.1,chr3,197042957,197183865,140909,ENSG00000075711.21,ENSG00000075711,DLG1,1.30565538650838,1.08961883675664,3.84795668681433,0.000141705284853,0.0277837199768677,-0.655859652611998,0.308912849507286,Transcript,DLPFC
RN7SL589P-201|ENST00000481268.3,chr4,2316197,2316506,310,ENSG00000239247.3,ENSG00000239247,RN7SL589P,0.280716496553448,-1.00186248780181,4.18633248481396,3.59616305351291e-05,0.0088208872387027,0.999257849336023,0.0504844724903383,Transcript,DLPFC
WFS1-202|ENST00000503569.5,chr4,6269849,6302883,33035,ENSG00000109501.15,ENSG00000109501,WFS1,1.37413892036202,-3.51646777704784,3.84262364029745,0.0001446918961073,0.0282070592153835,0.236192873791848,0.0540595550232432,Transcript,DLPFC
ENST00000514855|ENST00000514855.1,chr4,29046591,29048765,2175,ENSG00000249228.1,ENSG00000249228,ENSG00000249228,0.187331964207907,-0.149148508680266,3.89835051315929,0.0001162217245389,0.0238065337148695,-0.327785346724039,0.213411337677822,Transcript,DLPFC
SGCB-201|ENST00000381431.10,chr4,52020706,52038299,17594,ENSG00000163069.13,ENSG00000163069,SGCB,-0.0955297047744103,6.08519007966501,-4.20437155796243,3.33385399868487e-05,0.0082611367320864,-0.074834411933729,0.0385690044354919,Transcript,DLPFC
RUFY3-212|ENST00000513597.5,chr4,70734346,70775206,40861,ENSG00000018189.13,ENSG00000018189,RUFY3,-0.280485766779652,1.3472380755172,-3.77680356492996,0.0001868080691249,0.0341828910248635,-1.04266731268064,0.0447129053029417,Transcript,DLPFC
PPEF2-204|ENST00000511880.7,chr4,75859864,75902423,42560,ENSG00000156194.18,ENSG00000156194,PPEF2,0.476526226555467,-0.333928449190407,9.6437690242807,1.1709435155359702e-19,6.06686499108284e-17,33.5238886521016,0.0655636325908433,Transcript,DLPFC
CCDC158-206|ENST00000682701.1,chr4,76313039,76421141,108103,ENSG00000163749.18,ENSG00000163749,CCDC158,0.337032358988114,2.27381279625951,5.39522552717024,1.2683699771649e-07,4.11002777082117e-05,5.8466188002142,0.0249834936418366,Transcript,DLPFC
PRDM8-AS1-202|ENST00000653209.1,chr4,80182637,80197410,14774,ENSG00000248719.2,ENSG00000248719,PRDM8-AS1,-0.246617169813629,-0.711857242047362,-3.88699598493871,0.0001215531956899,0.0245355125500091,-0.270457672030855,0.17603907879851,Transcript,DLPFC
MAPK10-209|ENST00000449047.8,chr4,86013874,86194407,180534,ENSG00000109339.24,ENSG00000109339,MAPK10,1.79593193936365,-3.09500346335708,3.8971214902296,0.0001167879348935,0.0238720452235524,0.356133119586014,0.215193017105862,Transcript,DLPFC
HERC5-201|ENST00000264350.8,chr4,88457119,88506163,49045,ENSG00000138646.9,ENSG00000138646,HERC5,-0.251253286545142,1.79825916961798,-3.73802349226168,0.0002167875473623,0.0384690693934889,-1.25132402224067,0.0428754456845888,Transcript,DLPFC
CYP2U1-AS1-207|ENST00000668384.1,chr4,107863473,107893185,29713,ENSG00000245293.5,ENSG00000245293,CYP2U1-AS1,0.443805026414922,-1.04607133161012,3.65202985835637,0.0003002113500233,0.0485590605693871,-0.95876455062163,0.122544332457726,Transcript,DLPFC
KIAA1109-207|ENST00000438707.5,chr4,122309365,122362750,53386,ENSG00000138688.17,ENSG00000138688,KIAA1109,1.50215614467823,-0.230614428054957,4.03917284259391,6.60484767435842e-05,0.0146437181115158,0.323318739426858,0.126084575532039,Transcript,DLPFC
ENST00000669848|ENST00000669848.1,chr4,133261022,133263115,2094,ENSG00000286467.1,ENSG00000286467,ENSG00000286467,0.260249725136228,0.109225517365667,6.13629088111473,2.30156614569388e-09,8.7107086220308e-07,10.0822699633285,0.032987237074116,Transcript,DLPFC
SETD7-207|ENST00000608958.1,chr4,139596608,139606699,10092,ENSG00000145391.14,ENSG00000145391,SETD7,0.177281665319156,0.990143794684976,4.81232194395866,2.22804499359841e-06,0.0006561423201816,3.26213163809619,0.210272018950376,Transcript,DLPFC
SFRP2-201|ENST00000274063.5,chr4,153780591,153789083,8493,ENSG00000145423.5,ENSG00000145423,SFRP2,-0.305831672873067,1.71960984695746,-3.69348408043531,0.0002568038827634,0.0434227130771087,-1.40496669682049,0.177316205904298,Transcript,DLPFC
CCT5-211|ENST00000512975.5,chr5,10250319,10260899,10581,ENSG00000150753.12,ENSG00000150753,CCT5,0.508859421593732,-0.927345338250417,3.71214161771275,0.0002392608880039,0.0411938942743372,-0.802971791830982,0.0628957847054121,Transcript,DLPFC
HMGCS1-202|ENST00000433297.2,chr5,43289395,43313512,24118,ENSG00000112972.15,ENSG00000112972,HMGCS1,0.134854077273607,7.37831979820215,3.70417919415712,0.0002466048611161,0.0421394211354839,-2.12791952829799,0.0571066933438817,Transcript,DLPFC
ENST00000671050|ENST00000671050.1,chr5,45226286,45228428,2143,ENSG00000287540.1,ENSG00000287540,ENSG00000287540,4.28849494053627,-2.37976840932528,18.1776365755384,2.25889062926844e-52,1.87059312212445e-49,106.479250651707,0.0682219603870002,Transcript,DLPFC
PART1-202|ENST00000506884.2,chr5,60488124,60548813,60690,ENSG00000152931.9,ENSG00000152931,PART1,0.172803180985566,2.42631388915294,3.76189128974567,0.0001978407479556,0.0355628838365968,-1.2399001406985,0.0348809136270929,Transcript,DLPFC
C5orf64-203|ENST00000505642.6,chr5,61637773,61706535,68763,ENSG00000178722.15,ENSG00000178722,C5orf64,-1.23594725454891,-3.88327443827837,-4.43398569219429,1.24238228483491e-05,0.0032978612277557,2.7876718045965,0.152036025915603,Transcript,DLPFC
PIK3R1-205|ENST00000517698.6,chr5,68290650,68298632,7983,ENSG00000145675.16,ENSG00000145675,PIK3R1,0.324746699763331,4.50345057535436,3.78060493977582,0.0001840900246649,0.0338446191835594,-1.47379362368547,0.0551195112803947,Transcript,DLPFC
HMGCR-201|ENST00000287936.9,chr5,75337220,75362101,24882,ENSG00000113161.17,ENSG00000113161,HMGCR,0.170992287803439,6.63545335703231,4.53025498378682,8.11026819196454e-06,0.0021827435127307,1.22004919853847,0.139015330192369,Transcript,DLPFC
HAPLN1-201|ENST00000274341.9,chr5,83637805,83720855,83051,ENSG00000145681.11,ENSG00000145681,HAPLN1,0.18223900085439,2.17477359816861,3.88076584086578,0.0001245760971769,0.0250413462723576,-0.763478710290085,0.0295508021116627,Transcript,DLPFC
HAPLN1-204|ENST00000508307.5,chr5,83644541,83674308,29768,ENSG00000145681.11,ENSG00000145681,HAPLN1,0.461179561579449,-1.27370266156203,3.92668612880482,0.0001038663305553,0.0219246209909619,0.0882258513766354,0.112171107297144,Transcript,DLPFC
NR2F1-AS1-261|ENST00000666791.1,chr5,93409367,93563994,154628,ENSG00000237187.9,ENSG00000237187,NR2F1-AS1,0.206945345286421,2.4642672009804,4.69196400300376,3.89664369532691e-06,0.0011039123226691,2.50292360937979,0.0350863904514329,Transcript,DLPFC
STARD4-201|ENST00000296632.8,chr5,111496033,111512535,16503,ENSG00000164211.13,ENSG00000164211,STARD4,0.144423651051854,5.32697106054401,4.04217776910204,6.52452056249003e-05,0.0145597348608802,-0.60254142863773,0.0495423747446088,Transcript,DLPFC
SLC27A6-201|ENST00000262462.9,chr5,128965488,129033635,68148,ENSG00000113396.13,ENSG00000113396,SLC27A6,-1.01592555355621,-1.2689344026629,-3.86113562350608,0.0001345729503472,0.0266636073890476,-0.284509715924733,0.112855198428904,Transcript,DLPFC
SLC27A6-203|ENST00000506176.1,chr5,128965528,129033282,67755,ENSG00000113396.13,ENSG00000113396,SLC27A6,-0.991625425980144,-2.97029152153938,-3.72599136420176,0.0002269755052685,0.0398848703298262,-0.174737829598013,0.0379258394668601,Transcript,DLPFC
P4HA2-211|ENST00000428369.6,chr5,132192709,132227561,34853,ENSG00000072682.20,ENSG00000072682,P4HA2,1.01158132290373,-2.7169089575948,3.92565763553759,0.0001042921370904,0.0219666447356849,0.515853253932876,0.101055323322106,Transcript,DLPFC
ENST00000663819|ENST00000663819.1,chr5,152375031,152726160,351130,ENSG00000286749.1,ENSG00000286749,ENSG00000286749,-0.503460903328902,0.915300287426305,-4.19509871467913,3.46632462160641e-05,0.008545680914458,0.605481570862929,0.163968656586904,Transcript,DLPFC
MAT2B-220|ENST00000694954.1,chr5,163505619,163519333,13715,ENSG00000038274.18,ENSG00000038274,MAT2B,1.5579817533087,-2.4061591392428,4.12739902634326,4.59723578377861e-05,0.0107071389571813,0.898437281761623,0.328014354439569,Transcript,DLPFC
FAM153A-230|ENST00000697110.1,chr5,177711124,177782896,71773,ENSG00000170074.20,ENSG00000170074,FAM153A,0.30450074578113,4.0616714418645,4.72919312696933,3.28191177460376e-06,0.0009379878112619,2.42771909460269,0.033399323428989,Transcript,DLPFC
FAM153CP-226|ENST00000651508.1,chr5,178007692,178063589,55898,ENSG00000204677.13,ENSG00000204677,FAM153CP,0.21351698005143,2.35702064280639,3.70217228959036,0.0002484891138599,0.0423121498482676,-1.44407481118075,0.0571482887092718,Transcript,DLPFC
