gene_id	seqname	Length	gencodeID	ensemblID	gene_type	Symbol	EntrezID	Class	meanExprs	NumTx	gencodeTx	logFC	AveExpr	t	P.Value	adj.P.Val	B	Feature
ENSG00000067048.16	chrY	5738	ENSG00000067048.16	ENSG00000067048	protein_coding	DDX3Y	8653.0	InGen	4.33123883224143	9	ENST00000360160.8|ENST00000454054.5|ENST00000336079.7|ENST00000493363.1|ENST00000440554.1|ENST00000469101.1|ENST00000472510.5|ENST00000463199.1|ENST00000495478.1	9.58208958271916	3.47750830161716	79.9549339990113	4.05542861127272e-227	8.49391088864656e-224	502.930387686054	ENSG00000067048.16
ENSG00000206159.10	chrY	2159	ENSG00000206159.10	ENSG00000206159	transcribed_unprocessed_pseudogene	GYG2P1		InGen	0.3871127319251	5	ENST00000382966.5|ENST00000493160.5|ENST00000357871.6|ENST00000382963.5|ENST00000382965.2	6.89353740414605	-0.525616797553455	79.5075493314335	2.61554438350895e-226	5.021627254305221e-223	499.759093105854	ENSG00000206159.10
ENSG00000114374.12	chrY	11237	ENSG00000114374.12	ENSG00000114374	protein_coding	USP9Y	8287.0	InGen	4.44152708003314	5	ENST00000338981.7|ENST00000493168.1|ENST00000426564.6|ENST00000453031.1|ENST00000471409.1	10.010630023252	4.36030200055496	77.5933232397986	8.47095108264307e-223	1.5012480153308702e-219	494.654213359792	ENSG00000114374.12
ENSG00000131002.11	chrY	11377	ENSG00000131002.11	ENSG00000131002	transcribed_unprocessed_pseudogene	TXLNGY	246126.0	InGen	1.2408467268094	14	ENST00000407724.7|ENST00000459719.6|ENST00000447520.5|ENST00000445715.5|ENST00000538014.2|ENST00000447202.2|ENST00000588613.5|ENST00000589075.5|ENST00000585549.5|ENST00000587095.1|ENST00000488280.1|ENST00000253320.8|ENST00000593000.1|ENST00000592697.1	9.45277561814668	2.71825087918288	75.9027256194236	1.2386036276717701e-219	2.0382992127092698e-216	485.982533200366	ENSG00000131002.11
ENSG00000183878.15	chrY	9191	ENSG00000183878.15	ENSG00000183878	protein_coding	UTY	7404.0	InGen	1.9198821647429	16	ENST00000382896.8|ENST00000537580.5|ENST00000538878.5|ENST00000540140.5|ENST00000545955.5|ENST00000612274.4|ENST00000617789.4|ENST00000618474.4|ENST00000331397.8|ENST00000624098.3|ENST00000362096.8|ENST00000329134.9|ENST00000478900.5|ENST00000474365.1|ENST00000382893.2|ENST00000479713.1	9.78286738995016	2.93936248697683	75.3143292613886	1.61865747901774e-218	2.48614997727264e-215	483.562697422003	ENSG00000183878.15
ENSG00000198692.9	chrY	4074	ENSG00000198692.9	ENSG00000198692	protein_coding	EIF1AY	9086.0	InGen	0.964780920408524	5	ENST00000361365.6|ENST00000465253.1|ENST00000382772.3|ENST00000464196.5|ENST00000485584.1	8.48885608631014	1.14078180668281	74.1155011365559	3.21695846842481e-216	4.6322191346274494e-213	478.302858553084	ENSG00000198692.9
ENSG00000229807.10	chrX	19961	ENSG00000229807.10	ENSG00000229807	lincRNA	XIST	7503.0	InGen	7.31062946397763	11	ENST00000434839.2|ENST00000421322.1|ENST00000417942.5|ENST00000416330.1|ENST00000429829.5|ENST00000635841.1|ENST00000433732.1|ENST00000602587.5|ENST00000445814.1|ENST00000602863.1|ENST00000602495.1	-10.3458226268125	3.04730741483981	-70.1071720989777	2.73088918581552e-208	3.7009974089413996e-205	466.119131707017	ENSG00000229807.10
ENSG00000267793.1	chrY	570	ENSG00000267793.1	ENSG00000267793	transcribed_processed_pseudogene			InGen	0.407010426082229	1	ENST00000586015.1	5.31634334376161	-1.87277448594583	69.5447046081627	3.8048722107246e-207	4.870025047938e-204	457.189560204983	ENSG00000267793.1
ENSG00000165246.12	chrY	8206	ENSG00000165246.12	ENSG00000165246	protein_coding	NLGN4Y	22829.0	InGen	2.2980608063608	9	ENST00000471252.1|ENST00000382872.5|ENST00000355905.6|ENST00000382868.5|ENST00000476359.1|ENST00000481089.1|ENST00000339174.9|ENST00000297967.9|ENST00000413217.1	7.56925757851969	3.70138715185751	68.2805686004494	1.5171141582977299e-204	1.83962068910639e-201	455.598891172409	ENSG00000165246.12
ENSG00000099725.14	chrY	7674	ENSG00000099725.14	ENSG00000099725	transcribed_unprocessed_pseudogene	PRKY	5616.0	InGen	0.376449921539805	4	ENST00000528056.5|ENST00000533551.5|ENST00000495163.1|ENST00000472666.1	7.35033563438579	0.813551962525513	67.8653765947613	1.10722681160462e-203	1.2754699256279401e-200	450.657198898487	ENSG00000099725.14
ENSG00000099715.14	chrY	11672	ENSG00000099715.14	ENSG00000099715	protein_coding	PCDH11Y	27328.0	InGen	1.67120291102197	7	ENST00000333703.8|ENST00000622698.4|ENST00000620615.4|ENST00000621505.1|ENST00000215473.7|ENST00000362095.9|ENST00000400457.3	6.11955275843728	3.87034869081302	64.0063069907167	1.95458673124993e-195	2.1443677952984397e-192	436.053335285101	ENSG00000099715.14
ENSG00000232226.2	chrY	477	ENSG00000232226.2	ENSG00000232226	unprocessed_pseudogene	ARSFP1		InGen	0.259197941858934	1	ENST00000398758.2	4.50313972322313	-2.51711555779262	50.2167059598051	3.74845755899407e-162	3.92548698643929e-159	357.268385524015	ENSG00000232226.2
ENSG00000231535.5	chrY	775	ENSG00000231535.5	ENSG00000231535	lincRNA	LINC00278	100873962.0	InGen	0.196058597309444	2	ENST00000444263.5|ENST00000425031.1	4.73145717724796	-2.36794390200268	48.4849787495613	1.75734255923994e-157	1.76032240097083e-154	346.892767727629	ENSG00000231535.5
ENSG00000277438.1	chrY	298	ENSG00000277438.1	ENSG00000277438	processed_pseudogene			InGen	0.386955097598603	1	ENST00000622542.1	4.42619877001829	-2.59816213252232	47.7783100927656	1.53701908626053e-155	1.4754742803481802e-152	342.439621624023	ENSG00000277438.1
ENSG00000252766.1	chrY	105	ENSG00000252766.1	ENSG00000252766	snRNA	RNU6-255P		InGen	0.945733077489832	1	ENST00000516957.1	4.19289658030736	-2.80357428276957	45.2071160442762	2.7137651945023102e-148	2.5008974526455503e-145	326.113460457833	ENSG00000252766.1
ENSG00000005889.15	chrX	9037	ENSG00000005889.15	ENSG00000005889	protein_coding	ZFX	7543.0	InGen	3.28337489141448	11	ENST00000497813.1|ENST00000428571.5|ENST00000539115.5|ENST00000379188.7|ENST00000419690.5|ENST00000379177.5|ENST00000304543.9|ENST00000459724.1|ENST00000480195.1|ENST00000338565.3|ENST00000474385.1	-0.670831979648838	6.19784936328455	-40.030897721911	8.77378884174818e-133	7.77458927403986e-130	292.929118734967	ENSG00000005889.15
ENSG00000227494.2	chrY	563	ENSG00000227494.2	ENSG00000227494	unprocessed_pseudogene	USP9YP14		InGen	0.183146756875914	1	ENST00000430663.2	4.16185424526179	-2.79611830997436	38.4511826029945	8.663485017835409e-128	7.392519678737399e-125	279.94447817813	ENSG00000227494.2
ENSG00000169953.11	chrY	4137	ENSG00000169953.11	ENSG00000169953	protein_coding	HSFY2	86614.0	InGen	0.0429714554820649	5	ENST00000344884.4|ENST00000491902.1|ENST00000382852.1|ENST00000304790.3|ENST00000505047.1	4.76197457842743	-2.3360599081423	35.7089423768539	8.21145776823158e-119	6.75656341151026e-116	259.756823320893	ENSG00000169953.11
ENSG00000185275.6	chrY	243	ENSG00000185275.6	ENSG00000185275	processed_pseudogene	CD24P4		InGen	1.35585080283327	1	ENST00000382840.3	3.53331714816309	-1.75094559135777	34.6600499463027	2.84102911170043e-115	2.2570506794643503e-112	251.770836724801	ENSG00000185275.6
ENSG00000126012.11	chrX	8727	ENSG00000126012.11	ENSG00000126012	protein_coding	KDM5C	8242.0	InGen	4.2061676123765	15	ENST00000452825.7|ENST00000375401.7|ENST00000404049.7|ENST00000375379.7|ENST00000375383.7|ENST00000477109.1|ENST00000497100.5|ENST00000465402.1|ENST00000481369.1|ENST00000497995.1|ENST00000429877.5|ENST00000495519.1|ENST00000467093.1|ENST00000428012.1|ENST00000349663.6	-0.46491783360375	6.49615973551761	-28.4790333245946	3.31273668078773e-93	2.54407134628895e-90	201.717132245743	ENSG00000126012.11
ENSG00000130021.13	chrX	3168	ENSG00000130021.13	ENSG00000130021	protein_coding	PUDP	8226.0	InGen	0.989478967323092	6	ENST00000381077.9|ENST00000412827.6|ENST00000424830.6|ENST00000540122.5|ENST00000486446.2|ENST00000498474.2	-0.544357994536878	2.97793113947009	-22.2434726931646	5.59970904412596e-69	4.16166763443929e-66	146.173180334733	ENSG00000130021.13
ENSG00000215301.9	chrX	8928	ENSG00000215301.9	ENSG00000215301	protein_coding	DDX3X	1654.0	InGen	11.6486410556535	22	ENST00000610559.4|ENST00000629496.2|ENST00000625837.2|ENST00000626301.2|ENST00000629785.2|ENST00000630255.2|ENST00000630370.2|ENST00000630858.2|ENST00000457138.6|ENST00000399959.6|ENST00000478993.5|ENST00000615742.4|ENST00000631641.1|ENST00000441189.3|ENST00000480592.5|ENST00000542215.5|ENST00000622373.1|ENST00000615313.4|ENST00000622198.4|ENST00000611546.1|ENST00000616050.2|ENST00000611968.1	-0.407596135574738	8.01349282409665	-20.77180040905	4.84410714764699e-63	3.4876057679574703e-60	132.243446031367	ENSG00000215301.9
ENSG00000225470.6	chrX	4427	ENSG00000225470.6	ENSG00000225470	lincRNA	JPX	554203.0	InGen	1.89841106163282	12	ENST00000602938.5|ENST00000602294.5|ENST00000602920.5|ENST00000602737.5|ENST00000602772.5|ENST00000414209.5|ENST00000602895.5|ENST00000453317.1|ENST00000602546.5|ENST00000602985.5|ENST00000415215.1|ENST00000538519.3	-0.602025572664828	4.34066367011176	-18.9836182466366	9.06107956130126e-56	6.3260064246309e-53	115.585519376762	ENSG00000225470.6
ENSG00000229238.3	chrY	1671	ENSG00000229238.3	ENSG00000229238	unprocessed_pseudogene	PPP1R12BP1		InGen	0.103670449767152	1	ENST00000367272.4	2.64380971986509	-1.77115342129794	17.2898720921504	7.19587450303762e-49	4.87605154927894e-46	100.437218710914	ENSG00000229238.3
ENSG00000147050.14	chrX	7139	ENSG00000147050.14	ENSG00000147050	protein_coding	KDM6A	7403.0	InGen	2.52091870614964	14	ENST00000382899.8|ENST00000536777.5|ENST00000543216.5|ENST00000611820.4|ENST00000377967.8|ENST00000621147.4|ENST00000475233.1|ENST00000451692.5|ENST00000414389.5|ENST00000433797.5|ENST00000485072.5|ENST00000484732.1|ENST00000431196.2|ENST00000479423.1	-0.520381570740654	5.43699002670055	-17.0480683521084	6.91260731938158e-48	4.55027314374949e-45	97.3643037972332	ENSG00000147050.14
ENSG00000130741.10	chrX	3472	ENSG00000130741.10	ENSG00000130741	protein_coding	EIF2S3	1968.0	InGen	11.1896150669142	5	ENST00000253039.8|ENST00000487075.1|ENST00000423068.1|ENST00000460032.1|ENST00000457332.1	-0.259658621095334	6.53360777773295	-16.7106816731252	1.6163463587922601e-46	1.03441677111708e-43	94.1990560784724	ENSG00000130741.10
ENSG00000198034.10	chrX	2982	ENSG00000198034.10	ENSG00000198034	protein_coding	RPS4X	6191.0	InGen	25.3744451861488	5	ENST00000470671.1|ENST00000492695.1|ENST00000316084.9|ENST00000486733.2|ENST00000373626.4	-0.237486001567963	7.22141499435498	-11.5394062137394	2.4998383870533498e-26	1.55658855673844e-23	47.8360931622607	ENSG00000198034.10
ENSG00000205611.4	chr20	4472	ENSG00000205611.4	ENSG00000205611	lincRNA	LINC01597		InGen	0.144783550516401	1	ENST00000380888.4	1.21979811875963	0.438665493046098	10.202473952169	1.42649997234167e-21	8.64871917441571e-19	37.7978943880631	ENSG00000205611.4
ENSG00000006757.11	chrX	3441	ENSG00000006757.11	ENSG00000006757	protein_coding	PNPLA4	8228.0	InGen	1.11940613895442	4	ENST00000381042.8|ENST00000444736.5|ENST00000537427.5|ENST00000442940.1	-0.266436006727784	3.34597605256276	-9.83841193950231	2.49845253428582e-20	1.47594481890798e-17	34.3715562088911	ENSG00000006757.11
ENSG00000124486.12	chrX	13962	ENSG00000124486.12	ENSG00000124486	protein_coding	USP9X	8239.0	InGen	10.2870715018515	8	ENST00000378308.6|ENST00000324545.8|ENST00000467173.1|ENST00000465386.1|ENST00000463829.1|ENST00000462850.1|ENST00000487625.1|ENST00000485180.1	-0.155737148641717	8.46507774210036	-9.80612505771191	3.21188262045518e-20	1.84996409231667e-17	33.877184494256	ENSG00000124486.12
ENSG00000149531.15	chr20	761	ENSG00000149531.15	ENSG00000149531	unprocessed_pseudogene	FRG1BP		InGen	8.39806964949691	1	ENST00000278882.8	0.683513695078483	3.91385088948198	9.58641941837756	1.75304468449785e-19	9.8508284112551e-17	32.4027553917215	ENSG00000149531.15
ENSG00000115297.10	chr2	2775	ENSG00000115297.10	ENSG00000115297	protein_coding	TLX2	3196.0	InGen	0.0343694583291071	4	ENST00000497238.1|ENST00000621092.1|ENST00000464417.1|ENST00000233638.7	-0.952295380421084	-2.17196112754455	-9.21420356564882	2.95573019319097e-18	1.6213587600220702e-15	30.4897675634659	ENSG00000115297.10
ENSG00000283443.1	chr20	1754	ENSG00000283443.1	ENSG00000283443	unprocessed_pseudogene			InGen	0.289300265559884	1	ENST00000636528.1	1.31128825148733	0.0275079192037009	9.01735719150873	1.28220723677886e-17	6.869947099569361e-15	28.8579549418028	ENSG00000283443.1
ENSG00000233984.1	chrX	359	ENSG00000233984.1	ENSG00000233984	processed_pseudogene	RPSAP14		InGen	0.354886696715672	1	ENST00000429143.1	-0.836350459025937	-1.75958113558095	-8.8907718779866	3.26146193206646e-17	1.70774594211089e-14	28.0917465712535	ENSG00000233984.1
ENSG00000255346.9	chr15	12511	ENSG00000255346.9	ENSG00000255346	protein_coding	NOX5	79400.0	InGen	0.0550932920019354	9	ENST00000448182.7|ENST00000260364.9|ENST00000455873.7|ENST00000388866.7|ENST00000530406.6|ENST00000527315.5|ENST00000525143.5|ENST00000525163.5|ENST00000529367.1	0.915333499527314	0.659564680481667	8.83766177224384	4.81379067023875e-17	2.46455385003623e-14	27.4082511550881	ENSG00000255346.9
ENSG00000282826.1	chr20	769	ENSG00000282826.1	ENSG00000282826	unprocessed_pseudogene	FRG1CP	100289097.0	InGen	9.94845838270075	1	ENST00000358464.9	0.545308266934577	4.17637706940255	8.45674681374262	7.52759026444759e-16	3.77017721962192e-13	24.0677266769303	ENSG00000282826.1
ENSG00000235262.1	chrX	755	ENSG00000235262.1	ENSG00000235262	sense_intronic	KDM5C-IT1		InGen	0.215860799475714	1	ENST00000412242.1	-0.558709084723215	-1.37991226345457	-8.38044100459143	1.2938456194116e-15	6.34232111183486e-13	24.4100899962502	ENSG00000235262.1
ENSG00000086712.12	chrX	4460	ENSG00000086712.12	ENSG00000086712	protein_coding	TXLNG	55787.0	InGen	2.5764088753943	3	ENST00000380122.9|ENST00000398155.4|ENST00000485153.1	-0.12305682055062	4.91749237763755	-8.296185773796	2.34437517015158e-15	1.1252512405233799e-12	22.8173920721669	ENSG00000086712.12
ENSG00000072501.17	chrX	10484	ENSG00000072501.17	ENSG00000072501	protein_coding	SMC1A	8243.0	InGen	3.06294923443149	6	ENST00000322213.8|ENST00000375340.10|ENST00000470241.2|ENST00000469129.1|ENST00000463684.1|ENST00000428014.1	-0.169874058056263	6.28047043119913	-8.22143286207847	3.95957346268065e-15	1.8617267960550898e-12	22.2369727664382	ENSG00000072501.17
ENSG00000169249.12	chrX	2077	ENSG00000169249.12	ENSG00000169249	protein_coding	ZRSR2	8233.0	InGen	1.68786457529526	3	ENST00000380308.7|ENST00000307771.7|ENST00000468028.1	-0.205434014920036	3.18521497003753	-7.99130148001271	1.94951183922493e-14	8.98296065278064e-12	20.9696657179687	ENSG00000169249.12
ENSG00000258484.3	chr15	1588	ENSG00000258484.3	ENSG00000258484	protein_coding	SPESP1	246777.0	InGen	0.241095032131222	3	ENST00000560188.1|ENST00000310673.3|ENST00000561467.1	0.815027872683251	-0.284122845106604	7.65171611061813	1.9383847205035998e-13	8.75655795601617e-11	19.3775403559275	ENSG00000258484.3
ENSG00000095932.6	chr19	1498	ENSG00000095932.6	ENSG00000095932	protein_coding	SMIM24	284422.0	InGen	0.379468386375748	4	ENST00000215531.5|ENST00000591708.1|ENST00000587847.1|ENST00000586804.1	-0.666760395102749	0.453129336697177	-7.5926822580534	2.86977373597056e-13	1.27147532890434e-10	18.7738985988782	ENSG00000095932.6
ENSG00000261600.1	chr2	528	ENSG00000261600.1	ENSG00000261600	lincRNA			InGen	0.305157007859885	1	ENST00000567067.1	-0.890740164794816	-1.5673877652688	-7.50145071368934	5.24098840444078e-13	2.27824777075304e-10	18.511853472168	ENSG00000261600.1
ENSG00000172460.14	chr16	2961	ENSG00000172460.14	ENSG00000172460	unitary_pseudogene	PRSS30P	124221.0	InGen	0.0623809673557855	6	ENST00000506153.5|ENST00000489864.5|ENST00000476276.5|ENST00000475030.5|ENST00000390681.5|ENST00000480827.1	-0.816945091539991	-1.33105797792455	-7.48589539646325	5.80488236267151e-13	2.47664231025165e-10	18.3747349311371	ENSG00000172460.14
ENSG00000130985.16	chrX	6437	ENSG00000130985.16	ENSG00000130985	protein_coding	UBA1	7317.0	InGen	9.72962470848794	9	ENST00000377351.8|ENST00000412206.5|ENST00000427561.5|ENST00000442035.5|ENST00000457753.5|ENST00000335972.10|ENST00000451702.2|ENST00000490869.1|ENST00000377269.3	-0.15306436491865	7.28172004623074	-7.39399009548642	1.05852214466967e-12	4.43405303473537e-10	16.7271042008792	ENSG00000130985.16
ENSG00000182912.6	chr21	3026	ENSG00000182912.6	ENSG00000182912	antisense	TSPEAR-AS2		InGen	0.0501949122328434	3	ENST00000330490.3|ENST00000354333.5|ENST00000465978.1	-0.940772892435941	-1.89136388526746	-7.16346144450754	4.66860040282691e-12	1.92071222644159e-09	16.3990638182597	ENSG00000182912.6
ENSG00000180574.3	chr12	2423	ENSG00000180574.3	ENSG00000180574	protein_coding			InGen	0.585470046050561	2	ENST00000322446.3|ENST00000538173.1	-0.231927531589877	1.7553304125941	-7.02855629977708	1.0955182674376599e-11	4.4280079585081e-09	14.9894624533397	ENSG00000180574.3
ENSG00000228906.1	chrX	451	ENSG00000228906.1	ENSG00000228906	lincRNA			InGen	2.59277393052712	1	ENST00000444482.1	-0.941683880641687	1.21047373800581	-6.53448512625103	2.25174610501446e-10	8.94447905403935e-08	12.0842557644677	ENSG00000228906.1
ENSG00000273851.1	chr15	1947	ENSG00000273851.1	ENSG00000273851	transcribed_processed_pseudogene			InGen	0.0755086091115871	1	ENST00000611559.1	0.818683590592682	-1.59737633920669	6.52505163655515	2.38178521057076e-10	9.30066940107455e-08	12.5969742674373	ENSG00000273851.1
ENSG00000277112.3	chr20	3728	ENSG00000277112.3	ENSG00000277112	transcribed_unprocessed_pseudogene			InGen	0.0647068992871379	2	ENST00000623715.2|ENST00000611282.1	0.909251053949822	-0.921181019790987	6.29142609637361	9.38357036645267e-10	3.60313462787838e-07	11.1652324140465	ENSG00000277112.3
ENSG00000163749.17	chr4	5860	ENSG00000163749.17	ENSG00000163749	protein_coding	CCDC158	339965.0	InGen	0.521950913028447	5	ENST00000504667.2|ENST00000388914.7|ENST00000434846.2|ENST00000509851.5|ENST00000504868.1	0.266176929980828	2.86474544761373	6.14881302977693	2.1272689846756e-09	8.03445084228545e-07	9.65160110484362	ENSG00000163749.17
ENSG00000224975.1	chrX	945	ENSG00000224975.1	ENSG00000224975	sense_intronic	INE1	8552.0	InGen	0.793071343722147	1	ENST00000456273.1	-0.237851317363576	0.860122958673618	-6.12735401154778	2.4031079004113203e-09	8.92987143831878e-07	9.86416240247041	ENSG00000224975.1
ENSG00000182378.13_PAR_Y	chrY	6191	ENSG00000182378.13_PAR_Y	ENSG00000182378	protein_coding	PLCXD1	55344.0	InGen	0.112432396216358	11	ENST00000399012.6_PAR_Y|ENST00000484611.7_PAR_Y|ENST00000430923.7_PAR_Y|ENST00000445062.6_PAR_Y|ENST00000381657.7_PAR_Y|ENST00000429181.6_PAR_Y|ENST00000381663.8_PAR_Y|ENST00000443019.6_PAR_Y|ENST00000415337.6_PAR_Y|ENST00000447472.6_PAR_Y|ENST00000448477.6_PAR_Y	0.691569161692292	0.525303712736768	6.10764513883185	2.68708682446147e-09	9.82663386488379e-07	9.86774369989726	ENSG00000182378.13_PAR_Y
ENSG00000169895.5	chrX	6418	ENSG00000169895.5	ENSG00000169895	protein_coding	SYAP1	94056.0	InGen	3.13411402355892	2	ENST00000380155.3|ENST00000495743.1	-0.0995930651927684	5.64746035945687	-6.00919546230897	4.67526927934176e-09	1.68302388948054e-06	8.50198475990421	ENSG00000169895.5
ENSG00000186312.10	chrX	2409	ENSG00000186312.10	ENSG00000186312	transcribed_unprocessed_pseudogene	CA5BP1	340591.0	InGen	1.13087017880352	6	ENST00000380336.5|ENST00000448692.5|ENST00000380334.6|ENST00000380333.5|ENST00000380331.5|ENST00000435806.2	-0.153318706233146	2.74369227374899	-5.94571165754392	6.657631364776921e-09	2.3597718309707e-06	8.53563909995471	ENSG00000186312.10
ENSG00000214652.5	chr7	1679	ENSG00000214652.5	ENSG00000214652	protein_coding	ZNF727	442319.0	InGen	2.57912994232903	1	ENST00000456806.2	-0.347361044449704	3.55072001410252	-5.9318124250986	7.19056952981803e-09	2.51005350602239e-06	8.3032354254536	ENSG00000214652.5
ENSG00000267265.5	chr19	1374	ENSG00000267265.5	ENSG00000267265	antisense			InGen	0.243385654188472	3	ENST00000593060.5|ENST00000586845.1|ENST00000586961.1	-0.849295118992488	-0.803103468981104	-5.76422286378764	1.79992499908008e-08	6.1893241871352e-06	8.16106245724182	ENSG00000267265.5
ENSG00000212766.9	chr15	3576	ENSG00000212766.9	ENSG00000212766	lincRNA	EWSAT1	283673.0	InGen	0.0727665814508377	8	ENST00000415504.5|ENST00000559914.1|ENST00000558369.5|ENST00000558922.2|ENST00000559964.5|ENST00000558147.1|ENST00000440444.1|ENST00000435479.1	0.473832931626227	-0.725051713503863	5.56248319092422	5.28649609138656e-08	1.79111152131551e-05	7.17521095305694	ENSG00000212766.9
ENSG00000184343.10	chrX	4744	ENSG00000184343.10	ENSG00000184343	protein_coding	SRPK3	26576.0	InGen	0.147405354470473	8	ENST00000489426.5|ENST00000393786.7|ENST00000370104.5|ENST00000370108.7|ENST00000370101.7|ENST00000430541.5|ENST00000370100.5|ENST00000458681.1	-0.385918275425311	0.844022806716188	-5.5396830408344	5.95980036342019e-08	1.98996870395417e-05	6.72972830263228	ENSG00000184343.10
ENSG00000275340.1	chr3	3869	ENSG00000275340.1	ENSG00000275340	transcribed_unprocessed_pseudogene	FGD5P1	100132526.0	InGen	0.165926839212779	2	ENST00000611158.1|ENST00000614866.1	0.29842588457841	0.657052483293499	5.44433385902584	9.79810493986917e-08	3.22483628156637e-05	6.31914530170003	ENSG00000275340.1
ENSG00000198753.11	chrX	7007	ENSG00000198753.11	ENSG00000198753	protein_coding	PLXNB3	5365.0	InGen	1.78923450015415	9	ENST00000538966.5|ENST00000361971.9|ENST00000411613.5|ENST00000482654.1|ENST00000455214.1|ENST00000485980.1|ENST00000448847.1|ENST00000469190.1|ENST00000472415.1	-0.4468076527682	4.92658099054929	-5.43855943928704	1.00953928094651e-07	3.27588387235586e-05	5.54076501287966	ENSG00000198753.11
ENSG00000188153.12	chrX	8738	ENSG00000188153.12	ENSG00000188153	protein_coding	COL4A5	1287.0	InGen	3.40702121017763	10	ENST00000477429.1|ENST00000328300.10|ENST00000361603.6|ENST00000470339.1|ENST00000483338.1|ENST00000505728.1|ENST00000489230.1|ENST00000510690.1|ENST00000515658.1|ENST00000504541.1	-0.560435224650005	6.01505325352339	-5.43450614222701	1.03092894251886e-07	3.29882943148501e-05	5.47257835049144	ENSG00000188153.12
ENSG00000121898.12	chr10	4859	ENSG00000121898.12	ENSG00000121898	protein_coding	CPXM2	119587.0	InGen	0.188593887674764	4	ENST00000368854.7|ENST00000615851.4|ENST00000241305.3|ENST00000481775.1	-0.323830591829962	1.16304833355723	-5.37734058265359	1.3838168051011e-07	4.36736374968826e-05	5.8593556868825	ENSG00000121898.12
