region	Tissue	Feature	ensembl_id	Symbol	RCP	logFC	adj.P.Val	Sex
DLPFC	Hippocampus	LINC00320|ENSG00000224924.9	ENSG00000224924	LINC00320	0.5204	0.0664569219955188	0.694210666146315	Male
DLPFC	Caudate	ENSG00000278434|ENSG00000278434.1	ENSG00000278434	ENSG00000278434	0.4779	0.0030695618374534	0.989153377542186	Female
DLPFC	Caudate	ENSG00000278434|ENSG00000278434.1	ENSG00000278434	ENSG00000278434	0.4779	-0.0668600963415609	0.439610987997343	Male
DLPFC	DLPFC	ENSG00000278434|ENSG00000278434.1	ENSG00000278434	ENSG00000278434	0.4779	-0.0856344261496372	0.833477178874647	Female
DLPFC	DLPFC	ENSG00000278434|ENSG00000278434.1	ENSG00000278434	ENSG00000278434	0.4779	-0.0993133784509591	0.563400986449321	Male
DLPFC	Hippocampus	ENSG00000278434|ENSG00000278434.1	ENSG00000278434	ENSG00000278434	0.4779	0.127876919427029	0.665667114070319	Female
DLPFC	Hippocampus	ENSG00000278434|ENSG00000278434.1	ENSG00000278434	ENSG00000278434	0.4779	0.0785208431139951	0.492950421762593	Male
DLPFC	Caudate	RCBTB1|ENSG00000136144.12	ENSG00000136144	RCBTB1	0.4751	-0.0210456943248183	0.860750237046891	Female
DLPFC	Caudate	RCBTB1|ENSG00000136144.12	ENSG00000136144	RCBTB1	0.4751	-0.0671282936846182	0.0601680000874469	Male
DLPFC	DLPFC	RCBTB1|ENSG00000136144.12	ENSG00000136144	RCBTB1	0.4751	0.0339733157603784	0.881534917999702	Female
DLPFC	DLPFC	RCBTB1|ENSG00000136144.12	ENSG00000136144	RCBTB1	0.4751	-0.0326371416325663	0.825899311383795	Male
DLPFC	Hippocampus	RCBTB1|ENSG00000136144.12	ENSG00000136144	RCBTB1	0.4751	-0.040329034645595	0.903190911493002	Female
DLPFC	Hippocampus	RCBTB1|ENSG00000136144.12	ENSG00000136144	RCBTB1	0.4751	-0.0419102926916511	0.633983637437737	Male
DLPFC	Caudate	FOXN2|ENSG00000170802.17	ENSG00000170802	FOXN2	0.4357	-0.168974983381895	0.0746985745593075	Female
DLPFC	Caudate	FOXN2|ENSG00000170802.17	ENSG00000170802	FOXN2	0.4357	-0.0995534499392874	0.0249339642733839	Male
DLPFC	DLPFC	FOXN2|ENSG00000170802.17	ENSG00000170802	FOXN2	0.4357	-0.0176211044258801	0.964679607404257	Female
DLPFC	DLPFC	FOXN2|ENSG00000170802.17	ENSG00000170802	FOXN2	0.4357	-0.0681791223046904	0.814758730577803	Male
DLPFC	Hippocampus	FOXN2|ENSG00000170802.17	ENSG00000170802	FOXN2	0.4357	-0.169935582016898	0.659076823567129	Female
DLPFC	Hippocampus	FOXN2|ENSG00000170802.17	ENSG00000170802	FOXN2	0.4357	-0.0548016879450834	0.696103232426536	Male
DLPFC	Caudate	ENSG00000287222|ENSG00000287222.1	ENSG00000287222	ENSG00000287222	0.4285	-0.0941605444464904	0.435718051049019	Female
DLPFC	Caudate	ENSG00000287222|ENSG00000287222.1	ENSG00000287222	ENSG00000287222	0.4285	-0.118189484975006	0.0263299710265885	Male
DLPFC	DLPFC	ENSG00000287222|ENSG00000287222.1	ENSG00000287222	ENSG00000287222	0.4285	-0.0868669283010005	0.795675197179575	Female
DLPFC	DLPFC	ENSG00000287222|ENSG00000287222.1	ENSG00000287222	ENSG00000287222	0.4285	-0.0437284861639377	0.881300622430186	Male
DLPFC	Hippocampus	ENSG00000287222|ENSG00000287222.1	ENSG00000287222	ENSG00000287222	0.4285	-0.0973113874982977	0.743967158768503	Female
DLPFC	Hippocampus	ENSG00000287222|ENSG00000287222.1	ENSG00000287222	ENSG00000287222	0.4285	-0.0040607628078226	0.978859406438946	Male
DLPFC	Caudate	LINC01748|ENSG00000226476.7	ENSG00000226476	LINC01748	0.4019	-0.0089014946754164	0.946080112004182	Female
DLPFC	Caudate	LINC01748|ENSG00000226476.7	ENSG00000226476	LINC01748	0.4019	0.0425448839466908	0.368486423654257	Male
DLPFC	DLPFC	LINC01748|ENSG00000226476.7	ENSG00000226476	LINC01748	0.4019	-0.0744072344274939	0.849355091411121	Female
DLPFC	DLPFC	LINC01748|ENSG00000226476.7	ENSG00000226476	LINC01748	0.4019	0.0472230240538028	0.824172572893864	Male
DLPFC	Hippocampus	LINC01748|ENSG00000226476.7	ENSG00000226476	LINC01748	0.4019	-0.155419788459258	0.741332290448151	Female
DLPFC	Hippocampus	LINC01748|ENSG00000226476.7	ENSG00000226476	LINC01748	0.4019	-0.104337700557643	0.391762122234522	Male
Hippocampus	Caudate	MMD|ENSG00000108960.9	ENSG00000108960	MMD	0.7571	0.0700309501352353	0.485763479892925	Female
Hippocampus	Caudate	MMD|ENSG00000108960.9	ENSG00000108960	MMD	0.7571	0.0236642957203043	0.665532355590839	Male
Hippocampus	DLPFC	MMD|ENSG00000108960.9	ENSG00000108960	MMD	0.7571	-0.106593699875377	0.666821495214227	Female
Hippocampus	DLPFC	MMD|ENSG00000108960.9	ENSG00000108960	MMD	0.7571	-0.0621270980011899	0.632476463576502	Male
Hippocampus	Hippocampus	MMD|ENSG00000108960.9	ENSG00000108960	MMD	0.7571	-0.196012815853609	0.768124695193025	Female
Hippocampus	Hippocampus	MMD|ENSG00000108960.9	ENSG00000108960	MMD	0.7571	-0.198464588210835	0.192301010692823	Male
Hippocampus	Caudate	ELAC2|ENSG00000006744.19	ENSG00000006744	ELAC2	0.6152	-0.0097113426486686	0.889118522732113	Female
Hippocampus	Caudate	ELAC2|ENSG00000006744.19	ENSG00000006744	ELAC2	0.6152	-0.0226933367996744	0.425950513294423	Male
Hippocampus	DLPFC	ELAC2|ENSG00000006744.19	ENSG00000006744	ELAC2	0.6152	0.0027001482732231	0.990506507602246	Female
Hippocampus	DLPFC	ELAC2|ENSG00000006744.19	ENSG00000006744	ELAC2	0.6152	-0.0313598584036001	0.618856900987868	Male
Hippocampus	Hippocampus	ELAC2|ENSG00000006744.19	ENSG00000006744	ELAC2	0.6152	-0.0128018225033793	0.954206018830321	Female
Hippocampus	Hippocampus	ELAC2|ENSG00000006744.19	ENSG00000006744	ELAC2	0.6152	-0.0114712957803974	0.851984163562798	Male
Hippocampus	Caudate	ACE|ENSG00000159640.17	ENSG00000159640	ACE	0.5819	-0.276026359425662	0.0106225896941333	Female
Hippocampus	Caudate	ACE|ENSG00000159640.17	ENSG00000159640	ACE	0.5819	-0.276725223682203	4.15519077861066e-09	Male
Hippocampus	DLPFC	ACE|ENSG00000159640.17	ENSG00000159640	ACE	0.5819	0.0579981210188066	0.904905268374603	Female
Hippocampus	DLPFC	ACE|ENSG00000159640.17	ENSG00000159640	ACE	0.5819	-0.012875859410473	0.965552524650699	Male
Hippocampus	Hippocampus	ACE|ENSG00000159640.17	ENSG00000159640	ACE	0.5819	0.102455023279117	0.858444078210327	Female
Hippocampus	Hippocampus	ACE|ENSG00000159640.17	ENSG00000159640	ACE	0.5819	0.0059277479773117	0.979176553355936	Male
Hippocampus	Caudate	ENSG00000287222|ENSG00000287222.1	ENSG00000287222	ENSG00000287222	0.5395	-0.0941605444464904	0.435718051049019	Female
Hippocampus	Caudate	ENSG00000287222|ENSG00000287222.1	ENSG00000287222	ENSG00000287222	0.5395	-0.118189484975006	0.0263299710265885	Male
Hippocampus	DLPFC	ENSG00000287222|ENSG00000287222.1	ENSG00000287222	ENSG00000287222	0.5395	-0.0868669283010005	0.795675197179575	Female
Hippocampus	DLPFC	ENSG00000287222|ENSG00000287222.1	ENSG00000287222	ENSG00000287222	0.5395	-0.0437284861639377	0.881300622430186	Male
Hippocampus	Hippocampus	ENSG00000287222|ENSG00000287222.1	ENSG00000287222	ENSG00000287222	0.5395	-0.0973113874982977	0.743967158768503	Female
Hippocampus	Hippocampus	ENSG00000287222|ENSG00000287222.1	ENSG00000287222	ENSG00000287222	0.5395	-0.0040607628078226	0.978859406438946	Male
Hippocampus	Caudate	STRC|ENSG00000242866.10	ENSG00000242866	STRC	0.5346	-0.194033288267778	0.310301317359888	Female
Hippocampus	Caudate	STRC|ENSG00000242866.10	ENSG00000242866	STRC	0.5346	-0.0827185988404418	0.514770273883769	Male
Hippocampus	DLPFC	STRC|ENSG00000242866.10	ENSG00000242866	STRC	0.5346	0.169329161843262	0.759341732921721	Female
Hippocampus	DLPFC	STRC|ENSG00000242866.10	ENSG00000242866	STRC	0.5346	0.129313087750257	0.634209577631971	Male
Hippocampus	Hippocampus	STRC|ENSG00000242866.10	ENSG00000242866	STRC	0.5346	-0.0136803697154737	0.990413204343841	Female
Hippocampus	Hippocampus	STRC|ENSG00000242866.10	ENSG00000242866	STRC	0.5346	0.236856347499934	0.136503474235202	Male
Hippocampus	Caudate	RCBTB1|ENSG00000136144.12	ENSG00000136144	RCBTB1	0.4747	-0.0210456943248183	0.860750237046891	Female
Hippocampus	Caudate	RCBTB1|ENSG00000136144.12	ENSG00000136144	RCBTB1	0.4747	-0.0671282936846182	0.0601680000874469	Male
Hippocampus	DLPFC	RCBTB1|ENSG00000136144.12	ENSG00000136144	RCBTB1	0.4747	0.0339733157603784	0.881534917999702	Female
Hippocampus	DLPFC	RCBTB1|ENSG00000136144.12	ENSG00000136144	RCBTB1	0.4747	-0.0326371416325663	0.825899311383795	Male
Hippocampus	Hippocampus	RCBTB1|ENSG00000136144.12	ENSG00000136144	RCBTB1	0.4747	-0.040329034645595	0.903190911493002	Female
Hippocampus	Hippocampus	RCBTB1|ENSG00000136144.12	ENSG00000136144	RCBTB1	0.4747	-0.0419102926916511	0.633983637437737	Male
Hippocampus	Caudate	FOXN2|ENSG00000170802.17	ENSG00000170802	FOXN2	0.415	-0.168974983381895	0.0746985745593075	Female
Hippocampus	Caudate	FOXN2|ENSG00000170802.17	ENSG00000170802	FOXN2	0.415	-0.0995534499392874	0.0249339642733839	Male
Hippocampus	DLPFC	FOXN2|ENSG00000170802.17	ENSG00000170802	FOXN2	0.415	-0.0176211044258801	0.964679607404257	Female
Hippocampus	DLPFC	FOXN2|ENSG00000170802.17	ENSG00000170802	FOXN2	0.415	-0.0681791223046904	0.814758730577803	Male
Hippocampus	Hippocampus	FOXN2|ENSG00000170802.17	ENSG00000170802	FOXN2	0.415	-0.169935582016898	0.659076823567129	Female
Hippocampus	Hippocampus	FOXN2|ENSG00000170802.17	ENSG00000170802	FOXN2	0.415	-0.0548016879450834	0.696103232426536	Male
