gene_id	Caudate_Expression	DLPFC_Expression	Hippocampus_Expression	Caudate_eQTL	DLPFC_eQTL	Hippocampus_eQTL	p_values	Max Expression	Min Expression	Mean Expresion	Ratio (DLPFC / Caudate)	Ratio (Hippocampus / Caudate)	Ratio (Hippocampus / DLPFC)
ENSG00000099194.5	9.31469969752537	7.4916718951477	7.229535103274	1	0	0	1.1840409162524e-295	Caudate	Hippocampus	8.01196889864902	0.804284854952222	0.776142585165109	0.965009573891846
ENSG00000101856.9	7.56735098677453	6.61320316693695	6.08075004428142	1	0	0	6.79930526701037e-236	Caudate	Hippocampus	6.75376806599763	0.873912572377686	0.803550681725846	0.919486350378959
ENSG00000103591.12	5.4932977128738	4.57073790099396	3.44793740499032	1	0	0	0	Caudate	Hippocampus	4.50399100628603	0.832057197679679	0.627662578146806	0.754350277717855
ENSG00000105223.19	7.10382509175395	5.81729932860633	5.29354343037953	1	0	0	1.82512062322766e-308	Caudate	Hippocampus	6.0715559502466	0.818896756813311	0.745168041443506	0.90996579879408
ENSG00000107223.12	8.12489465816408	6.71577593015212	5.77954143166584	1	0	0	0	Caudate	Hippocampus	6.87340400666068	0.826567754131304	0.711337398800416	0.860591760621014
ENSG00000107651.12	4.07429421320884	2.96473052955331	2.45037935535663	1	0	0	0	Caudate	Hippocampus	3.16313469937293	0.727667265643622	0.601424253411182	0.826509974829254
ENSG00000107902.13	5.4400524250982	3.28592678158414	2.79108300737319	1	0	0	0	Caudate	Hippocampus	3.83902073801851	0.604024837412265	0.513061784937266	0.849405112437598
ENSG00000113387.11	6.25342567816843	5.37732723962979	4.50639053934668	1	0	0	0	Caudate	Hippocampus	5.3790478190483	0.85990103926601	0.720627504230058	0.838035391659914
ENSG00000113812.13	5.0552240786184	3.90129532876782	3.19101063242326	1	0	0	0	Caudate	Hippocampus	4.04917667993649	0.771735390577198	0.631230304096701	0.817936188755825
ENSG00000114125.13	5.50710294715984	3.49816393901185	2.86912717091683	1	0	0	0	Caudate	Hippocampus	3.95813135236284	0.635209469039606	0.520986660036293	0.820180878008619
ENSG00000114942.13	7.75372717310533	5.8432025449136	5.32821812844719	1	0	0	0	Caudate	Hippocampus	6.30838261548871	0.75359919358285	0.687181533408695	0.911866067878359
ENSG00000116030.16	6.94305979978636	5.81998850808336	4.76226532206724	1	0	0	0	Caudate	Hippocampus	5.84177120997898	0.838245481950543	0.685902967768444	0.818260262104118
ENSG00000116044.15	5.52097563408897	3.73452430951607	3.27625875575911	1	0	0	0	Caudate	Hippocampus	4.17725289978805	0.676424704079013	0.593420252668753	0.877289444176532
ENSG00000116752.5	6.78354874650366	5.78505843383021	4.72846084217646	1	0	0	0	Caudate	Hippocampus	5.76568934083678	0.852807085201815	0.697048258791326	0.817357490207028
ENSG00000119655.9	5.07504912048163	2.89348066717739	2.98238329902702	1	0	0	0	Caudate	DLPFC	3.65030436222868	0.570138455507755	0.587656045926899	1.03072515149595
ENSG00000124172.9	6.09549865652644	4.60044222350915	3.81680384820568	1	0	0	0	Caudate	Hippocampus	4.83758157608042	0.75472778893708	0.626167613722469	0.829660207164667
ENSG00000131116.11	5.65805818122897	4.04911935337023	3.34251783190185	1	0	0	0	Caudate	Hippocampus	4.34989845550035	0.71563763108755	0.590753527949025	0.825492542994505
ENSG00000131386.17	5.8270965157464	3.5103173531586	3.48122099773202	1	0	0	0	Caudate	Hippocampus	4.27287828887901	0.60241277000866	0.597419484699594	0.991711189473964
ENSG00000131797.12	3.27531636064599	2.27822364658703	1.61172170742604	1	0	0	0	Caudate	Hippocampus	2.38842057155302	0.695573616631554	0.492081231233543	0.707446659084826
ENSG00000132341.11	6.74119511410124	5.82174757231699	4.80545093749202	1	0	0	0	Caudate	Hippocampus	5.78946454130342	0.863607635408603	0.712848516643581	0.825431002941871
ENSG00000132507.17	6.65861137964638	5.27707897467558	4.50813517368392	1	0	0	0	Caudate	Hippocampus	5.48127517600196	0.792519441937433	0.677038336771553	0.854286091854644
ENSG00000133393.12	5.55125010834558	4.19030776834232	3.36048722075993	1	0	0	0	Caudate	Hippocampus	4.36734836581594	0.754840384878846	0.605356839481593	0.801966682769304
ENSG00000134717.17	5.00512413843941	4.01166342892836	3.2301107226931	1	0	0	0	Caudate	Hippocampus	4.08229943002029	0.801511274839068	0.645360760962114	0.805179891064781
ENSG00000136002.17	5.98608695993898	4.24850345428497	3.74165975380201	1	0	0	0	Caudate	Hippocampus	4.65875005600865	0.709729658576206	0.625059371646707	0.88070065002024
ENSG00000136867.10	6.07835662331748	3.9092935296524	3.48919550251453	1	0	0	1.11253693085191e-308	Caudate	Hippocampus	4.49228188516147	0.643149747853847	0.574035996691845	0.892538632888172
ENSG00000137168.7	6.05702886563412	4.33836865216595	3.43599460961038	1	0	0	0	Caudate	Hippocampus	4.61046404247015	0.716253587097897	0.567273936748964	0.792001529859605
ENSG00000139112.10	7.91551849072591	7.07650206441621	5.8872517249752	1	0	0	0	Caudate	Hippocampus	6.95975742670577	0.894003604780568	0.743760719133296	0.831943758566668
ENSG00000139579.12	5.60578850706576	4.08760653980813	3.02848881880951	1	0	0	0	Caudate	Hippocampus	4.2406279552278	0.729176017728094	0.540243145989593	0.740895384454412
ENSG00000139737.21	7.54110369252072	5.51636996192828	5.01342328763234	1	0	0	0	Caudate	Hippocampus	6.02363231402711	0.731506976545015	0.664812936149474	0.908826514942423
ENSG00000139977.13	4.62235706523037	3.70602288994956	2.74468905887751	1	0	0	0	Caudate	Hippocampus	3.69102300468582	0.801760408737454	0.593785599023325	0.740602295339539
ENSG00000140577.15	4.26377751029871	2.41510296830467	2.13306244983938	1	0	0	0	Caudate	Hippocampus	2.93731430948092	0.566423309488182	0.500275271091701	0.883218015063235
ENSG00000141837.19	3.26338015664795	2.40344840418698	1.62138086676764	1	0	0	0	Caudate	Hippocampus	2.42940314253419	0.736490475769679	0.496840940662295	0.674606063497379
ENSG00000142089.15	7.34123228294016	4.83872647139729	4.5990439924754	1	0	0	0	Caudate	Hippocampus	5.59300091560428	0.659116383313699	0.62646757590859	0.950465792943929
ENSG00000143198.12	5.16850640120437	3.98426684385256	3.03591353561347	1	0	0	0	Caudate	Hippocampus	4.0628955935568	0.770873930411336	0.587387012794652	0.761975453601374
ENSG00000143569.18	5.39362597303753	4.17206611722489	3.59534648145719	1	0	0	0	Caudate	Hippocampus	4.38701285723987	0.773517877969448	0.666591732431976	0.861766419907239
ENSG00000146122.16	6.9423206159199	4.3281273911294	4.35508438430291	1	0	0	0	Caudate	DLPFC	5.2085107971174	0.623441012102535	0.627324006660824	1.0062283271118
ENSG00000149716.12	3.09688748743413	2.10289031532008	1.56415076070207	1	0	0	0	Caudate	Hippocampus	2.25464285448543	0.679033488899007	0.505071872016254	0.743809959704909
ENSG00000150456.10	4.14339654634214	2.84216605552829	2.1679764729654	1	0	0	0	Caudate	Hippocampus	3.05117969161194	0.685950771001487	0.523236540050535	0.762790220771399
ENSG00000151025.9	6.85509292040473	4.90028006206448	3.43556021743161	1	0	0	0	Caudate	Hippocampus	5.06364439996694	0.714837875862835	0.501169022407471	0.70109466681874
ENSG00000151338.18	2.35489256017396	1.58831525830354	1.14476462141179	1	0	0	0	Caudate	Hippocampus	1.69599081329643	0.674474617298974	0.486121804778738	0.720741436831944
ENSG00000152749.7	4.5164260267868	3.40476685371725	2.34010525976796	1	0	0	0	Caudate	Hippocampus	3.42043271342401	0.75386308411201	0.518132090703769	0.687302643707626
ENSG00000152932.7	6.6183706534997	6.10771962385421	4.98866839790959	1	0	0	1.91480024737725e-168	Caudate	Hippocampus	5.90491955842117	0.922843392070304	0.753760805957832	0.816780845411752
ENSG00000154582.16	4.96407019782404	3.85397600049567	2.80500536995062	1	0	0	0	Caudate	Hippocampus	3.87435052275678	0.776374194342584	0.565061584177471	0.727821182485274
ENSG00000154723.12	6.38808443721772	5.18323480576445	4.16432075530749	1	0	0	0	Caudate	Hippocampus	5.24521333276322	0.811391091759265	0.651888808959018	0.803421205359289
ENSG00000155926.13	2.53797787204638	1.196719774949	1.79924469204939	1	0	0	4.57253015561379e-219	Caudate	DLPFC	1.84464744634826	0.471524904976451	0.7089284393952	1.50348037169024
ENSG00000156113.21	5.19696065425134	4.78033313341665	3.59901451534587	1	0	0	6.41649207855672e-305	Caudate	Hippocampus	4.52543610100462	0.919832465829066	0.692522948466372	0.752879436411483
ENSG00000156735.10	5.65100487245922	5.04834719186527	3.9715306371032	1	0	0	0	Caudate	Hippocampus	4.89029423380923	0.893353891175875	0.702800780876845	0.786699188103144
ENSG00000159082.17	6.10206382053371	5.59769342088831	4.92889712026811	1	0	0	5.20485090258064e-185	Caudate	Hippocampus	5.54288478723004	0.917344292934437	0.807742636791531	0.880522877847414
ENSG00000162734.12	9.49422699788031	7.94718585724772	7.43191112763071	1	0	0	0	Caudate	Hippocampus	8.29110799425291	0.837054544727235	0.782782118996097	0.935162617450667
ENSG00000162804.13	2.7064583149558	1.96279568558199	1.83220587243792	1	0	0	2.32177432674213e-173	Caudate	Hippocampus	2.16715329099191	0.725226645736845	0.67697546358398	0.933467444368594
ENSG00000163462.17	3.68722899295099	2.30482311427247	1.98115020779207	1	0	0	0	Caudate	Hippocampus	2.65773410500518	0.625082716229094	0.537300561364511	0.859567137939532
ENSG00000163637.11	5.57697929377157	4.92566554444597	4.52844263119733	1	0	0	4.97690751761648e-187	Caudate	Hippocampus	5.01036248980496	0.883213884252181	0.811988424675477	0.919356499205161
ENSG00000165832.5	5.16876710082281	4.51522219182215	3.42649264925675	1	0	0	0	Caudate	Hippocampus	4.37016064730057	0.873558839805992	0.662922623987312	0.758875754877073
ENSG00000168488.18	4.83762988505303	3.58560276033619	3.15601098274978	1	0	0	0	Caudate	Hippocampus	3.85974787604633	0.741189972266115	0.652387854742877	0.880189801743088
ENSG00000169021.5	5.94038450083256	4.82990181814337	3.8639101926122	1	0	0	0	Caudate	Hippocampus	4.87806550386271	0.813062154051888	0.650447827421047	0.799997668295771
ENSG00000170775.2	7.23058247546399	4.81229985011482	4.41418433984865	1	0	0	1.11253692945847e-308	Caudate	Hippocampus	5.48568888847582	0.665548020017019	0.610488069920728	0.917271258511319
ENSG00000175866.15	5.09970375437968	3.21001353321307	2.92415773825873	1	0	0	0	Caudate	Hippocampus	3.74462500861716	0.62945098143324	0.5733975695642	0.910948725917612
ENSG00000177868.11	4.74214815145906	3.71794105876015	2.91371910560457	1	0	0	0	Caudate	Hippocampus	3.79126943860793	0.784020435467884	0.614430214439438	0.783691580784832
ENSG00000177889.9	5.61286911387556	4.86574247614457	3.89308936908991	1	0	0	0	Caudate	Hippocampus	4.79056698637001	0.866890422246972	0.69360059714662	0.80010181142481
ENSG00000179091.4	6.59324194025227	4.92672520932619	3.98665244012135	1	0	0	0	Caudate	Hippocampus	5.1688731965666	0.74723865041993	0.604657386494877	0.8091891207114
ENSG00000181409.11	6.3274784762502	4.5773528350878	3.86606236585678	1	0	0	0	Caudate	Hippocampus	4.92363122573159	0.723408677290427	0.610995735563197	0.844606589254251
ENSG00000183617.4	6.10614255636258	4.15047260973621	3.28206543042147	1	0	0	0	Caudate	Hippocampus	4.51289353217342	0.679720882934747	0.537502261063586	0.790769085603019
ENSG00000187902.11	5.35948882938102	3.38561192210037	3.47689716324806	1	0	0	0	Caudate	DLPFC	4.07399930490982	0.631704259469719	0.648736712387107	1.02696270076077
ENSG00000188343.12	3.42924653872183	2.73430180429804	1.97770187773317	1	0	0	0	Caudate	Hippocampus	2.71375007358434	0.797347689477347	0.576716154817585	0.723293191199459
ENSG00000203279.3	2.9601848777519	1.85396076332266	1.59743121177881	1	0	0	3.70453735878668e-165	Caudate	Hippocampus	2.13719228428446	0.626298977897165	0.539639001531544	0.861631617767306
ENSG00000203791.14	4.16535258207269	3.14055871882135	2.04595403042538	1	0	0	0	Caudate	Hippocampus	3.11728844377314	0.753971880396881	0.491183877021836	0.651461798234814
ENSG00000204650.13	3.16777561775326	2.338855717202	1.7474213829579	1	0	0	0	Caudate	Hippocampus	2.41801757263772	0.738327457315565	0.551624102782021	0.747126626967977
ENSG00000236358.1	6.35343500722396	4.48634035129586	3.15470680540001	1	0	0	0	Caudate	Hippocampus	4.66482738797328	0.706128314241794	0.496535622354374	0.703180445168141
ENSG00000266777.1	2.44803446466333	1.66530905585857	1.34636824041838	1	0	0	1.41769362345547e-257	Caudate	Hippocampus	1.81990392031343	0.6802637299012	0.549979283320074	0.808479504559138
ENSG00000267632.1	3.67830104568762	2.88309485756905	2.37870564218509	1	0	0	2.18001157146431e-297	Caudate	Hippocampus	2.98003384848058	0.78381155369247	0.646685959805776	0.825052854553232
ENSG00000268658.5	0.709609990710927	0.431392042750262	0.429380582067256	1	0	0	3.56135173254602e-47	Caudate	Hippocampus	0.523460871842815	0.607928366845666	0.605093766559119	0.99533727912508
