"","MEblack","MEblue","MEbrown","MEcyan","MEgreen","MEgreenyellow","MEgrey","MEgrey60","MElightcyan","MElightgreen","MElightyellow","MEmagenta","MEmidnightblue","MEpink","MEpurple","MEred","MEroyalblue","MEsalmon","MEtan","MEturquoise","MEyellow"
"R12266",0.04122174083801,-0.0255012624610273,0.0447842523075748,0.00340223975310338,0.0560106400032049,0.0202883525075904,0.00963206363947802,-0.0264905962573229,0.00670417970546237,0.0041154036510717,0.0125778090869291,-0.0321498092313702,0.0526342287348071,-0.0199682400464518,-0.0216535459351386,-0.0326560608020939,-0.0148415247182382,-0.0206949194040308,-0.0371525279065697,-0.0216795925917652,-0.00155876062406653
"R12277",0.01468762057104,0.0466137806758358,-0.0481778751447352,0.106664022374639,-0.0340921198669863,0.00952554595340538,-0.0334836781121853,0.00869421979142263,0.00709404175811577,-0.0564640399107114,0.123028141288555,-0.0113991468331415,-0.042717013562535,-0.000262064007439703,0.0022669191138466,0.0225009964340521,-0.030291356622527,0.0481366604631496,-0.0108140884582546,-0.0311670686926467,-0.0202183991767403
"R12278",-0.0206801079237733,0.0595225495470518,-0.0570429734474534,0.0354009237446453,-0.0495426599413589,-0.0128075888143299,-0.0105464044990027,0.0380400711106632,0.00128453327932049,-0.00757225412344001,0.07063691274106,0.0297571652598469,-0.04281831823158,-0.01866564743428,0.048368576867715,0.0102647940774245,0.0381880938820583,0.0838864276871678,0.0299612356569561,-0.0230773553034712,-0.0389486507179456
"R12279",-0.0304675019069077,0.0272020261973352,-0.0238404175732406,0.0191018717798491,-0.0392385708140397,-0.015389899595294,0.022092027232381,0.0353157854763409,-0.0304081902772529,0.0258313990630813,0.0366799072780138,0.0310782064994454,-0.00513075883301746,0.0468347540600682,0.00937981614283747,0.0409295563953069,0.0289720695305073,-0.0112201606324859,0.0434143254689079,0.0238592611453785,0.0130647168677818
"R12280",0.0173439272901715,-0.0188306415301587,-0.0100563912553151,0.0552691605083845,0.00320682742264161,0.0452595014161098,0.00223184477402615,-0.00176944007174283,-0.0430416950782988,-0.00607995016367102,0.0128601154948438,-0.0282241968648314,0.0313636882513976,0.0105554203407145,-0.052460381973464,0.00117836684458121,0.0313218552324453,-0.0448677582093442,-0.0365501408245574,-0.00193000278836509,-0.00537025440996764
"R12281",-0.0250936061327011,-0.00131989029595235,-0.0452506183590901,0.00112683966789839,-0.0405957746811001,0.0919198309187774,0.0148122516045308,0.0110652896350891,0.120564675496749,0.0178629209258863,0.00135809530826195,0.0579563943948782,-0.0323110235036735,-0.0240515965498384,0.0477185120267773,-0.0206990868224482,0.0683821146979072,0.0163410728722872,0.0295828413492405,0.0398995701752411,-0.0320162651407967
"R12282",-0.130682092842639,0.117173189702217,-0.0669922857152093,-0.0462664818980776,-0.115204773890768,-0.0852706019698545,0.0367315952259529,0.106005334018503,-0.174669491453008,0.0582076189234926,0.0735621096544555,0.055636224313053,-0.0698675189151161,0.0387422786381739,0.0980587185189449,0.0869275339034976,0.0924505338219751,0.111639188522571,0.136815164203908,-0.0580855126116063,-0.0144900316671181
"R12283",-0.108519230171481,0.0979622287400267,-0.0585012313708823,-0.02320557398775,-0.104713940602324,-0.034536378414176,0.0187977103614778,0.108242706514427,0.00479556824754168,0.0647810679949856,0.0958062667252393,0.0476342745903577,-0.0877775410901896,0.0446931754464647,0.0763233206420191,0.065938914682808,0.0942493396502302,0.0870574621167673,0.0829637113214714,-0.0376280335457046,-0.00414990242171652
"R12284",0.00885517336306067,0.0196961354786538,-0.0494128719264649,0.0512765644765817,-0.0235040873196655,-0.00446828435904781,-0.00191791207164274,-0.00253470242560783,0.0399624432352961,-0.0279547011813835,0.08173670621219,0.0321603456961973,-0.0215620885839054,-0.0482056057116039,0.0407783759642311,-0.0279087389016405,0.0255729555874594,0.0486700766103195,0.00674490371017397,0.00652769793208859,-0.0555164000360822
"R12285",-0.00335688935778417,0.0666636590186436,-0.0784593097012736,0.0548648212774597,-0.0840913106728473,0.0326724232744416,0.155031018735493,0.00850072301124601,0.104483913021876,-0.0485195336259711,0.0283894775671679,-0.00285741775146492,0.0777393009403874,0.0286567893498836,0.0767285522945587,0.0696076699122661,0.022370267817217,0.0194500783373943,0.0455917816366163,-0.0385696940138266,-0.0244812490838687
"R12286",0.0125444827276132,-0.0502632487309392,0.0621691086179173,0.000281647624161118,0.0402288671719797,-0.0106579812999543,-0.0250428503697384,0.0211918517553026,0.0226438695952617,0.068887119699478,-0.0401968405707594,-0.0433032131298353,0.00957786210382701,0.0221753434658041,-0.0697015483573544,-0.0282406558776953,0.0253104272385347,-0.0643914367729687,-0.0880953354867827,0.00495701123936976,0.0483552592083752
"R12287",-0.0404778011956894,0.0182019243050772,-0.0375723933075623,-0.144965806753334,-0.0211617331667913,0.0438066410390884,-0.0500918687696508,-0.00553202664654744,0.0380578517540146,-0.0215667742719259,-0.148657041276191,0.0629150675347066,-0.0728115044116108,-0.0299758926841892,0.0483906789849572,-0.00241287668580758,0.0156792516335174,0.0386707567678995,0.0743337010846131,0.0428209848913953,-0.0424677454514487
"R12289",0.115916189272367,-0.0883455991086752,-0.0616046758711351,-0.0103924598998111,0.0681125878083274,-0.0243078835379442,-0.0356651089529616,-0.0751937452445612,0.0613337688285064,-0.0562549127781559,-0.0102324977375319,0.175679104208167,-0.0124909829056451,-0.136887302460043,0.0884824068442469,-0.129158038929293,0.060082077785483,0.0255779960382988,0.0589672119716486,0.181614604451194,-0.125369866668516
"R12290",0.0878833639926552,-0.0648731820461884,0.0462309607989589,0.0620955983750659,0.0901050548676767,-0.0122792402248184,0.00774461794956498,-0.05415651065185,0.00748608499642773,-0.0288193135792922,0.0225202561240353,-0.0271595713826433,0.0765211383359447,-0.0475401382574544,-0.0434601546043043,-0.0780136663276667,-0.0278181330840787,-0.0485255877071743,-0.0699754603769875,0.0343968247249554,-0.00707704901026455
"R12291",0.0296349039488027,-0.0176523734961496,0.0992471696646589,0.0371404171455897,0.0788967873979678,-0.057629697431758,-0.00536242455499753,-0.0137879596304302,-0.021427717900719,0.0218064935444455,-0.00849864919817268,-0.114028031183776,0.058046825390717,0.0564062565630145,-0.0828852487880671,0.01516576943126,-0.0518381410365517,-0.0509424021096915,-0.0811686019131536,-0.06684470637903,0.0912505445248945
"R12293",0.0557133568887188,-0.0199095093508045,-0.0169420671083777,-0.0620673807363575,0.0725158364551594,0.00173060057954291,-0.194320273695453,-0.022733082005146,0.0532303570127686,-0.0138831006657057,-0.057298694784334,0.0987741953248265,-0.0815942802120991,-0.0776004823546238,0.0267807103946956,-0.0420714166150614,0.00292743876460082,0.0211149268948746,0.095857280686584,0.0649849784169565,-0.0892300930631916
"R12295",0.0376303575757349,-0.0289113397897505,-0.0406113677916213,0.0672657404831243,0.000635402429762065,0.0161080545476992,0.0090544215693289,-0.00353894829736223,0.026804087654547,-0.00912226797059436,0.0198320395606161,0.0239944821403118,0.0115762745742591,-0.051966938720155,-0.00759050210347414,-0.0461080481894057,0.0630675218016515,0.00477656794822132,-0.0281230411908079,0.0375037253189152,-0.0581126331696157
"R12296",-0.0421673908309684,0.0233225736205732,-0.0232035484146556,0.00739200119811873,-0.0346929630831096,-0.0336286947123202,-0.108137429259268,0.0302405720703644,0.0627870932987427,0.034356109864486,0.0822701080991437,0.0427327583796642,-0.117418491004188,-0.00914724046248405,0.00537100039104698,-0.0018502962163883,0.0355821805447049,0.0387785130163348,0.00437687189100318,0.0117126463063486,-0.0275821660436662
"R12297",-0.00748015438004161,0.0155748706111547,-0.0267129340472568,0.00946357228839442,-0.0178943250602469,-0.00785648723643418,0.0165294867081582,0.0198295641497729,0.0100156144853739,0.0114359926525191,0.0390174860478126,0.0381396508998818,-0.00761658521598672,-0.0328818925215944,0.0326529201819225,-0.0113242096635192,0.0483456483066899,0.0244804702270249,0.0446042720773596,0.0253395935683593,-0.0413792340754659
"R12298",0.0746052605079954,-0.078052017311952,0.00649833380004403,0.0161697873644288,0.0607388953978975,0.0128066164837013,-0.0226472595779748,-0.0625766650809782,0.0871461356041765,-0.0214528205601011,-0.0204431517248261,0.0362825278989872,0.0228060996753444,-0.0363190035703359,-0.0354882498109567,-0.0566188203337099,-0.0046846509961772,-0.0709853858922295,-0.0199812779610854,0.0989324346138028,-0.0237138953290631
"R12299",-0.0226553305718804,-0.00373771652336511,0.0988838150372796,-0.0546866385242536,0.0573049903976324,-0.0154180218474125,0.0290129729674717,0.039082945762863,-0.0239068614396761,0.0734781584286523,-0.0190748810541987,-0.0561401108033074,0.0539234933794319,0.0622943315578548,-0.0353687782576292,0.0175863574081443,0.0257319432342138,-0.0154978524300945,-0.044590573375565,-0.0619387666867506,0.0899085364047924
"R12300",0.0459265867416606,-0.0784430930246678,0.0336025839641817,0.0315714089707877,0.0585450624920306,0.00455855001683398,-0.0489747609627769,-0.0584091162601954,0.0175039277383668,-0.0129726577750923,-0.0105937605721293,-0.0219235576662693,0.00367042756008961,-0.000458677063509476,-0.084810084480973,-0.020813204918509,-0.0448210489298675,-0.103799890500288,-0.0343130519838551,0.0583118896553224,0.01922767693189
"R12301",-0.0444327138152334,0.0873087038480069,-0.0412410646795067,0.0351190019652673,-0.0895721046455227,0.101137031817573,0.213107413001053,0.0192652694418657,-0.0134055502381459,-0.0146306368785976,0.0445106463202229,-0.0570665417243715,0.149256840780988,0.07355688048033,0.0459775427681686,0.0962506157647551,-0.0196217733726479,-0.00759862441890656,0.0748844434456281,-0.101739393443461,0.0242301279393668
"R12302",-0.0829598756366643,0.108249294734359,-0.0458506582568553,-0.0444477415175995,-0.104719802987626,0.0886903814343197,0.157011910340473,0.0705013445723221,0.0702468828084384,0.00945415155908419,-0.00921542624027804,0.00667412679392366,0.0489107202164766,0.0608238658816884,0.111341285460092,0.0853031076307941,0.0464558658385828,0.0871547422933199,0.08841064174397,-0.0989029390381159,0.0214685468048307
"R12303",0.101702388958237,-0.0252164741451093,-0.114898312152733,0.104083534259904,0.0302997259619582,0.00018329191214143,-0.0346449539172638,-0.0702661154165426,-0.060990487662288,-0.0999832028961754,0.134661913662543,0.126854155484876,-0.0297718989787767,-0.200587604024907,0.0608944763183266,-0.114219717025919,0.0600357936811984,0.0405540824696696,0.00988675994078367,0.152427906410676,-0.223321889161053
"R12304",-0.038882252868655,0.0555742156847297,-0.0722732143614021,-0.00941536173350528,-0.0676104491589762,-0.00329962649992828,0.0632709450601645,0.0316636746294291,-0.0262906465650606,-0.000376579554308815,0.0492174939186027,0.0720882513730522,-0.0243476984722235,-0.00143395418763019,0.0976445732952589,0.0322741267278428,0.0648929983657923,0.0621516100823796,0.0809156090763566,0.0228803593380583,-0.0315627271237223
"R12305",-0.00347712572343078,-0.0217825581459654,-0.0361801475122885,0.00384204297416747,-0.0230816824246996,0.113208290771343,-0.0598546340318932,-0.0111757079811425,0.117921551633732,-0.0149799804027093,-0.0298351104897576,0.0427563508589803,-0.056122108731712,-0.020782782125061,-0.0047157988953984,-0.0164324299866609,-0.00815481020893962,-0.0151066039028272,0.00457258790714843,0.0309882518125618,-0.0262591025550646
"R12306",-0.0111681325804957,0.0432368192047482,-0.0633406311658325,0.0379513752174629,-0.0337990330000852,-0.0367409310740065,-0.0404003201207717,0.0379219106455262,-0.0710961133043861,-0.007277690213742,0.0665278384902997,0.0541610876680028,-0.0853078830954398,-0.0259419113615474,0.0371894145739624,0.0102388229691561,0.0384949095140965,0.0625967662770595,0.0387012420711027,0.0491036988336803,-0.05310873145002
"R12307",-0.0138568873401486,0.0259271860298084,-0.0072802585468516,0.0159887197634714,-0.0177446985870075,-0.00587700442570635,0.00843888119633873,0.032066086460924,0.00853802019732845,0.0349692781674705,0.0363517474583475,0.0128276599248781,-0.00370148412966707,3.31333215847713e-06,0.024698405097616,0.00556574272518788,0.0468176758586186,0.0257914385218481,0.0106616390645755,-0.00709282623983724,-0.00721574778641545
"R12308",0.00883142778497665,-0.00500415873500573,-0.00230808915480633,0.0357534013483636,-0.000977534060766042,-0.0246543893193527,-0.0123082681777129,-0.0215339923557608,0.0123243667190853,-0.031395119012428,0.0284116978525099,-0.0297063836961667,0.0142466454728023,0.0270149615002565,-0.0366343990819939,0.023495560781641,-0.0337004815597077,-0.027996878604239,0.0100749226656352,-0.0158432946782276,0.0169918204165839
"R12309",0.0595563781194609,-0.0846655579732328,0.0327918868757049,0.00946751118232474,0.060333464078563,-0.0190436078554397,0.0392032045268589,-0.0610645453439318,-0.0131755492272515,-0.0166297538794154,-0.0506036017626057,-0.0262191338040514,0.0804598532346359,-0.00169372252091463,-0.0689812089190303,-0.0283932605864304,-0.0185620594003827,-0.112543160256575,-0.0393866491656928,0.0562924335182014,0.0193408704423721
"R12310",-0.0662537964645293,0.0692216032462715,-0.0384481762925017,-0.0206897663084688,-0.0666748052423114,-0.0379503308242617,0.00362318843682571,0.0458094740627909,-0.09687387620897,0.00248266708571621,0.0173037427677074,-0.0103471522798012,-0.0473572399532961,0.0789192401613121,0.00253064988408445,0.090894291006082,0.000193911622947852,0.0150535617368454,0.0487684382413873,-0.0184412298241309,0.0311516311563657
"R12311",0.020100940228994,-0.052239460398314,0.0426287112445854,-0.0237019488918128,0.0577437261885416,-0.0453928598293599,-0.00658276863323949,0.0276130226421656,-0.033991087565575,0.0727544693021432,-0.0145304298334856,0.0352864386078012,0.00920013624769451,-0.0151437483542086,-0.0306581218679868,-0.0516309074772577,0.0789196509706234,-0.0359880973499715,-0.0362112188869481,0.072335204287324,0.0103972109895192
"R12312",0.00354035778315451,-0.00121128064616303,0.0186235598020404,0.0221837099013785,0.0167583309800233,-0.0146214399669831,0.0214422153515403,0.00203527263289057,0.0226568530135209,0.0122243830943257,0.0389877867458114,-0.00813815324567613,0.0264442529708501,-0.0100824564706851,0.00550309271590625,-0.0138822033913003,0.0114155344779982,0.00262661000485394,-0.00267905038260906,-0.00780036932273167,-0.00229401939886474
"R12314",-0.00918824604115521,-0.0262270221410589,0.0520618021529432,-0.104984413480107,0.0375418129605,-0.0533773790632882,-0.002691063681507,0.00982061562191697,-0.0292452313183841,0.0419453411623166,-0.106864606145467,-0.0154377238961062,0.0115554432263505,0.0288885819123278,-0.0157723833829765,0.00790209122189732,0.0112320991266788,-0.0257809695418058,-0.0171746163965462,0.00735787222381498,0.0414771094049797
"R12316",-0.0025746206282287,-0.0215349449573489,-0.0351062947591452,0.0246277285384394,-0.0261674275952813,0.12638043306569,-0.0186420558308288,-0.0208319408069219,0.078704516131305,-0.0159047063608511,0.0214423420484588,0.00600078185193061,-0.0280473267513407,-0.0149091992465097,-0.0330698894517243,-0.00745629498164415,0.00356701723576257,-0.0510577747197058,-0.000866079396499392,0.0187046096629593,-0.029354196245616
"R12317",0.0333600539740116,-0.0174507026755448,-0.0712808179782863,-0.00370046310650368,-0.0293254714888827,0.0122106939213942,0.0467356359453708,-0.051959014213708,-0.00580407749518566,-0.0612542540815952,0.0117891583360518,0.101756336506467,0.0185195589800643,-0.0458124458384952,0.0784519298907198,-0.0177605812526727,-2.36775392639516e-05,0.00713194463401084,0.0843102220324111,0.0988682474386167,-0.0661045608324674
"R12319",0.00571825083959461,-0.00357252873389661,0.0205992583511095,-0.0500053339333686,0.0272216379333324,-0.041968157480378,-0.0393959605251296,-0.00249906022200161,0.00776937500040331,0.00518524849876536,-0.0312384399788471,0.0154451681701145,-0.0317578111235845,-0.0187485338670278,-0.002711488221298,-0.0128980950347908,-0.00901406530334975,0.00589519662806329,0.00760595130141849,0.0342944299857273,-0.00503878064745284
"R12320",0.00911901726343613,0.0164849773110038,-0.059536758661925,0.0101467567653953,-0.0274272620408809,0.0042336641442993,-0.00991134117105125,-0.0197844474885042,0.0425361356105964,-0.056734119595107,0.0428154183278791,0.0313961813758478,-0.0288968886603502,-0.0379665196425149,0.0282090271928977,-0.0201162066149265,-0.0242859438260489,0.0249235042907055,0.025875992186978,0.0280424274545853,-0.0501922847750573
"R12321",0.016901792238709,0.0828382232307093,-0.0918729789626332,0.110479414368179,-0.055476469380894,0.00771106784227734,-0.0100202447607801,0.0150733951865152,-0.0926608400034933,-0.0876562301589718,0.151111256569639,0.0169713237758627,-0.0409573901777472,-0.00945044397272152,0.057928122334329,0.0396904746155804,-0.0357189093530808,0.0919854807606296,0.0348549301439349,-0.0372010416047351,-0.0495573866862489
"R12322",-0.0354006292294554,0.0273654767393849,-0.00150112467581258,-0.011953951346095,-0.0259311910734013,0.00562681783493381,0.00598537796488219,0.0391965878036841,0.0186060772459107,0.033172559583226,0.0330358877367157,-0.00396371091193865,-0.0141934856661085,0.00987847746258114,0.0167093185067274,0.00215980186645612,0.0208673016537166,0.0318625484668097,-0.0200222542015058,-0.0345239035801745,0.0118988006856958
"R12323",-0.013645695814233,-0.0458895148300439,-0.00152238936168196,0.0110916954018939,-0.0185452634545872,-0.0408652319625762,-0.0332651268498899,-0.0423790784112504,0.0810132558279616,-0.0016861157480217,0.0371082245800071,0.0327480475431885,-0.0459120051850364,0.00689317049388323,0.0105273304057999,0.00118564506767759,-0.0425609834794735,-0.0382858959230357,-0.00466637178131281,0.0288517511932738,0.0239949420495928
"R12324",-0.00902875739122356,-0.016178653337024,0.0066844158477744,0.0496400837662224,-0.0105007065713132,0.0567701162032763,-0.00298944809594341,0.0248325761696915,0.0564553151595438,0.057194091187847,0.0730296288054175,-0.0157578110541303,0.00288128232735582,0.00358257197768939,-0.0196152994818508,-0.0199263696776164,0.07224834201602,-0.0126282469201129,-0.049821382055337,-0.035706205570835,-0.00203389602982254
"R12325",0.049739723639891,-0.0521546424012681,0.0188889098009,0.0244372399686146,0.052614806696254,-0.00756048753115528,-0.0095968837834598,-0.0241832855658444,-0.0147737671958581,0.00105428989315169,0.0199165491635932,0.0158348312990884,0.0125718242023671,-0.0446622621802982,-0.0177668028330825,-0.068931148868737,0.0259875655150332,-0.0178874353796809,-0.0620064338828281,0.047911793720115,-0.018021079645663
"R12326",0.0114399859671897,-0.046761823549978,0.0895188646284795,0.0039577675595491,0.0538179067159237,-0.10949703155854,-0.0123965958773719,-0.0409994209564368,0.00438313804921969,0.00755624539152686,-0.0182115042951736,-0.0964289135165576,0.0338587423204486,0.0674932491690038,-0.0869920231240091,0.0199815397332597,-0.100800908918084,-0.0859465123810306,-0.063761431391012,-0.0377696263180382,0.10690067558574
"R12327",0.132159485370311,-0.160996291433236,-0.0197964876019448,-0.00180365477308816,0.095341769495367,0.00296973984436099,-0.00319749699049989,-0.153709396903361,0.0609328197079003,-0.0850805944689714,-0.0158810074087793,0.157559472174464,0.0287808677260658,-0.143315771270649,0.0777734740506169,-0.177035288503957,-0.0196629627774172,-0.0321672994993479,0.00557398892898676,0.183888972996476,-0.100507908572212
"R12328",0.0140967755308808,-0.00646789756784907,-0.0124431413016623,0.0603028079596663,-0.00159735029860443,0.0543970201652429,0.0216859267495036,-0.0460710047532177,-0.00122369659909471,-0.0478497634032167,0.048605092605286,-0.0393859353652296,0.0327978472523062,0.0156293123868626,-0.0174164329020622,0.0187714228464418,-0.0341444757535414,-0.0257520000854034,-0.000280303985471338,-0.04166952358221,-0.00281932444653399
"R12329",-0.0661594635629013,0.0520864266967244,-0.00237639719367476,-0.0189914244636542,-0.0452292393953029,-0.0417628841620426,-0.0197808595566951,0.0645933376212443,0.0431776821628801,0.0608538005758826,0.0218876089232131,0.00212267663296122,-0.0603917657977291,0.0316120279674746,0.0277841400279973,0.0370418614401091,0.0472055997775255,0.0665731098186052,0.00958126708069474,-0.0557205687568799,0.0254403485543193
"R12330",0.0194152071723699,-0.0210881569122295,0.00901874717625464,-0.0117270384957296,0.0133569117900719,-0.0196037142441865,0.0592802402916621,-0.0292602432038584,0.0363735542800362,-0.00263733388904524,-0.0135955408628469,0.012712457431727,0.0450414130260214,0.00934665778439564,0.00394470811298903,0.00112356440094682,-0.00602597579084948,-0.0374714635115415,0.0126170910644152,0.0326943277479839,0.00536302590746977
"R12331",-0.0172363685661704,0.0145740195625915,-0.0296600440073802,0.00238803121839594,-0.0216219510017476,0.00257226289623002,-0.0102518507405308,0.0282358764623362,0.0394699904671494,0.0187097540925329,0.00558449437873823,0.0295649518677449,-0.0462220578859728,-0.027775246042882,0.0154812365976376,-0.0169720525973698,0.0608530922161939,0.0439510773458948,0.00343995591199168,0.0236787633233449,-0.0302741924914664
"R12332",-0.0267331632324141,0.0209247940715461,0.0189815382196887,-0.0334506103400543,-0.00584872989663804,-0.023060438205889,0.0226216833592626,0.0193341072468857,0.00907464712877149,0.0341381718507882,0.0107786081754312,0.0050120143969664,0.00288431903297625,0.0101644187894196,0.0281543233392489,0.00718573722182758,0.0229965656975202,0.0261471637206114,0.00113057162891305,-0.0100060959071332,0.018166531542373
"R12333",0.0251246296127237,-0.0330229016427568,0.0368587877318048,0.035674338204529,0.0388574717204823,-0.0839944812310781,0.00762997540794383,-0.0195662392967222,-0.0503404986443836,-0.000707604122648736,-0.0169256601091056,-0.0412497287759074,0.0434893241746885,0.0342108507124496,-0.0652552101339649,0.00859228305930554,-0.0294875968900187,-0.0803716154190275,-0.0245510075620628,0.0128316756063217,0.0421921847212605
"R12334",-0.0189747479758092,0.00600625972159015,-0.00329377074705989,-0.0180902200756495,-0.00665820833434763,-0.0248436414475359,0.00923105319747422,0.0242417897007919,0.0104004216484967,0.0350417235277349,0.0274630535983473,0.0163692558633765,-0.0115733519655801,0.000523512798182583,0.00276484512408436,-0.00478551741630841,0.054480416695481,0.0110092324006135,0.00670548144539377,0.0175851566985418,-0.00341179783681355
"R12335",0.0503525297394401,-0.0262264462230386,-0.000814295633821029,0.0687954929406568,0.0310602370048796,-0.0374948148265851,0.0190053403978341,-0.0469572330923014,-0.0346240804015931,-0.0475227390859427,0.0362910788216983,0.000472874017133668,0.0472818273602822,-0.0235414252570501,-0.0158894033647364,-0.0259004745463415,-0.0282503070835189,-0.033546029815255,0.00200649343126059,0.0298607962970652,-0.0198062699321944
"R12336",-0.0411042555522668,0.0151296256730801,-0.00732300525258966,2.43171306982716e-05,-0.0301780020239945,0.00899556149810341,-0.00128754651213509,0.0743432710409213,0.0687522796232131,0.0773329230959148,0.0400869959515219,0.020480407951783,-0.0443585532964372,-0.00315529131351454,0.0146104387647033,-0.00886108467822664,0.100589945704529,0.0327159304732995,-0.001611220295044,-0.00220436391474037,-0.000910812997681048
"R12337",-0.0209701752812885,0.00664179331269628,-0.0089544174846771,0.0154065942341449,-0.0118872395210344,-0.0286974715770842,-0.00910049826519185,0.0227085481220792,0.0169353103292091,0.0276509173293566,0.0277794209239932,0.0031774690033713,-0.0245161352552538,0.0123586464092002,-0.0057567473594673,0.00326175517944352,0.0290341741780143,-0.0135442763745507,0.0133388847972007,0.00553167018883777,0.00246938536581439
"R12338",0.105225115304586,-0.0954777187481781,0.0860165194851437,0.078535179563762,0.126968249402359,-0.00779993773234073,0.00415842600078713,-0.0489186240725044,0.0376633532423298,-0.00913489975848043,0.00209880345043449,-0.0641941489417957,0.0789225711598706,-0.0587034497755856,-0.0925473767714864,-0.12821648841094,-0.0249327752751837,-0.0508473346687586,-0.163450760361988,0.0225267703909643,0.0135415691333655
"R12339",0.00437046331314594,-0.00414074373447356,0.0164890352250956,-0.00763717480156221,0.0159618460879481,-0.0299057003185493,-0.0032281709389423,0.00430524981919725,-0.0169782182749434,0.00806921501276969,-0.0013562355719387,-0.00128141430074444,-0.00102807048292328,0.00425478150254993,-0.000924061786988743,-0.0107941098209832,-7.96497861078787e-05,0.00757250301621186,-0.0223349155026059,-0.00175837302634653,0.0140188242365391
