Feature	Symbol	ensemblID	logFC	adj.P.Val	Type	Comparison
ENSG00000172232.9	AZU1	ENSG00000172232	0.609707733805588	0.0036606160380612	Gene	CvD
ENSG00000160179.18	ABCG1	ENSG00000160179	-0.193799768187969	0.0036606160380612	Gene	CvD
ENSG00000175445.14	LPL	ENSG00000175445	-0.555170761981716	0.0036606160380612	Gene	CvD
ENSG00000095370.19	SH2D3C	ENSG00000095370	0.265137141667738	0.0036606160380612	Gene	CvD
ENSG00000196335.12	STK31	ENSG00000196335	-0.267509962167817	0.0041388655211995	Gene	CvD
ENSG00000274767.1		ENSG00000274767	0.39078218444134	0.0042161087412673	Gene	CvD
ENSG00000128309.16	MPST	ENSG00000128309	-0.223545657963446	0.0042161087412673	Gene	CvD
ENSG00000177106.14	EPS8L2	ENSG00000177106	0.301802240465667	0.0049819989145544	Gene	CvD
ENSG00000131378.13	RFTN1	ENSG00000131378	0.372063254859964	0.0050210720521782	Gene	CvD
ENSG00000181222.15	POLR2A	ENSG00000181222	-0.167882804325637	0.0051419591377116	Gene	CvD
ENSG00000120733.13	KDM3B	ENSG00000120733	-0.0658151311364536	0.0052420907735134	Gene	CvD
ENSG00000101255.10	TRIB3	ENSG00000101255	0.351881719517514	0.0052420907735134	Gene	CvD
ENSG00000180182.10	MED14	ENSG00000180182	-0.11652106311354	0.0052420907735134	Gene	CvD
ENSG00000204936.9	CD177	ENSG00000204936	0.680026647989843	0.0052597990761547	Gene	CvD
ENSG00000086717.18	PPEF1	ENSG00000086717	0.413629684012426	0.0056130607953069	Gene	CvD
ENSG00000087365.15	SF3B2	ENSG00000087365	-0.110009869172141	0.0058686604964452	Gene	CvD
ENSG00000229238.3	PPP1R12BP1	ENSG00000229238	-0.767096849595118	0.0059624304132235	Gene	CvD
ENSG00000102804.14	TSC22D1	ENSG00000102804	0.16494430062271	0.0059624304132235	Gene	CvD
ENSG00000215190.9	LINC00680	ENSG00000215190	0.134970699828422	0.0060712657937532	Gene	CvD
ENSG00000205696.4	ADARB2-AS1	ENSG00000205696	-0.610355397992452	0.0060715261748766	Gene	CvD
ENSG00000099999.14	RNF215	ENSG00000099999	0.172413529550796	0.0060715261748766	Gene	CvD
ENSG00000116652.6	DLEU2L	ENSG00000116652	0.235667933511682	0.0060715261748766	Gene	CvD
ENSG00000180613.10	GSX2	ENSG00000180613	-0.572968981506043	0.006159586343984	Gene	CvD
ENSG00000225683.5	PACRG-AS3	ENSG00000225683	-0.431903658544961	0.0062338609345102	Gene	CvD
ENSG00000144036.15	EXOC6B	ENSG00000144036	-0.114315425026966	0.0062338609345102	Gene	CvD
ENSG00000213659.4	RSU1P3	ENSG00000213659	0.427487593289387	0.0063244610320942	Gene	CvD
ENSG00000198901.13	PRC1	ENSG00000198901	0.186418766119729	0.0063387409445221	Gene	CvD
ENSG00000143614.9	GATAD2B	ENSG00000143614	-0.120845835821819	0.0063387409445221	Gene	CvD
ENSG00000174206.12	C12orf66	ENSG00000174206	-0.115958872693696	0.0065029257108638	Gene	CvD
ENSG00000119125.16	GDA	ENSG00000119125	0.519303386222585	0.0065466526258927	Gene	CvD
ENSG00000214803.3		ENSG00000214803	0.604325669628421	0.0065466526258927	Gene	CvD
ENSG00000153495.10	TEX29	ENSG00000153495	0.287451715073842	0.0065466526258927	Gene	CvD
ENSG00000100097.11	LGALS1	ENSG00000100097	0.2499932387944	0.0065466526258927	Gene	CvD
ENSG00000161149.11	TUBA3FP	ENSG00000161149	0.224842397972289	0.0065466526258927	Gene	CvD
ENSG00000151150.21	ANK3	ENSG00000151150	-0.162443046487461	0.0065466526258927	Gene	CvD
ENSG00000260197.1		ENSG00000260197	0.604253364709144	0.0065466526258927	Gene	CvD
ENSG00000173517.10	PEAK1	ENSG00000173517	-0.111711147992152	0.0065466526258927	Gene	CvD
ENSG00000106829.18	TLE4	ENSG00000106829	-0.223875829428644	0.0065466526258927	Gene	CvD
ENSG00000048140.17	TSPAN17	ENSG00000048140	0.185952423466274	0.0065466526258927	Gene	CvD
ENSG00000131401.11	NAPSB	ENSG00000131401	-0.502923946686611	0.0068567053808665	Gene	CvD
ENSG00000175455.14	CCDC14	ENSG00000175455	0.147962540187183	0.0068567053808665	Gene	CvD
ENSG00000175764.14	TTLL11	ENSG00000175764	-0.147048417892683	0.0068776245151703	Gene	CvD
ENSG00000214193.9	SH3D21	ENSG00000214193	0.260846504360495	0.0068776245151703	Gene	CvD
ENSG00000257986.1		ENSG00000257986	0.619077643350065	0.0068776245151703	Gene	CvD
ENSG00000143367.15	TUFT1	ENSG00000143367	0.18947105286108	0.0069006395278327	Gene	CvD
ENSG00000275714.1	HIST1H3A	ENSG00000275714	0.318795582137359	0.0069006395278327	Gene	CvD
ENSG00000214413.7	BBIP1	ENSG00000214413	-0.127917398322797	0.0069006395278327	Gene	CvD
ENSG00000110497.14	AMBRA1	ENSG00000110497	-0.101128406067508	0.0069006395278327	Gene	CvD
ENSG00000100412.15	ACO2	ENSG00000100412	-0.126773568049367	0.0069572020889921	Gene	CvD
ENSG00000228510.2		ENSG00000228510	-0.453009933941096	0.0069814875959719	Gene	CvD
ENSG00000204767.3	FAM196B	ENSG00000204767	-0.300457129011271	0.0069814875959719	Gene	CvD
ENSG00000113805.8	CNTN3	ENSG00000113805	0.276342513735169	0.0069814875959719	Gene	CvD
ENSG00000257835.1		ENSG00000257835	0.347423527681271	0.0071574464497051	Gene	CvD
ENSG00000105538.9	RASIP1	ENSG00000105538	0.272342988257366	0.0072030760675552	Gene	CvD
ENSG00000173226.16	IQCB1	ENSG00000173226	0.106266140769979	0.0072931157652315	Gene	CvD
ENSG00000141505.11	ASGR1	ENSG00000141505	0.308212220040754	0.0073850982724336	Gene	CvD
ENSG00000168646.12	AXIN2	ENSG00000168646	0.156720250077894	0.0077547481641033	Gene	CvD
ENSG00000261716.1		ENSG00000261716	-0.15573655513159	0.0077547481641033	Gene	CvD
ENSG00000146938.14	NLGN4X	ENSG00000146938	0.204004584824796	0.0077547481641033	Gene	CvD
ENSG00000167081.16	PBX3	ENSG00000167081	-0.230217754701528	0.0077913531098715	Gene	CvD
ENSG00000238241.1	CCR12P	ENSG00000238241	-0.588489339844677	0.0078827868278606	Gene	CvD
ENSG00000178761.14	FAM219B	ENSG00000178761	0.0942553702211029	0.0079114763370025	Gene	CvD
ENSG00000105290.11	APLP1	ENSG00000105290	-0.254568495691985	0.0080732997134926	Gene	CvD
ENSG00000145725.19	PPIP5K2	ENSG00000145725	0.120833759179751	0.008176723230541	Gene	CvD
ENSG00000132622.10	HSPA12B	ENSG00000132622	0.264907447537735	0.0083624580169089	Gene	CvD
ENSG00000196422.10	PPP1R26	ENSG00000196422	0.160030887275908	0.0083624580169089	Gene	CvD
ENSG00000233593.8		ENSG00000233593	0.261006649496781	0.0083624580169089	Gene	CvD
ENSG00000172889.15	EGFL7	ENSG00000172889	0.248002598535086	0.0084290780862795	Gene	CvD
ENSG00000054523.17	KIF1B	ENSG00000054523	-0.0990582281647565	0.0084909869429792	Gene	CvD
ENSG00000133246.11	PRAM1	ENSG00000133246	-0.341430611854291	0.0086037351815973	Gene	CvD
ENSG00000100836.10	PABPN1	ENSG00000100836	0.125496319647936	0.0086037351815973	Gene	CvD
ENSG00000150175.13	FRMPD2B	ENSG00000150175	0.452218114874901	0.0088398950268502	Gene	CvD
ENSG00000182180.13	MRPS16	ENSG00000182180	0.0835874311495507	0.0089624435963119	Gene	CvD
ENSG00000150907.7	FOXO1	ENSG00000150907	-0.21992806439669	0.0090390405608359	Gene	CvD
ENSG00000233012.2	HDAC1P2	ENSG00000233012	0.261254019178643	0.0090390405608359	Gene	CvD
ENSG00000080823.21	MOK	ENSG00000080823	0.188545761289845	0.0090390405608359	Gene	CvD
ENSG00000185361.8	TNFAIP8L1	ENSG00000185361	0.271104707894521	0.0090390405608359	Gene	CvD
ENSG00000186654.20	PRR5	ENSG00000186654	0.24632519777553	0.0090390405608359	Gene	CvD
ENSG00000196839.12	ADA	ENSG00000196839	-0.34041998851403	0.0090390405608359	Gene	CvD
ENSG00000169064.12	ZBBX	ENSG00000169064	0.409096584429148	0.0090390405608359	Gene	CvD
ENSG00000234323.6		ENSG00000234323	-0.282215952172318	0.0090390405608359	Gene	CvD
ENSG00000131368.7	MRPS25	ENSG00000131368	0.0992072908280414	0.0090390405608359	Gene	CvD
ENSG00000206527.9	HACD2	ENSG00000206527	-0.165352069876592	0.009109066915659	Gene	CvD
ENSG00000120162.9	MOB3B	ENSG00000120162	-0.264451176578936	0.0091267652313153	Gene	CvD
ENSG00000128641.18	MYO1B	ENSG00000128641	0.230635396840472	0.0091267652313153	Gene	CvD
ENSG00000185015.7	CA13	ENSG00000185015	0.186053653363678	0.0091817326577333	Gene	CvD
ENSG00000136026.13	CKAP4	ENSG00000136026	0.184624921073712	0.0091859460198629	Gene	CvD
ENSG00000151148.13	UBE3B	ENSG00000151148	-0.0832186501462376	0.0091859460198629	Gene	CvD
ENSG00000152377.13	SPOCK1	ENSG00000152377	-0.264184587183548	0.0092378080657755	Gene	CvD
ENSG00000197181.11	PIWIL2	ENSG00000197181	-0.39387454294648	0.0092535542853442	Gene	CvD
ENSG00000175785.12	PRIMA1	ENSG00000175785	-0.427760337275915	0.0092535542853442	Gene	CvD
ENSG00000279310.1		ENSG00000279310	0.427145724951164	0.0097534604556251	Gene	CvD
ENSG00000174231.16	PRPF8	ENSG00000174231	-0.123606407832743	0.0097534604556251	Gene	CvD
ENSG00000150672.16	DLG2	ENSG00000150672	-0.164484239463734	0.0098431168178634	Gene	CvD
ENSG00000130921.7	C12orf65	ENSG00000130921	0.0909762907463303	0.0098846272226696	Gene	CvD
ENSG00000171811.12	CFAP46	ENSG00000171811	0.328793575199588	0.0098846272226696	Gene	CvD
ENSG00000138641.15	HERC3	ENSG00000138641	-0.138997361495713	0.0098846272226696	Gene	CvD
ENSG00000166225.8	FRS2	ENSG00000166225	-0.112481082502431	0.0099983769213534	Gene	CvD
ENSG00000134278.15	SPIRE1	ENSG00000134278	0.110225002508448	0.0100377386626333	Gene	CvD
ENSG00000251664.3	PCDHA12	ENSG00000251664	0.214539215183194	0.0100801402160312	Gene	CvD
ENSG00000157193.15	LRP8	ENSG00000157193	0.177076551368778	0.0100840740238803	Gene	CvD
ENSG00000076770.14	MBNL3	ENSG00000076770	-0.258156318254035	0.0100840740238803	Gene	CvD
ENSG00000101187.15	SLCO4A1	ENSG00000101187	0.302793671060706	0.0100840740238803	Gene	CvD
ENSG00000131236.16	CAP1	ENSG00000131236	-0.158652753538024	0.0100840740238803	Gene	CvD
ENSG00000102878.16	HSF4	ENSG00000102878	0.220158733217027	0.0101144227647009	Gene	CvD
ENSG00000176171.11	BNIP3	ENSG00000176171	0.140402935168708	0.0103482839405967	Gene	CvD
ENSG00000112972.14	HMGCS1	ENSG00000112972	0.197175493593946	0.0103482839405967	Gene	CvD
ENSG00000216809.1		ENSG00000216809	0.263699482498033	0.0104747856261103	Gene	CvD
ENSG00000159140.18	SON	ENSG00000159140	-0.0815110502628859	0.0106017600791733	Gene	CvD
ENSG00000197632.8	SERPINB2	ENSG00000197632	0.678542022955731	0.0106017600791733	Gene	CvD
ENSG00000228624.7		ENSG00000228624	-0.220942144310295	0.0108029295587198	Gene	CvD
ENSG00000081923.11	ATP8B1	ENSG00000081923	0.272689492975081	0.0108451695435479	Gene	CvD
ENSG00000260664.2		ENSG00000260664	-0.193181532063008	0.0108597707827969	Gene	CvD
ENSG00000117713.18	ARID1A	ENSG00000117713	-0.128230265895819	0.0108597707827969	Gene	CvD
ENSG00000184083.11	FAM120C	ENSG00000184083	-0.0997496192810146	0.0108597707827969	Gene	CvD
ENSG00000103544.14	C16orf62	ENSG00000103544	-0.0925864358399423	0.0108597707827969	Gene	CvD
ENSG00000232903.2	LINC01166	ENSG00000232903	0.411203738883942	0.0109628064146461	Gene	CvD
ENSG00000125827.8	TMX4	ENSG00000125827	0.163019678162894	0.0111550863533831	Gene	CvD
ENSG00000204103.3	MAFB	ENSG00000204103	0.272327640029465	0.0111550863533831	Gene	CvD
ENSG00000071242.11	RPS6KA2	ENSG00000071242	-0.142083518747455	0.0111550863533831	Gene	CvD
ENSG00000188130.13	MAPK12	ENSG00000188130	0.191156705856791	0.0111550863533831	Gene	CvD
ENSG00000231153.1		ENSG00000231153	0.358232020567382	0.0111550863533831	Gene	CvD
ENSG00000167106.11	FAM102A	ENSG00000167106	-0.181253238528519	0.0114400841443197	Gene	CvD
ENSG00000166965.12	RCCD1	ENSG00000166965	0.142574194083317	0.0117786828982791	Gene	CvD
ENSG00000207275.1	RNU6-441P	ENSG00000207275	0.598948972008224	0.0117931328941659	Gene	CvD
ENSG00000197111.15	PCBP2	ENSG00000197111	-0.126090009871415	0.0119655445371971	Gene	CvD
ENSG00000100034.13	PPM1F	ENSG00000100034	0.14540017854107	0.0119655445371971	Gene	CvD
ENSG00000130449.5	ZSWIM6	ENSG00000130449	-0.128951230075799	0.01199866668706	Gene	CvD
ENSG00000216753.3	HMGA1P7	ENSG00000216753	-0.513301610889787	0.0120931550447572	Gene	CvD
ENSG00000196169.14	KIF19	ENSG00000196169	-0.433767316029176	0.0120931550447572	Gene	CvD
ENSG00000188004.9	C1orf204	ENSG00000188004	0.130802670782455	0.0122372321575403	Gene	CvD
ENSG00000124713.5	GNMT	ENSG00000124713	0.257599478145074	0.0122372321575403	Gene	CvD
ENSG00000108370.16	RGS9	ENSG00000108370	-0.345151794738324	0.0122469107022553	Gene	CvD
ENSG00000279519.1		ENSG00000279519	-0.209683164414393	0.0127866194787373	Gene	CvD
ENSG00000159658.10	EFCAB14	ENSG00000159658	-0.117830856516003	0.0128354402363518	Gene	CvD
ENSG00000213066.11	FGFR1OP	ENSG00000213066	0.131601153269275	0.0130282565233242	Gene	CvD
ENSG00000117650.12	NEK2	ENSG00000117650	0.518934314069728	0.0131936884632102	Gene	CvD
ENSG00000141179.13	PCTP	ENSG00000141179	0.128729334739283	0.0136002102328873	Gene	CvD
ENSG00000163235.15	TGFA	ENSG00000163235	-0.306098689057253	0.0137016948146494	Gene	CvD
ENSG00000100433.15	KCNK10	ENSG00000100433	-0.267777753572518	0.0137930214812516	Gene	CvD
ENSG00000068650.18	ATP11A	ENSG00000068650	-0.205324960356631	0.0138800126731421	Gene	CvD
ENSG00000144395.17	CCDC150	ENSG00000144395	-0.306942935343902	0.0142873233405746	Gene	CvD
ENSG00000186854.10	TRABD2A	ENSG00000186854	0.377231681526423	0.0148725520397213	Gene	CvD
ENSG00000151552.11	QDPR	ENSG00000151552	-0.232593854707584	0.015306671379481	Gene	CvD
ENSG00000122694.15	GLIPR2	ENSG00000122694	-0.28455592763223	0.0153834741077805	Gene	CvD
ENSG00000166900.15	STX3	ENSG00000166900	0.114353731871883	0.0160046653096443	Gene	CvD
ENSG00000237250.3		ENSG00000237250	0.664410119392229	0.0161191873831163	Gene	CvD
ENSG00000143499.13	SMYD2	ENSG00000143499	0.217642771071018	0.0163391095637375	Gene	CvD
ENSG00000183718.5	TRIM52	ENSG00000183718	0.0858249903230166	0.0164371816176497	Gene	CvD
ENSG00000109927.9	TECTA	ENSG00000109927	-0.200721205560186	0.0167699594781349	Gene	CvD
ENSG00000115468.11	EFHD1	ENSG00000115468	-0.333806057116433	0.0167699594781349	Gene	CvD
ENSG00000006625.17	GGCT	ENSG00000006625	0.181236666817303	0.0168486360755674	Gene	CvD
ENSG00000261710.1		ENSG00000261710	-0.466213106994365	0.0170217295329538	Gene	CvD
ENSG00000261534.1		ENSG00000261534	-0.200087597918989	0.0170217295329538	Gene	CvD
ENSG00000116991.10	SIPA1L2	ENSG00000116991	0.16148038712252	0.0170217295329538	Gene	CvD
ENSG00000243422.1	RPL23AP49	ENSG00000243422	0.263299141714082	0.0170217295329538	Gene	CvD
ENSG00000214100.8		ENSG00000214100	-0.441300644317123	0.0170217295329538	Gene	CvD
ENSG00000201500.1		ENSG00000201500	0.467914539687985	0.0170217295329538	Gene	CvD
ENSG00000187742.14	SECISBP2	ENSG00000187742	-0.0742366217974662	0.0171930473725864	Gene	CvD
ENSG00000117691.9	NENF	ENSG00000117691	-0.167786040889807	0.0172948555985564	Gene	CvD
ENSG00000196455.7	PIK3R4	ENSG00000196455	-0.0922433744903498	0.0172948555985564	Gene	CvD
ENSG00000196104.10	SPOCK3	ENSG00000196104	-0.248171663334504	0.0173887417297935	Gene	CvD
ENSG00000171681.12	ATF7IP	ENSG00000171681	-0.0841059238691057	0.0173887417297935	Gene	CvD
ENSG00000160801.13	PTH1R	ENSG00000160801	0.21029292326147	0.0173887417297935	Gene	CvD
ENSG00000228496.1		ENSG00000228496	0.515667064133776	0.0173887417297935	Gene	CvD
ENSG00000203485.12	INF2	ENSG00000203485	-0.232229002537485	0.0173887417297935	Gene	CvD
ENSG00000164961.15	KIAA0196	ENSG00000164961	-0.116798075444211	0.017670259946309	Gene	CvD
ENSG00000235370.6	DNM1P51	ENSG00000235370	0.290656507208535	0.0178928285660595	Gene	CvD
ENSG00000206567.9		ENSG00000206567	0.298970046135749	0.0178928285660595	Gene	CvD
ENSG00000070388.11	FGF22	ENSG00000070388	0.283186217412829	0.0178928285660595	Gene	CvD
ENSG00000113448.17	PDE4D	ENSG00000113448	0.153117384259485	0.0184681195673796	Gene	CvD
ENSG00000048462.10	TNFRSF17	ENSG00000048462	-0.762387703932735	0.0184681195673796	Gene	CvD
ENSG00000165507.8	C10orf10	ENSG00000165507	0.334714913221132	0.0184681195673796	Gene	CvD
ENSG00000234975.6	FTH1P2	ENSG00000234975	-0.198684247568084	0.0186119182701364	Gene	CvD
ENSG00000186594.13	MIR22HG	ENSG00000186594	0.197798745725711	0.0186119182701364	Gene	CvD
ENSG00000066117.14	SMARCD1	ENSG00000066117	-0.0907800021383697	0.0186707223912359	Gene	CvD
ENSG00000115525.16	ST3GAL5	ENSG00000115525	-0.101277619446139	0.0187228276145983	Gene	CvD
ENSG00000111642.14	CHD4	ENSG00000111642	-0.085138891590208	0.0188407661219933	Gene	CvD
ENSG00000235237.1		ENSG00000235237	0.584618144588082	0.0190157617211093	Gene	CvD
ENSG00000198682.12	PAPSS2	ENSG00000198682	0.218719397181329	0.019184426382268	Gene	CvD
ENSG00000179178.10	TMEM125	ENSG00000179178	-0.421358439507371	0.0194512588707801	Gene	CvD
ENSG00000257093.6	KIAA1147	ENSG00000257093	-0.10922891799374	0.0194512588707801	Gene	CvD
ENSG00000221968.8	FADS3	ENSG00000221968	0.168285758802754	0.0194512588707801	Gene	CvD
ENSG00000233554.5	B4GALT1-AS1	ENSG00000233554	0.326364300601592	0.0194860016275354	Gene	CvD
ENSG00000117697.14	NSL1	ENSG00000117697	-0.100967581993811	0.0195869850610487	Gene	CvD
ENSG00000134256.12	CD101	ENSG00000134256	0.269781769733422	0.0197782808537485	Gene	CvD
ENSG00000113555.5	PCDH12	ENSG00000113555	0.28261629471597	0.0200202569506915	Gene	CvD
ENSG00000060718.19	COL11A1	ENSG00000060718	0.174345302557886	0.0203356688125827	Gene	CvD
ENSG00000006607.13	FARP2	ENSG00000006607	-0.10733016942452	0.0203356688125827	Gene	CvD
ENSG00000160752.14	FDPS	ENSG00000160752	0.109846344241965	0.0203356688125827	Gene	CvD
ENSG00000233928.5		ENSG00000233928	0.565219489198039	0.0203356688125827	Gene	CvD
ENSG00000099256.18	PRTFDC1	ENSG00000099256	-0.146322079801346	0.0211181807639242	Gene	CvD
ENSG00000085117.11	CD82	ENSG00000085117	-0.240407945001958	0.0211181807639242	Gene	CvD
ENSG00000213613.2		ENSG00000213613	0.221946220101187	0.0212067297811038	Gene	CvD
ENSG00000163531.15	NFASC	ENSG00000163531	-0.186012420925261	0.0212685802693149	Gene	CvD
ENSG00000120451.10	SNX19	ENSG00000120451	-0.0661113967592952	0.0213114182276392	Gene	CvD
ENSG00000256304.1	CCDC150P1	ENSG00000256304	0.235854005003997	0.0213681724164412	Gene	CvD
ENSG00000138798.11	EGF	ENSG00000138798	0.265086793838977	0.0216931189125983	Gene	CvD
ENSG00000221887.5	HMSD	ENSG00000221887	-0.481020093223684	0.0219774976962882	Gene	CvD
