ensemblID,Caudate,DLPFC,Hippocampus,CMC DLPFC
ENSG00000108433,0,0,1,0
ENSG00000108784,0,0,0,1
ENSG00000109586,1,0,0,0
ENSG00000109670,0,1,0,0
ENSG00000110002,0,0,0,1
ENSG00000110931,1,0,0,0
ENSG00000110975,0,1,0,0
ENSG00000111321,0,0,0,1
ENSG00000111328,1,0,0,0
ENSG00000111669,0,1,0,0
ENSG00000111775,0,0,0,1
ENSG00000112276,0,0,0,1
ENSG00000112294,0,0,0,1
ENSG00000112312,1,0,0,0
ENSG00000112378,1,1,0,1
ENSG00000112541,1,0,0,0
ENSG00000112759,0,0,0,1
ENSG00000112782,0,0,0,1
ENSG00000112972,0,1,0,0
ENSG00000112981,0,1,0,0
ENSG00000113161,0,1,0,0
ENSG00000113209,0,0,0,1
ENSG00000113211,0,0,0,1
ENSG00000113231,1,0,0,0
ENSG00000113396,0,1,0,1
ENSG00000114354,0,0,0,1
ENSG00000114374,1,1,1,1
ENSG00000114378,1,0,0,0
ENSG00000114423,0,0,0,1
ENSG00000114446,0,1,0,0
ENSG00000114770,0,0,0,1
ENSG00000114784,0,0,0,1
ENSG00000114850,1,0,0,0
ENSG00000114999,0,0,0,1
ENSG00000115129,1,0,0,0
ENSG00000115226,0,1,0,0
ENSG00000115297,0,1,0,0
ENSG00000115317,0,0,0,1
ENSG00000115361,1,0,0,1
ENSG00000115468,0,1,0,0
ENSG00000115556,0,0,0,1
ENSG00000115661,0,0,0,1
ENSG00000115806,0,1,0,0
ENSG00000115839,0,1,0,0
ENSG00000115884,0,0,0,1
ENSG00000115904,0,0,0,1
ENSG00000116329,0,0,0,1
ENSG00000116337,0,0,0,1
ENSG00000116350,0,1,0,0
ENSG00000116497,1,0,0,0
ENSG00000116661,0,1,0,1
ENSG00000116678,0,0,0,1
ENSG00000116863,0,0,0,1
ENSG00000116883,0,1,0,0
ENSG00000116885,0,1,0,0
ENSG00000116977,0,0,0,1
ENSG00000117395,0,1,0,0
ENSG00000117399,0,0,0,1
ENSG00000117477,0,1,0,0
ENSG00000117500,0,0,0,1
ENSG00000117594,0,1,0,0
ENSG00000117676,0,0,0,1
ENSG00000117713,0,1,0,0
ENSG00000118263,0,1,0,0
ENSG00000118707,0,0,0,1
ENSG00000119328,0,0,0,1
ENSG00000119547,0,0,0,1
ENSG00000119699,0,0,0,1
ENSG00000119703,0,1,0,0
ENSG00000119720,0,0,0,1
ENSG00000119977,1,0,0,1
ENSG00000120049,0,0,0,1
ENSG00000120057,1,0,0,0
ENSG00000120162,0,1,0,0
ENSG00000120256,0,1,0,0
ENSG00000120278,0,1,0,0
ENSG00000120318,1,0,0,0
ENSG00000120437,0,1,0,0
ENSG00000120690,0,1,0,0
ENSG00000120693,0,1,0,1
ENSG00000120729,0,1,0,0
ENSG00000120903,1,0,0,0
ENSG00000121207,0,1,0,1
ENSG00000121310,1,0,0,0
ENSG00000121316,0,1,0,0
ENSG00000121769,0,1,0,0
ENSG00000121898,0,1,0,1
ENSG00000122025,1,0,0,0
ENSG00000122034,0,1,0,0
ENSG00000122378,1,0,0,0
ENSG00000123146,0,1,0,0
ENSG00000123240,1,0,0,0
ENSG00000123416,0,1,0,0
ENSG00000123810,0,0,0,1
ENSG00000124120,0,1,0,0
ENSG00000124155,0,1,0,0
ENSG00000124299,0,0,0,1
ENSG00000124380,0,0,0,1
ENSG00000124486,1,1,1,1
ENSG00000124610,1,0,0,0
ENSG00000124613,0,1,0,0
ENSG00000124614,0,1,0,0
ENSG00000124785,1,0,0,0
ENSG00000124839,0,1,0,0
ENSG00000125144,0,0,0,1
ENSG00000125637,0,1,0,0
ENSG00000125895,0,1,0,0
ENSG00000126012,1,1,1,1
ENSG00000126216,0,1,0,0
ENSG00000126838,1,0,0,0
ENSG00000126883,0,1,0,0
ENSG00000127324,0,1,0,0
ENSG00000127445,0,1,0,0
ENSG00000127804,0,1,0,0
ENSG00000127946,1,0,0,0
ENSG00000127990,0,0,0,1
ENSG00000128159,0,0,0,1
ENSG00000128253,1,0,0,0
ENSG00000128283,0,1,0,0
ENSG00000128567,0,0,0,1
ENSG00000128578,1,1,0,0
ENSG00000129295,0,1,0,0
ENSG00000129355,0,1,0,0
ENSG00000129474,1,0,0,0
ENSG00000129534,1,0,0,0
ENSG00000129596,0,1,0,0
ENSG00000129824,1,1,1,1
ENSG00000130021,1,1,1,1
ENSG00000130035,0,1,0,0
ENSG00000130147,0,1,0,0
ENSG00000130159,0,0,0,1
ENSG00000130208,0,0,0,1
ENSG00000130475,1,0,0,0
ENSG00000130517,0,0,0,1
ENSG00000130520,0,1,0,0
ENSG00000130653,0,0,0,1
ENSG00000130707,1,0,0,0
ENSG00000130734,0,0,0,1
ENSG00000130741,1,1,1,1
ENSG00000130770,0,1,0,0
ENSG00000130775,0,1,0,0
ENSG00000130985,1,1,1,1
ENSG00000131002,1,1,1,1
ENSG00000131043,0,1,0,0
ENSG00000131187,0,0,0,1
ENSG00000131437,0,1,0,0
ENSG00000131788,0,1,0,0
ENSG00000131844,0,0,0,1
ENSG00000131885,0,1,0,0
ENSG00000131943,0,1,0,1
ENSG00000131951,0,1,0,0
ENSG00000132122,0,0,0,1
ENSG00000132182,1,0,0,0
ENSG00000132275,0,0,0,1
ENSG00000132475,0,1,0,0
ENSG00000132854,0,1,0,0
ENSG00000132912,0,1,0,1
ENSG00000133030,1,0,0,0
ENSG00000133134,0,1,0,0
ENSG00000133169,0,1,0,0
ENSG00000133739,0,0,0,1
ENSG00000133858,1,0,0,0
ENSG00000134072,0,1,0,0
ENSG00000134222,1,0,0,0
ENSG00000134343,1,0,0,0
ENSG00000134548,1,0,0,0
ENSG00000135074,0,0,0,1
ENSG00000135093,0,1,0,0
ENSG00000135127,0,0,0,1
ENSG00000135272,0,0,0,1
ENSG00000135336,0,0,0,1
ENSG00000135502,0,0,0,1
ENSG00000135905,1,0,0,0
ENSG00000136068,0,1,0,0
ENSG00000136231,1,0,1,0
ENSG00000136436,0,1,0,1
ENSG00000136709,0,1,0,0
ENSG00000136866,0,1,0,1
ENSG00000136868,1,0,0,0
ENSG00000137628,0,0,0,1
ENSG00000137819,0,1,0,0
ENSG00000137975,1,0,0,0
ENSG00000138161,1,0,0,0
ENSG00000138463,0,0,0,1
ENSG00000138674,0,0,0,1
ENSG00000138722,1,1,0,0
ENSG00000138735,0,0,0,1
ENSG00000138778,0,0,0,1
ENSG00000138821,0,0,0,1
ENSG00000138829,1,0,0,0
ENSG00000138964,0,0,0,1
ENSG00000139112,0,1,0,0
ENSG00000139292,0,1,0,0
ENSG00000139329,1,0,0,0
ENSG00000139352,1,0,0,0
ENSG00000139537,0,1,0,0
ENSG00000139714,0,1,0,0
ENSG00000139865,0,0,0,1
ENSG00000140067,0,0,0,1
ENSG00000140459,1,1,0,0
ENSG00000140474,0,0,0,1
ENSG00000140497,0,1,0,0
ENSG00000140519,1,0,0,0
ENSG00000140522,0,1,0,0
ENSG00000140836,0,1,0,0
ENSG00000140859,0,0,0,1
ENSG00000140941,0,0,0,1
ENSG00000141026,0,1,0,0
ENSG00000141232,0,0,0,1
ENSG00000141338,1,0,0,0
ENSG00000141380,0,1,0,0
ENSG00000141504,0,1,0,0
ENSG00000141582,0,1,0,0
ENSG00000141698,0,1,0,0
ENSG00000141744,0,0,0,1
ENSG00000142046,0,0,0,1
ENSG00000142208,0,0,0,1
ENSG00000142227,1,0,0,0
ENSG00000142279,1,0,0,0
ENSG00000142330,0,0,0,1
ENSG00000142449,1,0,0,0
ENSG00000143158,0,1,0,0
ENSG00000143164,0,1,0,0
ENSG00000143179,0,0,0,1
ENSG00000143195,1,0,0,0
ENSG00000143337,0,1,0,0
ENSG00000143367,1,0,0,0
ENSG00000143420,0,1,0,0
ENSG00000143515,0,0,0,1
ENSG00000143590,0,1,0,0
ENSG00000143630,0,1,0,0
ENSG00000143851,1,0,0,0
ENSG00000144028,0,1,0,0
ENSG00000144036,0,1,0,0
ENSG00000144191,1,0,0,0
ENSG00000144283,1,0,0,0
ENSG00000144550,0,1,0,0
ENSG00000144596,0,0,0,1
ENSG00000144635,0,1,0,0
ENSG00000144908,1,0,0,0
ENSG00000145012,0,0,0,1
ENSG00000145283,1,0,0,0
ENSG00000145391,0,1,0,0
ENSG00000145423,0,1,0,0
ENSG00000145681,0,1,0,0
ENSG00000146006,0,0,0,1
ENSG00000146007,0,1,0,0
ENSG00000146021,1,0,0,0
ENSG00000146223,0,1,0,0
ENSG00000146469,1,0,0,0
ENSG00000146674,1,0,0,0
ENSG00000146757,0,0,0,1
ENSG00000146842,0,0,0,1
ENSG00000146938,1,1,1,1
ENSG00000147003,1,0,0,0
ENSG00000147050,1,1,1,1
ENSG00000147124,0,0,1,0
ENSG00000147155,0,1,0,0
ENSG00000147697,1,0,0,0
ENSG00000148053,0,0,0,1
ENSG00000148204,1,0,0,1
ENSG00000149084,0,0,0,1
ENSG00000149294,0,1,0,0
ENSG00000149527,1,0,0,0
ENSG00000149531,1,1,1,1
ENSG00000149972,1,0,0,0
ENSG00000150361,0,0,0,1
ENSG00000150672,1,0,0,0
ENSG00000150867,0,1,0,0
ENSG00000150938,1,0,0,0
ENSG00000151150,1,0,0,0
ENSG00000151338,0,0,0,1
ENSG00000151422,0,0,0,1
ENSG00000152034,0,1,0,0
ENSG00000152082,0,0,0,1
ENSG00000152291,0,1,0,0
ENSG00000152377,0,1,0,0
ENSG00000152402,1,0,0,0
ENSG00000152760,0,1,0,0
ENSG00000152782,0,1,0,0
ENSG00000152818,0,0,0,1
ENSG00000152939,0,1,0,0
ENSG00000153048,0,0,0,1
ENSG00000153094,0,1,0,0
ENSG00000153558,0,1,0,0
ENSG00000153896,0,1,0,0
ENSG00000153904,0,0,0,1
ENSG00000153982,0,1,0,0
ENSG00000154144,1,0,0,0
ENSG00000154162,0,0,0,1
ENSG00000154175,0,0,0,1
ENSG00000154309,1,0,0,0
ENSG00000154620,1,1,1,1
ENSG00000154721,0,0,0,1
ENSG00000154723,0,0,0,1
ENSG00000154736,0,1,0,0
ENSG00000154874,1,0,0,0
ENSG00000155287,1,0,0,0
ENSG00000155313,0,1,0,0
ENSG00000155330,0,1,0,0
ENSG00000155367,0,1,0,0
ENSG00000155380,1,1,0,0
ENSG00000156239,1,0,0,0
ENSG00000156253,0,1,0,0
ENSG00000156381,0,1,0,0
ENSG00000156469,1,0,0,0
ENSG00000156510,0,1,0,0
ENSG00000157020,0,1,0,0
ENSG00000157778,0,1,0,0
ENSG00000157837,0,1,0,0
ENSG00000158195,0,1,0,0
ENSG00000158220,1,0,0,0
ENSG00000158423,1,1,0,0
ENSG00000158715,0,0,0,1
ENSG00000158747,0,1,0,0
ENSG00000158806,0,1,0,0
ENSG00000158865,0,0,0,1
ENSG00000158882,0,1,0,0
ENSG00000159140,0,1,0,0
ENSG00000159214,0,1,0,0
ENSG00000159461,0,0,0,1
ENSG00000159658,0,1,0,1
ENSG00000159915,0,1,0,0
ENSG00000160051,0,1,0,0
ENSG00000160111,1,0,0,0
ENSG00000160179,0,1,0,0
ENSG00000160310,0,0,0,1
ENSG00000160321,0,0,1,0
ENSG00000160326,0,1,0,0
ENSG00000160352,0,0,0,1
ENSG00000160439,0,1,0,0
ENSG00000160679,0,0,0,1
ENSG00000160752,0,1,0,0
ENSG00000160801,1,0,0,0
ENSG00000160808,1,1,0,1
ENSG00000160991,0,0,0,1
ENSG00000161405,0,1,0,0
ENSG00000162066,0,0,0,1
ENSG00000162144,0,0,0,1
ENSG00000162188,1,0,0,0
ENSG00000162241,0,0,0,1
ENSG00000162300,0,1,0,0
ENSG00000162373,0,1,0,0
ENSG00000162542,1,0,0,0
ENSG00000162599,0,0,0,1
ENSG00000162639,0,1,0,0
ENSG00000162878,0,1,0,0
ENSG00000162931,0,1,0,1
ENSG00000162994,0,0,0,1
ENSG00000163001,0,1,0,0
ENSG00000163046,0,1,0,0
ENSG00000163069,0,1,0,0
ENSG00000163154,0,0,0,1
ENSG00000163161,0,0,0,1
ENSG00000163166,1,0,0,0
ENSG00000163220,1,0,0,0
ENSG00000163251,0,1,0,0
ENSG00000163347,0,1,0,0
ENSG00000163374,0,1,0,0
ENSG00000163535,0,0,0,1
ENSG00000163749,1,1,0,1
ENSG00000163793,0,1,0,0
ENSG00000163795,0,0,0,1
ENSG00000163867,0,0,0,1
ENSG00000163872,1,0,0,0
ENSG00000164087,0,0,0,1
ENSG00000164171,0,0,0,1
ENSG00000164181,0,1,0,0
ENSG00000164197,0,0,0,1
ENSG00000164211,0,1,0,0
ENSG00000164244,0,1,0,0
ENSG00000164303,0,1,0,0
ENSG00000164309,0,0,1,1
ENSG00000164330,0,0,0,1
ENSG00000164591,0,1,0,0
ENSG00000164620,0,1,0,1
ENSG00000164741,0,1,0,0
ENSG00000164749,0,0,0,1
ENSG00000164823,1,0,0,0
ENSG00000164896,0,0,0,1
ENSG00000164930,1,0,0,0
ENSG00000165066,0,1,0,0
ENSG00000165246,1,1,1,1
ENSG00000165282,0,1,0,0
ENSG00000165509,0,1,0,0
ENSG00000165633,0,1,0,0
ENSG00000165671,1,0,0,0
ENSG00000165801,0,0,0,1
ENSG00000165804,0,0,0,1
ENSG00000165863,0,1,0,0
ENSG00000165887,0,0,0,1
ENSG00000165899,0,1,0,0
ENSG00000165943,0,1,0,0
ENSG00000166171,0,1,0,0
ENSG00000166265,1,0,0,0
ENSG00000166333,0,0,0,1
ENSG00000166394,0,0,0,1
ENSG00000166450,0,0,0,1
ENSG00000166473,1,0,0,0
ENSG00000166800,0,1,0,0
ENSG00000166845,0,0,0,1
ENSG00000166896,0,1,0,0
ENSG00000166922,0,1,0,0
ENSG00000166938,1,0,0,0
ENSG00000166965,0,1,0,0
ENSG00000167011,0,1,0,0
ENSG00000167081,0,1,0,0
ENSG00000167112,0,0,0,1
ENSG00000167123,1,0,0,1
ENSG00000167182,0,1,0,0
ENSG00000167302,0,0,0,1
ENSG00000167380,1,0,0,0
ENSG00000167461,0,0,0,1
ENSG00000167733,0,1,0,1
ENSG00000167754,0,0,0,1
ENSG00000167771,1,0,0,0
ENSG00000167779,0,0,0,1
ENSG00000167880,0,0,0,1
ENSG00000167996,0,1,0,0
ENSG00000168066,0,1,0,0
ENSG00000168438,1,0,0,0
ENSG00000168710,0,0,0,1
ENSG00000168734,0,0,0,1
ENSG00000168952,1,0,0,0
ENSG00000169031,0,0,0,1
ENSG00000169083,0,1,0,1
ENSG00000169087,0,1,0,0
ENSG00000169093,0,1,0,0
ENSG00000169169,0,0,0,1
ENSG00000169239,1,1,0,0
ENSG00000169249,1,1,1,1
ENSG00000169282,1,0,0,0
ENSG00000169291,1,0,0,0
ENSG00000169432,1,0,0,0
ENSG00000169567,0,1,0,0
ENSG00000169715,0,0,0,1
ENSG00000169750,0,1,0,0
ENSG00000169836,0,1,0,0
ENSG00000169884,0,1,0,1
ENSG00000169895,1,1,1,1
ENSG00000169953,1,1,1,0
ENSG00000169957,0,0,0,1
ENSG00000170011,1,0,0,0
ENSG00000170049,0,1,0,1
ENSG00000170074,0,1,0,0
ENSG00000170100,0,0,0,1
ENSG00000170160,1,0,0,0
ENSG00000170165,0,0,0,1
ENSG00000170458,0,0,0,1
ENSG00000170629,0,1,0,0
ENSG00000170743,0,1,0,0
ENSG00000170899,0,1,0,0
ENSG00000171045,0,0,0,1
ENSG00000171100,1,1,0,0
ENSG00000171148,0,1,0,0
ENSG00000171160,0,1,0,0
ENSG00000171189,1,1,0,0
ENSG00000171316,1,0,0,0
ENSG00000171453,0,0,0,1
ENSG00000171840,0,1,0,1
ENSG00000171861,0,0,0,1
ENSG00000172020,0,1,0,0
ENSG00000172059,1,0,0,0
ENSG00000172301,0,1,0,0
ENSG00000172432,0,0,0,1
ENSG00000172460,1,1,1,0
ENSG00000172465,0,1,0,0
ENSG00000172493,0,0,0,1
ENSG00000172594,0,0,0,1
ENSG00000172809,0,0,0,1
ENSG00000172817,0,1,0,1
ENSG00000173153,0,0,0,1
ENSG00000173253,0,1,0,0
ENSG00000173376,1,0,0,0
ENSG00000173597,1,1,0,1
ENSG00000173611,0,1,0,0
ENSG00000173660,0,1,0,0
ENSG00000173674,1,0,1,1
ENSG00000173801,0,1,0,0
ENSG00000173809,0,0,1,1
ENSG00000173812,0,1,0,0
ENSG00000173894,1,1,0,0
ENSG00000174007,0,1,0,0
ENSG00000174206,0,1,0,0
ENSG00000174482,1,0,0,0
ENSG00000174516,0,0,0,1
ENSG00000174521,0,1,0,0
ENSG00000174740,0,0,0,1
ENSG00000174796,0,0,0,1
ENSG00000174917,0,1,0,0
ENSG00000174963,1,0,0,0
ENSG00000174990,1,0,0,0
ENSG00000175164,1,0,0,0
ENSG00000175182,0,0,0,1
ENSG00000175279,0,0,0,1
ENSG00000175287,0,0,0,1
ENSG00000175416,0,1,0,0
ENSG00000175445,1,0,0,0
ENSG00000175518,0,1,0,0
ENSG00000175697,1,1,0,0
ENSG00000175701,0,1,0,0
ENSG00000175766,0,1,0,1
ENSG00000175970,0,0,0,1
ENSG00000175984,1,1,0,1
ENSG00000176435,1,1,0,0
ENSG00000176485,0,1,0,0
ENSG00000176728,1,1,1,1
ENSG00000177105,0,1,0,0
ENSG00000177119,0,0,0,1
ENSG00000177453,0,0,0,1
ENSG00000177599,0,1,0,1
ENSG00000177640,0,0,0,1
ENSG00000177738,0,1,0,0
ENSG00000177853,0,0,0,1
ENSG00000177954,0,0,0,1
ENSG00000178397,0,1,0,0
ENSG00000178403,1,0,0,0
ENSG00000178605,0,1,0,0
ENSG00000178607,0,1,0,0
ENSG00000178761,0,1,0,0
ENSG00000178947,0,1,0,0
ENSG00000179314,1,0,0,0
ENSG00000179403,0,1,0,0
ENSG00000179456,0,1,0,0
ENSG00000179468,1,0,0,0
ENSG00000179562,0,0,0,1
ENSG00000179761,1,0,0,0
ENSG00000179855,0,1,0,0
ENSG00000179909,0,1,0,0
ENSG00000179912,1,0,0,0
ENSG00000179950,0,0,0,1
ENSG00000180182,0,1,0,0
ENSG00000180370,0,1,0,0
ENSG00000180438,0,1,0,0
ENSG00000180448,0,0,0,1
ENSG00000180574,1,1,1,0
ENSG00000180758,1,0,0,0
ENSG00000180776,0,1,0,0
ENSG00000180777,0,1,0,1
ENSG00000180881,0,1,0,0
ENSG00000181215,0,0,0,1
ENSG00000181222,0,1,0,0
ENSG00000181350,0,1,0,0
ENSG00000181450,0,0,0,1
ENSG00000181804,0,0,0,1
ENSG00000181873,0,1,0,0
ENSG00000182107,1,0,0,1
ENSG00000182134,0,1,0,0
ENSG00000182141,0,0,0,1
ENSG00000182158,0,1,0,0
ENSG00000182272,0,0,0,1
ENSG00000182310,0,0,0,1
ENSG00000182378,1,1,1,0
ENSG00000182534,0,1,0,0
ENSG00000182575,1,0,0,0
ENSG00000182632,0,0,0,1
ENSG00000182768,0,0,0,1
ENSG00000182853,0,0,0,1
ENSG00000182912,1,1,1,0
ENSG00000182944,0,1,0,0
ENSG00000183087,0,0,0,1
ENSG00000183145,1,0,0,0
ENSG00000183283,1,1,0,0
ENSG00000183323,1,0,0,0
ENSG00000183570,0,0,0,1
ENSG00000183690,1,0,0,0
ENSG00000183828,0,0,0,1
ENSG00000183850,0,0,0,1
ENSG00000183878,1,1,1,1
ENSG00000183943,1,1,0,1
ENSG00000184117,0,1,0,0
ENSG00000184207,0,1,0,0
ENSG00000184216,0,0,0,1
ENSG00000184226,0,0,0,1
ENSG00000184254,1,0,0,0
ENSG00000184343,1,1,0,0
ENSG00000184384,0,0,0,1
ENSG00000184436,0,0,0,1
ENSG00000184515,0,1,0,0
ENSG00000184602,0,0,0,1
ENSG00000184678,0,1,0,0
ENSG00000184731,0,1,0,0
ENSG00000184809,1,0,0,0
ENSG00000184867,0,1,0,0
ENSG00000184887,0,0,0,1
ENSG00000184898,0,0,0,1
ENSG00000184905,0,1,0,0
ENSG00000184991,1,0,0,0
ENSG00000184999,0,1,0,0
ENSG00000185000,0,0,0,1
ENSG00000185043,1,0,0,0
ENSG00000185130,1,0,0,0
ENSG00000185275,1,1,1,0
ENSG00000185304,1,0,0,0
ENSG00000185361,1,0,0,1
ENSG00000185386,0,1,0,0
ENSG00000185477,0,0,0,1
ENSG00000185567,1,0,0,0
ENSG00000185722,0,1,0,0
ENSG00000185860,1,0,0,0
ENSG00000185909,0,1,0,0
ENSG00000185963,0,0,0,1
ENSG00000185973,0,1,0,0
ENSG00000186184,0,0,0,1
ENSG00000186204,0,0,0,1
ENSG00000186281,0,1,1,1
ENSG00000186310,1,0,0,1
ENSG00000186312,1,1,1,1
ENSG00000186369,0,1,0,0
ENSG00000186409,0,1,0,0
ENSG00000186446,0,1,0,0
ENSG00000186642,1,0,0,0
ENSG00000186675,1,1,0,0
ENSG00000186812,1,0,0,0
ENSG00000186814,0,0,0,1
ENSG00000186952,0,1,0,0
ENSG00000186960,0,0,0,1
ENSG00000186994,1,0,0,0
ENSG00000187051,0,0,0,1
ENSG00000187187,1,0,0,0
ENSG00000187260,0,1,0,0
ENSG00000187486,0,0,0,1
