gene_id,chr,gene_name,logFC,adj.P.Val
ENSG00000112851.14,5,ERBIN,-0.209237203280863,0.0283712485816993
ENSG00000139218.17,12,SCAF11,-0.111533034256698,0.0283712485816993
ENSG00000114631.10,3,PODXL2,0.15155367216866,0.0283712485816993
ENSG00000100897.17,14,DCAF11,0.124329042120942,0.0283712485816993
ENSG00000270659.1,2,,-0.287523909526387,0.0283712485816993
ENSG00000146263.11,6,MMS22L,-0.211661168912941,0.0283712485816993
ENSG00000156345.17,9,CDK20,0.136014382198426,0.0283712485816993
ENSG00000120594.16,10,PLXDC2,-0.155978150436902,0.0283712485816993
ENSG00000065243.19,1,PKN2,-0.135868874462834,0.0283712485816993
ENSG00000152969.18,4,JAKMIP1,0.157743106082294,0.0283712485816993
ENSG00000197057.9,4,DTHD1,-0.416135528749926,0.0283712485816993
ENSG00000148341.17,9,SH3GLB2,0.124190732529275,0.0283712485816993
ENSG00000169884.13,12,WNT10B,0.180837657013521,0.0283712485816993
ENSG00000107872.12,10,FBXL15,0.175270897233976,0.0283712485816993
ENSG00000278997.1,1,,-0.357660347399168,0.0283712485816993
ENSG00000259571.1,11,BLID,-0.36571571388647,0.0283712485816993
ENSG00000092531.9,15,SNAP23,-0.194263697523471,0.0283712485816993
ENSG00000153094.22,2,BCL2L11,-0.160076055220038,0.0283712485816993
ENSG00000138030.12,2,KHK,0.140305749455184,0.0283712485816993
ENSG00000100239.15,22,PPP6R2,0.0873451086560688,0.0283712485816993
ENSG00000146373.16,6,RNF217,-0.157768686076898,0.0283712485816993
ENSG00000011009.10,1,LYPLA2,0.143470662030978,0.0283712485816993
ENSG00000165244.6,9,ZNF367,-0.1677186162629,0.0283712485816993
ENSG00000156873.15,16,PHKG2,0.12193236572468,0.0283712485816993
ENSG00000186792.16,3,HYAL3,0.200662995155703,0.0283712485816993
ENSG00000119655.10,14,NPC2,-0.18765809791011,0.0283712485816993
ENSG00000276043.4,19,UHRF1,-0.323989327923655,0.0283712485816993
ENSG00000117500.12,1,TMED5,-0.163117006573166,0.0283712485816993
ENSG00000188573.7,5,FBLL1,0.219072348104403,0.0283712485816993
ENSG00000164342.12,4,TLR3,-0.228265537986902,0.0283712485816993
ENSG00000169756.16,2,LIMS1,-0.173949697216019,0.0283712485816993
ENSG00000275236.1,16,,-0.308192702815372,0.0283712485816993
ENSG00000267370.1,19,,-0.286325801648579,0.0283712485816993
ENSG00000250510.7,12,GPR162,0.168489098188613,0.0283712485816993
ENSG00000106327.12,7,TFR2,0.200106433372851,0.0283712485816993
ENSG00000231607.10,13,DLEU2,-0.190879311473312,0.0283712485816993
ENSG00000175416.12,5,CLTB,0.179326321166631,0.0283712485816993
ENSG00000178966.16,9,RMI1,-0.148367517384344,0.0283712485816993
ENSG00000075539.14,4,FRYL,-0.169728025646336,0.0283712485816993
ENSG00000171574.17,19,ZNF584,0.0931164533238798,0.0283712485816993
ENSG00000055211.12,6,GINM1,-0.0906255447323437,0.0283712485816993
ENSG00000198055.10,5,GRK6,0.122282638631139,0.0283712485816993
ENSG00000156876.9,1,SASS6,-0.134231071936659,0.0283712485816993
ENSG00000164161.9,4,HHIP,-0.366386138024508,0.0283712485816993
ENSG00000170348.8,14,TMED10,-0.0935085875599223,0.0283712485816993
ENSG00000216613.2,6,,-0.401657503524925,0.0283712485816993
ENSG00000169504.14,1,CLIC4,-0.254481698914633,0.0283712485816993
ENSG00000143420.18,1,ENSA,0.178244004342319,0.0283712485816993
ENSG00000115694.14,2,STK25,0.113923040515727,0.0283712485816993
ENSG00000123159.15,19,GIPC1,0.140780414083404,0.0283712485816993
ENSG00000162728.4,1,KCNJ9,0.142001116068206,0.0283712485816993
ENSG00000244738.1,3,,-0.540363165102692,0.0283712485816993
ENSG00000165716.10,9,DIPK1B,0.15437987388913,0.0283712485816993
ENSG00000079387.13,12,SENP1,-0.0910715192012435,0.0283712485816993
ENSG00000272944.1,2,,0.22827611753523,0.0283712485816993
ENSG00000103034.14,16,NDRG4,0.169390827152911,0.0283712485816993
ENSG00000120690.15,13,ELF1,-0.203640532802748,0.0283712485816993
ENSG00000101193.7,20,GID8,0.0592351301789016,0.0283712485816993
ENSG00000184207.8,16,PGP,0.141174229307703,0.0283712485816993
ENSG00000198915.11,10,RASGEF1A,0.110433798938153,0.0283712485816993
ENSG00000261335.1,17,,-0.236537780828647,0.0283712485816993
ENSG00000133275.15,19,CSNK1G2,0.134503717921555,0.0283712485816993
ENSG00000107130.9,9,NCS1,0.125668692836841,0.0283712485816993
ENSG00000087152.15,17,ATXN7L3,0.130132066182156,0.0283712485816993
ENSG00000213976.4,19,,-0.191202537593034,0.0283712485816993
ENSG00000105393.15,19,BABAM1,0.164005407683404,0.0283712485816993
ENSG00000178882.14,12,RFLNA,0.165804045332407,0.0283712485816993
ENSG00000105967.15,7,TFEC,-0.252641016200635,0.0283712485816993
ENSG00000272182.1,3,,-0.309221961064817,0.0283712485816993
ENSG00000130165.10,19,ELOF1,0.132878752065076,0.0283712485816993
ENSG00000172731.13,10,LRRC20,0.128327693247862,0.0283712485816993
ENSG00000039650.11,19,PNKP,0.144062397130998,0.0283712485816993
ENSG00000245105.2,12,A2M-AS1,-0.198925176514542,0.0283712485816993
ENSG00000188095.4,15,MESP2,0.26010740560486,0.0283712485816993
ENSG00000102981.9,16,PARD6A,0.168804134261823,0.0283712485816993
ENSG00000185105.5,17,MYADML2,0.272434029079665,0.0283712485816993
ENSG00000108309.13,17,RUNDC3A,0.159926574117048,0.0283712485816993
ENSG00000172782.11,17,FADS6,0.179629969016364,0.0283712485816993
ENSG00000182534.13,17,MXRA7,0.116754668735882,0.0283712485816993
ENSG00000158747.13,1,NBL1,0.183399190352433,0.0283712485816993
ENSG00000173137.11,8,ADCK5,0.173189459810739,0.0283712485816993
ENSG00000116337.15,1,AMPD2,0.121448309545276,0.0283712485816993
ENSG00000158882.14,1,TOMM40L,0.13483772829088,0.0283712485816993
ENSG00000169750.8,17,RAC3,0.225801957379525,0.0283712485816993
ENSG00000139350.11,12,NEDD1,-0.180854426032981,0.0283712485816993
ENSG00000172932.14,11,ANKRD13D,0.130669334500147,0.0283712485816993
ENSG00000162946.21,1,DISC1,-0.14167106280861,0.0283712485816993
ENSG00000163251.3,2,FZD5,-0.212277852670161,0.0283712485816993
ENSG00000123416.15,12,TUBA1B,0.206507469581742,0.0284166444713678
ENSG00000149289.10,11,ZC3H12C,-0.131153859054655,0.0284933934321214
ENSG00000023697.12,12,DERA,-0.129443544686416,0.0284933934321214
ENSG00000164062.12,3,APEH,0.137135220360221,0.0284933934321214
ENSG00000154642.10,21,C21orf91,-0.34745487641355,0.0284933934321214
ENSG00000073670.13,17,ADAM11,0.15886868249797,0.0284933934321214
ENSG00000138600.9,15,SPPL2A,-0.13240225774722,0.0284933934321214
ENSG00000164885.12,7,CDK5,0.213399226397148,0.0284933934321214
ENSG00000272121.1,3,,0.240658032226118,0.0284933934321214
ENSG00000104205.12,8,SGK3,-0.179079615908226,0.0284933934321214
ENSG00000179774.8,10,ATOH7,0.250024407024351,0.0284933934321214
ENSG00000136451.8,17,VEZF1,-0.147678157524252,0.0284933934321214
ENSG00000095209.11,9,TMEM38B,-0.192569355326619,0.0284933934321214
ENSG00000100151.15,22,PICK1,0.123775038218632,0.0284933934321214
ENSG00000119599.16,14,DCAF4,0.113205879126445,0.0285220253303072
ENSG00000134970.13,5,TMED7,-0.116610941980096,0.0287557163492178
ENSG00000175203.15,12,DCTN2,0.130294847316929,0.0287557163492178
ENSG00000070214.15,9,SLC44A1,-0.2114147221505,0.0287557163492178
ENSG00000079462.7,19,PAFAH1B3,0.187907484990602,0.0287557163492178
ENSG00000157107.13,5,FCHO2,-0.128041936349188,0.0287557163492178
ENSG00000100379.17,22,KCTD17,0.155404298867635,0.0289991798964125
ENSG00000128285.4,22,MCHR1,0.258305992781349,0.0289991798964125
ENSG00000103512.14,16,NOMO1,0.130920233984225,0.0289991798964125
ENSG00000186732.13,22,MPPED1,0.154140000532366,0.0289991798964125
ENSG00000170185.9,4,USP38,-0.0934213474757316,0.0289991798964125
ENSG00000012983.11,14,MAP4K5,-0.156465582128877,0.0289991798964125
ENSG00000139737.21,13,SLAIN1,-0.198783963634615,0.0289991798964125
ENSG00000167733.13,19,HSD11B1L,0.18768652215963,0.0289991798964125
ENSG00000175166.16,3,PSMD2,0.115749114214535,0.0289991798964125
ENSG00000168152.12,4,THAP9,-0.16483063410799,0.0289991798964125
ENSG00000030066.13,11,NUP160,-0.117036898168414,0.0289991798964125
ENSG00000213390.10,10,ARHGAP19,-0.127732489206548,0.0289991798964125
ENSG00000100485.11,14,SOS2,-0.117195617827538,0.0289991798964125
ENSG00000136436.14,17,CALCOCO2,-0.196651316712068,0.0289991798964125
ENSG00000226137.5,17,BAIAP2-DT,0.177529481376432,0.0289991798964125
ENSG00000141646.13,18,SMAD4,-0.112558612151146,0.0289991798964125
ENSG00000155252.13,10,PI4K2A,0.085307084881388,0.0289991798964125
ENSG00000090971.4,19,NAT14,0.198229037709594,0.0289991798964125
ENSG00000153406.13,16,NMRAL1,0.160462101483085,0.0289991798964125
ENSG00000185386.14,22,MAPK11,0.13843969776789,0.0289991798964125
ENSG00000111877.17,6,MCM9,-0.0918430319008735,0.0289991798964125
ENSG00000101463.5,20,SYNDIG1,0.13597652833784,0.0289991798964125
ENSG00000141959.16,21,PFKL,0.131552176684296,0.0289991798964125
ENSG00000261696.1,9,,-0.369284070564064,0.0289991798964125
ENSG00000011258.15,17,MBTD1,-0.110219686408325,0.0289991798964125
ENSG00000198130.15,2,HIBCH,-0.135075903675249,0.0289991798964125
ENSG00000104522.15,8,GFUS,0.158241350209701,0.0289991798964125
ENSG00000124688.13,6,MAD2L1BP,0.157940650159896,0.0289991798964125
ENSG00000131187.9,5,F12,0.222715076501464,0.0289991798964125
ENSG00000118046.14,19,STK11,0.114089851926638,0.0289991798964125
ENSG00000151303.11,10,,-0.410281574209871,0.0289991798964125
ENSG00000139405.15,12,RITA1,0.14719644192232,0.0289991798964125
ENSG00000154727.10,21,GABPA,-0.120975546768893,0.0289991798964125
ENSG00000170629.14,7,DPY19L2P2,0.102511172016033,0.0289991798964125
ENSG00000276075.1,16,,0.199778600169517,0.0289991798964125
ENSG00000139263.11,12,LRIG3,-0.192876143459261,0.0289991798964125
ENSG00000183891.5,2,TTC32,-0.175276809279611,0.0289991798964125
ENSG00000131375.9,3,CAPN7,-0.088386672700034,0.0289991798964125
ENSG00000114978.17,2,MOB1A,-0.125592557196414,0.0289991798964125
ENSG00000167700.8,8,MFSD3,0.195471501757411,0.0289991798964125
ENSG00000170445.12,5,HARS1,0.103932375979915,0.0289991798964125
ENSG00000163930.9,3,BAP1,0.117344226474097,0.0289991798964125
ENSG00000068383.18,10,INPP5A,0.0848982655756484,0.0289991798964125
ENSG00000127507.17,19,ADGRE2,-0.440379872515963,0.0289991798964125
ENSG00000138472.10,3,GUCA1C,0.533667001558951,0.0295882615108317
ENSG00000126091.19,1,ST3GAL3,0.133919831521766,0.0295882615108317
ENSG00000145604.15,5,SKP2,-0.113876976684509,0.0295882615108317
ENSG00000111667.13,12,USP5,0.137577705642542,0.0296222335687222
ENSG00000083454.21,17,P2RX5,0.194417847755891,0.0296222335687222
ENSG00000283236.1,19,,-0.24080225638826,0.0296222335687222
ENSG00000241370.5,6,RPP21,0.181014462769903,0.0296222335687222
ENSG00000142252.10,19,GEMIN7,0.138371872955869,0.0296222335687222
ENSG00000163629.12,4,PTPN13,-0.123851939355857,0.0296222335687222
ENSG00000170234.12,5,PWWP2A,-0.0949160095727658,0.0296222335687222
ENSG00000198001.13,12,IRAK4,-0.136127953213186,0.0296222335687222
ENSG00000197457.9,20,STMN3,0.167745332478535,0.0296222335687222
ENSG00000166348.18,10,USP54,-0.204087540509734,0.0296222335687222
ENSG00000174844.14,3,DNAH12,-0.252859823104992,0.0296222335687222
ENSG00000067606.16,1,PRKCZ,0.172646333820892,0.0296222335687222
ENSG00000165185.14,9,KIAA1958,-0.17790917460106,0.0296222335687222
ENSG00000243317.7,7,STMP1,-0.111062938210014,0.0296222335687222
ENSG00000132122.11,1,SPATA6,-0.178636350857216,0.0296222335687222
ENSG00000115084.13,2,SLC35F5,-0.120350778350244,0.0296222335687222
ENSG00000188269.9,19,OR7A5,-0.693401442023948,0.0296222335687222
ENSG00000178202.12,11,POGLUT3,-0.123420327692997,0.0296222335687222
ENSG00000235903.7,13,CPB2-AS1,-0.230331081906831,0.0296222335687222
ENSG00000166845.13,18,C18orf54,-0.238199330621906,0.0296222335687222
ENSG00000161203.13,3,AP2M1,0.20469934003131,0.0296222335687222
ENSG00000105173.13,19,CCNE1,0.151173190025059,0.0296222335687222
ENSG00000255423.1,3,EBLN2,-0.254501586960131,0.0296222335687222
ENSG00000139637.13,12,MYG1,0.162252171953113,0.0296222335687222
ENSG00000105963.13,7,ADAP1,0.13751144091182,0.0296222335687222
ENSG00000177694.15,3,NAALADL2,-0.147734806925415,0.0296222335687222
ENSG00000238227.7,9,TMEM250,0.130014832012307,0.0296222335687222
ENSG00000074695.5,18,LMAN1,-0.109512301569596,0.0296222335687222
ENSG00000148334.14,9,PTGES2,0.156875393237696,0.0296222335687222
ENSG00000215305.9,20,VPS16,0.122708248558293,0.0296222335687222
ENSG00000184887.13,14,BTBD6,0.144495956319473,0.0296222335687222
ENSG00000085719.12,8,CPNE3,-0.141642758130108,0.0296222335687222
ENSG00000149311.18,11,ATM,-0.118120430200091,0.0296222335687222
ENSG00000124608.4,6,AARS2,0.113968799591051,0.0296222335687222
ENSG00000173227.13,11,SYT12,0.198281454998487,0.0296222335687222
ENSG00000187730.8,1,GABRD,0.207613084550133,0.0296222335687222
ENSG00000102699.5,13,PARP4,-0.192124512119449,0.0296222335687222
ENSG00000163884.3,3,KLF15,-0.194632371426097,0.0296222335687222
ENSG00000124194.16,20,GDAP1L1,0.150244487806143,0.0296222335687222
ENSG00000001629.9,7,ANKIB1,-0.0899519997086351,0.0296222335687222
ENSG00000236104.2,6,ZBTB22,0.125768245856897,0.0296222335687222
ENSG00000178773.14,16,CPNE7,0.179760091348616,0.0296222335687222
ENSG00000066084.12,12,DIP2B,-0.138682236211023,0.0297237404018533
ENSG00000240771.6,12,ARHGEF25,0.157158529331115,0.0297237404018533
ENSG00000164938.13,8,TP53INP1,-0.168099603632648,0.0298172240076821
ENSG00000164406.7,5,LEAP2,-0.280435190424344,0.0298172240076821
ENSG00000125877.12,20,ITPA,0.161776165474939,0.0298172240076821
ENSG00000006831.9,12,ADIPOR2,-0.163234015428334,0.0298291649469903
ENSG00000116704.7,1,SLC35D1,-0.114625088349085,0.0298291649469903
ENSG00000182870.12,12,GALNT9,0.162840656353308,0.0298550149866025
ENSG00000149930.17,16,TAOK2,0.105565557940346,0.0298550149866025
ENSG00000156603.16,11,MED19,0.139132578472177,0.0298550149866025
ENSG00000205765.8,5,C5orf51,-0.139920925484818,0.0298550149866025
ENSG00000021355.12,6,SERPINB1,-0.222210062564545,0.0298550149866025
ENSG00000103269.13,16,RHBDL1,0.171192640429165,0.0298550149866025
ENSG00000106348.16,7,IMPDH1,0.126186116648116,0.0298550149866025
ENSG00000176208.8,17,ATAD5,-0.208837479332471,0.0298550149866025
ENSG00000136059.14,3,VILL,0.176662628798227,0.0298550149866025
ENSG00000010256.10,3,UQCRC1,0.16009299304083,0.0298880096677389
ENSG00000116266.10,1,STXBP3,-0.122555286080666,0.0300932486575351
ENSG00000004142.11,17,POLDIP2,0.0991610183586878,0.0300932486575351
ENSG00000158828.7,1,PINK1,0.143920624751499,0.0300932486575351
ENSG00000099849.14,11,RASSF7,0.16608135786984,0.0300932486575351
ENSG00000178233.17,6,TMEM151B,0.167612953994182,0.0301194804318102
ENSG00000178149.16,3,DALRD3,0.120065817323154,0.0301194804318102
ENSG00000071991.8,18,CDH19,-0.376194317989435,0.0301194804318102
ENSG00000106868.16,9,SUSD1,0.107280895514203,0.0301194804318102
ENSG00000261997.1,16,,-0.250747968755473,0.0302627786796512
ENSG00000212126.3,12,TAS2R50,-0.27047396840669,0.0302747947623171
ENSG00000197043.13,5,ANXA6,0.211199419511079,0.030378770316363
ENSG00000163913.11,3,IFT122,0.107885490101033,0.030378770316363
ENSG00000260572.1,3,,-0.127726660235457,0.030378770316363
ENSG00000111652.9,12,COPS7A,0.147043163801603,0.030378770316363
ENSG00000066032.18,2,CTNNA2,0.104486232072511,0.0303810158862097
ENSG00000170836.11,17,PPM1D,-0.0906938464155429,0.0303810158862097
ENSG00000152683.14,2,SLC30A6,-0.097136686790772,0.0304132071744712
ENSG00000179104.8,12,TMTC2,-0.165840890595568,0.0304132071744712
ENSG00000129422.14,8,MTUS1,-0.190608598460648,0.0305095875582314
ENSG00000276334.1,2,,-0.217872037496113,0.0305095875582314
ENSG00000110756.17,11,HPS5,-0.150970760982708,0.0305095875582314
ENSG00000107742.12,10,SPOCK2,0.102893420743162,0.0305095875582314
ENSG00000028116.16,2,VRK2,-0.285358778024575,0.0308396258182231
ENSG00000104611.11,8,SH2D4A,-0.208029415533929,0.0308396258182231
ENSG00000106546.12,7,AHR,-0.106577102236028,0.0308930271580301
ENSG00000173369.15,1,C1QB,-0.386437193875848,0.0308930271580301
ENSG00000247317.3,8,LY6E-DT,0.133036921844126,0.0310179442829168
ENSG00000105255.10,19,FSD1,0.137975171955344,0.0310179442829168
ENSG00000138028.15,2,CGREF1,0.175037397477043,0.0311016931657766
ENSG00000172137.18,16,CALB2,0.280408719092387,0.0311518070748319
ENSG00000241360.1,22,PDXP,0.175215305392825,0.0311518070748319
ENSG00000234456.7,7,MAGI2-AS3,-0.155732469294642,0.0311518070748319
ENSG00000033050.7,7,ABCF2,0.0908621068008321,0.0311518070748319
ENSG00000112578.9,6,BYSL,0.133940878144579,0.0311518070748319
ENSG00000087253.12,16,LPCAT2,-0.216175560413678,0.0311518070748319
ENSG00000073417.14,15,PDE8A,-0.202285811921508,0.0311978250538436
ENSG00000065809.13,10,FAM107B,-0.276607675484783,0.0313461297168185
ENSG00000129355.6,19,CDKN2D,0.208861524672739,0.0313461297168185
ENSG00000130176.7,19,CNN1,0.247959818280327,0.0313461297168185
ENSG00000116574.5,1,RHOU,-0.209752226838741,0.031495678099289
ENSG00000131323.14,14,TRAF3,0.0929497607609413,0.031495678099289
ENSG00000130734.9,19,ATG4D,0.147452547820566,0.031495678099289
ENSG00000215041.9,17,NEURL4,0.102964995476002,0.031495678099289
ENSG00000125170.10,16,DOK4,0.154264310734387,0.031495678099289
ENSG00000080822.16,3,CLDND1,-0.254316123942775,0.031495678099289
ENSG00000174516.14,11,PELI3,0.161122202265609,0.0317875202363859
ENSG00000136518.16,3,ACTL6A,-0.182917269063879,0.0317875202363859
ENSG00000196417.12,19,ZNF765,-0.140016444142687,0.0317875202363859
ENSG00000186231.16,6,KLHL32,-0.138711239130067,0.0317875202363859
ENSG00000140575.12,15,IQGAP1,-0.204488676366617,0.0317875202363859
ENSG00000143315.6,1,PIGM,-0.0850052663087265,0.0318529734771009
ENSG00000114544.16,3,SLC41A3,0.10706245182162,0.0318710769934023
ENSG00000184508.10,15,HDDC3,0.150049236872323,0.0318710769934023
ENSG00000183207.13,19,RUVBL2,0.148057767779019,0.031931788529263
ENSG00000168824.14,4,NSG1,0.197220861907542,0.0319901499196099
ENSG00000232995.7,1,,-0.181436686128896,0.0321206610936964
ENSG00000147457.13,8,CHMP7,0.0891112145235142,0.0321558582815173
ENSG00000204371.11,6,EHMT2,0.116372969562637,0.0322461649605016
ENSG00000165724.5,9,ZMYND19,0.127839065646478,0.0322461649605016
ENSG00000204498.10,6,NFKBIL1,0.12264374195657,0.0322461649605016
ENSG00000142556.18,19,ZNF614,-0.0733092983163358,0.0322461649605016
ENSG00000226318.1,10,RPS3AP38,-0.318882727993444,0.0322461649605016
ENSG00000162302.12,11,RPS6KA4,0.141342194375045,0.0322514195143752
ENSG00000082074.15,5,FYB1,-0.282694580444199,0.0325082930771421
ENSG00000137522.17,11,RNF121,0.0817962717047271,0.0325162320004668
ENSG00000138496.16,3,PARP9,-0.222316125185753,0.0325162320004668
ENSG00000118515.11,6,SGK1,-0.226384412292558,0.0325162320004668
ENSG00000139890.9,14,REM2,0.199287758642365,0.0325162320004668
ENSG00000141098.12,16,GFOD2,0.119491424606961,0.0325162320004668
ENSG00000248487.8,3,ABHD14A,0.160791269101873,0.0325162320004668
ENSG00000033170.16,14,FUT8,-0.0862789617171158,0.0325162320004668
ENSG00000075234.16,22,TTC38,-0.186489220996228,0.0325162320004668
ENSG00000214013.9,15,GANC,-0.135549035126592,0.0325162320004668
ENSG00000134352.19,5,IL6ST,-0.108154249024751,0.0325162320004668
ENSG00000066855.15,8,MTFR1,-0.127679457693989,0.0325162320004668
ENSG00000168000.14,11,BSCL2,0.169735526367584,0.0325162320004668
ENSG00000008382.15,19,MPND,0.145754990205773,0.0325162320004668
ENSG00000100321.14,22,SYNGR1,0.148067529853817,0.0325162320004668
ENSG00000134247.9,1,PTGFRN,0.0979084306634978,0.0325162320004668
ENSG00000113108.19,5,APBB3,0.123417522230241,0.0325162320004668
ENSG00000261236.7,8,BOP1,0.153410118990673,0.0325162320004668
ENSG00000126214.21,14,KLC1,0.144700608619278,0.0328447767143867
ENSG00000116044.15,2,NFE2L2,-0.16327865080311,0.0328447767143867
ENSG00000166986.14,12,MARS1,0.097917454338032,0.0328447767143867
ENSG00000008282.8,7,SYPL1,-0.193773810423301,0.0328509357652827
ENSG00000273312.2,10,,0.219523529790917,0.0329051406434903
ENSG00000149657.19,20,LSM14B,0.117629671787591,0.0329466540401009
ENSG00000123870.10,19,ZNF137P,-0.195795058251125,0.0330006091153802
ENSG00000103540.16,16,CCP110,-0.137761474889206,0.0330006091153802
ENSG00000058404.19,7,CAMK2B,0.155056846730931,0.0330006091153802
ENSG00000006530.15,7,AGK,0.0842236726312155,0.0330006091153802
ENSG00000231999.6,1,LRRC8C-DT,-0.158711614719089,0.0330006091153802
ENSG00000140299.11,15,BNIP2,-0.144108252175802,0.0330006091153802
ENSG00000164292.12,5,RHOBTB3,-0.178013021623445,0.0330006091153802
