gene_id,Chrom,Symbol,logFC,adj.P.Val
ENSG00000104321.11,8,TRPA1,-0.205861461272061,0.0008545310789802
ENSG00000186281.12,2,GPAT2,0.2230095035298,0.0008930593821652
ENSG00000175287.19,9,PHYHD1,0.233932535530049,0.0009455431002335
ENSG00000184898.7,2,RBM43,-0.164576310682551,0.0010976071356103
ENSG00000010282.14,3,HHATL,0.203094464903387,0.0011044267510837
ENSG00000136866.13,9,ZFP37,-0.124926785072832,0.001114805590226
ENSG00000196517.11,1,SLC6A9,0.209869669511018,0.0011591835094485
ENSG00000189134.3,6,NKAPL,0.177568993189355,0.0014444765786812
ENSG00000254746.5,11,AC103855.2,0.231840678219314,0.0014913293861627
ENSG00000091436.17,2,MAP3K20,-0.117673076341249,0.00149948622919
ENSG00000173809.18,19,AC008736.1,-0.29433861403158,0.0016334521809051
ENSG00000008394.13,12,MGST1,-0.181152936711192,0.0019173809070555
ENSG00000240859.2,7,AC093627.4,0.220952717367267,0.0019173809070555
ENSG00000286156.1,2,AC026273.1,0.107134438560495,0.0020254548855088
ENSG00000116661.11,1,FBXO2,0.153453978824213,0.0022573497045543
ENSG00000103599.20,15,IQCH,-0.10112387434785,0.0023961727044048
ENSG00000168710.18,1,AHCYL1,-0.124825159742139,0.0024785834086981
ENSG00000114354.14,3,TFG,-0.0774894048741354,0.0024785834086981
ENSG00000204179.10,10,PTPN20,0.268053427218706,0.0024785834086981
ENSG00000182310.14,19,SPACA6,0.194446375233358,0.0024785834086981
ENSG00000081818.3,5,PCDHB4,-0.126512775624924,0.0024938425914287
ENSG00000049089.15,1,COL9A2,0.165109726246201,0.0026987152591092
ENSG00000276334.1,2,AL133243.2,-0.163968303048336,0.0028249676845574
ENSG00000233223.2,17,AC016876.1,0.190556299136914,0.0029438940808701
ENSG00000276591.1,9,GXYLT1P5,0.418871131112233,0.0030377952003866
ENSG00000144596.13,3,GRIP2,0.137644497761091,0.0034500227400892
ENSG00000112294.12,6,ALDH5A1,-0.0769484107229396,0.0034500227400892
ENSG00000273442.1,22,AC006946.3,0.245475042230137,0.0035455421644852
ENSG00000180777.13,18,ANKRD30B,0.154881849141369,0.0036499644210301
ENSG00000068831.19,11,RASGRP2,0.149180128266595,0.0038618625085765
ENSG00000162599.16,1,NFIA,-0.12212642923068,0.00397597374899
ENSG00000159658.11,1,EFCAB14,-0.0870120575190601,0.0039873343441466
ENSG00000141232.5,17,TOB1,-0.146828226560039,0.0040096904717577
ENSG00000095066.11,19,HOOK2,0.142297692734279,0.0046287228870126
ENSG00000226581.1,7,AC092634.3,-0.272162009247581,0.0048507743404453
ENSG00000150361.12,13,KLHL1,-0.182367257956724,0.0051961072520023
ENSG00000120049.19,10,KCNIP2,0.131301543846829,0.0052338637508882
ENSG00000197712.12,4,FAM114A1,-0.102457007489567,0.0056079673324679
ENSG00000182141.10,19,ZNF708,-0.112525284940744,0.0056170430524128
ENSG00000163867.17,1,ZMYM6,-0.092531006617584,0.0062384529479224
ENSG00000153048.11,16,CARHSP1,0.145577585494789,0.0062889990443979
ENSG00000173597.9,4,SULT1B1,-0.333204128725113,0.0069036562258619
ENSG00000238217.5,2,LINC01877,-0.225170730350405,0.0069761618820454
ENSG00000054654.16,14,SYNE2,-0.109343114981716,0.0073578827724118
ENSG00000244617.2,2,ASPRV1,0.162052326482443,0.0076463470242566
ENSG00000177453.7,5,NIM1K,0.0844298401213478,0.0076463470242566
ENSG00000163535.18,2,SGO2,-0.121829217312752,0.0076463470242566
ENSG00000160808.9,3,MYL3,-0.214663656602643,0.0082844285054129
ENSG00000183850.14,19,ZNF730,-0.243506566309225,0.0083487499571347
ENSG00000117676.14,1,RPS6KA1,0.134279654920008,0.0083487499571347
ENSG00000005981.13,7,ASB4,0.220983386788664,0.0083487499571347
ENSG00000158865.12,16,SLC5A11,0.211455934273656,0.0086487215945791
ENSG00000012048.22,17,BRCA1,-0.0953312603859724,0.0087023841926704
ENSG00000229422.2,9,AL512625.2,0.216186327415176,0.0088806911353265
ENSG00000105656.13,19,ELL,0.135135156662283,0.0089849714441348
ENSG00000196951.10,4,SCOC-AS1,-0.173522613218533,0.0089849714441348
ENSG00000151338.18,14,MIPOL1,-0.101646057147661,0.0089858953228402
ENSG00000258708.1,14,SLC25A21-AS1,-0.200855137736169,0.0089939427313361
ENSG00000169031.19,2,COL4A3,-0.103623267427849,0.0090051538062617
ENSG00000177853.14,10,ZNF518A,-0.0927335835858788,0.009170203799426
ENSG00000174796.12,4,THAP6,-0.0816489882219081,0.009170203799426
ENSG00000101412.13,20,E2F1,0.140767777942875,0.0093698596066553
ENSG00000186204.14,19,CYP4F12,-0.437016511561575,0.0094182244996942
ENSG00000131943.17,19,C19orf12,0.0662317817940072,0.0094904722490834
ENSG00000133739.16,8,LRRCC1,-0.131418257208252,0.0094904722490834
ENSG00000103037.11,16,SETD6,0.0801498200088984,0.0096461847119741
ENSG00000255642.1,12,PABPC1P4,0.171304146365913,0.0101700453096197
ENSG00000066185.13,1,ZMYND12,-0.148554534972095,0.0107310455198017
ENSG00000166394.15,11,CYB5R2,0.16880756450337,0.0108209182810013
ENSG00000268686.1,19,AC010643.1,0.304730161568847,0.0108209182810013
ENSG00000146842.17,7,TMEM209,-0.104586527744967,0.010839019637118
ENSG00000280077.1,9,AL353763.2,-0.130069835735069,0.0108478062931348
ENSG00000169884.14,12,WNT10B,0.135415710996782,0.0109507923939283
ENSG00000148053.16,9,NTRK2,-0.0820778643708819,0.0111296793194271
ENSG00000115904.12,2,SOS1,-0.0738502667946752,0.0111296793194271
ENSG00000131844.16,5,MCCC2,-0.0851647226885584,0.0111296793194271
ENSG00000065621.15,10,GSTO2,0.134797729243922,0.0111296793194271
ENSG00000121207.12,4,LRAT,-0.224299904849841,0.0114350075310521
ENSG00000148204.12,9,CRB2,0.20265094137624,0.0114350075310521
ENSG00000223044.1,6,RNU6-130P,-0.190532017934145,0.011705314883455
ENSG00000185963.14,9,BICD2,0.0601392599009164,0.0117797352000145
ENSG00000179950.13,8,PUF60,0.098928973589106,0.0118930464431398
ENSG00000100968.14,14,NFATC4,0.206531691145119,0.0119715152635199
ENSG00000113211.5,5,PCDHB6,-0.128919273847018,0.0120077193176655
ENSG00000273203.1,22,AC006946.2,0.157339359705471,0.0123950966363892
ENSG00000245958.6,4,AC093752.1,-0.0867217984480514,0.0123950966363892
ENSG00000170458.14,5,CD14,0.28671543187582,0.0123950966363892
ENSG00000256616.3,18,AP002414.2,-0.207852070052058,0.0128586981705782
ENSG00000164171.11,5,ITGA2,-0.110688754530379,0.0130806751657255
ENSG00000132275.11,11,RRP8,0.0601808498019692,0.0131833196793136
ENSG00000186814.14,18,ZSCAN30,-0.0587163044700049,0.0131833196793136
ENSG00000189079.16,12,ARID2,-0.0521139899215612,0.0135474996956669
ENSG00000182632.15,10,CCNYL2,-0.238178761310832,0.013717110395957
ENSG00000184436.11,22,THAP7,0.114156819627737,0.0141259918404466
ENSG00000162144.9,11,CYB561A3,0.118271255618421,0.0142351456478145
ENSG00000093167.18,3,LRRFIP2,0.0528043314956397,0.0142351456478145
ENSG00000135502.17,12,SLC26A10,0.308757933727297,0.0146550906858747
ENSG00000227456.8,21,LINC00310,0.187059635122518,0.0149396555935318
ENSG00000169957.10,16,ZNF768,0.123666958416646,0.0149396555935318
ENSG00000166845.15,18,C18orf54,-0.124938643696667,0.0151212724636195
ENSG00000197586.12,20,ENTPD6,0.0899122143677803,0.015704338998889
ENSG00000257986.2,14,LINC02306,0.186329344426344,0.0157388663483642
ENSG00000170100.13,16,ZNF778,0.0706651801368415,0.0161776660426753
ENSG00000188266.14,15,HYKK,-0.107068642280539,0.0161776660426753
ENSG00000114423.21,3,CBLB,-0.0646235520472934,0.0165568682464639
ENSG00000135127.11,12,BICDL1,0.105338553131879,0.0165568682464639
ENSG00000138735.16,4,PDE5A,-0.0810841175847835,0.0165568682464639
ENSG00000215548.2,9,FRG1JP,0.453673333835065,0.016788682979169
ENSG00000175984.15,1,DENND2C,-0.131362024735528,0.016788682979169
ENSG00000196268.11,19,ZNF493,-0.0811008850536329,0.0170025938413558
ENSG00000110002.15,11,VWA5A,-0.0994676853576724,0.0174680698855845
ENSG00000121898.13,10,CPXM2,-0.202621132705265,0.0174680698855845
ENSG00000084636.18,1,COL16A1,0.162538371800338,0.0174680698855845
ENSG00000138778.11,4,CENPE,-0.148773416475151,0.0175446846552654
ENSG00000163795.14,2,ZNF513,0.131772265875535,0.0175446846552654
ENSG00000182853.12,17,VMO1,0.264267261362076,0.0175471409489391
ENSG00000167123.19,9,CERCAM,0.204189516927856,0.0180286454789713
ENSG00000198408.14,10,OGA,-0.0611254015177594,0.0181070501485069
ENSG00000164197.12,5,RNF180,-0.101644187941954,0.018189536641841
ENSG00000105443.15,19,CYTH2,0.0894163439444245,0.0182910451851917
ENSG00000198342.10,19,ZNF442,-0.168744058180467,0.0190038408476441
ENSG00000186184.17,13,POLR1D,-0.0604715381565048,0.0190038408476441
ENSG00000132122.12,1,SPATA6,-0.0900407952831585,0.0190096118093408
ENSG00000185361.9,19,TNFAIP8L1,0.126930578887279,0.0190096118093408
ENSG00000166450.13,15,PRTG,-0.144799948171251,0.0190096118093408
ENSG00000227057.10,6,WDR46,0.0911432457319776,0.0195178526299644
ENSG00000165801.10,14,ARHGEF40,0.122480841221734,0.0195178526299644
ENSG00000228058.1,1,LINC01736,0.358405078682795,0.0195178526299644
ENSG00000181450.17,1,ZNF678,-0.103076410858376,0.019752027017844
ENSG00000063761.16,14,ADCK1,0.126483702807072,0.0198668396611303
ENSG00000163154.6,1,TNFAIP8L2,0.198096364724874,0.0203223261848308
ENSG00000112782.17,6,CLIC5,-0.137134403580585,0.0203223261848308
ENSG00000214706.10,3,IFRD2,0.126665871059518,0.0203223261848308
ENSG00000081665.14,19,ZNF506,-0.0731834011049665,0.0203818082536576
ENSG00000198286.9,7,CARD11,0.206813258313135,0.0205052935768471
ENSG00000188011.5,2,RTP5,0.236424053569492,0.0205052935768471
ENSG00000277782.1,15,AC068870.2,-0.245308286619908,0.0205052935768471
ENSG00000196935.9,12,SRGAP1,-0.094155221419856,0.021090408724016
ENSG00000184384.14,11,MAML2,-0.0946389094492333,0.0215579451173556
ENSG00000172493.20,4,AFF1,-0.0625045886470929,0.0215579451173556
ENSG00000104267.10,8,CA2,0.150280534361257,0.0215579451173556
ENSG00000250198.2,5,LINC02199,0.182241140806692,0.0215579451173556
ENSG00000237438.7,22,CECR7,0.143798273087765,0.0215579451173556
ENSG00000182107.6,14,TMEM30B,-0.324905381010782,0.0215579451173556
ENSG00000167779.9,12,IGFBP6,0.13556808696447,0.0215579451173556
ENSG00000166333.13,11,ILK,0.209119001763261,0.0215579451173556
ENSG00000213973.9,19,ZNF99,-0.226342025312275,0.0215579451173556
ENSG00000120693.13,13,SMAD9,-0.09831060950791,0.0217013726198644
ENSG00000279923.1,5,AC022417.1,-0.131134723014834,0.0217013726198644
ENSG00000273604.1,17,EPOP,0.168190907586954,0.0217388081189944
ENSG00000130208.9,19,APOC1,0.260986396566459,0.0217388081189944
ENSG00000158715.6,1,SLC45A3,0.14771065952386,0.0218294326494465
ENSG00000182768.8,15,NGRN,0.0842708556224164,0.022148193341261
ENSG00000168734.14,20,PKIG,0.086575404361292,0.022148193341261
ENSG00000172594.13,6,SMPDL3A,-0.0817771250193731,0.0224925709607704
ENSG00000259845.1,15,HERC2P10,0.23456491624782,0.0225685565182996
ENSG00000095627.9,10,TDRD1,0.229342695161453,0.0225685565182996
ENSG00000160352.15,19,ZNF714,-0.141236939295497,0.0225685565182996
ENSG00000114999.8,2,TTL,0.0553898223287636,0.0225685565182996
ENSG00000092295.12,14,TGM1,0.267605954868288,0.0225685565182996
ENSG00000154723.12,21,ATP5PF,-0.100187348604864,0.0225870388071009
ENSG00000100335.15,22,MIEF1,0.0678745219885178,0.0225870388071009
ENSG00000086159.13,12,AQP6,0.224241094795148,0.0230082747892883
ENSG00000196865.4,10,NHLRC2,-0.0650641983220343,0.0230082747892883
ENSG00000115884.11,2,SDC1,0.233404102774576,0.0230082747892883
ENSG00000167733.13,19,HSD11B1L,0.130365775713824,0.0236405911304753
ENSG00000164087.7,3,POC1A,0.154057042467053,0.0237137547936205
ENSG00000171045.15,8,TSNARE1,0.130811563823742,0.0240859997389612
ENSG00000165804.16,14,ZNF219,0.175731126090337,0.0243077036122874
ENSG00000179562.3,7,GCC1,0.0953223557831851,0.0244387416783108
ENSG00000115361.8,2,ACADL,-0.126466724983892,0.0244387416783108
ENSG00000107560.12,10,RAB11FIP2,-0.0761431400196077,0.0250711887097342
ENSG00000196422.11,9,PPP1R26,0.103374285907688,0.0250711887097342
ENSG00000160991.16,7,ORAI2,0.126211486659331,0.0252696637799154
ENSG00000196247.11,7,ZNF107,-0.108333032356427,0.0257609974776345
ENSG00000145012.13,3,LPP,-0.0826564000277064,0.0260966726919694
ENSG00000085719.13,8,CPNE3,-0.0805984856775753,0.0261308547086108
ENSG00000160310.18,21,PRMT2,0.058815922479442,0.0261308547086108
ENSG00000142046.15,19,TMEM91,0.138508180279157,0.0265821479498971
ENSG00000117399.14,1,CDC20,0.237177821576629,0.0265821479498971
ENSG00000184887.13,14,BTBD6,0.0958369691159808,0.02743661359804
ENSG00000171453.19,6,POLR1C,0.0757342951734115,0.02760050304564
ENSG00000165887.11,10,ANKRD2,0.245022559579033,0.0277490737080809
ENSG00000115317.11,2,HTRA2,0.0814688719003642,0.0282769524379567
ENSG00000198846.6,8,TOX,-0.0920862538960878,0.028406092633741
ENSG00000267682.1,19,AC016590.2,0.168564234422749,0.0285950242589238
ENSG00000280789.2,16,PAGR1,0.128924818112944,0.0285950242589238
ENSG00000151422.13,5,FER,-0.0737806983277122,0.0285950242589238
ENSG00000177119.16,12,ANO6,-0.085092356999713,0.0286448215436146
ENSG00000141744.3,17,PNMT,0.225111617074609,0.0287936917164192
ENSG00000143515.17,1,ATP8B2,0.0946676080477409,0.028926168424544
ENSG00000055208.19,6,TAB2,-0.0672016847514734,0.0296193084576537
ENSG00000105447.12,19,GRWD1,0.0903647961026284,0.0296193084576537
ENSG00000060749.15,11,QSER1,-0.0685790442548254,0.0301663324580989
ENSG00000083123.15,6,BCKDHB,-0.0859093734801371,0.0301663324580989
ENSG00000269067.1,19,ZNF728,-0.194120488838967,0.0303336857320761
ENSG00000220749.4,1,RPL21P28,-0.375824967463102,0.0303336857320761
ENSG00000213079.9,6,SCAF8,-0.0467308760153258,0.0307103284174996
ENSG00000116329.11,1,OPRD1,0.110735973392975,0.0307103284174996
ENSG00000118707.10,20,TGIF2,0.1525847191738,0.0309046190942182
ENSG00000163749.17,4,CCDC158,0.124432707794828,0.0311066697186549
ENSG00000280219.1,4,AC093908.1,-0.151482802106985,0.0311357128218025
ENSG00000135272.10,7,MDFIC,-0.12759225103939,0.0312384280381303
ENSG00000116863.11,1,ADPRHL2,0.105426105919826,0.0312384280381303
ENSG00000181804.15,3,SLC9A9,-0.0748452036065092,0.031422961790897
ENSG00000185000.12,8,DGAT1,0.136017708943864,0.031422961790897
ENSG00000177599.13,19,ZNF491,-0.0994927652694308,0.031422961790897
ENSG00000065833.9,6,ME1,-0.0825228748364973,0.0319955075826264
ENSG00000088826.18,20,SMOX,0.135924329349387,0.0319955075826264
ENSG00000011009.11,1,LYPLA2,0.114598254473201,0.0319955075826264
ENSG00000160679.13,1,CHTOP,-0.0727216796218375,0.0319955075826264
ENSG00000177954.13,1,RPS27,-0.155095225044247,0.0321849648052807
ENSG00000124299.14,19,PEPD,0.091247943338759,0.0325517140395301
ENSG00000140941.13,16,MAP1LC3B,-0.0806092133995711,0.0325517140395301
ENSG00000235173.7,8,HGH1,0.144191576256328,0.0326543772095889
ENSG00000138821.13,4,SLC39A8,-0.116288268705494,0.0326543772095889
ENSG00000253452.5,8,AC100818.1,0.202475589455682,0.0326543772095889
ENSG00000224957.5,3,LINC01266,-0.236126236742578,0.0326543772095889
ENSG00000116678.19,1,LEPR,-0.141951911157411,0.0330479920944588
ENSG00000280987.4,5,MATR3,0.170751981248525,0.033633430655281
ENSG00000170049.9,17,KCNAB3,0.124447715776668,0.0340686301927054
ENSG00000100490.9,14,CDKL1,0.083113309273833,0.0340686301927054
ENSG00000175279.22,1,CENPS,0.211921635825268,0.0340686301927054
ENSG00000108231.13,10,LGI1,-0.0722819526736483,0.0340686301927054
ENSG00000119328.12,9,FAM206A,-0.0854011450108147,0.0340686301927054
ENSG00000167112.10,9,TRUB2,0.0766809872358845,0.0342467038177538
ENSG00000175766.13,5,EIF4E1B,0.17121323847695,0.0346753781374788
ENSG00000175182.15,3,FAM131A,0.106013851989429,0.0347854409939605
ENSG00000164309.15,5,CMYA5,-0.112972869407773,0.0348010038097132
ENSG00000154721.15,21,JAM2,-0.103212818597216,0.034957436118591
ENSG00000184602.6,16,SNN,0.0884113183194122,0.034957436118591
ENSG00000146006.8,5,LRRTM2,-0.0877802356896229,0.034957436118591
ENSG00000239922.1,3,AC092958.1,-0.148389044479501,0.034957436118591
ENSG00000146757.13,7,ZNF92,-0.109646722614725,0.0349601890869302
ENSG00000115556.14,2,PLCD4,0.130422391731949,0.035093414053722
ENSG00000135336.14,6,ORC3,-0.0793506985695067,0.035093414053722
ENSG00000272008.1,6,AL139274.2,-0.0875507429980961,0.035093414053722
ENSG00000162241.12,11,SLC25A45,0.150370022561407,0.035093414053722
ENSG00000100439.10,14,ABHD4,-0.141791600556118,0.035093414053722
ENSG00000182272.12,11,B4GALNT4,0.141250182188475,0.0351326208034251
ENSG00000131187.9,5,F12,0.170982954491998,0.0352159069548273
ENSG00000218739.10,2,CEBPZOS,-0.0748168754173423,0.0352159069548273
ENSG00000149084.13,11,HSD17B12,-0.115082748235224,0.0353951041693282
ENSG00000119699.7,14,TGFB3,0.129193694749316,0.0355494812402768
ENSG00000074964.17,1,ARHGEF10L,0.109056179226165,0.0357373784207562
ENSG00000159461.15,16,AMFR,0.0640359882392731,0.035968410116913
ENSG00000171861.11,17,MRM3,0.0894476854591258,0.035968410116913
ENSG00000277053.4,7,GTF2IP1,-0.155470740710162,0.0361587929315149
ENSG00000167302.10,17,TEPSIN,0.155568105258062,0.0361587929315149
ENSG00000142330.20,2,CAPN10,0.115891456502488,0.0362210099788481
ENSG00000108784.10,17,NAGLU,0.135221344501127,0.0362210099788481
ENSG00000279118.1,5,AC093535.2,-0.167660690070202,0.0364845812208443
ENSG00000154162.14,5,CDH12,-0.078644254857261,0.0364845812208443
ENSG00000164620.9,5,RELL2,0.135589364007847,0.0364938190045987
ENSG00000275340.1,3,FGD5P1,0.198281696871327,0.0364938190045987
ENSG00000140067.6,14,FAM181A,0.196853635627498,0.0364938190045987
ENSG00000223839.7,9,FAM95B1,0.304091498425495,0.0366366399958437
ENSG00000095970.16,6,TREM2,0.241285833662375,0.0366831308674299
ENSG00000172432.19,6,GTPBP2,0.0809111764425113,0.0367124512707079
ENSG00000188070.9,11,C11orf95,0.0837834796190613,0.0369371179602267
ENSG00000138463.9,3,SLC49A4,-0.0602241587494064,0.0370629146553324
ENSG00000204556.4,20,AL450124.1,0.248060264874034,0.0371780827938603
ENSG00000008382.15,19,MPND,0.125257334875994,0.0371865953160296
ENSG00000130517.14,19,PGPEP1,0.112256808373874,0.0371865953160296
ENSG00000162931.12,1,TRIM17,0.136095286164189,0.0371865953160296
ENSG00000204427.12,6,ABHD16A,0.139672307942272,0.037324569460145
ENSG00000048405.10,7,ZNF800,-0.0958659913856641,0.0373854242931308
ENSG00000112276.14,6,BVES,-0.100568298846213,0.0374562064027298
ENSG00000114770.17,3,ABCC5,0.072520466656851,0.0374562064027298
ENSG00000008130.15,1,NADK,0.0880067564904529,0.0384238609949682
ENSG00000119977.21,10,TCTN3,-0.0630646939542504,0.0384238609949682
ENSG00000237238.3,9,BMS1P10,-0.329496774611378,0.0384238609949682
ENSG00000163161.13,2,ERCC3,0.0483188300159283,0.0384238609949682
ENSG00000162066.15,16,AMDHD2,0.151552673832562,0.0387882039293737
ENSG00000152082.14,2,MZT2B,0.154997762557665,0.0388999036958425
ENSG00000105127.9,19,AKAP8,0.086967347263354,0.0389674545184627
ENSG00000181215.15,4,C4orf50,0.0856977532780359,0.0389674545184627
ENSG00000111321.11,12,LTBR,0.152062318772099,0.0389674545184627
ENSG00000135074.15,5,ADAM19,0.0890438999998475,0.0389674545184627
ENSG00000077044.10,2,DGKD,0.0785011211286592,0.0389674545184627
ENSG00000102901.13,16,CENPT,0.0941873433246647,0.0389674545184627
ENSG00000242173.9,16,ARHGDIG,0.112040624754855,0.0389674545184627
ENSG00000102763.18,13,VWA8,-0.0575961344196673,0.0389674545184627
ENSG00000153904.20,1,DDAH1,-0.0771600447180237,0.0389674545184627
ENSG00000138964.17,22,PARVG,0.168952793059594,0.0389788694671414
ENSG00000164330.17,5,EBF1,-0.171698863641247,0.0390940627577644
ENSG00000197977.4,6,ELOVL2,-0.124472025028448,0.0390940627577644
ENSG00000198315.11,6,ZKSCAN8,-0.0497926987491781,0.0390940627577644
ENSG00000123810.8,19,B9D2,0.143957831439132,0.0390940627577644
ENSG00000197774.12,16,EME2,0.146765959665236,0.0390940627577644
ENSG00000167880.7,17,EVPL,0.327280875196701,0.0390940627577644
ENSG00000249553.1,5,PPP2R2B-IT1,-0.128416597357513,0.0390940627577644
ENSG00000132912.12,5,DCTN4,-0.055707748945208,0.0391056994784472
ENSG00000105971.15,7,CAV2,-0.136927781794231,0.0399310944649449
ENSG00000234432.4,7,AC092171.3,0.142286090164003,0.0401726230253536
ENSG00000183570.16,21,PCBP3,-0.108908947309916,0.0401726230253536
ENSG00000183828.15,14,NUDT14,0.129642792731542,0.0404404530876025
ENSG00000117500.13,1,TMED5,-0.111986608493663,0.0404404530876025
ENSG00000173153.14,11,ESRRA,0.133969887295704,0.0404404530876025
ENSG00000115661.14,2,STK16,0.0736021396501441,0.0404404530876025
ENSG00000164896.20,7,FASTK,0.108494513560274,0.0407341257599862
ENSG00000272599.2,10,AC016394.2,-0.129761812752461,0.0407341257599862
ENSG00000167461.12,19,RAB8A,0.0781662013215753,0.0407341257599862
ENSG00000100425.18,22,BRD1,0.0758716745938395,0.0407341257599862
ENSG00000130653.16,9,PNPLA7,0.158494825558657,0.0407341257599862
ENSG00000204248.10,6,COL11A2,0.158943004623082,0.0407341257599862
ENSG00000187051.9,22,RPS19BP1,0.0943789411259576,0.0408201471430499
ENSG00000162994.16,2,CLHC1,-0.0755482745312761,0.0411185585048021
ENSG00000090054.15,9,SPTLC1,-0.0689101697470107,0.0411185585048021
ENSG00000119720.18,14,NRDE2,0.0507287581348355,0.041118692553755
ENSG00000143179.16,1,UCK2,0.0744857112703984,0.0412002788298354
ENSG00000130734.10,19,ATG4D,0.128154418198697,0.0412577406955385
ENSG00000083067.22,9,TRPM3,-0.100660090348835,0.0413306316252494
ENSG00000114784.4,3,EIF1B,-0.0906777002292253,0.0415115391927345
ENSG00000241860.6,1,AL627309.5,0.322322513815228,0.0415298257078092
ENSG00000187486.5,11,KCNJ11,0.132509022811783,0.0417698746821907
ENSG00000124380.11,2,SNRNP27,-0.0774212037412047,0.0419022541554183
ENSG00000154175.17,3,ABI3BP,-0.127659858569755,0.0419022541554183
ENSG00000152818.18,6,UTRN,-0.0709979176682712,0.0419022541554183
ENSG00000136436.14,17,CALCOCO2,-0.0724680248359403,0.0419022541554183
ENSG00000186960.11,14,LINC01551,-0.099861603865411,0.0419022541554183
ENSG00000174516.15,11,PELI3,0.0924464927048686,0.0419022541554183
ENSG00000105048.17,19,TNNT1,0.192607243808083,0.0419129180451999
ENSG00000074935.14,6,TUBE1,-0.0705163633487679,0.0419316560839389
ENSG00000256008.2,12,AC125616.1,0.103097958573867,0.0422460850301679
ENSG00000125144.13,16,MT1G,-0.295389354631141,0.0422472116033876
ENSG00000084674.14,2,APOB,-0.19403222861461,0.0422472116033876
ENSG00000005206.17,19,SPPL2B,0.137432145262978,0.0422472116033876
ENSG00000001630.17,7,CYP51A1,0.166610881788825,0.0422472116033876
ENSG00000196152.10,9,ZNF79,0.0995314489689813,0.0425980307949024
ENSG00000285106.1,7,AC016831.7,0.121486035523349,0.0425980307949024
ENSG00000196205.8,9,EEF1A1P5,-0.186534934210741,0.0425980307949024
ENSG00000271971.1,8,AC120053.1,-0.107456134830766,0.0425980307949024
ENSG00000213088.11,1,ACKR1,0.268321774776771,0.0425980307949024
ENSG00000100567.13,14,PSMA3,-0.0602105049286151,0.0425980307949024
ENSG00000188385.11,10,JAKMIP3,0.108250055405394,0.0434621209495879
ENSG00000281398.4,5,SNHG4,0.104226518838454,0.0434621209495879
ENSG00000128567.17,7,PODXL,-0.104671211906494,0.0434621209495879
ENSG00000266338.6,1,NBPF15,0.104076371113127,0.0434621209495879
ENSG00000111775.3,12,COX6A1,0.135873929991475,0.0434621209495879
ENSG00000180448.10,19,ARHGAP45,0.119699766621356,0.0434621209495879
ENSG00000104047.15,15,DTWD1,-0.0600165851301406,0.0434621209495879
ENSG00000137628.17,4,DDX60,-0.156016175445739,0.0434621209495879
ENSG00000130159.14,19,ECSIT,0.0853824899124617,0.043492072830129
