"","MEblack","MEblue","MEbrown","MEcyan","MEdarkgreen","MEdarkgrey","MEdarkred","MEdarkturquoise","MEgreen","MEgreenyellow","MEgrey","MEgrey60","MElightcyan","MElightgreen","MElightyellow","MEmagenta","MEmidnightblue","MEorange","MEpink","MEpurple","MEred","MEroyalblue","MEsalmon","MEtan","MEturquoise","MEyellow"
"R12283",0.0869507028748751,0.0428114454678511,0.00469705763329038,0.0528175645053272,-0.0196201540724307,0.0240565840725404,-0.0331413888233697,0.0962793198364067,0.0785385504671518,-0.0108679831637375,-0.035440535916609,0.0636155996719602,-0.00655341777122546,0.0295421929915064,0.00554772664139518,0.00659601774837692,0.00138655235543518,0.0149926748382995,0.0203213512012389,0.0655404139241408,0.0448320675507498,0.0459940628574993,-0.0683575872715753,-0.0297740518935992,-0.0512139788771378,0.0650197074882178
"R12284",0.0125413531256644,-0.0555678860501535,-0.035739917380239,-0.00242408533547064,0.0308632147705126,-0.0150205944046292,-0.0305663666038249,-0.0195698434381594,-0.0311249099742963,0.0204823213681675,0.00876255163048428,-0.00897033291031774,-0.0132334645763679,0.0494013090846908,-0.00266394681919666,-0.0223500336255332,-0.0201904751768949,-0.0541781700073825,0.0169154600471224,-0.00236052517070369,-0.0103020116924501,0.0301011336295148,-0.0055967232290295,-0.0146486800226899,-0.00465035262761963,-0.0355240745035778
"R12285",0.0221510943708539,-0.00146235474453201,0.0193131677030766,0.0862591905102025,0.0399262411792675,-0.0594657240196952,0.00745773486109041,0.0192070964426849,0.0662135191626002,0.0834233391760253,-0.0766114969942308,-0.0449758881547681,-0.0698389800385769,0.0192775980226371,0.0663746839882194,-0.117681141836381,-0.137519952565249,0.0137553756829217,0.0751835487163958,0.0600476023614418,-0.0182459009985611,0.0682447951939049,-0.102826921348447,0.0485837900923395,-0.0249588890273334,0.00903292959843289
"R12286",-0.0362478640528895,0.0702926370645277,0.049680573894666,-0.0451211443383545,0.00364024922585266,0.00823131022806565,0.00491468368519704,0.00224889213170147,0.0247750871989327,0.0153119546380483,0.0391904631440455,-0.00185444960197614,0.0057418691643632,0.00878432233533239,-0.0327121578004334,0.0503657216129723,0.023554231549766,0.0111923840697841,0.0171826247711351,0.00685049021391242,0.0415636904098976,-0.0966736472939191,0.021794706136259,-0.0139729270851216,0.0175657724438929,0.0718142560265143
"R12287",0.0131764534486214,-0.128022114530166,-0.129767977424752,0.0486121534567167,-0.125584044219398,-0.0540505654912959,0.0376650693683171,-0.0525017869582216,-0.0840111670344603,-0.00328994850422953,0.0445537216729332,-0.0292858995691129,-0.026734105130007,-0.174261325771288,0.0579190102466692,0.00458384380526741,-0.0277197839823943,0.0390733902738444,0.0256665590855573,0.0197163648811722,0.021022611844014,0.0254654221449658,-0.0204329463366742,-0.0507661921325307,-0.0040710883280256,-0.0583005952755383
"R12289",-0.108114717256118,0.097819450260142,0.152977746226253,-0.0762169322771329,0.0408247902247165,-0.0342106685975514,-0.0412369740097655,-0.0405453670051565,-0.00287150868519263,0.0375035094234647,0.0181257955506177,-0.0710561991131161,0.0643435140592231,0.000281007505143885,0.0854249841007933,0.00160376789815753,0.018726451673387,0.0316569380991519,-0.0677686867533772,-0.0961222956332608,-0.0558743822664147,-0.0552015579607,0.148752797506627,0.0466775190244405,0.156684801966058,0.00848335745196257
"R12290",-0.0422469671879462,-0.0180652215208572,0.0129903194625879,-0.0766542009339878,0.0545800207551507,0.0155840235848112,-0.00122365138350162,-0.0365091514639955,-0.0603753555065397,0.0251625706906028,-0.0254930055403326,-0.0228869371480043,0.0628690693809497,0.0388031985977452,-0.0427845168778214,-0.003661079125988,0.0301932058853498,-0.0839438047285765,-0.0594271353768529,-0.0728921033532711,-0.0517378695374506,-0.0269596407468468,0.0727961706349438,0.0378818191388364,0.0375704360899857,-0.0538092911366434
"R12291",0.0152728687331808,-0.0411964976602724,-0.0643284061607818,-0.0518438938088952,0.00275851017789212,0.0628244796213318,-0.0425166733339687,-0.00596363794309033,-0.0633601986870298,0.00663028380913687,-0.0162412447905347,0.040516951978071,0.0787033043563822,0.0179876390188191,-0.113611313725817,0.079114527961704,0.0980805533369689,-0.0691446387935678,-0.0223273359266235,-0.0103501323618175,0.0340037026544239,-0.0398908796868889,0.0596585539886779,-0.0323566266539257,-0.0643677811569941,-0.0146094568784577
"R12293",-0.0262770031534543,0.0322829247343338,0.04049889279485,0.012565551526593,-0.0251741565306311,-0.0105081694494295,-0.0269052473860145,-0.0364000382659357,-0.0135649067653492,0.0486170525806992,0.0943239652700444,0.0197087577539563,0.00606051204959379,-0.0724336480698389,0.05632888372887,0.031954987372745,0.0440329600163295,0.0870172925546392,-0.0616849491795462,-0.0481408765230205,-0.0423639344645221,0.0144582340214233,0.109044703218204,0.00716416157989654,0.0575195946846091,-0.0364739264877015
"R12295",-0.0182567377881923,-0.12574914295586,-0.101971201125914,-0.050535875851318,0.0405946951757151,-0.00252353246901418,-0.035778607417728,-0.073246530600455,-0.115668777648696,-0.0178635167017809,-0.00712893846628385,-0.0105801699594987,-0.00987847443740405,0.024440645814464,-0.0859290578809359,-0.000675027038339408,-0.00600795067621341,-0.0103113626007756,-0.00345406431772644,-0.00772312925360526,0.00619984748572681,-0.0727076407963934,0.0165555166328336,-0.0168614654795629,-0.0185193291549287,-0.0797928995738955
"R12296",0.0241996697979521,0.0287577396675028,0.0298462866421582,-0.0116878678609003,0.00483963204073665,0.0756417035271955,-0.0310239352632542,0.032687411655898,0.0255694605171219,0.0716319094116163,0.0384255339386618,0.0509489985486064,0.0350136371310514,0.0485283377024223,-0.0101465617626205,-0.0111095091076662,0.0298374991008026,-0.0422926037161549,-0.0361384588057461,-0.0149778634471947,-0.0297084869989603,0.0344522785095062,-0.0175842661776884,-0.0052209025282224,0.0251650958498981,0.00383380102674176
"R12297",0.0262012246475949,-0.00806172055865103,0.00434940020483038,0.0387263698554076,0.0169467676673849,0.00115173561559309,0.00503463199113487,0.0175189048063719,0.0125182032031553,0.00372018261530318,-0.0312354610823181,0.00150336948510768,-0.0167976311062127,0.0237262416554584,0.0448844114597342,-0.0389946328741526,-0.0253445531796252,-0.00566922389163924,-0.0267281672070942,-0.000972652311838249,-0.0330427465240885,0.0513572780503327,-0.0251436796374513,0.0177222767985422,0.0118113129206831,-0.0237639598599526
"R12298",-0.0722078863017907,-0.00392621871847603,0.0327004140216284,-0.0544992346594853,0.0352949755147735,0.0103941638089499,-0.00257455322448925,-0.0596480192122567,-0.0585151221279569,0.0772850694955385,0.0192414628377094,-0.0327541385266698,0.0564004602104987,0.00123822940734389,0.0116406498302359,0.0160765985675334,0.0294647167776153,0.0400146978791739,-0.03490608865187,-0.0492879481070013,-0.0171561295858714,-0.0802743716325831,0.0891496618502088,0.031730110031961,0.0964177202340811,-0.0246201205443339
"R12299",0.00997200034610104,0.00315048234027159,-0.0486184592301825,-0.0653695222952911,-0.0504830042921429,0.0851200535451988,0.000869912220608183,0.00188102799825396,-0.0347088395734978,-0.0136739785838047,-0.0565355284061827,0.0596479521640101,0.0907395160255564,-0.0504906314397159,-0.102326258640849,0.0989965011578723,0.10918995555711,-0.0414374815084629,-0.0389251848384825,-3.74001297871028e-05,0.0461257155740624,-0.0348242241747556,0.0455464019331428,-0.00961061797391879,-0.0683041642308546,0.0178324193255474
"R12300",-0.0711661067173233,-0.0265445646896372,0.00349815904680542,-0.0319453345208311,0.0334060542802387,-0.0352665120818673,-0.00136416464107326,-0.0719148839070516,-0.0573020926828263,0.021301699524667,0.0647641309311268,-0.0494424773810404,0.00251349684735563,0.0143398486538514,-0.00465362155401452,0.0102755845159562,-0.00115137214623059,0.0333677255197521,-0.00380917297955276,-0.03144598232721,-0.00714939757683851,-0.0926742645229143,0.0461545942946551,-0.00836654768435661,0.0624722715285821,-0.0225767046892704
"R12301",0.0568992459084534,0.0497499016123331,0.00328560437218,0.0443149597696127,0.0214196907235744,0.0363817810907228,0.0524527640833508,0.0691771317632436,0.0627594740941233,0.000646670553111347,-0.193102338115246,0.0436130435573672,0.00163835915815272,0.0227136938763682,-0.00501728986251185,0.0484742089546398,0.0248603586266557,0.0589996718602453,-0.00441090447869978,0.0810586338199808,0.073702347800856,-0.00620052263296079,-0.0286058056245349,0.0628759330856341,-0.083621929874802,0.071699832890282
"R12302",0.0812947542461924,-0.0878693988125818,-0.120424257008156,0.0785821427342993,-0.0755135517968025,-0.0116064176429255,0.0426555517377552,0.0372173943425541,-0.0038578355211788,0.0418243660131088,-0.0942543201026396,0.0479436843127486,-0.0756740266726174,-0.0765214779839722,0.0165338841116386,-0.00929599599768983,-0.0439733732312901,-0.00511674880327008,0.0503869458991497,0.0795243778590155,0.0595586186606552,0.0961774151486828,-0.106650243608455,0.0211103317465871,-0.112331929795684,-0.00194885609789864
"R12303",-0.0502822654148723,0.0491092081645575,0.146132387159803,-0.045558058371949,0.11457860602606,0.0202268350999676,0.00483849017819089,-0.00940956009211815,0.0103690983128149,-0.0359388882073439,-0.0216332090463958,-0.073390711441436,0.0523014357891492,0.126446354116846,0.0643839136744063,-0.15287945413674,-0.0499791493732674,-0.0547685177104163,-0.110835644032731,-0.125828398222233,-0.212344711786843,0.0232400552779915,0.0742650879425215,0.0756871359381153,0.153741096222843,-0.133803357296145
"R12304",0.0169788159381948,0.0524277472400295,0.0420514021263059,0.0285890719048472,0.00181916274669989,-0.0178259115999779,-0.0170073839051919,0.0455619590159363,0.0602873939087178,-0.0442668273374245,-0.030644312453005,-0.0184360115279438,0.00712550728590254,0.0182249501548945,0.0165903912599837,-0.00157239408126434,-0.0167011713388482,0.0032814057232162,0.0346998291995087,0.040201511790049,0.0302540707101707,0.0105781149918581,-0.01950933806604,-0.0177894508001075,0.00581558118032593,0.0611051183470006
"R12305",-0.0577474086315946,0.103655354341656,0.0879785001449348,-0.055529686004497,0.0119408071167284,0.00165721957589717,0.0903066884498912,-0.00504623540454443,0.0305838783202186,0.10741371890027,0.0573060055302662,-0.000774405267127037,0.0280137523404772,0.00636305802939298,-0.0436136881919251,0.0606240930157523,0.0377307053182375,0.0178781104686923,0.0031211207281138,-0.013050411322423,0.0362874717095753,-0.107348649605507,0.0445041432259195,0.0315836073256438,0.0422091145083461,0.0822975300208024
"R12306",-0.00902576982797974,-0.0122363088985794,0.0316221359107632,0.0237873613305948,0.0217552270557234,-0.0952291545649021,-0.0795836822082262,-0.00444622466398485,0.0197023703496485,-0.0799120076809978,0.0722744392174549,-0.0703718454586254,-0.0577041126152715,0.0463935938314086,0.0429547578674025,-0.0962850763021814,-0.0892671314060832,-0.045881627529855,0.0552048925111393,0.000432689639262263,-0.041322378097825,0.0243141787954714,-0.036495229770023,-0.0478116707861956,0.0531831886540047,-0.00886896146119419
"R12307",0.0342603193123392,0.0395632671279956,0.0372707174737477,0.031587469701517,0.0178762093950712,0.0349660305471214,0.0138158552007966,0.0450882735204569,0.0538064847589247,0.0150141844392406,-0.0205567907222614,0.0324768934934525,-0.0150956832520614,0.0312435676338842,0.0316169671400638,-0.021104660486879,-0.00305099361403391,0.0124299119490097,-0.0102591977445265,0.0125724954574939,-0.00778201382646253,0.0494778893313606,-0.0190115709992043,0.0238699934169367,0.00361565806186751,0.0150032442584498
"R12308",0.0126683292891329,-0.00401334285255261,0.00358118291641726,0.0346934208679753,0.0199180664288649,-0.0350183733557903,-0.00958216510951691,0.0041203734051741,0.016734780319967,0.0222947196020207,0.0148321976783036,-0.0126510398654923,-0.0503814456502393,0.0406029374798074,0.016845221496213,-0.0156677269627047,-0.0380835316826278,0.0669930854211963,-0.00462850004729509,0.0202727521649474,0.00428118420707464,0.0199255026966479,-0.0166447707241908,5.31989180030373e-06,-0.0063040553361138,-0.00087117053966677
"R12309",-0.047479722456946,-0.0728825621295174,-0.0409458416843916,0.00381890916800482,0.00717477783178313,-0.0442923924657862,-0.000203340750018292,-0.0721785938529451,-0.0677366905011235,-0.0230441596132376,-0.0112633073770248,-0.0469198105978362,-0.0334571934942349,-0.0226136454228824,0.0341103380126699,-0.0126139236113338,-0.0363293629693431,0.0733093994306066,0.00271337967276021,-0.00476610166969661,-0.00342669132350253,-0.0589069149141676,0.0232693829368403,0.00732887306816879,0.0345248338904319,-0.0526827037112405
"R12310",0.043865063721778,0.0114120326998228,-0.00546215676319816,0.0678009644262511,-0.0431147383285042,-0.0902942625946974,-0.0550938953727616,0.0452634848597577,0.0557745331711961,-0.10325229410535,0.0482184712628319,-0.0337769468610805,-0.100586044236696,0.00340890974567999,0.0129754106439656,-0.00772698820094828,-0.065038977763351,0.0615231294653079,0.104488990911008,0.0800909823455906,0.0656349618403779,-0.0300057774889362,-0.0693665990820765,-0.0788230316491313,-0.0234562512328504,0.0717978733975187
"R12311",-0.000174856315630897,-0.0309664590738517,-0.0322593540595219,-0.0464358126337204,-0.0141572704898525,0.0295932063435578,-0.0418116009147177,-0.0201762741271193,-0.0530411144927512,-0.0514878207363199,-0.00503635512045677,0.0312472352322772,0.0180062009969683,-0.0205569564682794,-0.00893379092677761,0.0415120378098065,0.0433241653434729,-0.00325389347094173,-0.0323389974486037,-0.00746178785233175,0.0211972133052682,-0.0507674773859791,0.0431979457476705,-0.0232447126204565,0.0332153914625403,-0.0145425140574761
"R12312",0.030683800532385,-0.0390330413147213,-0.0376729896825385,0.00882898357938978,0.0110444896633771,0.00704299460912791,-0.0236736329932954,0.00720104804187906,-0.014173688458157,0.014154893522156,-0.0116821264460549,0.0169666997507959,-0.0101725607610483,0.025522563662055,-0.0095615644944141,-0.00233425411588199,0.00682957064973306,-0.0272764778007776,-0.0142280756300326,0.00743605221779488,-0.00128224183456983,0.027960139524651,-0.0142768552394033,-0.00723289328553191,-0.0212760905608289,-0.0245031725759162
"R12314",-0.00356775315027286,-0.0460353144850177,-0.0797896807268002,-0.00674474808923226,-0.0817806405354141,0.040091607837366,-0.0256135241691915,-0.0358931871434157,-0.0513712502315507,-0.0342707729902077,-0.0119664966596124,0.0331336216757209,0.0341947212758453,-0.118571363531202,-0.0187805101346487,0.0654633034101515,0.0515540249492303,0.0287560527863088,-0.00696244474953261,0.0149547089554101,0.0406273708122227,-0.0286162688875612,0.0207613521841288,-0.0409496129857268,-0.0283561911525539,-0.0126514956683461
"R12316",-0.0422937875248269,0.0259069583682001,0.0398767465074653,-0.00569113372967493,0.0219673120475936,-0.00766116236948605,0.117404894703244,-0.0190615568464844,0.015417874688893,0.0718075508310212,0.0105714734968017,-0.029974170286428,-0.0231276028851134,0.0200769971489417,-0.0203641140922272,-0.0356194097980074,-0.0411451340785426,0.00569077386605625,0.00583860860114451,-0.00289757837204799,-0.0189814753915084,-0.0507044744270033,-0.0181110095843898,0.0729644886612794,0.0273951301736997,0.0229748221724104
"R12317",-0.0584912215548201,-0.00328980049415663,0.0371803087144353,0.0395145900580455,-0.00368988437816133,-0.0906319773450977,-0.0232482842468484,-0.051528910369764,0.00812492472586081,-0.0369286726709083,0.0161235816679703,-0.0770933575990423,-0.0884648026576793,-0.00977269374279959,0.116648119175717,-0.0531664658424805,-0.0990225473090008,0.0957865658590654,0.032050742338178,-0.00726779893415856,-0.0183308828440562,-0.00270219918518997,-0.0225344831976077,-0.0101320212827563,0.0845538772095448,-0.00573024441960069
"R12319",0.0146388311850095,-0.0475999377822205,-0.0426712561851392,0.00372900678644284,-0.0315242866863207,0.0665927614380443,-0.0284665455765115,-0.00160880775808268,-0.0479443846318763,0.0233808881160613,-0.0110113151370113,0.0455437171136099,0.0533708703067376,-0.0533788265634298,0.00788628957004899,-0.00132656009763179,0.0419133113710759,-0.0189052418158279,-0.0652200975916916,-0.0301321837371221,-0.0346224917961794,0.0330757354080656,0.0143947732295374,0.00336195781075164,0.0244671709342092,-0.056952095471215
"R12320",0.00970826456562586,0.0142162517623841,0.0272204353682914,-0.00833376254709554,0.0163160877574786,-0.0368562346070128,-0.00103932115944513,0.0266231835366246,0.0122422173221426,0.0311942138392672,-0.0141604419844054,-0.0197571016487871,-0.0131004459603666,0.0254719731298348,-0.0114331066840242,-0.0189433417961915,-0.0240562994896255,-0.0410679366950673,-0.0154856693322991,-0.0103161735966006,-0.0171855936044816,0.00344267935323023,0.00752584232947565,0.0125780265055054,0.0190931338866195,0.00186759162383717
"R12321",0.0522094426270191,-0.0409014573902752,-0.00414025089838754,0.0254929318598939,0.059742195714766,-0.0779323834608071,-0.0433548668345585,0.0286989342707354,0.0238402127231834,-0.0831091830322623,0.0297963101460488,-0.0534462961126477,-0.049201551200962,0.116838768280742,0.0104910642995397,-0.103198286255658,-0.090540676792715,-0.0734593683652268,0.0452383817997991,0.0179484990402114,-0.0331923676497199,0.0635549701579696,-0.0570267716634304,-0.0203676087756461,-0.0245476799929452,-0.0241396938198332
"R12322",0.0260512041073284,0.0476180133077373,0.0362122715652146,0.0115418789705408,-0.00977966789617586,0.00489452131303271,0.0246953902199458,0.0471701650267812,0.0616856451639253,0.0209509062871321,-0.00494507057371503,0.00804715173042202,-0.0271260556525841,0.0107103102682349,0.00822241564825401,-0.0183818487421987,-0.0185327645625346,-0.0397720562969942,0.0177940751461261,0.0139489288131866,0.000623776375339424,0.0481523646257386,-0.0416933218786468,0.0148528902793555,-0.0193182969395224,0.0372656353530103
"R12323",-0.043250558423912,0.0602022598248993,0.0564994289088493,-0.0553634249267382,0.0319504648680851,0.0844892964259391,-0.0402654947063232,-0.0172972842960464,-0.00132810824412957,0.103642990339503,0.00872990200869444,0.031893544928077,0.0974471514533119,0.0504449420373127,0.0127406648655091,0.0661332402285986,0.0814262213538675,-0.00294825121919797,-0.0418347082406592,-0.0319452128994163,0.0192621092956362,-0.0405166290941908,0.0547673248390742,0.00659833302511964,0.045310897626962,0.0358580111205346
"R12324",-0.0258798007741926,0.0211723787655231,0.0306379761997701,-0.0146117765897808,0.0350967185059167,0.00500437676210647,0.0580004096284756,-0.00655357941975953,0.0209115677141368,0.0383698039308879,0.00273390456908852,-0.0145493493087026,-0.0133493587793341,0.0643463872259058,-0.0149323663201036,-0.0385278890008665,-0.0281983722926715,0.00741637058608398,0.0254858539298037,-0.00184700197155749,-0.0142794825138015,-0.0248293216540409,-0.0350317587379174,0.042051613537629,-0.0245131449761184,0.0076453881963881
