Feature,chr,Symbol,ensemblID,logFC,adj.P.Val,Type
ENST00000617851.1,chr9,RP11-12A20.6,ENSG00000276032,0.222838683836697,0.002099032579345,transcript
ENST00000620512.1,chr13,AC001226.7,ENSG00000274898,0.364152951402862,0.0021559239178451,transcript
ENST00000491383.5,chr2,KDM3A,ENSG00000115548,-0.174783339185464,0.0021650813863883,transcript
ENST00000376334.3,chr9,FRG1JP,ENSG00000215548,0.452717786602475,0.0023048334737814,transcript
ENST00000299340.8,chr21,CYYR1,ENSG00000166265,-0.237607648382959,0.0023411362853989,transcript
ENST00000611343.1,chr15,RP11-327J17.9,ENSG00000277135,0.292729338970041,0.0026312717748833,transcript
ENST00000377365.3,chr5,FAM196B,ENSG00000204767,0.273706276467989,0.003253265117015,transcript
ENST00000412563.1,chr7,AC007091.1,ENSG00000223838,-0.315670753578268,0.0034506348499459,transcript
ENST00000621104.4,chr17,CCDC144B,ENSG00000154874,1.33314487865668,0.0034506348499459,transcript
ENST00000291892.10,chr19,RDH13,ENSG00000160439,-0.434753650569508,0.0037742119325494,transcript
ENST00000451035.2,chr21,TSPEAR-AS1,ENSG00000235890,-0.418988836173059,0.0038087288669863,transcript
ENST00000591698.5,chr19,CEP89,ENSG00000121289,0.175729893513802,0.0038958358229006,transcript
ENST00000505327.1,chr4,FRG1,ENSG00000109536,0.35681253660033,0.0038997991914445,transcript
ENST00000333244.5,chr14,AHNAK2,ENSG00000185567,-0.328127381468641,0.0041176947134595,transcript
ENST00000514568.2,chr12,RP11-20D14.6,ENSG00000249790,0.128084575316036,0.0041988409767425,transcript
ENST00000613854.1,chr6,HIST1H3A,ENSG00000275714,-0.231956338003088,0.0042507365349133,transcript
ENST00000417301.1,chr9,BMS1P13,ENSG00000231701,-1.02956573904261,0.0043297695318246,transcript
ENST00000630447.1,chr15,RP11-96C21.2,ENSG00000280639,0.221820874213995,0.0043574245027696,transcript
ENST00000367244.7,chr6,VIP,ENSG00000146469,0.538076535921905,0.0050193233109164,transcript
ENST00000390654.7,chr5,COL23A1,ENSG00000050767,-0.725086670931973,0.0051440517698153,transcript
ENST00000615168.4,chr9,RP11-390F4.3,ENSG00000225489,0.479450196795469,0.0055556674805896,transcript
ENST00000606082.5,chr2,ACYP2,ENSG00000170634,0.62056762335226,0.0055631356145646,transcript
ENST00000635678.1,chr9,RP11-317C20.9,ENSG00000283001,0.212519842398049,0.0060726217948617,transcript
ENST00000509763.1,chr4,UGT2B7,ENSG00000171234,0.34966825030125,0.0061422399410871,transcript
ENST00000579385.1,chr18,RP11-883A18.3,ENSG00000265728,0.161240220933451,0.0061857875182923,transcript
ENST00000304760.2,chr1,SHE,ENSG00000169291,-0.211651215301546,0.0065530073950997,transcript
ENST00000392176.3,chr17,FAM106A,ENSG00000213077,0.149455277566553,0.0065530073950997,transcript
ENST00000416871.2,chr17,SRP68P3,ENSG00000237911,0.30635707001059,0.0067792054422439,transcript
ENST00000423232.1,chr10,LINC01167,ENSG00000224758,-0.554484941261944,0.0070643285570575,transcript
ENST00000583195.2,chr17,LINC00672,ENSG00000263874,0.110096932209694,0.0071377272112627,transcript
ENST00000284476.7,chr1,DISP1,ENSG00000154309,-0.146713373039963,0.007154974226595,transcript
ENST00000616281.1,chr2,EMX1,ENSG00000135638,-0.338166634180269,0.0074276361783322,transcript
ENST00000422473.1,chr21,AP000688.29,ENSG00000233393,0.135909040032348,0.0074676477817307,transcript
ENST00000458407.1,chr2,FAM201B,ENSG00000230992,0.357018805546774,0.0074676477817307,transcript
ENST00000446024.1,chr7,AC083864.3,ENSG00000232930,0.295266120965948,0.0079707684574861,transcript
ENST00000400242.7,chr22,DEPDC5,ENSG00000100150,0.419376469136678,0.008076436241733,transcript
ENST00000369626.7,chr1,SLC16A1,ENSG00000155380,-0.252688442816016,0.0081236237859474,transcript
ENST00000277570.9,chr10,PROSER2,ENSG00000148426,-0.429788192923316,0.0089333896129129,transcript
ENST00000562563.1,chr16,FBXL16,ENSG00000127585,-0.946953259727634,0.0095454504030006,transcript
ENST00000423351.5,chr3,PBRM1,ENSG00000163939,-1.36484618545995,0.0099634034334511,transcript
ENST00000454295.6,chr5,MARVELD2,ENSG00000152939,-0.16899998979683,0.0105753592906384,transcript
ENST00000479887.1,chr7,OR2A20P,ENSG00000170356,-1.41623436706879,0.0110749446929093,transcript
ENST00000373440.5,chr1,AZIN2,ENSG00000142920,0.436043783693216,0.0123746058952286,transcript
ENST00000510312.6,chr5,ARHGEF28,ENSG00000214944,-0.168047177451871,0.0124276156415855,transcript
ENST00000328741.5,chr17,NXPH3,ENSG00000182575,0.260750432001306,0.0134102373461954,transcript
ENST00000495145.1,chr1,TOR3A,ENSG00000186283,0.172631793570057,0.0144217148016932,transcript
ENST00000514757.5,chr4,RNF212,ENSG00000178222,0.532746848141653,0.0156170602959341,transcript
ENST00000505761.2,chr11,CD6,ENSG00000013725,-0.261152673727657,0.0159997065730519,transcript
ENST00000421351.3,chr6,PERP,ENSG00000112378,-0.189730558814988,0.0163644259373966,transcript
ENST00000401641.2,chr2,AC131097.4,ENSG00000216921,-0.365308759088449,0.0167909540775301,transcript
ENST00000446609.6,chr17,PLEKHM1,ENSG00000225190,1.12157096428837,0.0178017436793742,transcript
ENST00000579024.5,chr7,AC005154.6,ENSG00000196295,0.619918135416484,0.0184189313177899,transcript
ENST00000359883.6,chr9,AK3,ENSG00000147853,-0.301381284108921,0.0185950972977421,transcript
ENST00000397477.2,chr22,CPSF1P1,ENSG00000214076,-0.341764381685666,0.0190632003639159,transcript
ENST00000602044.2,chr19,LSR,ENSG00000105699,-0.37811610962802,0.0190693876787504,transcript
ENST00000544747.5,chr12,KLRD1,ENSG00000134539,0.552465460735579,0.0198081161401728,transcript
ENST00000584107.1,chr17,AC144838.3,ENSG00000264617,0.502192868537068,0.0199056048968485,transcript
ENST00000372798.5,chr1,CAP1,ENSG00000131236,0.910138537296314,0.0199459582496277,transcript
ENST00000610000.1,chr22,RP4-569D19.8,ENSG00000273044,0.422896521944508,0.0199459582496277,transcript
ENST00000530800.5,chr11,DLG2,ENSG00000150672,0.216504599449211,0.0203132228558889,transcript
ENST00000461528.5,chr3,RP11-314M24.1,ENSG00000240241,0.347254447340566,0.0203463949487908,transcript
ENST00000315293.6,chr9,RP11-381O7.3,ENSG00000182021,-0.187007010206787,0.0211585543842817,transcript
ENST00000342343.8,chr5,PDE8B,ENSG00000113231,0.287070498043522,0.0212044247876373,transcript
ENST00000516403.1,chr17,RNU2-58P,ENSG00000252212,0.255714016121894,0.0219234877407086,transcript
ENST00000538904.6,chr19,EVI5L,ENSG00000142459,0.147641102728957,0.0222893334916569,transcript
ENST00000424766.5,chr2,PMS1,ENSG00000064933,-0.742317118929917,0.0223923319696567,transcript
ENST00000446543.1,chr22,RP1-149A16.12,ENSG00000234626,-0.436934785052504,0.0232349991205256,transcript
ENST00000428146.1,chr7,RP11-340I6.5,ENSG00000225451,-0.616610750619671,0.0239944849465583,transcript
ENST00000504985.5,chr5,SSBP2,ENSG00000145687,1.31176802902675,0.0243318168393838,transcript
ENST00000542922.5,chr11,SLC3A2,ENSG00000168003,-0.204825712303027,0.0244584249171574,transcript
ENST00000330915.7,chr19,KANK3,ENSG00000186994,-0.25941759127446,0.0248271961988529,transcript
ENST00000570453.1,chr17,NXPH3,ENSG00000182575,0.218915993215583,0.0249842758133555,transcript
ENST00000056217.9,chr7,ARHGEF5,ENSG00000050327,-0.305250207970063,0.0255702433712131,transcript
ENST00000368272.4,chr1,BGLAP,ENSG00000242252,0.316700220874257,0.0263038287306247,transcript
ENST00000471382.5,chr1,BATF3,ENSG00000123685,0.247954035222881,0.026417050044972,transcript
ENST00000529469.1,chr11,SOX6,ENSG00000110693,-0.471140932171317,0.027035051243202,transcript
ENST00000440444.1,chr15,EWSAT1,ENSG00000212766,0.824292869463102,0.0271074219736261,transcript
ENST00000610155.5,chr17,CTD-2303H24.2,ENSG00000273018,0.137184658133787,0.0273571201801668,transcript
ENST00000501825.2,chr4,AF146191.4,ENSG00000245685,0.164654570492819,0.0274109367375324,transcript
ENST00000561979.1,chr16,RP11-498D10.3,ENSG00000261765,0.224382005773,0.027903720459401,transcript
ENST00000527067.1,chr8,ZNF252P-AS1,ENSG00000255559,0.126470594743996,0.0283354567515571,transcript
ENST00000454626.1,chr20,PLCG1-AS1,ENSG00000226648,-0.150712036155673,0.0283600305096733,transcript
ENST00000412878.2,chr10,RSU1P3,ENSG00000213659,-0.34421486886527,0.0298668447848466,transcript
ENST00000463049.5,chr1,MDM4,ENSG00000198625,1.44750649301779,0.0304579501938627,transcript
ENST00000407595.2,chr2,CCDC85A,ENSG00000055813,-0.166163855542121,0.0305681830106336,transcript
ENST00000398587.6,chr5,PCDHGA11,ENSG00000253873,-0.322424129693492,0.0316970571347079,transcript
ENST00000493935.1,chr7,PEG10,ENSG00000242265,1.59210009068388,0.0316970571347079,transcript
ENST00000623715.2,chr20,RP11-755J8.1,ENSG00000277112,0.394449297650038,0.0319368186836118,transcript
ENST00000377401.3,chr6,HIST1H2BL,ENSG00000185130,-0.290807342112581,0.0328814094614989,transcript
ENST00000619319.1,chr20,RP4-563E14.1,ENSG00000273759,-0.176490071585044,0.0328814094614989,transcript
ENST00000527353.1,chr4,PIGY,ENSG00000255072,-0.805183582061757,0.0331579314019118,transcript
ENST00000528663.1,chr8,CYHR1,ENSG00000187954,1.39027755812307,0.0335207118382489,transcript
ENST00000448584.6,chr19,NLRP2,ENSG00000022556,-1.15273802375865,0.0336254011225334,transcript
ENST00000635581.1,chr1,RP4-665J23.1,ENSG00000233593,-0.234310831609318,0.0346408911833542,transcript
ENST00000495427.1,chr1,NSUN4,ENSG00000117481,0.647865723554461,0.034787068776539,transcript
ENST00000554267.1,chr14,ZMYND19P1,ENSG00000258917,-0.25289528119834,0.034988443897067,transcript
ENST00000367911.3,chr1,CCDC190,ENSG00000185860,0.45836875417941,0.0357323163660055,transcript
ENST00000421891.2,chr6,RP3-399L15.3,ENSG00000228624,0.281988268451981,0.0361237340048523,transcript
ENST00000512162.1,chr5,CTD-2285G11.1,ENSG00000250145,-0.399959338481762,0.0368251356369816,transcript
ENST00000502510.1,chr5,RP11-451H23.1,ENSG00000250749,0.295417244424691,0.0372915374843532,transcript
ENST00000374452.9,chr1,SRSF10,ENSG00000188529,0.205768010284167,0.0378066673829526,transcript
ENST00000495208.5,chr2,SFXN5,ENSG00000144040,-0.442320367115629,0.0382840249484764,transcript
ENST00000546214.1,chr12,TMEM5-AS1,ENSG00000255850,0.289235266431236,0.0391190379866661,transcript
ENST00000409902.5,chr19,ZNF441,ENSG00000197044,-0.580126942601856,0.0398178466706582,transcript
ENST00000563924.5,chr17,PECAM1,ENSG00000261371,-0.207405442005404,0.0407020855689837,transcript
ENST00000580948.1,chr17,LINC00511,ENSG00000227036,-0.38852087715297,0.0417797912204404,transcript
ENST00000414615.6,chr19,LYPD5,ENSG00000159871,0.313343246695996,0.0421556808560279,transcript
ENST00000448331.7,chr17,RP11-219A15.1,ENSG00000266302,0.290957240817742,0.0422002327136318,transcript
ENST00000593620.5,chr1,PROX1-AS1,ENSG00000230461,0.199763512804715,0.042405130797358,transcript
ENST00000358647.4,chr7,GIMAP5,ENSG00000196329,-0.32652893736576,0.0427571603143877,transcript
ENST00000491282.5,chr3,SOX2-OT,ENSG00000242808,1.31215065654893,0.0440773521461397,transcript
ENST00000601693.1,chr19,ZNF729,ENSG00000196350,-0.331769641245146,0.0444258018261862,transcript
ENST00000469745.5,chr1,MFSD2A,ENSG00000168389,-0.798447360911677,0.0444258018261862,transcript
ENST00000445583.6,chr17,USP32P1,ENSG00000188933,0.379400847570372,0.0444258018261862,transcript
ENST00000464987.5,chr11,TSPAN4,ENSG00000214063,-0.209402544548989,0.0444258018261862,transcript
ENST00000477151.1,chr1,RPS27,ENSG00000177954,-0.296883229457929,0.0444258018261862,transcript
ENST00000468646.6,chr3,LINC00877,ENSG00000241163,0.326479832865268,0.0444258018261862,transcript
ENST00000463535.5,chr9,CERCAM,ENSG00000167123,0.347149067248293,0.0448979926424087,transcript
ENST00000443174.2,chr1,RP11-122M14.1,ENSG00000231057,0.187267875399741,0.0462223872107184,transcript
ENST00000245457.5,chr14,PTGER2,ENSG00000125384,-0.454310822042442,0.046465744625043,transcript
ENST00000356509.7,chr6,GMNN,ENSG00000112312,-0.343687703317028,0.0472828370963,transcript
ENST00000374212.4,chr9,SLC31A1,ENSG00000136868,-0.0775125754296549,0.0473994285454818,transcript
ENST00000470068.2,chr17,CCDC144A,ENSG00000170160,0.120277532360951,0.0474849542403384,transcript
ENST00000514812.2,chr4,MTCO3P39,ENSG00000268736,-0.377387854631087,0.0496285240609954,transcript
ENST00000537279.1,chr12,ACACB,ENSG00000076555,-0.169554272951646,0.0498952518579706,transcript
