Tissue	Feature	ensemblID	Symbol	seqnames	Type	t	Chrom_Type	adj.P.Val	Combined XCI status
DLPFC	CD99|ENSG00000002586.20	ENSG00000002586	CD99	chrX	Gene	10.6908534463236	Allosome	1.48716623111615e-20	escape
DLPFC	ZBED1|ENSG00000214717.12	ENSG00000214717	ZBED1	chrX	Gene	6.98098471742598	Allosome	5.20718792200774e-09	escape
DLPFC	DHRSX|ENSG00000169084.15	ENSG00000169084	DHRSX	chrX	Gene	7.06351690980299	Allosome	3.14447682480934e-09	escape
DLPFC	PLCXD1|ENSG00000182378.15	ENSG00000182378	PLCXD1	chrX	Gene	8.64037930143231	Allosome	8.799964820911312e-14	escape
DLPFC	GTPBP6|ENSG00000178605.14	ENSG00000178605	GTPBP6	chrX	Gene	7.26741029976464	Allosome	9.077017538329992e-10	escape
DLPFC	ASMTL|ENSG00000169093.16	ENSG00000169093	ASMTL	chrX	Gene	8.21359148604715	Allosome	1.76208422826142e-12	escape
DLPFC	PPP2R3B|ENSG00000167393.18	ENSG00000167393	PPP2R3B	chrX	Gene	4.25866155876022	Allosome	0.0054234977427417	escape
DLPFC	CD99P1|ENSG00000223773.9	ENSG00000223773	CD99P1	chrX	Gene	6.56455466301806	Allosome	6.22164236045416e-08	escape
DLPFC	ENSG00000236064|ENSG00000236064.3	ENSG00000236064	ENSG00000236064	chrX	Gene	3.74598475238139	Allosome	0.0296104420617894	inactive
DLPFC	PRKCIP1|ENSG00000237682.2	ENSG00000237682	PRKCIP1	chrX	Gene	23.1447269126043	Allosome	1.15761727066655e-69	unknown
DLPFC	ENSG00000289007|ENSG00000289007.2	ENSG00000289007	ENSG00000289007	chrX	Gene	10.8668421333906	Allosome	3.75822201429292e-21	unknown
DLPFC	LINC00685|ENSG00000226179.6	ENSG00000226179	LINC00685	chrX	Gene	4.17693392607053	Allosome	0.0072643794167455	unknown
DLPFC	NLRP3P1|ENSG00000277883.1	ENSG00000277883	NLRP3P1	chrX	Gene	4.0160326318331	Allosome	0.0128712209442817	unknown
DLPFC	CHMP1B2P|ENSG00000278530.5	ENSG00000278530	CHMP1B2P	chrX	Gene	3.60748366204793	Allosome	0.0404936639527671	unknown
Hippocampus	CD99|ENSG00000002586.20	ENSG00000002586	CD99	chrX	Gene	10.9170164320951	Allosome	1.4936652265514801e-21	escape
Hippocampus	ZBED1|ENSG00000214717.12	ENSG00000214717	ZBED1	chrX	Gene	13.5952829234619	Allosome	1.23481865657521e-31	escape
Hippocampus	DHRSX|ENSG00000169084.15	ENSG00000169084	DHRSX	chrX	Gene	10.1477051287146	Allosome	7.500811213733822e-19	escape
Hippocampus	PLCXD1|ENSG00000182378.15	ENSG00000182378	PLCXD1	chrX	Gene	8.73961556103982	Allosome	3.29291533113572e-14	escape
Hippocampus	GTPBP6|ENSG00000178605.14	ENSG00000178605	GTPBP6	chrX	Gene	8.94714766450134	Allosome	7.56085615318088e-15	escape
Hippocampus	ASMTL|ENSG00000169093.16	ENSG00000169093	ASMTL	chrX	Gene	9.25317502062814	Allosome	7.72396138483219e-16	escape
Hippocampus	PPP2R3B|ENSG00000167393.18	ENSG00000167393	PPP2R3B	chrX	Gene	8.03423048052368	Allosome	4.62659301044108e-12	escape
Hippocampus	CD99P1|ENSG00000223773.9	ENSG00000223773	CD99P1	chrX	Gene	7.82914593431417	Allosome	1.86819632312953e-11	escape
Hippocampus	AKAP17A|ENSG00000197976.12	ENSG00000197976	AKAP17A	chrX	Gene	4.21414187766101	Allosome	0.0067643153210506	escape
Hippocampus	ZNF41|ENSG00000147124.13	ENSG00000147124	ZNF41	chrX	Gene	3.85093316830546	Allosome	0.026149813043677	inactive
Hippocampus	PRKCIP1|ENSG00000237682.2	ENSG00000237682	PRKCIP1	chrX	Gene	21.0367565299593	Allosome	3.9953453764649e-62	unknown
Hippocampus	ENSG00000289007|ENSG00000289007.2	ENSG00000289007	ENSG00000289007	chrX	Gene	10.5816012757535	Allosome	2.32525006397171e-20	unknown
Hippocampus	LINC00685|ENSG00000226179.6	ENSG00000226179	LINC00685	chrX	Gene	4.80097479280768	Allosome	0.0005409422182155	unknown
