gene_id	module
ACAD10|ENSG00000111271.15	grey
ACAD11|ENSG00000240303.8	cyan
ACAD8|ENSG00000151498.12	grey
ACAD9-DT|ENSG00000287110.3	grey
ACAD9|ENSG00000177646.20	blue
ACADL|ENSG00000115361.8	grey
ACADM|ENSG00000117054.15	grey
ACADSB|ENSG00000196177.13	grey
ACADS|ENSG00000122971.9	grey
ACADVL|ENSG00000072778.20	grey
ACAN|ENSG00000157766.19	grey
ACAP1|ENSG00000072818.12	grey
ACAP2-IT1|ENSG00000229325.1	black
ACAP2|ENSG00000114331.16	darkgreen
ACAP3|ENSG00000131584.19	brown
ACAT1|ENSG00000075239.14	grey
ACAT2|ENSG00000120437.9	magenta
ACBD3|ENSG00000182827.9	lightgreen
ACBD4|ENSG00000181513.15	grey
ACBD5|ENSG00000107897.20	green
ACBD6|ENSG00000230124.8	grey
ACBD7|ENSG00000176244.7	grey
ACCS|ENSG00000110455.14	lightcyan
ACD|ENSG00000102977.18	grey
ACE2|ENSG00000130234.13	grey
ACER2|ENSG00000177076.6	grey
ACER3|ENSG00000078124.13	turquoise
ACE|ENSG00000159640.17	green
ACHE|ENSG00000087085.16	darkgrey
ACIN1|ENSG00000100813.15	grey
ACKR1|ENSG00000213088.12	grey
ACKR2|ENSG00000144648.16	grey
ACKR3|ENSG00000144476.6	grey
ACLY|ENSG00000131473.17	royalblue
ACO1|ENSG00000122729.19	blue
ACO2|ENSG00000100412.17	grey60
ACOT11|ENSG00000162390.18	grey
ACOT12|ENSG00000172497.9	grey
ACOT13|ENSG00000112304.11	blue
ACOT1|ENSG00000184227.8	grey
ACOT2|ENSG00000119673.16	grey
ACOT4|ENSG00000177465.5	grey
ACOT7|ENSG00000097021.20	green
ACOT8|ENSG00000101473.17	grey
ACOT9|ENSG00000123130.17	magenta
ACOX1|ENSG00000161533.12	grey
ACOX2|ENSG00000168306.13	grey
ACOX3|ENSG00000087008.16	grey60
ACOXL-AS1|ENSG00000204581.3	grey
ACP1|ENSG00000143727.16	midnightblue
ACP2|ENSG00000134575.13	grey
ACP3|ENSG00000014257.16	grey
ACP5|ENSG00000102575.14	grey
ACP6|ENSG00000162836.12	grey
ACP7|ENSG00000183760.11	turquoise
ACRBP|ENSG00000111644.8	grey
ACRV1|ENSG00000134940.14	grey
ACSBG1|ENSG00000103740.10	grey
ACSF2|ENSG00000167107.13	grey
ACSF3|ENSG00000176715.17	grey
ACSL1|ENSG00000151726.15	salmon
ACSL3|ENSG00000123983.15	royalblue
ACSL4|ENSG00000068366.21	magenta
ACSL5|ENSG00000197142.11	purple
ACSL6-AS1|ENSG00000223548.1	grey
ACSL6|ENSG00000164398.15	black
ACSM1|ENSG00000166743.10	grey
ACSM3|ENSG00000005187.12	grey
ACSM5|ENSG00000183549.10	grey
ACSS1|ENSG00000154930.15	grey
ACSS2|ENSG00000131069.20	turquoise
ACSS3|ENSG00000111058.8	darkgreen
ACTA1|ENSG00000143632.15	grey
ACTA2-AS1|ENSG00000180139.11	yellow
ACTA2|ENSG00000107796.13	grey
ACTBP4|ENSG00000286676.1	grey
ACTBP7|ENSG00000185607.5	grey
ACTB|ENSG00000075624.17	blue
ACTC1|ENSG00000159251.8	grey
ACTG1P12|ENSG00000226642.1	green
ACTG1P14|ENSG00000230581.2	grey
ACTG1P17|ENSG00000259315.1	grey
ACTG1P1|ENSG00000178631.7	grey
ACTG1P20|ENSG00000241547.1	grey
ACTG1P25|ENSG00000234996.4	grey
ACTG1P3|ENSG00000215388.3	grey
ACTG1|ENSG00000184009.13	grey
ACTG2|ENSG00000163017.14	grey
ACTL6A|ENSG00000136518.17	salmon
ACTL6B|ENSG00000077080.10	black
ACTN1|ENSG00000072110.16	green
ACTN2|ENSG00000077522.15	grey
ACTN4|ENSG00000130402.14	darkturquoise
ACTR10|ENSG00000131966.14	midnightblue
ACTR1A|ENSG00000138107.13	midnightblue
ACTR1B|ENSG00000115073.8	brown
ACTR2|ENSG00000138071.15	royalblue
ACTR3-AS1|ENSG00000228857.3	grey
ACTR3B|ENSG00000133627.18	black
ACTR3C|ENSG00000106526.11	grey
ACTR3|ENSG00000115091.12	lightgreen
ACTR5|ENSG00000101442.10	grey
ACTR6|ENSG00000075089.10	lightgreen
ACTR8|ENSG00000113812.14	blue
ACTRT3|ENSG00000184378.3	lightcyan
ACVR1B|ENSG00000135503.13	yellow
ACVR1C|ENSG00000123612.16	grey
ACVR1|ENSG00000115170.16	grey
ACVR2A|ENSG00000121989.15	pink
ACVR2B-AS1|ENSG00000229589.1	grey
ACVR2B|ENSG00000114739.14	blue
ACVRL1|ENSG00000139567.13	grey
ACY1|ENSG00000243989.9	grey
ACY3|ENSG00000132744.8	grey
ACYP1|ENSG00000119640.9	grey
ACYP2|ENSG00000170634.13	green
ADA2|ENSG00000093072.19	salmon
ADAD2|ENSG00000140955.11	grey
ADAL|ENSG00000168803.16	grey
ADAM10|ENSG00000137845.15	turquoise
ADAM11|ENSG00000073670.14	brown
ADAM12|ENSG00000148848.15	grey
ADAM15|ENSG00000143537.14	turquoise
ADAM17|ENSG00000151694.15	grey
ADAM19|ENSG00000135074.16	greenyellow
ADAM20P1|ENSG00000259158.4	grey
ADAM20|ENSG00000134007.5	grey
ADAM21|ENSG00000139985.8	grey
ADAM22|ENSG00000008277.15	black
ADAM23|ENSG00000114948.13	yellow
ADAM28|ENSG00000042980.14	purple
ADAM29|ENSG00000168594.15	grey
ADAM32|ENSG00000197140.15	magenta
ADAM33|ENSG00000149451.19	grey
ADAM3B|ENSG00000260089.2	grey
ADAM5|ENSG00000196115.13	grey
ADAM7-AS1|ENSG00000253535.5	grey
ADAM7-AS2|ENSG00000253643.6	grey
ADAM8|ENSG00000151651.16	grey
ADAM9|ENSG00000168615.13	blue
ADAMTS10|ENSG00000142303.14	brown
ADAMTS12|ENSG00000151388.11	grey
ADAMTS13|ENSG00000160323.19	grey60
ADAMTS14|ENSG00000138316.11	turquoise
ADAMTS15|ENSG00000166106.4	grey
ADAMTS16-DT|ENSG00000250579.3	grey
ADAMTS16|ENSG00000145536.15	green
ADAMTS17|ENSG00000140470.15	brown
ADAMTS18|ENSG00000140873.16	grey
ADAMTS19-AS1|ENSG00000249421.2	grey
ADAMTS19|ENSG00000145808.10	black
ADAMTS1|ENSG00000154734.16	grey
ADAMTS20|ENSG00000173157.18	grey
ADAMTS2|ENSG00000087116.17	grey
ADAMTS3|ENSG00000156140.10	black
ADAMTS4|ENSG00000158859.10	turquoise
ADAMTS5|ENSG00000154736.6	grey
ADAMTS6|ENSG00000049192.15	grey
ADAMTS7P1|ENSG00000274376.4	brown
ADAMTS7P4|ENSG00000218052.7	grey
ADAMTS7|ENSG00000136378.15	grey
ADAMTS8|ENSG00000134917.10	brown
ADAMTS9-AS1|ENSG00000241158.7	yellow
ADAMTS9-AS2|ENSG00000241684.8	grey
ADAMTS9|ENSG00000163638.13	purple
ADAMTSL1|ENSG00000178031.18	grey
ADAMTSL2|ENSG00000197859.11	greenyellow
ADAMTSL3|ENSG00000156218.13	turquoise
ADAMTSL4-AS1|ENSG00000203804.5	grey
ADAMTSL4-AS2|ENSG00000237781.3	grey
ADAMTSL4|ENSG00000143382.16	grey
ADAMTSL5|ENSG00000185761.11	grey
ADAP1|ENSG00000105963.15	grey
ADAP2|ENSG00000184060.11	purple
ADARB1|ENSG00000197381.17	greenyellow
ADARB2-AS1|ENSG00000205696.5	grey
ADARB2|ENSG00000185736.16	grey
ADAR|ENSG00000160710.18	grey
ADAT1|ENSG00000065457.11	grey
ADAT2|ENSG00000189007.16	blue
ADAT3|ENSG00000213638.6	grey
ADA|ENSG00000196839.14	turquoise
ADCK1|ENSG00000063761.16	grey
ADCK2|ENSG00000133597.11	magenta
ADCK5|ENSG00000173137.12	greenyellow
ADCY10P1|ENSG00000161912.18	salmon
ADCY10|ENSG00000143199.18	grey
ADCY1|ENSG00000164742.16	greenyellow
ADCY2|ENSG00000078295.17	black
ADCY3|ENSG00000138031.15	darkred
ADCY4|ENSG00000129467.14	grey
ADCY5|ENSG00000173175.16	grey60
ADCY6|ENSG00000174233.12	darkred
ADCY7|ENSG00000121281.13	grey
ADCY8|ENSG00000155897.10	blue
ADCY9|ENSG00000162104.10	green
ADCYAP1R1|ENSG00000078549.15	tan
ADCYAP1|ENSG00000141433.13	yellow
ADD1|ENSG00000087274.19	blue
ADD2|ENSG00000075340.23	yellow
ADD3-AS1|ENSG00000203876.10	grey
ADD3|ENSG00000148700.15	yellow
ADGRA1-AS1|ENSG00000256925.3	brown
ADGRA1|ENSG00000197177.16	brown
ADGRA2|ENSG00000020181.18	greenyellow
ADGRA3P1|ENSG00000256616.3	grey
ADGRA3|ENSG00000152990.14	darkgreen
ADGRB1|ENSG00000181790.12	darkgrey
ADGRB2|ENSG00000121753.13	brown
ADGRB3-DT|ENSG00000230910.6	red
ADGRB3|ENSG00000135298.15	tan
ADGRD1|ENSG00000111452.13	grey
ADGRE2|ENSG00000127507.18	turquoise
ADGRE4P|ENSG00000268758.7	grey
ADGRE5|ENSG00000123146.20	turquoise
ADGRF3|ENSG00000173567.16	grey
ADGRF5P1|ENSG00000227582.2	grey
ADGRF5|ENSG00000069122.19	blue
ADGRG1|ENSG00000205336.14	grey
ADGRG2|ENSG00000173698.18	grey
ADGRG3|ENSG00000182885.17	grey
ADGRG5|ENSG00000159618.16	grey
ADGRG6|ENSG00000112414.15	grey
ADGRL1-AS1|ENSG00000267169.2	grey
ADGRL1|ENSG00000072071.17	darkred
ADGRL2|ENSG00000117114.21	yellow
ADGRL3|ENSG00000150471.17	tan
ADGRL4|ENSG00000162618.15	grey
ADGRV1|ENSG00000164199.18	darkgreen
ADH1B|ENSG00000196616.14	grey
ADH5P3|ENSG00000223694.1	grey
ADH5|ENSG00000197894.12	lightyellow
ADHFE1|ENSG00000147576.17	darkgreen
ADI1|ENSG00000182551.14	grey
ADIPOR1|ENSG00000159346.13	grey
ADIPOR2|ENSG00000006831.10	turquoise
ADIRF-AS1|ENSG00000272734.1	grey
ADIRF|ENSG00000148671.14	grey
ADK|ENSG00000156110.15	grey
ADM5|ENSG00000224420.4	grey
ADM|ENSG00000148926.10	grey
ADNP-AS1|ENSG00000259456.4	grey
ADNP2|ENSG00000101544.9	lightcyan
ADNP|ENSG00000101126.18	grey
ADORA1|ENSG00000163485.17	grey
ADORA2A|ENSG00000128271.22	grey
ADORA2B|ENSG00000170425.4	grey
ADORA3|ENSG00000282608.2	purple
ADO|ENSG00000181915.5	grey
ADPGK-AS1|ENSG00000260898.6	grey
ADPGK|ENSG00000159322.18	grey
ADPRHL1|ENSG00000153531.15	green
ADPRH|ENSG00000144843.12	purple
ADPRM|ENSG00000170222.12	grey
ADPRS|ENSG00000116863.11	grey
ADRA1A|ENSG00000120907.18	tan
ADRA1B|ENSG00000170214.5	greenyellow
ADRA1D|ENSG00000171873.8	brown
ADRA2A|ENSG00000150594.7	brown
ADRA2B|ENSG00000274286.2	grey
ADRA2C|ENSG00000184160.8	grey
ADRB1|ENSG00000043591.6	brown
ADRB2|ENSG00000169252.6	purple
ADRB3|ENSG00000188778.6	grey
ADRM1|ENSG00000130706.13	grey
ADSL|ENSG00000239900.14	blue
ADSS1|ENSG00000185100.11	turquoise
ADSS2|ENSG00000035687.10	grey
ADTRP|ENSG00000111863.13	grey
AEBP1|ENSG00000106624.11	grey
AEBP2|ENSG00000139154.16	grey
AEN|ENSG00000181026.15	grey
AFAP1-AS1|ENSG00000272620.2	grey
AFAP1L1|ENSG00000157510.14	grey
AFAP1L2|ENSG00000169129.16	grey
AFAP1|ENSG00000196526.11	greenyellow
AFDN-DT|ENSG00000198221.12	grey
AFDN|ENSG00000130396.22	blue
AFF1|ENSG00000172493.23	darkgreen
AFF2-IT1|ENSG00000223516.1	grey
AFF2|ENSG00000155966.14	greenyellow
AFF3|ENSG00000144218.21	green
AFF4|ENSG00000072364.13	blue
AFG1L|ENSG00000135537.17	blue
AFG3L1P|ENSG00000223959.10	grey
AFG3L2|ENSG00000141385.12	midnightblue
AFMID|ENSG00000183077.16	turquoise
AFP|ENSG00000081051.8	grey
AFTPH-DT|ENSG00000260101.2	grey
AFTPH|ENSG00000119844.17	royalblue
AGA-DT|ENSG00000250131.2	salmon
AGAP1-IT1|ENSG00000235529.2	grey
AGAP10P|ENSG00000230869.1	grey
AGAP11|ENSG00000261011.1	grey
AGAP12P|ENSG00000265018.6	grey
AGAP13P|ENSG00000243289.2	grey
AGAP14P|ENSG00000279058.2	grey
AGAP1|ENSG00000157985.20	grey
AGAP2|ENSG00000135439.12	brown
AGAP3|ENSG00000133612.19	grey60
AGAP4|ENSG00000188234.15	grey
AGAP5|ENSG00000172650.15	grey
AGAP6|ENSG00000204149.15	grey
AGAP7P|ENSG00000264204.2	grey
AGAP9|ENSG00000204172.12	grey
AGA|ENSG00000038002.9	salmon
AGBL1|ENSG00000273540.5	grey
AGBL2|ENSG00000165923.17	grey
AGBL3|ENSG00000146856.14	grey
AGBL4-IT1|ENSG00000225623.1	yellow
AGBL4|ENSG00000186094.18	yellow
AGBL5|ENSG00000084693.16	grey
AGER|ENSG00000204305.16	grey
AGFG1|ENSG00000173744.18	grey
AGFG2|ENSG00000106351.13	tan
AGGF1P1|ENSG00000214273.4	grey
AGGF1P2|ENSG00000233435.2	grey
AGGF1P3|ENSG00000241532.1	grey
AGGF1|ENSG00000164252.13	magenta
AGK-DT|ENSG00000261570.2	grey
AGKP1|ENSG00000226555.1	blue
AGK|ENSG00000006530.18	magenta
AGL|ENSG00000162688.17	lightcyan
AGMAT|ENSG00000116771.6	grey
AGMO|ENSG00000187546.14	grey
AGO1|ENSG00000092847.14	grey
AGO2|ENSG00000123908.12	red
AGO3|ENSG00000126070.20	brown
AGO4|ENSG00000134698.11	lightcyan
AGPAT1|ENSG00000204310.13	grey60
AGPAT2|ENSG00000169692.13	greenyellow
AGPAT3|ENSG00000160216.21	grey60
AGPAT4|ENSG00000026652.15	cyan
AGPAT5|ENSG00000155189.12	red
AGPS|ENSG00000018510.18	brown
AGRN|ENSG00000188157.15	darkred
AGTPBP1|ENSG00000135049.16	red
AGTRAP|ENSG00000177674.16	grey
AGT|ENSG00000135744.9	darkgreen
AHCTF1P1|ENSG00000226121.2	grey
AHCTF1|ENSG00000153207.16	lightcyan
AHCYL1|ENSG00000168710.18	darkgreen
AHCYL2|ENSG00000158467.17	blue
AHCYP8|ENSG00000242529.1	green
AHCY|ENSG00000101444.13	grey
AHDC1|ENSG00000126705.15	darkred
AHI1-DT|ENSG00000231028.11	grey
AHI1|ENSG00000135541.22	blue
AHNAK2|ENSG00000185567.7	yellow
AHNAK|ENSG00000124942.14	pink
AHRR|ENSG00000063438.20	grey
AHR|ENSG00000106546.14	cyan
AHSA1|ENSG00000100591.8	lightcyan
AHSA2P|ENSG00000173209.23	yellow
AHSG|ENSG00000145192.13	grey
AIDAP2|ENSG00000251429.1	turquoise
AIDA|ENSG00000186063.13	grey
AIF1L|ENSG00000126878.13	salmon
AIF1|ENSG00000204472.13	purple
AIFM1|ENSG00000156709.15	blue
AIFM2|ENSG00000042286.15	grey
AIFM3|ENSG00000183773.16	greenyellow
AIG1|ENSG00000146416.19	blue
AIM2|ENSG00000163568.16	grey
AIMP1P1|ENSG00000234187.1	grey
AIMP1|ENSG00000164022.18	cyan
AIMP2|ENSG00000106305.10	lightyellow
AIP|ENSG00000110711.11	grey
AIRE|ENSG00000160224.17	grey
AIRN|ENSG00000268257.2	grey
AJAP1|ENSG00000196581.11	green
AJM1|ENSG00000232434.3	brown
AJUBA-DT|ENSG00000258457.5	grey
AJUBA|ENSG00000129474.16	grey
AK1|ENSG00000106992.19	blue
AK2|ENSG00000004455.18	turquoise
AK3P3|ENSG00000230042.1	grey
AK3|ENSG00000147853.17	darkgreen
AK4P1|ENSG00000263535.2	grey
AK4P3|ENSG00000233381.4	grey
AK4|ENSG00000162433.15	grey
AK5|ENSG00000154027.19	royalblue
AK6|ENSG00000085231.14	lightyellow
AK7|ENSG00000140057.9	grey
AK8|ENSG00000165695.10	grey
AK9|ENSG00000155085.16	blue
AKAIN1|ENSG00000231824.4	pink
AKAP1-DT|ENSG00000263004.3	grey
AKAP10|ENSG00000108599.15	grey
AKAP11|ENSG00000023516.9	pink
AKAP12|ENSG00000131016.17	black
AKAP13|ENSG00000170776.22	grey
AKAP14|ENSG00000186471.13	grey
AKAP17A|ENSG00000197976.12	red
AKAP1|ENSG00000121057.13	grey
AKAP3|ENSG00000111254.8	turquoise
AKAP5|ENSG00000179841.8	pink
AKAP6|ENSG00000151320.11	pink
AKAP7|ENSG00000118507.18	red
AKAP8L|ENSG00000011243.19	grey
AKAP8|ENSG00000105127.10	grey
AKAP9|ENSG00000127914.19	blue
AKIP1|ENSG00000166452.12	grey
AKIRIN1|ENSG00000174574.16	grey
AKIRIN2|ENSG00000135334.9	tan
AKNAD1|ENSG00000162641.20	grey
AKNA|ENSG00000106948.17	red
AKR1A1|ENSG00000117448.14	lightgreen
AKR1B1P1|ENSG00000229991.1	grey
AKR1B1P3|ENSG00000213785.3	grey
AKR1B1|ENSG00000085662.14	magenta
AKR1C1|ENSG00000187134.14	grey
AKR1C2|ENSG00000151632.18	grey
AKR1C3|ENSG00000196139.14	grey
AKR1E2|ENSG00000165568.18	grey
AKR7A2P1|ENSG00000229020.4	grey
AKR7A2|ENSG00000053371.13	grey
AKR7A3|ENSG00000162482.5	grey
AKR7L|ENSG00000211454.16	grey
AKT1S1|ENSG00000204673.11	grey
AKT1|ENSG00000142208.18	grey
AKT2|ENSG00000105221.18	grey
AKT3-IT1|ENSG00000228939.1	grey
AKT3|ENSG00000117020.19	royalblue
AKTIP|ENSG00000166971.17	grey
ALAD|ENSG00000148218.16	cyan
ALAS1|ENSG00000023330.15	magenta
ALAS2|ENSG00000158578.21	grey
ALB|ENSG00000163631.17	grey
ALCAM|ENSG00000170017.12	cyan
ALDH16A1|ENSG00000161618.10	grey
ALDH18A1|ENSG00000059573.9	grey
ALDH1A1|ENSG00000165092.13	cyan
ALDH1A2|ENSG00000128918.15	grey
ALDH1A3-AS1|ENSG00000259583.4	yellow
ALDH1A3|ENSG00000184254.17	grey
ALDH1B1|ENSG00000137124.8	magenta
ALDH1L1-AS2|ENSG00000246022.4	grey
ALDH1L1|ENSG00000144908.14	grey
ALDH1L2|ENSG00000136010.14	grey
ALDH2|ENSG00000111275.13	grey
ALDH3A1|ENSG00000108602.18	grey
ALDH3A2|ENSG00000072210.19	grey
ALDH3B1|ENSG00000006534.17	grey
ALDH4A1|ENSG00000159423.17	grey
ALDH5A1|ENSG00000112294.14	tan
ALDH6A1|ENSG00000119711.13	darkgreen
ALDH7A1P1|ENSG00000251400.1	grey
ALDH7A1|ENSG00000164904.18	red
ALDH8A1|ENSG00000118514.14	grey
ALDH9A1|ENSG00000143149.13	yellow
ALDOA|ENSG00000149925.22	grey
ALDOB|ENSG00000136872.21	grey
ALDOC|ENSG00000109107.14	grey
ALG10B|ENSG00000175548.9	green
ALG10|ENSG00000139133.7	grey
ALG11|ENSG00000253710.5	grey
ALG12|ENSG00000182858.14	grey60
ALG13|ENSG00000101901.13	red
ALG14|ENSG00000172339.10	grey
ALG1L10P|ENSG00000254016.3	grey
ALG1L11P|ENSG00000249889.1	grey
ALG1L12P|ENSG00000250794.2	grey
ALG1L13P|ENSG00000253981.7	grey
ALG1L2|ENSG00000251287.9	grey
ALG1L9P|ENSG00000248671.9	grey
ALG1L9P|ENSG00000254978.2	grey
ALG1L|ENSG00000189366.12	grey
ALG1|ENSG00000033011.14	grey
ALG2|ENSG00000119523.10	blue
ALG3P1|ENSG00000251568.1	grey
ALG3|ENSG00000214160.10	tan
ALG5|ENSG00000120697.10	green
ALG6|ENSG00000088035.18	grey
ALG8|ENSG00000159063.14	grey
ALG9-IT1|ENSG00000254450.1	grey
ALG9|ENSG00000086848.15	grey
ALKAL2|ENSG00000189292.16	grey
ALKBH1|ENSG00000100601.10	grey
ALKBH2|ENSG00000189046.11	grey
ALKBH3|ENSG00000166199.13	grey
ALKBH4|ENSG00000160993.4	tan
ALKBH5|ENSG00000091542.9	lightcyan
ALKBH6|ENSG00000239382.11	grey
ALKBH7|ENSG00000125652.8	grey
ALKBH8|ENSG00000137760.15	grey
ALK|ENSG00000171094.18	green
ALLC|ENSG00000151360.10	grey
ALMS1-IT1|ENSG00000230002.3	turquoise
ALMS1P1|ENSG00000163016.10	grey
ALMS1|ENSG00000116127.20	grey
ALOX12-AS1|ENSG00000215067.12	turquoise
ALOX12B|ENSG00000179477.11	grey
ALOX12P1|ENSG00000264958.2	grey
ALOX12P2|ENSG00000262943.9	grey
ALOX15B|ENSG00000179593.16	grey
ALOX15P1|ENSG00000274114.2	grey
ALOX15|ENSG00000161905.13	grey
ALOX5AP|ENSG00000132965.10	purple
ALOX5|ENSG00000012779.12	purple
ALOXE3|ENSG00000179148.10	yellow
ALPK1|ENSG00000073331.18	brown
ALPK2|ENSG00000198796.7	grey
ALPK3|ENSG00000136383.7	grey
ALPL|ENSG00000162551.14	grey
ALS2CL|ENSG00000178038.17	grey
ALS2|ENSG00000003393.16	pink
ALX3|ENSG00000156150.9	grey
ALX4|ENSG00000052850.8	grey
ALYREF|ENSG00000183684.8	grey
AMACR|ENSG00000242110.9	magenta
AMBRA1|ENSG00000110497.15	darkred
AMD1P3|ENSG00000249286.1	grey
AMD1|ENSG00000123505.19	blue
AMDHD1|ENSG00000139344.8	grey
AMDHD2|ENSG00000162066.16	grey
AMER1|ENSG00000184675.11	greenyellow
AMER2|ENSG00000165566.13	turquoise
AMER3|ENSG00000178171.11	brown
AMFR|ENSG00000159461.15	grey
AMH|ENSG00000104899.8	grey
AMIGO1|ENSG00000181754.7	yellow
AMIGO2|ENSG00000139211.7	grey
AMMECR1-IT1|ENSG00000224142.1	grey
AMMECR1LP1|ENSG00000233273.1	yellow
AMMECR1L|ENSG00000144233.12	grey
AMMECR1|ENSG00000101935.13	blue
AMN1|ENSG00000151743.11	royalblue
AMOTL1|ENSG00000166025.18	grey
AMOTL2|ENSG00000114019.15	salmon
AMOT|ENSG00000126016.17	darkgreen
AMPD2|ENSG00000116337.20	brown
AMPD3|ENSG00000133805.16	turquoise
AMPH|ENSG00000078053.17	black
AMT|ENSG00000145020.16	grey
AMY1A|ENSG00000237763.10	grey
AMY1B|ENSG00000174876.17	grey
AMY2A|ENSG00000243480.8	grey
AMY2B|ENSG00000240038.7	grey
AMZ1|ENSG00000174945.14	grey
AMZ2P1|ENSG00000214174.10	lightgreen
AMZ2|ENSG00000196704.14	grey
ANAPC10P1|ENSG00000213735.2	grey
ANAPC10|ENSG00000164162.14	blue
