Feature	gencodeID	Symbol	ensemblID	Chrom	logFC	t	adj.P.Val	Male_Pval	Male_FDR	Type
ENSG00000133878.8	ENSG00000133878.8	DUSP26	ENSG00000133878	chr8	0.151094358276946	3.44812517370039	0.0302592817502408	0.25954114598336797	0.2949804992501732	gene
ENSG00000168917.8	ENSG00000168917.8	SLC35G2	ENSG00000168917	chr3	0.193820508956349	3.44345152964833	0.030532488609829	0.07019972436739128	0.11160967413467264	gene
ENSG00000279294.1	ENSG00000279294.1		ENSG00000279294	chr16	0.353318153287575	3.43469864383989	0.0309291606220813	0.4254555469842004	0.44103999925468396	gene
ENSG00000269937.1	ENSG00000269937.1		ENSG00000269937	chr16	-0.84533847351819	-3.42689144036935	0.0313344450469183	0.21781863137302637	0.25900282638053135	gene
ENSG00000225684.3	ENSG00000225684.3	FAM225B	ENSG00000225684	chr9	0.885444194337523	3.42230002960393	0.0316139868219493	0.05057931454108705	0.08946216259454771	gene
ENSG00000232334.1	ENSG00000232334.1		ENSG00000232334	chr10	0.340850245114551	3.40202076536783	0.0328212443978374	0.42421253135126047	0.44103999925468396	gene
ENSG00000228376.3	ENSG00000228376.3	GAS2L1P2	ENSG00000228376	chr9	0.441731887425184	3.39163486173917	0.0333497616216723	0.05808448341831913	0.09726573258807286	gene
ENSG00000178127.12	ENSG00000178127.12	NDUFV2	ENSG00000178127	chr18	0.237140256618589	3.38955392279732	0.0335008964630797	0.12232871023101749	0.1664376201700863	gene
ENSG00000015520.14	ENSG00000015520.14	NPC1L1	ENSG00000015520	chr7	0.942714398220985	3.36872994845429	0.03516486826909	0.39830160395256187	0.4244083216080917	gene
ENSG00000152894.14	ENSG00000152894.14	PTPRK	ENSG00000152894	chr6	-0.154267940369255	-3.36426832501789	0.0354486371088846	0.09046480875263757	0.1361784089201938	gene
ENSG00000250138.4	ENSG00000250138.4		ENSG00000250138	chr5	-0.903719929541071	-3.36030084250514	0.0357283629032657	0.10209669108269648	0.14817109526360567	gene
ENSG00000247746.4	ENSG00000247746.4	USP51	ENSG00000247746	chrX	-0.134384788839716	-3.35780550823481	0.0359694439959389	0.11977481103651166	0.16454500739481942	gene
ENSG00000213411.2	ENSG00000213411.2	RBM22P2	ENSG00000213411	chr13	0.393437528611921	3.35270045074308	0.0363109191238094	0.46492639430100424	0.46887033545899826	gene
ENSG00000156675.15	ENSG00000156675.15	RAB11FIP1	ENSG00000156675	chr8	0.187677171934934	3.33893235369609	0.037185949728439	0.45736926994437177	0.4655953359505655	gene
ENSG00000100814.17	ENSG00000100814.17	CCNB1IP1	ENSG00000100814	chr14	0.16350873103352	3.33451444725339	0.0373937792754674	0.05293303283914002	0.09078817147561591	gene
ENSG00000159363.17	ENSG00000159363.17	ATP13A2	ENSG00000159363	chr1	0.123509028015744	3.33236636489467	0.0375000827142128	0.10097082012056968	0.14770183659609273	gene
ENSG00000213420.7	ENSG00000213420.7	GPC2	ENSG00000213420	chr7	-0.284914670644068	-3.33275355569089	0.0375000827142128	0.057169228016983015	0.09630292576670353	gene
ENSG00000136960.12	ENSG00000136960.12	ENPP2	ENSG00000136960	chr8	-0.37927415880956	-3.32786112325506	0.0378427694308386	0.06032807544199434	0.09957332231284298	gene
ENSG00000088808.16	ENSG00000088808.16	PPP1R13B	ENSG00000088808	chr14	0.10833085805554	3.32796008539697	0.0378427694308386	0.22727262499589856	0.267992303640997	gene
ENSG00000275160.1	ENSG00000275160.1		ENSG00000275160	chr9	0.306842404590418	3.32708113517885	0.0378862289148833	0.413060734128227	0.43294884354921576	gene
ENSG00000271723.5	ENSG00000271723.5	MROH7-TTC4	ENSG00000271723	chr1	-0.500867168944157	-3.32218721040473	0.0382817558864215	0.21688587166711004	0.25898186363625375	gene
ENSG00000125834.12	ENSG00000125834.12	STK35	ENSG00000125834	chr20	0.141258679365295	3.31962627144774	0.0384625193138986	0.4687098786470238	0.4703719704152757	gene
ENSG00000254985.1	ENSG00000254985.1	RSF1-IT2	ENSG00000254985	chr11	0.299721968773286	3.31801075206255	0.0385917662889427	0.46303581900735247	0.46887033545899826	gene
ENSG00000162522.10	ENSG00000162522.10	KIAA1522	ENSG00000162522	chr1	0.183191419864174	3.31120218489011	0.0391855700160651	0.3502536239501509	0.37832738770188057	gene
ENSG00000135049.15	ENSG00000135049.15	AGTPBP1	ENSG00000135049	chr9	-0.169387593318563	-3.30969625312068	0.0392166214754161	0.15521306492445713	0.20057213412612498	gene
ENSG00000279419.1	ENSG00000279419.1		ENSG00000279419	chr7	-0.354469207612977	-3.30828875640343	0.0392891308566909	0.05259156354962085	0.09075251514965062	gene
ENSG00000224963.3	ENSG00000224963.3		ENSG00000224963	chrX	-0.485341258993679	-3.3044256949643	0.0395696392268715	0.13880498323562945	0.18442164439287856	gene
ENSG00000205763.13	ENSG00000205763.13	RP9P	ENSG00000205763	chr7	0.206748202302243	3.29891685750678	0.0396691528238765	0.23256933463307805	0.2719715772775252	gene
ENSG00000168806.7	ENSG00000168806.7	LCMT2	ENSG00000168806	chr15	-0.137323761298147	-3.29846358518446	0.0396691528238765	0.10581880317800207	0.15089891384260729	gene
ENSG00000187950.8	ENSG00000187950.8	OVCH1	ENSG00000187950	chr12	0.246840285585837	3.28030970327903	0.0408477931583232	0.2301532730787232	0.27026297212148825	gene
ENSG00000117385.15	ENSG00000117385.15	P3H1	ENSG00000117385	chr1	-0.12017708910396	-3.28246954199202	0.0408477931583232	0.21317800114394875	0.25563294204973513	gene
ENSG00000223547.9	ENSG00000223547.9	ZNF844	ENSG00000223547	chr19	0.20196963593456	3.27744841070258	0.0410251497148571	0.18108709314641153	0.2272830220804046	gene
ENSG00000200486.1	ENSG00000200486.1	SNORD115-11	ENSG00000200486	chr15	0.438388760162833	3.26739831136897	0.0416963155062803	0.23940874609373725	0.27767489813331	gene
ENSG00000273340.1	ENSG00000273340.1	MICE	ENSG00000273340	chr6	0.374489986572988	3.26580130809856	0.0416963155062803	0.24138284912160896	0.27882182163842995	gene
ENSG00000206172.8	ENSG00000206172.8	HBA1	ENSG00000206172	chr16	0.816917036250445	3.268116721287	0.0416963155062803	0.409975017716697	0.4329213806486017	gene
ENSG00000278000.1	ENSG00000278000.1		ENSG00000278000	chr18	0.508383957662659	3.26355289844753	0.0418704057763775	0.06051806161769962	0.09957332231284298	gene
ENSG00000103978.15	ENSG00000103978.15	TMEM87A	ENSG00000103978	chr15	-0.125491514670103	-3.26178002357145	0.042006170610817	0.13845430324941238	0.18442164439287856	gene
ENSG00000148948.7	ENSG00000148948.7	LRRC4C	ENSG00000148948	chr11	-0.104585684042666	-3.26176741909129	0.042006170610817	0.12200739872124117	0.1664376201700863	gene
ENSG00000270108.1	ENSG00000270108.1		ENSG00000270108	chr14	0.206163666896977	3.25895785989305	0.0422815107398612	0.18999319909605894	0.23479508883923442	gene
ENSG00000256937.1	ENSG00000256937.1	KRT17P8	ENSG00000256937	chr12	-0.36546084186295	-3.25070887614422	0.0427722567227113	0.4298118605836567	0.44392976841304693	gene
ENSG00000234618.1	ENSG00000234618.1	RPSAP9	ENSG00000234618	chr9	-0.510682413049781	-3.24899872056971	0.0428529239206031	0.1956390833368733	0.23967905014863697	gene
ENSG00000230898.1	ENSG00000230898.1		ENSG00000230898	chr1	-0.326851429114897	-3.24668511535963	0.0429969446236902	0.2063262734851226	0.25060229783815324	gene
ENSG00000261488.1	ENSG00000261488.1		ENSG00000261488	chr3	-0.479133137860405	-3.2465444501979	0.0429969446236902	0.06501820429912383	0.10574799894627611	gene
ENSG00000153147.5	ENSG00000153147.5	SMARCA5	ENSG00000153147	chr4	-0.0928173489275878	-3.2464273869061	0.0429969446236902	0.08969159673956478	0.1361257032599876	gene
ENSG00000173928.2	ENSG00000173928.2	SWSAP1	ENSG00000173928	chr19	-0.290399351145022	-3.24505554669894	0.0430813441850229	0.1120369547100129	0.15853229091466825	gene
ENSG00000087053.18	ENSG00000087053.18	MTMR2	ENSG00000087053	chr11	-0.143091207351703	-3.24263479233339	0.0432588990171041	0.10351683855658894	0.14911741217208052	gene
ENSG00000178150.8	ENSG00000178150.8	ZNF114	ENSG00000178150	chr19	-0.302927368302079	-3.24128232506236	0.043289263682185	0.14021374886836296	0.18542285481190054	gene
ENSG00000102934.9	ENSG00000102934.9	PLLP	ENSG00000102934	chr16	-0.315762293031467	-3.23771822896007	0.0437331380245592	0.18150516957657753	0.2272830220804046	gene
ENSG00000182108.9	ENSG00000182108.9	DEXI	ENSG00000182108	chr16	0.123208229138115	3.22504792778475	0.0448369517621074	0.08714970769507535	0.13331549879841256	gene
ENSG00000136098.16	ENSG00000136098.16	NEK3	ENSG00000136098	chr13	-0.233674960699026	-3.22066584566288	0.0452595426966358	0.10125143568778089	0.14770183659609273	gene
ENSG00000101493.10	ENSG00000101493.10	ZNF516	ENSG00000101493	chr18	0.141766535464724	3.21777541248945	0.0455641210958653	0.4567401667014707	0.4655953359505655	gene
ENSG00000157368.10	ENSG00000157368.10	IL34	ENSG00000157368	chr16	0.195658271698178	3.20968452860429	0.0463748284342885	0.06684824407306987	0.10748893791294759	gene
ENSG00000234840.1	ENSG00000234840.1	LINC01239	ENSG00000234840	chr9	-0.538578578267896	-3.19862819947405	0.0466475848719409	0.15034661189363752	0.19655759099948755	gene
ENSG00000104824.16	ENSG00000104824.16	HNRNPL	ENSG00000104824	chr19	-0.0774354593244394	-3.19888563691822	0.0466475848719409	0.2539189415890197	0.2921100019093194	gene
ENSG00000240498.6	ENSG00000240498.6	CDKN2B-AS1	ENSG00000240498	chr9	-0.291254254570791	-3.20131541934959	0.0466475848719409	0.262117779630497	0.2967173265417226	gene
ENSG00000236914.3	ENSG00000236914.3		ENSG00000236914	chr15	-0.235870417988183	-3.20563811351136	0.0466475848719409	0.11570533827443608	0.16137233856528602	gene
ENSG00000108448.20	ENSG00000108448.20	TRIM16L	ENSG00000108448	chr17	0.170624806448343	3.20129449506144	0.0466475848719409	0.39524426202225527	0.4236898717890085	gene
ENSG00000101307.15	ENSG00000101307.15	SIRPB1	ENSG00000101307	chr20	-0.458563431407519	-3.18184920267729	0.0481699473022689	0.3989138287906445	0.4244083216080917	gene
ENSG00000205927.4	ENSG00000205927.4	OLIG2	ENSG00000205927	chr21	-0.280569444647607	-3.18222964293315	0.0481699473022689	0.11945823678610018	0.16454500739481942	gene
ENSG00000204947.8	ENSG00000204947.8	ZNF425	ENSG00000204947	chr7	-0.158679832019789	-3.17858578156132	0.0485598871521966	0.1836046026192404	0.22789518658440805	gene
ENSG00000138760.8	ENSG00000138760.8	SCARB2	ENSG00000138760	chr4	-0.1549142421835	-3.17824351570021	0.0485598871521966	0.10380258020459315	0.14911741217208052	gene
ENSG00000189180.15	ENSG00000189180.15	ZNF33A	ENSG00000189180	chr10	-0.109766343710376	-3.17764709110091	0.048597574699008	0.17983648748180509	0.22720413373817339	gene
ENSG00000262223.6	ENSG00000262223.6		ENSG00000262223	chr17	-0.349611964102171	-3.16962942117512	0.0492429357452593	0.10610913022854718	0.15089891384260729	gene
ENSG00000071794.15	ENSG00000071794.15	HLTF	ENSG00000071794	chr3	-0.124445783732403	-3.16821758027257	0.0493007637501472	0.294025545098043	0.32889023424010344	gene
ENST00000546602.5	ENSG00000111077.17	TNS2	ENSG00000111077	chr12	-2.89559079279492	-4.73289039243072	0.0197936142312764	0.3698337746314775	0.38139108008871114	transcript
ENST00000382297.6	ENSG00000107104.18	KANK1	ENSG00000107104	chr9	-0.475026417254531	-4.46368617373568	0.0369576563721804	0.06603003225576876	0.08715964257761476	transcript
ENST00000623599.1	ENSG00000279332.1	RP11-799B12.1	ENSG00000279332	chr18	0.559179611195188	4.45703523189904	0.0369576563721804	0.06013855638178435	0.08269051502495348	transcript
ENST00000509675.1	ENSG00000163884.3	KLF15	ENSG00000163884	chr3	0.526078533860107	4.44641435741985	0.0370045912919559	0.39036597369691606	0.39036597369691606	transcript
ENST00000611118.1	ENSG00000183495.13	EP400	ENSG00000183495	chr12	0.386167781672193	4.4212343170687	0.0372754690626755	0.2529036332872793	0.2692199967251682	transcript
ENST00000563041.5	ENSG00000260037.5	CTD-2524L6.3	ENSG00000260037	chr15	0.747284448301494	4.43244735461429	0.0372754690626755	0.13810422751769463	0.16276569671728294	transcript
ENST00000544020.5	ENSG00000084453.16	SLCO1A2	ENSG00000084453	chr12	-0.990899306345993	-4.43299229856104	0.0372754690626755	0.0569875464304166	0.08176474053059772	transcript
ENST00000580617.5	ENSG00000141027.20	NCOR1	ENSG00000141027	chr17	0.290390400406926	4.36822342923915	0.0402572807969063	0.10698356319130703	0.13578683020435123	transcript
ENST00000461779.5	ENSG00000198482.10	ZNF808	ENSG00000198482	chr19	0.470127922625028	4.32689287491382	0.0434221083342822	0.2027260149342388	0.2229986164276627	transcript
ENST00000451017.5	ENSG00000227954.6	TARID	ENSG00000227954	chr6	0.571445613605633	4.32434907924852	0.0434221083342822	0.1982788753023536	0.2229986164276627	transcript
ENST00000340879.8	ENSG00000068745.14	IP6K2	ENSG00000068745	chr3	-0.487895804898094	-4.27242880123424	0.0463745032717525	0.13089190885114854	0.1599789997069593	transcript
e36382	ENSG00000085831.15	TTC39A	ENSG00000085831	chr1	0.666414539803294	4.86638876225064	0.0247417979482485	0.06501820429912383	0.08850834110879642	exon
e193774	ENSG00000077044.10	DGKD	ENSG00000077044	chr2	0.253319248809957	4.83040871324709	0.0260662175565013	0.11882686038384593	0.13792387617593335	exon
e746428	ENSG00000183495.13	EP400	ENSG00000183495	chr12	0.377603375100464	4.82284638922046	0.0263305720439406	0.36744117394740505	0.379488425552238	exon
e65774	ENSG00000143379.12	SETDB1	ENSG00000143379	chr1	-0.168234422954987	-4.7544140572636	0.0289720674600961	0.09847075843359132	0.11930111117915872	exon
e876812	ENSG00000077235.17	GTF3C1	ENSG00000077235	chr16	0.334667880561957	4.57366472050298	0.0377957280333246	0.07798002201644928	0.0982548277407261	exon
e133217	ENSG00000075292.18	ZNF638	ENSG00000075292	chr2	0.565729354632104	4.56840983982835	0.0377957280333246	0.4050495228233911	0.4115825796431232	exon
e734716	ENSG00000204852.15	TCTN1	ENSG00000204852	chr12	0.416183982105063	4.50484970495685	0.0418518573675101	0.1790057717858919	0.19443730383639982	exon
e134055	ENSG00000003137.8	CYP26B1	ENSG00000003137	chr2	0.50535410434738	4.50635324695652	0.0418518573675101	0.07084227292160401	0.09219345561806613	exon
e145041	ENSG00000204634.12	TBC1D8	ENSG00000204634	chr2	0.407260606660229	4.49455905094664	0.0429700140514788	0.2258399547779812	0.24115113815275957	exon
e246114	ENSG00000163884.3	KLF15	ENSG00000163884	chr3	0.538453581006572	4.48226680349707	0.0435326837737116	0.3644576540740755	0.379488425552238	exon
e974139	ENSG00000266714.6	MYO15B	ENSG00000266714	chr17	-0.455296953886577	-4.42590060661375	0.0450262904779485	0.08866830482126975	0.10953143536745087	exon
e974123	ENSG00000266714.6	MYO15B	ENSG00000266714	chr17	-0.476107140694041	-4.45065938853465	0.0450262904779485	0.07170602103627366	0.09219345561806613	exon
e348183	ENSG00000064651.13	SLC12A2	ENSG00000064651	chr5	-0.444324603964981	-4.45527334950184	0.0450262904779485	0.059572795161999564	0.08340191322679939	exon
e492786	ENSG00000157168.18	NRG1	ENSG00000157168	chr8	0.512647343589618	4.41271733976341	0.0454699395011078	0.12040973316946563	0.13792387617593335	exon
e492738	ENSG00000157168.18	NRG1	ENSG00000157168	chr8	0.510385814146594	4.3870706757118	0.0480977038489683	0.1129461595797624	0.13425675572688736	exon
e348236	ENSG00000064651.13	SLC12A2	ENSG00000064651	chr5	-0.432109374092493	-4.38785392634291	0.0480977038489683	0.06603003225576876	0.08850834110879642	exon
e145042	ENSG00000204634.12	TBC1D8	ENSG00000204634	chr2	0.413652872506411	4.38591017846257	0.0480977038489683	0.17163831243586675	0.18970550321858956	exon
e572033	ENSG00000078114.18	NEBL	ENSG00000078114	chr10	0.488866518151291	4.38272393772361	0.0481173901690579	0.17042950619739072	0.18970550321858956	exon
e458362	ENSG00000106330.11	MOSPD3	ENSG00000106330	chr7	-0.668348242240356	-4.37458155499447	0.0481173901690579	0.488295376101301	0.488295376101301	exon
chr11:65505844-65505919(+)					2.41012782866668	4.83963497108257	0.017845676763171	0.38671850572697736	0.392577877025871	junction
chr11:502250-504823(-)	ENSG00000023191.16	RNH1	ENSG00000023191	chr11	-0.505327149628166	-4.81265725956219	0.0188654577133795	0.07728852189236361	0.09770435786393136	junction
chr2:72133308-72134760(-)	ENSG00000003137.8	CYP26B1	ENSG00000003137	chr2	0.750420902959122	4.78171128414629	0.0207396678204465	0.1956390833368733	0.20480966536828923	junction
chr11:64926909-64927801(+)	ENSG00000068971.13	PPP2R5B	ENSG00000068971	chr11	0.293718503962812	4.63058334797145	0.0255725088353494	0.19171963256964947	0.20389230765343672	junction
chr5:56880803-56881082(+)	ENSG00000095015.5	MAP3K1	ENSG00000095015	chr5	-0.401546708457287	-4.61482558046107	0.0255725088353494	0.12009197639619695	0.13637563421263044	junction
chr2:224789171-224792973(-)	ENSG00000135905.18	DOCK10	ENSG00000135905	chr2	-0.571541639484205	-4.59444308588924	0.0268834476941774	0.06892808587885127	0.08881118757467375	junction
