Feature	seqnames	start	end	width	gencodeID	ensemblID	Symbol	AveExpr	t	P.Value	SE	B	Type	Direction	Chrom_Type	Concordant
GYG2P1|ENSG00000206159.13	chrY	12088010	12421587	333578	ENSG00000206159.13	ENSG00000206159	GYG2P1	-0.739199707291333	91.2172318011276	3.71091755084048e-261	0.0553253168768799	573.670554897146	Gene	1.0	Allosome	True
AGKP1|ENSG00000226555.1	chrY	14639096	14640358	1263	ENSG00000226555.1	ENSG00000226555	AGKP1	-1.44964234592492	85.3651336642695	1.10294010096175e-250	0.0363482405740192	551.390209191782	Gene	1.0	Allosome	True
TTTY10|ENSG00000229236.3	chrY	20464916	20575519	110604	ENSG00000229236.3	ENSG00000229236	TTTY10	-0.301214372136965	81.5873696435435	1.42208507965487e-243	0.0155124363757638	536.475396874323	Gene	1.0	Allosome	True
ENSG00000288049|ENSG00000288049.1	chrY	19744756	19759978	15223	ENSG00000288049.1	ENSG00000288049	ENSG00000288049	-1.65217313511549	80.8945177664666	3.0820813129321e-242	0.0260597395331467	533.295338000261	Gene	1.0	Allosome	True
PRKY|ENSG00000099725.14	chrY	7273972	7381548	107577	ENSG00000099725.14	ENSG00000099725	PRKY	-0.878490779405188	77.2136187442798	5.77005273520771e-235	0.0123943707620913	517.874823733297	Gene	1.0	Allosome	True
ENSG00000260197|ENSG00000260197.1	chrY	19691941	19694606	2666	ENSG00000260197.1	ENSG00000260197	ENSG00000260197	-1.59580291988204	77.1320635270152	8.428461365780492e-235	0.0239385315926229	517.356362313988	Gene	1.0	Allosome	True
TBL1Y|ENSG00000092377.15	chrY	6910686	7101970	191285	ENSG00000092377.15	ENSG00000092377	TBL1Y	-1.02114276344448	73.1126506211586	1.70459007042443e-226	0.0268417768057113	499.530383052334	Gene	1.0	Allosome	True
ENSG00000273906|ENSG00000273906.1	chrY	6918682	6920791	2110	ENSG00000273906.1	ENSG00000273906	ENSG00000273906	-1.15675782015171	69.9767319199641	9.81057320279141e-220	0.0306478863518197	484.800359119855	Gene	1.0	Allosome	True
TMSB4Y|ENSG00000154620.6	chrY	13703899	13706024	2126	ENSG00000154620.6	ENSG00000154620	TMSB4Y	-1.32623625501385	69.0821186250771	9.28683750102975e-218	0.0360563141156726	480.452269589736	Gene	1.0	Allosome	True
RPS10P3|ENSG00000217716.3	chr9	88016300	88016793	494	ENSG00000217716.3	ENSG00000217716	RPS10P3	-0.582484277911809	-67.2533317466413	1.1921484778445398e-213	0.0447773017927662	478.614527154958	Gene	-1.0	Autosome	True
PCDH11Y|ENSG00000099715.15	chrY	5000226	5742224	741999	ENSG00000099715.15	ENSG00000099715	PCDH11Y	0.359658947743224	61.0313627280552	6.22109705067876e-199	0.126381344082401	439.366635069075	Gene	1.0	Allosome	True
EEF1A1P6|ENSG00000233476.3	chr7	22510616	22511999	1384	ENSG00000233476.3	ENSG00000233476	EEF1A1P6	2.82871206290234	57.6930366596541	1.60041816958817e-190	0.0173871130614182	425.853851976404	Gene	1.0	Autosome	True
LINC00278|ENSG00000231535.8	chrY	3002887	3200509	197623	ENSG00000231535.8	ENSG00000231535	LINC00278	-1.94223803737285	54.7996733173879	6.49778420114232e-183	0.0182727365421676	403.640941597243	Gene	1.0	Allosome	True
ENSG00000267793|ENSG00000267793.1	chrY	19598188	19598757	570	ENSG00000267793.1	ENSG00000267793	ENSG00000267793	-3.22290482437582	54.1718914613381	3.19779387415257e-181	0.0200464557854853	399.507216789272	Gene	1.0	Allosome	True
TUBBP1|ENSG00000127589.4	chr8	30351873	30353518	1646	ENSG00000127589.4	ENSG00000127589	TUBBP1	-1.97169599842621	-53.3146722921143	6.916770725757059e-179	0.0154428077896794	398.430376436093	Gene	-1.0	Autosome	True
ZFX|ENSG00000005889.16	chrX	24149173	24216255	67083	ENSG00000005889.16	ENSG00000005889	ZFX	6.18485246027591	-50.0580319748226	9.52654075257706e-170	0.0474486245367248	377.673954792162	Gene	-1.0	Allosome	True
CD24P4|ENSG00000185275.6	chrY	18992467	18992709	243	ENSG00000185275.6	ENSG00000185275	CD24P4	-3.77472097409556	40.7090517017251	6.61049696457395e-141	0.0173069946948007	309.266799887351	Gene	1.0	Allosome	True
PPP1R12BP1|ENSG00000229238.3	chrY	26277923	26354418	76496	ENSG00000229238.3	ENSG00000229238	PPP1R12BP1	-2.42783202843109	39.9063564380255	3.11723801160593e-138	0.035506589327178	303.509311806744	Gene	1.0	Allosome	True
ENSG00000286009|ENSG00000286009.2	chrY	12661309	12663478	2170	ENSG00000286009.2	ENSG00000286009	ENSG00000286009	-3.19268421969561	38.9695734337585	4.5289721671690495e-135	0.0483608362069454	296.202895009023	Gene	1.0	Allosome	True
RPL26P19|ENSG00000226221.1	chr5	56504635	56505072	438	ENSG00000226221.1	ENSG00000226221	RPL26P19	-2.45454273354149	-38.0074696186814	8.94343059139482e-132	0.0208654013274904	290.49623397763	Gene	-1.0	Autosome	True
LINC00279|ENSG00000286217.2	chrY	8550518	8713825	163308	ENSG00000286217.2	ENSG00000286217	LINC00279	-0.540535967001244	36.5754804275015	8.86090322943366e-127	0.0295259907061173	277.759651831842	Gene	1.0	Allosome	True
ENSG00000286187|ENSG00000286187.1	chrY	21825441	21846721	21281	ENSG00000286187.1	ENSG00000286187	ENSG00000286187	-1.2731565208615	35.4565390051533	8.47112771329997e-123	0.013078387781094	268.71851589373	Gene	1.0	Allosome	True
KDM5C|ENSG00000126012.13	chrX	53176283	53225422	49140	ENSG00000126012.13	ENSG00000126012	KDM5C	6.43772877786155	-35.177164105532	8.557517652376189e-122	0.0430686858670747	267.077540752228	Gene	-1.0	Allosome	True
UBL5P2|ENSG00000266282.1	chr17	32227890	32228108	219	ENSG00000266282.1	ENSG00000266282	UBL5P2	-3.51171570194406	34.3357981711338	9.61278540152132e-119	0.0145076364623611	259.236141389434	Gene	1.0	Autosome	True
ENSG00000278847|ENSG00000278847.1	chrY	2934406	2934771	366	ENSG00000278847.1	ENSG00000278847	ENSG00000278847	-4.03732845114453	33.9272689560825	3.0056498082091303e-117	0.059577330079478	255.784363759226	Gene	1.0	Allosome	True
KDM5DP1|ENSG00000277438.1	chrY	20570222	20570519	298	ENSG00000277438.1	ENSG00000277438	KDM5DP1	-4.12098345725398	33.5526668475545	7.19219327641783e-116	0.0186877360731683	252.691026985392	Gene	1.0	Allosome	True
USP9YP14|ENSG00000227494.2	chrY	18481087	18487400	6314	ENSG00000227494.2	ENSG00000227494	USP9YP14	-3.92684138527576	31.8068289775488	2.42181135845201e-109	0.0285433305574567	237.923911674331	Gene	1.0	Allosome	True
KDM6A|ENSG00000147050.17	chrX	44873188	45112779	239592	ENSG00000147050.17	ENSG00000147050	KDM6A	5.00869127486252	-30.2189577638788	2.90964095345743e-103	0.0153062637897515	224.412719091297	Gene	-1.0	Allosome	True
PUDP|ENSG00000130021.15	chrX	6667865	7148158	480294	ENSG00000130021.15	ENSG00000130021	PUDP	3.17886839682897	-27.7389305310317	1.67447668022441e-93	0.0153062670447795	202.165083350358	Gene	-1.0	Allosome	True
PNPLA4|ENSG00000006757.12	chrX	7898247	7927739	29493	ENSG00000006757.12	ENSG00000006757	PNPLA4	4.14029276470784	-27.2356010735923	1.74739586097826e-91	0.0311014500794136	197.360451308211	Gene	-1.0	Allosome	True
YBX1P10|ENSG00000213866.3	chr9	35971344	35972318	975	ENSG00000213866.3	ENSG00000213866	YBX1P10	-2.22941455273977	26.8752183049287	4.95556144518475e-90	0.0627142557362552	194.407717422769	Gene	1.0	Autosome	True
ENSG00000278212|ENSG00000278212.4	chrY	11153797	11215032	61236	ENSG00000278212.4	ENSG00000278212	ENSG00000278212	-1.74927694596234	25.4477743186683	3.21730630817668e-84	0.05805207547488	181.050697986333	Gene	1.0	Allosome	True
JPX|ENSG00000225470.9	chrX	73944182	74070408	126227	ENSG00000225470.9	ENSG00000225470	JPX	6.16118544122009	-24.9081571500934	5.34179260779496e-82	0.0105903828579717	175.340608196191	Gene	-1.0	Allosome	True
DDX3X|ENSG00000215301.11	chrX	41333348	41364472	31125	ENSG00000215301.11	ENSG00000215301	DDX3X	7.5897910701171	-24.2295429252327	3.4373362531153996e-79	0.0173791872403682	168.844491976039	Gene	-1.0	Allosome	True
CD99|ENSG00000002586.20	chrX	2691187	2741309	50123	ENSG00000002586.20	ENSG00000002586	CD99	4.823740488034	20.7181938882149	1.99430979429822e-64	0.0150783054759159	134.996098339494	Gene	1.0	Allosome	True
TSIX|ENSG00000270641.1	chrX	73792205	73829231	37027	ENSG00000270641.1	ENSG00000270641	TSIX	-2.34864853637763	-19.7234841314958	3.35589022114522e-60	0.0701201885527402	126.300921317446	Gene	-1.0	Allosome	True
PRKCIP1|ENSG00000237682.2	chrX	101537485	101539276	1792	ENSG00000237682.2	ENSG00000237682	PRKCIP1	-3.08053034067368	17.8976178142215	1.91735765908307e-52	0.0266322937087769	108.562364484508	Gene	1.0	Allosome	True
ENSG00000286431|ENSG00000286431.1	chrX	3819924	3823898	3975	ENSG00000286431.1	ENSG00000286431	ENSG00000286431	-0.0088992230728164	-17.4715943008841	1.21985445974579e-50	0.0612612879424496	104.027785236701	Gene	-1.0	Allosome	True
EIF2S3|ENSG00000130741.11	chrX	24054946	24078810	23865	ENSG00000130741.11	ENSG00000130741	EIF2S3	6.52413602298269	-16.3366977002551	7.33362357848938e-46	0.0445732372661604	92.1267642697092	Gene	-1.0	Allosome	True
HSPB1P1|ENSG00000236060.2	chr9	72007881	72008136	256	ENSG00000236060.2	ENSG00000236060	HSPB1P1	-2.75542928623913	15.122457733301	8.2312686588215e-41	0.036404968514788	82.0083852137007	Gene	1.0	Autosome	True
ZBED1|ENSG00000214717.12	chrX	2486414	2500976	14563	ENSG00000214717.12	ENSG00000214717	ZBED1	4.99681177337779	14.6009594842029	1.13910466391201e-38	0.013112686637028	75.6861972458466	Gene	1.0	Allosome	True
DHRSX|ENSG00000169084.15	chrX	2219506	2502805	283300	ENSG00000169084.15	ENSG00000169084	DHRSX	3.30237361987337	13.6893266577912	5.59084391768634e-35	0.0181380111080608	67.4850893674388	Gene	1.0	Allosome	True
ENSG00000289007|ENSG00000289007.2	chrX	2566024	2609207	43184	ENSG00000289007.2	ENSG00000289007	ENSG00000289007	-0.231696100740849	12.9472962471245	4.93204040240322e-32	0.0194474993971109	61.4639495573529	Gene	1.0	Allosome	True
ENSG00000244313|ENSG00000244313.3	chr11	46428653	46429150	498	ENSG00000244313.3	ENSG00000244313	ENSG00000244313	-0.154137490851462	-11.7682469540545	1.73440091810085e-27	0.0194840376653949	50.9408338059075	Gene	-1.0	Autosome	True
PLCXD1|ENSG00000182378.15	chrX	276322	303356	27035	ENSG00000182378.15	ENSG00000182378	PLCXD1	4.66133999570175	11.2858814689709	1.10459869700713e-25	0.0229999838532012	45.9625580156633	Gene	1.0	Allosome	True
ENSG00000289472|ENSG00000289472.1	chrX	24168659	24169609	951	ENSG00000289472.1	ENSG00000289472	ENSG00000289472	-1.04075971292699	-10.9317786745198	2.20900394230066e-24	0.0196122418276757	43.9755307909817	Gene	-1.0	Allosome	True
ZRSR2|ENSG00000169249.14	chrX	15790156	15830694	40539	ENSG00000169249.14	ENSG00000169249	ZRSR2	3.18258374994616	-10.8378721995766	4.84965502787595e-24	0.0248668253798683	42.3896858529939	Gene	-1.0	Allosome	True
LINC01597|ENSG00000205611.5	chr20	30278906	30289956	11051	ENSG00000205611.5	ENSG00000205611	LINC01597	0.918612631478417	10.5767860868174	4.238209511350951e-23	0.0137805852166174	40.8353077081054	Gene	1.0	Autosome	True
GTPBP6|ENSG00000178605.14	chrX	304529	318796	14268	ENSG00000178605.14	ENSG00000178605	GTPBP6	4.47787551669143	10.3872037594273	2.0099287097798e-22	0.137805834868003	38.4918240604649	Gene	1.0	Allosome	True
ZNF285DP|ENSG00000283443.2	chr20	30537597	30556427	18831	ENSG00000283443.2	ENSG00000283443	ZNF285DP	1.14031697374522	10.092136139946	2.19791565980643e-21	0.030834536654648	36.8805848239532	Gene	1.0	Autosome	True
FRG1BP|ENSG00000149531.15	chr20	30377372	30399257	21886	ENSG00000149531.15	ENSG00000149531	FRG1BP	3.52240825288474	9.85278960023268	1.486997793831e-20	0.0145261241724378	34.424231876782	Gene	1.0	Autosome	True
FRG1CP|ENSG00000282826.4	chr20	28563850	28602858	39009	ENSG00000282826.4	ENSG00000282826	FRG1CP	5.1726006262178	9.35569221201211	7.235802423840599e-19	0.0332038856822964	30.2981445722421	Gene	1.0	Autosome	True
KDM5C-IT1|ENSG00000235262.1	chrX	53212408	53214679	2272	ENSG00000235262.1	ENSG00000235262	KDM5C-IT1	-2.62640530326377	-8.67044900314538	1.24992976777145e-16	0.0189461400468865	26.6301019998851	Gene	-1.0	Allosome	True
NOX5|ENSG00000255346.10	chr15	68930525	69062762	132238	ENSG00000255346.10	ENSG00000255346	NOX5	0.588121929569611	8.1078011788891	7.097683201523831e-15	0.0783696731996139	22.0589727419527	Gene	1.0	Autosome	True
DDX43|ENSG00000080007.8	chr6	73394828	73417566	22739	ENSG00000080007.8	ENSG00000080007	DDX43	-1.40112824340976	8.0370645585494	1.16430362680526e-14	0.0785371516468854	22.0382572631234	Gene	1.0	Autosome	True
ENSG00000261600|ENSG00000261600.1	chr2	91580336	91580863	528	ENSG00000261600.1	ENSG00000261600	ENSG00000261600	-2.2266149473937	-7.95814554449705	2.0154032527131105e-14	0.0228920698564264	21.4788565257696	Gene	-1.0	Autosome	True
SPESP1|ENSG00000258484.4	chr15	68818221	68946811	128591	ENSG00000258484.4	ENSG00000258484	SPESP1	-0.0534247422546111	7.9124928372497	2.76358914705815e-14	0.0338065566995262	20.8670890239954	Gene	1.0	Autosome	True
ASMTL|ENSG00000169093.16	chrX	1403139	1453762	50624	ENSG00000169093.16	ENSG00000169093	ASMTL	4.45541271056713	7.89632071516508	3.0896831702256204e-14	0.0180493174147372	19.8171585100774	Gene	1.0	Allosome	True
ENSG00000286406|ENSG00000286406.1	chr22	11827523	11910358	82836	ENSG00000286406.1	ENSG00000286406	ENSG00000286406	-3.6691729722357	-7.73075762692392	9.59117337478191e-14	0.0152770479298485	20.254382083502	Gene	-1.0	Autosome	True
PPP2R3B|ENSG00000167393.18	chrX	333933	386955	53023	ENSG00000167393.18	ENSG00000167393	PPP2R3B	2.09376726462948	7.72715197223621	9.82890002533324e-14	0.0228461275008314	19.1399426016611	Gene	1.0	Allosome	True
RCN1P2|ENSG00000214455.4	chr13	45390353	45391267	915	ENSG00000214455.4	ENSG00000214455	RCN1P2	0.312578239337158	-7.34710513142561	1.24040459468149e-12	0.0183592177254129	16.9229302307342	Gene	-1.0	Autosome	True
CD99P1|ENSG00000223773.9	chrX	2609340	2658924	49585	ENSG00000223773.9	ENSG00000223773	CD99P1	-0.0330975194716634	6.8536464531764	2.90411832453737e-11	0.0695197011165189	13.9764622681586	Gene	1.0	Allosome	True
PRSS30P|ENSG00000172460.19	chr16	2839568	2842744	3177	ENSG00000172460.19	ENSG00000172460	PRSS30P	-1.72310314630764	-6.64428335423023	1.05366224984009e-10	0.0461550263935318	13.0152807812783	Gene	-1.0	Autosome	True
LINC00685|ENSG00000226179.6	chrX	320990	321851	862	ENSG00000226179.6	ENSG00000226179	LINC00685	-1.34045282429432	6.39372824407335	4.73431996520048e-10	0.016191000231394	11.5068229634365	Gene	1.0	Allosome	True
ENSG00000273851|ENSG00000273851.1	chr15	69022230	69024176	1947	ENSG00000273851.1	ENSG00000273851	ENSG00000273851	-1.54119421068487	6.34117745874407	6.45207861333848e-10	0.0378014210278641	11.2881176994842	Gene	1.0	Autosome	True
EIF4A1P10|ENSG00000229132.2	chrX	92113246	92114461	1216	ENSG00000229132.2	ENSG00000229132	EIF4A1P10	-2.09913246083391	-6.16605055056557	1.78473991704199e-09	0.0454244893458427	10.3532745273394	Gene	-1.0	Allosome	True
ANKRD20A21P|ENSG00000277112.3	chr20	30656033	30723932	67900	ENSG00000277112.3	ENSG00000277112	ANKRD20A21P	-1.59410961579727	6.1068698797793	2.5045999242226e-09	0.0260882490196612	10.0163170156574	Gene	1.0	Autosome	True
ENSG00000288068|ENSG00000288068.1	chr15	68985795	68998679	12885	ENSG00000288068.1	ENSG00000288068	ENSG00000288068	-1.05166747918386	5.99896660465657	4.61554562243917e-09	0.0376047322097959	9.22564786424503	Gene	1.0	Autosome	True
CALCRL-AS1|ENSG00000224063.6	chr2	187003220	187556288	553069	ENSG00000224063.6	ENSG00000224063	CALCRL-AS1	-1.94968132189492	5.71183597933102	2.25216602531611e-08	0.0350471745426393	7.92657826149634	Gene	1.0	Autosome	True
EEF1A1P19|ENSG00000249855.1	chr5	43495073	43496454	1382	ENSG00000249855.1	ENSG00000249855	EEF1A1P19	-0.579352155945727	5.69981480316354	2.40348123900539e-08	0.0154556671091542	7.52619738741751	Gene	1.0	Autosome	True
PTPN20|ENSG00000204179.11	chr10	46911396	47002488	91093	ENSG00000204179.11	ENSG00000204179	PTPN20	3.02654057400121	5.64390507491157	3.24763052974344e-08	0.0729561370919509	6.48003628089599	Gene	1.0	Autosome	True
GP6-AS1|ENSG00000267265.6	chr19	55006193	55048086	41894	ENSG00000267265.6	ENSG00000267265	GP6-AS1	-1.3993862676428	-5.62922002762422	3.51344784552695e-08	0.0206270902654037	7.24417115715334	Gene	-1.0	Autosome	True
TSPEAR-AS2|ENSG00000182912.6	chr21	44517216	44525952	8737	ENSG00000182912.6	ENSG00000182912	TSPEAR-AS2	-2.48079968202618	-5.44069042950888	9.50787607761184e-08	0.0420822902576906	6.52296069610667	Gene	-1.0	Autosome	True
FAM242A|ENSG00000231934.2	chr20	30323367	30362276	38910	ENSG00000231934.2	ENSG00000231934	FAM242A	-2.6396559334517	5.41562886699563	1.08310938961261e-07	0.0484930337015916	6.58127052342286	Gene	1.0	Autosome	True
ZNF727|ENSG00000214652.6	chr7	64045434	64085339	39906	ENSG00000214652.6	ENSG00000214652	ZNF727	4.99915610398987	-5.33753728515981	1.62054855614526e-07	0.0226963668952973	4.55332946619013	Gene	-1.0	Autosome	True
LINC02848|ENSG00000226581.4	chr7	63900313	63925202	24890	ENSG00000226581.4	ENSG00000226581	LINC02848	0.811274890564299	-5.32269656453101	1.74858748356236e-07	0.0951370346661184	5.24925743336531	Gene	-1.0	Autosome	True
PDCL3P5|ENSG00000213089.4	chr6	150827663	150828384	722	ENSG00000213089.4	ENSG00000213089	PDCL3P5	-1.47526751756108	-5.26002670892277	2.4062122453156e-07	0.0213984601651083	5.41313185584941	Gene	-1.0	Autosome	True
INE1|ENSG00000224975.1	chrX	47204921	47205865	945	ENSG00000224975.1	ENSG00000224975	INE1	-0.10467813875453	-5.08802789878578	5.68918733946449e-07	0.0230212061773773	4.28659463225531	Gene	-1.0	Allosome	True
PLEKHA8P1|ENSG00000134297.8	chr12	45139782	45216047	76266	ENSG00000134297.8	ENSG00000134297	PLEKHA8P1	-0.543792681344859	4.48714309644222	9.56945494978481e-06	0.0221951123083459	1.72221194051105	Gene	1.0	Autosome	True
NLRP2|ENSG00000022556.16	chr19	54953130	55001142	48013	ENSG00000022556.16	ENSG00000022556	NLRP2	1.55043710569825	-4.41365838920702	1.32476094484693e-05	0.0313754483553488	0.87984877294851	Gene	-1.0	Autosome	True
ENSG00000213252|ENSG00000213252.3	chr11	106826392	106827890	1499	ENSG00000213252.3	ENSG00000213252	ENSG00000213252	-0.118330544413211	-4.34502468854957	1.78786114099898e-05	0.0172986546660135	0.953186980454344	Gene	-1.0	Autosome	True
GPAT2|ENSG00000186281.13	chr2	96021946	96039451	17506	ENSG00000186281.13	ENSG00000186281	GPAT2	2.7382187528466	3.65565932992747	0.0002924821946344	0.0736444496282093	-2.22126535361375	Gene	1.0	Autosome	True
ENSG00000237268|ENSG00000237268.3	chr7	56421857	56448411	26555	ENSG00000237268.3	ENSG00000237268	ENSG00000237268	-1.72063025659032	-3.28685460298072	0.0011070700943203	0.0892617312419342	-2.59413746135231	Gene	-1.0	Autosome	True
XIST-204|ENST00000429829.6	chrX	73820656	73852723	32068	ENSG00000229807.13	ENSG00000229807	XIST	2.4831157081784	-93.3951725965997	5.265458058296629e-265	0.057125210728044	595.496697608931	Transcript	-1.0	Allosome	True
USP9Y-204|ENST00000440408.5	chrY	12662334	12692233	29900	ENSG00000114374.13	ENSG00000114374	USP9Y	1.93530322978039	83.2619915341907	7.402115880965981e-247	0.143236038073494	549.698235293226	Transcript	1.0	Allosome	True
XIST-208|ENST00000602495.1	chrX	73829138	73833761	4624	ENSG00000229807.13	ENSG00000229807	XIST	-3.41460878380748	-81.7895877133502	4.68218659759753e-244	0.0877702084823172	523.309950279361	Transcript	-1.0	Allosome	True
XIST-217|ENST00000648927.2	chrX	73825959	73841639	15681	ENSG00000229807.13	ENSG00000229807	XIST	-3.30147669075991	-68.4637887206571	1.84908312340901e-216	0.0777295732414781	468.042970199928	Transcript	-1.0	Allosome	True
XIST-213|ENST00000647913.2	chrX	73820672	73841474	20803	ENSG00000229807.13	ENSG00000229807	XIST	-1.27662423645737	-66.3496409820068	1.16011167437539e-211	0.075234179182903	464.024007528473	Transcript	-1.0	Allosome	True
USP9Y-209|ENST00000651177.1	chrY	12662368	12860802	198435	ENSG00000114374.13	ENSG00000114374	USP9Y	2.42773155028177	64.9415161223755	2.14684023960309e-208	0.223528825550908	435.45721653275	Transcript	1.0	Allosome	True
TTTY14-216|ENST00000652153.1	chrY	18802664	19077342	274679	ENSG00000176728.10	ENSG00000176728	TTTY14	1.06635688283907	64.224095493604	1.04535911651299e-206	0.0335137762211706	455.772940573958	Transcript	1.0	Allosome	True
XIST-220|ENST00000649353.1	chrX	73827185	73832226	5042	ENSG00000229807.13	ENSG00000229807	XIST	-2.49295179777253	-62.2721931521824	4.90692072647916e-202	0.0780257301449632	442.926515296329	Transcript	-1.0	Allosome	True
TXLNGY-219|ENST00000700762.1	chrY	19567376	19594166	26791	ENSG00000131002.14	ENSG00000131002	TXLNGY	-0.21060166857769	61.4489525803977	4.98086771234019e-200	0.0518128066072085	418.054057919428	Transcript	1.0	Allosome	True
DDX3Y-201|ENST00000336079.8	chrY	12904868	12920478	15611	ENSG00000067048.17	ENSG00000067048	DDX3Y	2.47154765225645	60.9002030836768	1.11434250639503e-198	0.0618422880916917	427.309658778952	Transcript	1.0	Allosome	True
RPS4Y1-201|ENST00000250784.13	chrY	2841602	2867268	25667	ENSG00000129824.16	ENSG00000129824	RPS4Y1	2.19908239289562	60.6161133582857	5.619087891325841e-198	0.0474133803886793	420.860376243085	Transcript	1.0	Allosome	True
KDM5D-201|ENST00000317961.9	chrY	19703865	19744726	40862	ENSG00000012817.16	ENSG00000012817	KDM5D	1.03913444090776	59.0946780378237	3.62012489213821e-194	0.274832504849063	407.243257214393	Transcript	1.0	Allosome	True
XIST-221|ENST00000649757.1	chrX	73823337	73829691	6355	ENSG00000229807.13	ENSG00000229807	XIST	-0.200699709888248	-58.4682807359561	1.41236654932296e-192	0.252110694251233	429.208742413923	Transcript	-1.0	Allosome	True
NLGN4Y-205|ENST00000413217.1	chrY	14622181	14733549	111369	ENSG00000165246.15	ENSG00000165246	NLGN4Y	-0.378213294764543	57.7338972047358	1.07878883133574e-190	0.0358630628598653	399.986885089494	Transcript	1.0	Allosome	True
EIF1AY-201|ENST00000361365.7	chrY	20575776	20593154	17379	ENSG00000198692.10	ENSG00000198692	EIF1AY	0.708699227247123	57.5857998723184	2.5999961991489e-190	0.0534188360138406	399.863026865958	Transcript	1.0	Allosome	True
NLGN4Y-201|ENST00000339174.9	chrY	14524574	14843647	319074	ENSG00000165246.15	ENSG00000165246	NLGN4Y	0.478533609966214	55.0134297600028	1.50556558516927e-183	0.0665418828838419	386.131360036507	Transcript	1.0	Allosome	True
USP9Y-206|ENST00000457658.6	chrY	12537650	12708869	171220	ENSG00000114374.13	ENSG00000114374	USP9Y	-0.161835232812802	54.2945012602879	1.29370241432299e-181	0.0438768033910537	395.538192514697	Transcript	1.0	Allosome	True
TTTY14-219|ENST00000656768.1	chrY	18926528	19077365	150838	ENSG00000176728.10	ENSG00000176728	TTTY14	1.39889322709294	54.1356268049922	3.48274837789805e-181	0.199945320327277	403.237881464283	Transcript	1.0	Allosome	True
ANOS2P-204|ENST00000652544.1	chrY	13703902	13888980	185079	ENSG00000241859.7	ENSG00000241859	ANOS2P	0.509052814109191	53.4506748382288	2.55468802380056e-179	0.082221755731168	395.394605876291	Transcript	1.0	Allosome	True
TTTY14-227|ENST00000667450.1	chrY	19040240	19044666	4427	ENSG00000176728.10	ENSG00000176728	TTTY14	1.24298986652827	53.2867958882268	7.18395332336016e-179	0.0927873056141395	397.884259005881	Transcript	1.0	Allosome	True
